Keyword,Link,Positive,Negative,Neutral
Eric Dier Tottenham,"0     /Players/117973/Show/Eric-Dier
1     /Players/117973/Show/Eric-Dier
2     /Players/117973/Show/Eric-Dier
3     /Players/117973/Show/Eric-Dier
4     /Players/117973/Show/Eric-Dier
5     /Players/117973/Show/Eric-Dier
6     /Players/117973/Show/Eric-Dier
7     /Players/117973/Show/Eric-Dier
8     /Players/117973/Show/Eric-Dier
9     /Players/117973/Show/Eric-Dier
10    /Players/117973/Show/Eric-Dier
11    /Players/117973/Show/Eric-Dier
12    /Players/117973/Show/Eric-Dier
13    /Players/117973/Show/Eric-Dier
14    /Players/117973/Show/Eric-Dier
15    /Players/117973/Show/Eric-Dier
16    /Players/117973/Show/Eric-Dier
17    /Players/117973/Show/Eric-Dier
18    /Players/117973/Show/Eric-Dier
19    /Players/117973/Show/Eric-Dier
20    /Players/117973/Show/Eric-Dier
21    /Players/117973/Show/Eric-Dier
22    /Players/117973/Show/Eric-Dier
23    /Players/117973/Show/Eric-Dier
24    /Players/117973/Show/Eric-Dier
25    /Players/117973/Show/Eric-Dier
26    /Players/117973/Show/Eric-Dier
27    /Players/117973/Show/Eric-Dier
28    /Players/117973/Show/Eric-Dier
29    /Players/117973/Show/Eric-Dier
                   ...              
39    /Players/117973/Show/Eric-Dier
40    /Players/117973/Show/Eric-Dier
41    /Players/117973/Show/Eric-Dier
42    /Players/117973/Show/Eric-Dier
43    /Players/117973/Show/Eric-Dier
44    /Players/117973/Show/Eric-Dier
45    /Players/117973/Show/Eric-Dier
46    /Players/117973/Show/Eric-Dier
47    /Players/117973/Show/Eric-Dier
48    /Players/117973/Show/Eric-Dier
49    /Players/117973/Show/Eric-Dier
50    /Players/117973/Show/Eric-Dier
51    /Players/117973/Show/Eric-Dier
52    /Players/117973/Show/Eric-Dier
53    /Players/117973/Show/Eric-Dier
54    /Players/117973/Show/Eric-Dier
55    /Players/117973/Show/Eric-Dier
56    /Players/117973/Show/Eric-Dier
57    /Players/117973/Show/Eric-Dier
58    /Players/117973/Show/Eric-Dier
59    /Players/117973/Show/Eric-Dier
60    /Players/117973/Show/Eric-Dier
61    /Players/117973/Show/Eric-Dier
62    /Players/117973/Show/Eric-Dier
63    /Players/117973/Show/Eric-Dier
64    /Players/117973/Show/Eric-Dier
65    /Players/117973/Show/Eric-Dier
66    /Players/117973/Show/Eric-Dier
67    /Players/117973/Show/Eric-Dier
68    /Players/117973/Show/Eric-Dier
Name: Link, Length: 69, dtype: object",30.434782608695652,27.536231884057973,42.028985507246375
Alireza Jahanbakhsh Brighton,"0     /Players/133390/Show/Alireza-Jahanbakhsh
1     /Players/133390/Show/Alireza-Jahanbakhsh
2     /Players/133390/Show/Alireza-Jahanbakhsh
3     /Players/133390/Show/Alireza-Jahanbakhsh
4     /Players/133390/Show/Alireza-Jahanbakhsh
5     /Players/133390/Show/Alireza-Jahanbakhsh
6     /Players/133390/Show/Alireza-Jahanbakhsh
7     /Players/133390/Show/Alireza-Jahanbakhsh
8     /Players/133390/Show/Alireza-Jahanbakhsh
9     /Players/133390/Show/Alireza-Jahanbakhsh
10    /Players/133390/Show/Alireza-Jahanbakhsh
11    /Players/133390/Show/Alireza-Jahanbakhsh
12    /Players/133390/Show/Alireza-Jahanbakhsh
13    /Players/133390/Show/Alireza-Jahanbakhsh
14    /Players/133390/Show/Alireza-Jahanbakhsh
15    /Players/133390/Show/Alireza-Jahanbakhsh
16    /Players/133390/Show/Alireza-Jahanbakhsh
17    /Players/133390/Show/Alireza-Jahanbakhsh
18    /Players/133390/Show/Alireza-Jahanbakhsh
19    /Players/133390/Show/Alireza-Jahanbakhsh
20    /Players/133390/Show/Alireza-Jahanbakhsh
21    /Players/133390/Show/Alireza-Jahanbakhsh
22    /Players/133390/Show/Alireza-Jahanbakhsh
23    /Players/133390/Show/Alireza-Jahanbakhsh
24    /Players/133390/Show/Alireza-Jahanbakhsh
25    /Players/133390/Show/Alireza-Jahanbakhsh
Name: Link, dtype: object",30.76923076923077,7.6923076923076925,61.53846153846153
Marc-André ter Stegen Barcelona,"0     /Players/80774/Show/Marc-André-ter-Stegen
1     /Players/80774/Show/Marc-André-ter-Stegen
2     /Players/80774/Show/Marc-André-ter-Stegen
3     /Players/80774/Show/Marc-André-ter-Stegen
4     /Players/80774/Show/Marc-André-ter-Stegen
5     /Players/80774/Show/Marc-André-ter-Stegen
6     /Players/80774/Show/Marc-André-ter-Stegen
7     /Players/80774/Show/Marc-André-ter-Stegen
8     /Players/80774/Show/Marc-André-ter-Stegen
9     /Players/80774/Show/Marc-André-ter-Stegen
10    /Players/80774/Show/Marc-André-ter-Stegen
11    /Players/80774/Show/Marc-André-ter-Stegen
12    /Players/80774/Show/Marc-André-ter-Stegen
13    /Players/80774/Show/Marc-André-ter-Stegen
14    /Players/80774/Show/Marc-André-ter-Stegen
15    /Players/80774/Show/Marc-André-ter-Stegen
16    /Players/80774/Show/Marc-André-ter-Stegen
17    /Players/80774/Show/Marc-André-ter-Stegen
18    /Players/80774/Show/Marc-André-ter-Stegen
19    /Players/80774/Show/Marc-André-ter-Stegen
20    /Players/80774/Show/Marc-André-ter-Stegen
Name: Link, dtype: object",38.095238095238095,4.761904761904762,57.142857142857146
Said Benrahma Brentford,"0     /Players/137021/Show/Said-Benrahma
1     /Players/137021/Show/Said-Benrahma
2     /Players/137021/Show/Said-Benrahma
3     /Players/137021/Show/Said-Benrahma
4     /Players/137021/Show/Said-Benrahma
5     /Players/137021/Show/Said-Benrahma
6     /Players/137021/Show/Said-Benrahma
7     /Players/137021/Show/Said-Benrahma
8     /Players/137021/Show/Said-Benrahma
9     /Players/137021/Show/Said-Benrahma
10    /Players/137021/Show/Said-Benrahma
11    /Players/137021/Show/Said-Benrahma
12    /Players/137021/Show/Said-Benrahma
13    /Players/137021/Show/Said-Benrahma
14    /Players/137021/Show/Said-Benrahma
15    /Players/137021/Show/Said-Benrahma
16    /Players/137021/Show/Said-Benrahma
Name: Link, dtype: object",23.529411764705884,5.882352941176471,70.58823529411765
Ademola Lookman Everton,"0     /Players/299451/Show/Ademola-Lookman
1     /Players/299451/Show/Ademola-Lookman
2     /Players/299451/Show/Ademola-Lookman
3     /Players/299451/Show/Ademola-Lookman
4     /Players/299451/Show/Ademola-Lookman
5     /Players/299451/Show/Ademola-Lookman
6     /Players/299451/Show/Ademola-Lookman
7     /Players/299451/Show/Ademola-Lookman
8     /Players/299451/Show/Ademola-Lookman
9     /Players/299451/Show/Ademola-Lookman
10    /Players/299451/Show/Ademola-Lookman
11    /Players/299451/Show/Ademola-Lookman
12    /Players/299451/Show/Ademola-Lookman
13    /Players/299451/Show/Ademola-Lookman
14    /Players/299451/Show/Ademola-Lookman
Name: Link, dtype: object",33.333333333333336,6.666666666666667,59.99999999999999
Frank Acheampong Tianjin Teda,"0     /Players/112064/Show/Frank-Acheampong
1     /Players/112064/Show/Frank-Acheampong
2     /Players/112064/Show/Frank-Acheampong
3     /Players/112064/Show/Frank-Acheampong
4     /Players/112064/Show/Frank-Acheampong
5     /Players/112064/Show/Frank-Acheampong
6     /Players/112064/Show/Frank-Acheampong
7     /Players/112064/Show/Frank-Acheampong
8     /Players/112064/Show/Frank-Acheampong
9     /Players/112064/Show/Frank-Acheampong
10    /Players/112064/Show/Frank-Acheampong
Name: Link, dtype: object",36.36363636363637,0.0,63.63636363636363
Alejandro Pozuelo Toronto FC,"0    /Players/106594/Show/Alejandro-Pozuelo
1    /Players/106594/Show/Alejandro-Pozuelo
2    /Players/106594/Show/Alejandro-Pozuelo
3    /Players/106594/Show/Alejandro-Pozuelo
4    /Players/106594/Show/Alejandro-Pozuelo
5    /Players/106594/Show/Alejandro-Pozuelo
6    /Players/106594/Show/Alejandro-Pozuelo
7    /Players/106594/Show/Alejandro-Pozuelo
Name: Link, dtype: object",62.5,0.0,37.5
Boubacar Kamara Marseille,"0    /Players/331790/Show/Boubacar-Kamara
1    /Players/331790/Show/Boubacar-Kamara
2    /Players/331790/Show/Boubacar-Kamara
3    /Players/331790/Show/Boubacar-Kamara
Name: Link, dtype: object",75.0,0.0,25.0
Lucas Tousart Lyon,"0    /Players/300705/Show/Lucas-Tousart
1    /Players/300705/Show/Lucas-Tousart
2    /Players/300705/Show/Lucas-Tousart
Name: Link, dtype: object",0.0,0.0,100.0
Daniel Parejo Valencia,"0    /Players/28186/Show/Daniel-Parejo
1    /Players/28186/Show/Daniel-Parejo
2    /Players/28186/Show/Daniel-Parejo
Name: Link, dtype: object",66.66666666666667,0.0,33.33333333333333
Sergio Floccari SPAL 2013,"0    /Players/14152/Show/Sergio-Floccari
1    /Players/14152/Show/Sergio-Floccari
Name: Link, dtype: object",0.0,0.0,100.0
Alessandro Murgia SPAL 2013,"0    /Players/244489/Show/Alessandro-Murgia
1    /Players/244489/Show/Alessandro-Murgia
Name: Link, dtype: object",0.0,0.0,100.0
Platiny Chaves,"0    /Players/322852/Show/Platiny
Name: Link, dtype: object",100.0,0.0,0.0
Ayo Akinola Toronto FC,"0    /Players/356147/Show/Ayo-Akinola
Name: Link, dtype: object",0.0,0.0,100.0
Ilkay Gündogan ManCity,"0    /Players/77464/Show/Ilkay-Gündogan
Name: Link, dtype: object",0.0,0.0,100.0
Daniel Didavi VfB Stuttgart,"0    /Players/44142/Show/Daniel-Didavi
Name: Link, dtype: object",100.0,0.0,0.0
Sandro Wagner Tianjin Teda,"0    /Players/22669/Show/Sandro-Wagner
Name: Link, dtype: object",0.0,100.0,0.0
Arthur Barcelona,"0      /Players/284114/Show/Arthur
1      /Players/284114/Show/Arthur
2      /Players/284114/Show/Arthur
3      /Players/284114/Show/Arthur
4      /Players/284114/Show/Arthur
5      /Players/284114/Show/Arthur
6      /Players/284114/Show/Arthur
7      /Players/284114/Show/Arthur
8      /Players/284114/Show/Arthur
9      /Players/284114/Show/Arthur
10     /Players/284114/Show/Arthur
11     /Players/284114/Show/Arthur
12     /Players/284114/Show/Arthur
13     /Players/284114/Show/Arthur
14     /Players/284114/Show/Arthur
15     /Players/284114/Show/Arthur
16     /Players/284114/Show/Arthur
17     /Players/284114/Show/Arthur
18     /Players/284114/Show/Arthur
19     /Players/284114/Show/Arthur
20     /Players/284114/Show/Arthur
21     /Players/284114/Show/Arthur
22     /Players/284114/Show/Arthur
23     /Players/284114/Show/Arthur
24     /Players/284114/Show/Arthur
25     /Players/284114/Show/Arthur
26     /Players/284114/Show/Arthur
27     /Players/284114/Show/Arthur
28     /Players/284114/Show/Arthur
29     /Players/284114/Show/Arthur
                  ...             
170    /Players/284114/Show/Arthur
171    /Players/284114/Show/Arthur
172    /Players/284114/Show/Arthur
173    /Players/284114/Show/Arthur
174    /Players/284114/Show/Arthur
175    /Players/284114/Show/Arthur
176    /Players/284114/Show/Arthur
177    /Players/284114/Show/Arthur
178    /Players/284114/Show/Arthur
179    /Players/284114/Show/Arthur
180    /Players/284114/Show/Arthur
181    /Players/284114/Show/Arthur
182    /Players/284114/Show/Arthur
183    /Players/284114/Show/Arthur
184    /Players/284114/Show/Arthur
185    /Players/284114/Show/Arthur
186    /Players/284114/Show/Arthur
187    /Players/284114/Show/Arthur
188    /Players/284114/Show/Arthur
189    /Players/284114/Show/Arthur
190    /Players/284114/Show/Arthur
191    /Players/284114/Show/Arthur
192    /Players/284114/Show/Arthur
193    /Players/284114/Show/Arthur
194    /Players/284114/Show/Arthur
195    /Players/284114/Show/Arthur
196    /Players/284114/Show/Arthur
197    /Players/284114/Show/Arthur
198    /Players/284114/Show/Arthur
199    /Players/284114/Show/Arthur
Name: Link, Length: 200, dtype: object",27.5,25.5,47.0
Juan Foyth Tottenham,"0      /Players/335107/Show/Juan-Foyth
1      /Players/335107/Show/Juan-Foyth
2      /Players/335107/Show/Juan-Foyth
3      /Players/335107/Show/Juan-Foyth
4      /Players/335107/Show/Juan-Foyth
5      /Players/335107/Show/Juan-Foyth
6      /Players/335107/Show/Juan-Foyth
7      /Players/335107/Show/Juan-Foyth
8      /Players/335107/Show/Juan-Foyth
9      /Players/335107/Show/Juan-Foyth
10     /Players/335107/Show/Juan-Foyth
11     /Players/335107/Show/Juan-Foyth
12     /Players/335107/Show/Juan-Foyth
13     /Players/335107/Show/Juan-Foyth
14     /Players/335107/Show/Juan-Foyth
15     /Players/335107/Show/Juan-Foyth
16     /Players/335107/Show/Juan-Foyth
17     /Players/335107/Show/Juan-Foyth
18     /Players/335107/Show/Juan-Foyth
19     /Players/335107/Show/Juan-Foyth
20     /Players/335107/Show/Juan-Foyth
21     /Players/335107/Show/Juan-Foyth
22     /Players/335107/Show/Juan-Foyth
23     /Players/335107/Show/Juan-Foyth
24     /Players/335107/Show/Juan-Foyth
25     /Players/335107/Show/Juan-Foyth
26     /Players/335107/Show/Juan-Foyth
27     /Players/335107/Show/Juan-Foyth
28     /Players/335107/Show/Juan-Foyth
29     /Players/335107/Show/Juan-Foyth
                    ...               
103    /Players/335107/Show/Juan-Foyth
104    /Players/335107/Show/Juan-Foyth
105    /Players/335107/Show/Juan-Foyth
106    /Players/335107/Show/Juan-Foyth
107    /Players/335107/Show/Juan-Foyth
108    /Players/335107/Show/Juan-Foyth
109    /Players/335107/Show/Juan-Foyth
110    /Players/335107/Show/Juan-Foyth
111    /Players/335107/Show/Juan-Foyth
112    /Players/335107/Show/Juan-Foyth
113    /Players/335107/Show/Juan-Foyth
114    /Players/335107/Show/Juan-Foyth
115    /Players/335107/Show/Juan-Foyth
116    /Players/335107/Show/Juan-Foyth
117    /Players/335107/Show/Juan-Foyth
118    /Players/335107/Show/Juan-Foyth
119    /Players/335107/Show/Juan-Foyth
120    /Players/335107/Show/Juan-Foyth
121    /Players/335107/Show/Juan-Foyth
122    /Players/335107/Show/Juan-Foyth
123    /Players/335107/Show/Juan-Foyth
124    /Players/335107/Show/Juan-Foyth
125    /Players/335107/Show/Juan-Foyth
126    /Players/335107/Show/Juan-Foyth
127    /Players/335107/Show/Juan-Foyth
128    /Players/335107/Show/Juan-Foyth
129    /Players/335107/Show/Juan-Foyth
130    /Players/335107/Show/Juan-Foyth
131    /Players/335107/Show/Juan-Foyth
132    /Players/335107/Show/Juan-Foyth
Name: Link, Length: 133, dtype: object",18.796992481203006,32.330827067669176,48.87218045112782
Mohamed Elneny Arsenal,"0     /Players/125209/Show/Mohamed-Elneny
1     /Players/125209/Show/Mohamed-Elneny
2     /Players/125209/Show/Mohamed-Elneny
3     /Players/125209/Show/Mohamed-Elneny
4     /Players/125209/Show/Mohamed-Elneny
5     /Players/125209/Show/Mohamed-Elneny
6     /Players/125209/Show/Mohamed-Elneny
7     /Players/125209/Show/Mohamed-Elneny
8     /Players/125209/Show/Mohamed-Elneny
9     /Players/125209/Show/Mohamed-Elneny
10    /Players/125209/Show/Mohamed-Elneny
11    /Players/125209/Show/Mohamed-Elneny
12    /Players/125209/Show/Mohamed-Elneny
13    /Players/125209/Show/Mohamed-Elneny
14    /Players/125209/Show/Mohamed-Elneny
15    /Players/125209/Show/Mohamed-Elneny
16    /Players/125209/Show/Mohamed-Elneny
17    /Players/125209/Show/Mohamed-Elneny
18    /Players/125209/Show/Mohamed-Elneny
19    /Players/125209/Show/Mohamed-Elneny
20    /Players/125209/Show/Mohamed-Elneny
21    /Players/125209/Show/Mohamed-Elneny
22    /Players/125209/Show/Mohamed-Elneny
23    /Players/125209/Show/Mohamed-Elneny
Name: Link, dtype: object",8.333333333333334,4.166666666666667,87.5
Tom Davies Everton,"0     /Players/316077/Show/Tom-Davies
1     /Players/316077/Show/Tom-Davies
2     /Players/316077/Show/Tom-Davies
3     /Players/316077/Show/Tom-Davies
4     /Players/316077/Show/Tom-Davies
5     /Players/316077/Show/Tom-Davies
6     /Players/316077/Show/Tom-Davies
7     /Players/316077/Show/Tom-Davies
8     /Players/316077/Show/Tom-Davies
9     /Players/316077/Show/Tom-Davies
10    /Players/316077/Show/Tom-Davies
11    /Players/316077/Show/Tom-Davies
12    /Players/316077/Show/Tom-Davies
13    /Players/316077/Show/Tom-Davies
14    /Players/316077/Show/Tom-Davies
15    /Players/316077/Show/Tom-Davies
16    /Players/316077/Show/Tom-Davies
17    /Players/316077/Show/Tom-Davies
18    /Players/316077/Show/Tom-Davies
19    /Players/316077/Show/Tom-Davies
20    /Players/316077/Show/Tom-Davies
Name: Link, dtype: object",19.047619047619047,0.0,80.95238095238095
Anwar El Ghazi Aston Villa,"0    /Players/232261/Show/Anwar-El-Ghazi
1    /Players/232261/Show/Anwar-El-Ghazi
2    /Players/232261/Show/Anwar-El-Ghazi
3    /Players/232261/Show/Anwar-El-Ghazi
4    /Players/232261/Show/Anwar-El-Ghazi
5    /Players/232261/Show/Anwar-El-Ghazi
6    /Players/232261/Show/Anwar-El-Ghazi
7    /Players/232261/Show/Anwar-El-Ghazi
Name: Link, dtype: object",37.5,0.0,62.5
Osvaldo Alonso Minnesota United,"0    /Players/72567/Show/Osvaldo-Alonso
1    /Players/72567/Show/Osvaldo-Alonso
2    /Players/72567/Show/Osvaldo-Alonso
3    /Players/72567/Show/Osvaldo-Alonso
Name: Link, dtype: object",75.0,0.0,25.0
Martin Skrtel Fenerbahce,"0    /Players/19840/Show/Martin-Skrtel
1    /Players/19840/Show/Martin-Skrtel
2    /Players/19840/Show/Martin-Skrtel
Name: Link, dtype: object",66.66666666666667,33.333333333333336,-7.105427357601002e-15
Antonio Mirante Roma,"0    /Players/17949/Show/Antonio-Mirante
1    /Players/17949/Show/Antonio-Mirante
2    /Players/17949/Show/Antonio-Mirante
Name: Link, dtype: object",33.333333333333336,33.333333333333336,33.33333333333332
Alex Muyl New York Red Bulls,"0    /Players/315274/Show/Alex-Muyl
1    /Players/315274/Show/Alex-Muyl
2    /Players/315274/Show/Alex-Muyl
Name: Link, dtype: object",100.0,0.0,0.0
Djordje Mihailovic Chicago Fire,"0    /Players/334726/Show/Djordje-Mihailovic
1    /Players/334726/Show/Djordje-Mihailovic
Name: Link, dtype: object",50.0,0.0,50.0
Salvatore Sirigu Torino,"0    /Players/22627/Show/Salvatore-Sirigu
1    /Players/22627/Show/Salvatore-Sirigu
Name: Link, dtype: object",0.0,0.0,100.0
Ander Capa Athletic Bilbao,"0    /Players/130377/Show/Ander-Capa
1    /Players/130377/Show/Ander-Capa
Name: Link, dtype: object",50.0,50.0,0.0
Beram Kayal Brighton,"0    /Players/33318/Show/Beram-Kayal
Name: Link, dtype: object",100.0,0.0,0.0
Jordan Morris Seattle Sounders FC,"0    /Players/313037/Show/Jordan-Morris
Name: Link, dtype: object",0.0,0.0,100.0
Tommy Elphick Aston Villa,"0    /Players/13932/Show/Tommy-Elphick
Name: Link, dtype: object",0.0,0.0,100.0
Vincent Laurini Fiorentina,"0    /Players/109062/Show/Vincent-Laurini
Name: Link, dtype: object",0.0,0.0,100.0
Dominic Samuel Blackburn,"0    /Players/122377/Show/Dominic-Samuel
Name: Link, dtype: object",0.0,100.0,0.0
Albert Rusnák Real Salt Lake,"0    /Players/141927/Show/Albert-Rusnák
Name: Link, dtype: object",100.0,0.0,0.0
Diogo Leite FC Porto,"0    /Players/361852/Show/Diogo-Leite
Name: Link, dtype: object",0.0,0.0,100.0
Kyle Vassell Rotherham,"0    /Players/139147/Show/Kyle-Vassell
Name: Link, dtype: object",0.0,0.0,100.0
Sadio Mané Liverpool,"0      /Players/109915/Show/Sadio-Mané
1      /Players/109915/Show/Sadio-Mané
2      /Players/109915/Show/Sadio-Mané
3      /Players/109915/Show/Sadio-Mané
4      /Players/109915/Show/Sadio-Mané
5      /Players/109915/Show/Sadio-Mané
6      /Players/109915/Show/Sadio-Mané
7      /Players/109915/Show/Sadio-Mané
8      /Players/109915/Show/Sadio-Mané
9      /Players/109915/Show/Sadio-Mané
10     /Players/109915/Show/Sadio-Mané
11     /Players/109915/Show/Sadio-Mané
12     /Players/109915/Show/Sadio-Mané
13     /Players/109915/Show/Sadio-Mané
14     /Players/109915/Show/Sadio-Mané
15     /Players/109915/Show/Sadio-Mané
16     /Players/109915/Show/Sadio-Mané
17     /Players/109915/Show/Sadio-Mané
18     /Players/109915/Show/Sadio-Mané
19     /Players/109915/Show/Sadio-Mané
20     /Players/109915/Show/Sadio-Mané
21     /Players/109915/Show/Sadio-Mané
22     /Players/109915/Show/Sadio-Mané
23     /Players/109915/Show/Sadio-Mané
24     /Players/109915/Show/Sadio-Mané
25     /Players/109915/Show/Sadio-Mané
26     /Players/109915/Show/Sadio-Mané
27     /Players/109915/Show/Sadio-Mané
28     /Players/109915/Show/Sadio-Mané
29     /Players/109915/Show/Sadio-Mané
                    ...               
170    /Players/109915/Show/Sadio-Mané
171    /Players/109915/Show/Sadio-Mané
172    /Players/109915/Show/Sadio-Mané
173    /Players/109915/Show/Sadio-Mané
174    /Players/109915/Show/Sadio-Mané
175    /Players/109915/Show/Sadio-Mané
176    /Players/109915/Show/Sadio-Mané
177    /Players/109915/Show/Sadio-Mané
178    /Players/109915/Show/Sadio-Mané
179    /Players/109915/Show/Sadio-Mané
180    /Players/109915/Show/Sadio-Mané
181    /Players/109915/Show/Sadio-Mané
182    /Players/109915/Show/Sadio-Mané
183    /Players/109915/Show/Sadio-Mané
184    /Players/109915/Show/Sadio-Mané
185    /Players/109915/Show/Sadio-Mané
186    /Players/109915/Show/Sadio-Mané
187    /Players/109915/Show/Sadio-Mané
188    /Players/109915/Show/Sadio-Mané
189    /Players/109915/Show/Sadio-Mané
190    /Players/109915/Show/Sadio-Mané
191    /Players/109915/Show/Sadio-Mané
192    /Players/109915/Show/Sadio-Mané
193    /Players/109915/Show/Sadio-Mané
194    /Players/109915/Show/Sadio-Mané
195    /Players/109915/Show/Sadio-Mané
196    /Players/109915/Show/Sadio-Mané
197    /Players/109915/Show/Sadio-Mané
198    /Players/109915/Show/Sadio-Mané
199    /Players/109915/Show/Sadio-Mané
Name: Link, Length: 200, dtype: object",50.0,9.0,41.0
Jack Grealish Aston Villa,"0      /Players/113069/Show/Jack-Grealish
1      /Players/113069/Show/Jack-Grealish
2      /Players/113069/Show/Jack-Grealish
3      /Players/113069/Show/Jack-Grealish
4      /Players/113069/Show/Jack-Grealish
5      /Players/113069/Show/Jack-Grealish
6      /Players/113069/Show/Jack-Grealish
7      /Players/113069/Show/Jack-Grealish
8      /Players/113069/Show/Jack-Grealish
9      /Players/113069/Show/Jack-Grealish
10     /Players/113069/Show/Jack-Grealish
11     /Players/113069/Show/Jack-Grealish
12     /Players/113069/Show/Jack-Grealish
13     /Players/113069/Show/Jack-Grealish
14     /Players/113069/Show/Jack-Grealish
15     /Players/113069/Show/Jack-Grealish
16     /Players/113069/Show/Jack-Grealish
17     /Players/113069/Show/Jack-Grealish
18     /Players/113069/Show/Jack-Grealish
19     /Players/113069/Show/Jack-Grealish
20     /Players/113069/Show/Jack-Grealish
21     /Players/113069/Show/Jack-Grealish
22     /Players/113069/Show/Jack-Grealish
23     /Players/113069/Show/Jack-Grealish
24     /Players/113069/Show/Jack-Grealish
25     /Players/113069/Show/Jack-Grealish
26     /Players/113069/Show/Jack-Grealish
27     /Players/113069/Show/Jack-Grealish
28     /Players/113069/Show/Jack-Grealish
29     /Players/113069/Show/Jack-Grealish
                      ...                
170    /Players/113069/Show/Jack-Grealish
171    /Players/113069/Show/Jack-Grealish
172    /Players/113069/Show/Jack-Grealish
173    /Players/113069/Show/Jack-Grealish
174    /Players/113069/Show/Jack-Grealish
175    /Players/113069/Show/Jack-Grealish
176    /Players/113069/Show/Jack-Grealish
177    /Players/113069/Show/Jack-Grealish
178    /Players/113069/Show/Jack-Grealish
179    /Players/113069/Show/Jack-Grealish
180    /Players/113069/Show/Jack-Grealish
181    /Players/113069/Show/Jack-Grealish
182    /Players/113069/Show/Jack-Grealish
183    /Players/113069/Show/Jack-Grealish
184    /Players/113069/Show/Jack-Grealish
185    /Players/113069/Show/Jack-Grealish
186    /Players/113069/Show/Jack-Grealish
187    /Players/113069/Show/Jack-Grealish
188    /Players/113069/Show/Jack-Grealish
189    /Players/113069/Show/Jack-Grealish
190    /Players/113069/Show/Jack-Grealish
191    /Players/113069/Show/Jack-Grealish
192    /Players/113069/Show/Jack-Grealish
193    /Players/113069/Show/Jack-Grealish
194    /Players/113069/Show/Jack-Grealish
195    /Players/113069/Show/Jack-Grealish
196    /Players/113069/Show/Jack-Grealish
197    /Players/113069/Show/Jack-Grealish
198    /Players/113069/Show/Jack-Grealish
199    /Players/113069/Show/Jack-Grealish
Name: Link, Length: 200, dtype: object",45.0,7.0,48.0
Jack Butland Stoke,"0     /Players/107395/Show/Jack-Butland
1     /Players/107395/Show/Jack-Butland
2     /Players/107395/Show/Jack-Butland
3     /Players/107395/Show/Jack-Butland
4     /Players/107395/Show/Jack-Butland
5     /Players/107395/Show/Jack-Butland
6     /Players/107395/Show/Jack-Butland
7     /Players/107395/Show/Jack-Butland
8     /Players/107395/Show/Jack-Butland
9     /Players/107395/Show/Jack-Butland
10    /Players/107395/Show/Jack-Butland
11    /Players/107395/Show/Jack-Butland
12    /Players/107395/Show/Jack-Butland
13    /Players/107395/Show/Jack-Butland
14    /Players/107395/Show/Jack-Butland
15    /Players/107395/Show/Jack-Butland
16    /Players/107395/Show/Jack-Butland
17    /Players/107395/Show/Jack-Butland
18    /Players/107395/Show/Jack-Butland
19    /Players/107395/Show/Jack-Butland
20    /Players/107395/Show/Jack-Butland
21    /Players/107395/Show/Jack-Butland
22    /Players/107395/Show/Jack-Butland
23    /Players/107395/Show/Jack-Butland
24    /Players/107395/Show/Jack-Butland
25    /Players/107395/Show/Jack-Butland
26    /Players/107395/Show/Jack-Butland
27    /Players/107395/Show/Jack-Butland
28    /Players/107395/Show/Jack-Butland
29    /Players/107395/Show/Jack-Butland
                    ...                
43    /Players/107395/Show/Jack-Butland
44    /Players/107395/Show/Jack-Butland
45    /Players/107395/Show/Jack-Butland
46    /Players/107395/Show/Jack-Butland
47    /Players/107395/Show/Jack-Butland
48    /Players/107395/Show/Jack-Butland
49    /Players/107395/Show/Jack-Butland
50    /Players/107395/Show/Jack-Butland
51    /Players/107395/Show/Jack-Butland
52    /Players/107395/Show/Jack-Butland
53    /Players/107395/Show/Jack-Butland
54    /Players/107395/Show/Jack-Butland
55    /Players/107395/Show/Jack-Butland
56    /Players/107395/Show/Jack-Butland
57    /Players/107395/Show/Jack-Butland
58    /Players/107395/Show/Jack-Butland
59    /Players/107395/Show/Jack-Butland
60    /Players/107395/Show/Jack-Butland
61    /Players/107395/Show/Jack-Butland
62    /Players/107395/Show/Jack-Butland
63    /Players/107395/Show/Jack-Butland
64    /Players/107395/Show/Jack-Butland
65    /Players/107395/Show/Jack-Butland
66    /Players/107395/Show/Jack-Butland
67    /Players/107395/Show/Jack-Butland
68    /Players/107395/Show/Jack-Butland
69    /Players/107395/Show/Jack-Butland
70    /Players/107395/Show/Jack-Butland
71    /Players/107395/Show/Jack-Butland
72    /Players/107395/Show/Jack-Butland
Name: Link, Length: 73, dtype: object",28.767123287671232,12.32876712328767,58.90410958904109
