player,lastname,team,link_tm,link_ws
Rafael Crivellaro,Crivellaro,Feirense,/rafael-crivellaro/profil/spieler/145692,/Players/97372/Show/Rafael-Crivellaro
Ali Ghazal,Ghazal,Feirense,/aly-ghazal/profil/spieler/254981,/Players/125478/Show/Ali-Ghazal
Mateus Anderson,Anderson,Feirense,/mateus-anderson/profil/spieler/347824,/Players/369524/Show/Mateus-Anderson
Philipe Sampaio,Sampaio,Feirense,/philipe-sampaio/profil/spieler/336697,/Players/235735/Show/Philipe-Sampaio
Edinho,Edinho,Feirense,/edinho/profil/spieler/29366,/Players/18999/Show/Edinho
Fábio Sturgeon,Sturgeon,Feirense,/fabio-sturgeon/profil/spieler/194641,/Players/116335/Show/Fábio-Sturgeon
José Adolfo Valencia,Valencia,Feirense,/jose-valencia/profil/spieler/119183,/Players/80971/Show/José-Adolfo-Valencia
Antonio Briseño,Briseño,Feirense,/antonio-briseno/profil/spieler/107444,/Players/346013/Show/Antonio-Briseño
Adrian Semper,Semper,Chievo,/adrian-semper/profil/spieler/317057,/Players/326640/Show/Adrian-Semper
Stefano Sorrentino,Sorrentino,Chievo,/stefano-sorrentino/profil/spieler/21891,/Players/12052/Show/Stefano-Sorrentino
Andrea Seculin,Seculin,Chievo,/andrea-seculin/profil/spieler/85380,/Players/67281/Show/Andrea-Seculin
Mattia Bani,Bani,Chievo,/mattia-bani/profil/spieler/176139,/Players/122533/Show/Mattia-Bani
Federico Barba,Barba,Chievo,/federico-barba/profil/spieler/165873,/Players/118801/Show/Federico-Barba
Luca Rossettini,Rossettini,Chievo,/luca-rossettini/profil/spieler/60128,/Players/31302/Show/Luca-Rossettini
Marco Andreolli,Andreolli,Chievo,/marco-andreolli/profil/spieler/36356,/Players/78892/Show/Marco-Andreolli
Bostjan Cesar,Cesar,Chievo,/bostjan-cesar/profil/spieler/24606,/Players/10974/Show/Bostjan-Cesar
Fabio Depaoli,Depaoli,Chievo,/fabio-depaoli/profil/spieler/324282,/Players/302893/Show/Fabio-Depaoli
Ezequiel Schelotto,Schelotto,Chievo,/ezequiel-schelotto/profil/spieler/119164,/Players/79442/Show/Ezequiel-Schelotto
Nicolas Frey,Frey,Chievo,/nicolas-frey/profil/spieler/38591,/Players/20540/Show/Nicolas-Frey
Perparim Hetemaj,Hetemaj,Chievo,/perparim-hetemaj/profil/spieler/37295,/Players/22406/Show/Perparim-Hetemaj
Nicola Rigoni,Rigoni,Chievo,/nicola-rigoni/profil/spieler/61757,/Players/32939/Show/Nicola-Rigoni
Emanuel Vignato,Vignato,Chievo,/emanuel-vignato/profil/spieler/394346,/Players/332553/Show/Emanuel-Vignato
Filip Djordjevic,Djordjevic,Chievo,/filip-djordjevic/profil/spieler/47065,/Players/33399/Show/Filip-Djordjevic
Sergej Grubac,Grubac,Chievo,/sergej-grubac/profil/spieler/429318,/Players/363554/Show/Sergej-Grubac
Pawel Jaroszynski,Jaroszynski,Chievo,/pawel-jaroszynski/profil/spieler/287600,/Players/339498/Show/Pawel-Jaroszynski
Strahinja Tanasijevic,Tanasijevic,Chievo,/strahinja-tanasijevic/profil/spieler/400001,/Players/357419/Show/Strahinja-Tanasijevic
Assane Dioussé,Dioussé,Chievo,/assane-diousse/profil/spieler/287635,/Players/260588/Show/Assane-Dioussé
Ibrahim Karamoko,Karamoko,Chievo,/ibrahim-karamoko/profil/spieler/538072,/Players/372893/Show/Ibrahim-Karamoko
Sofian Kiyine,Kiyine,Chievo,/sofian-kiyine/profil/spieler/393804,/Players/331043/Show/Sofian-Kiyine
Manuel Pucciarelli,Pucciarelli,Chievo,/manuel-pucciarelli/profil/spieler/163683,/Players/128778/Show/Manuel-Pucciarelli
Mariusz Stepinski,Stepinski,Chievo,/mariusz-stepinski/profil/spieler/210363,/Players/108511/Show/Mariusz-Stepinski
Sergio Pellissier,Pellissier,Chievo,/sergio-pellissier/profil/spieler/5928,/Players/4368/Show/Sergio-Pellissier
Riccardo Meggiorini,Meggiorini,Chievo,/riccardo-meggiorini/profil/spieler/28936,/Players/25820/Show/Riccardo-Meggiorini
Emanuele Giaccherini,Giaccherini,Chievo,/emanuele-giaccherini/profil/spieler/84835,/Players/72296/Show/Emanuele-Giaccherini
Valter Birsa,Birsa,Chievo,/valter-birsa/profil/spieler/26105,/Players/12032/Show/Valter-Birsa
Alex Meret,Meret,Napoli,/alex-meret/profil/spieler/240414,/Players/241022/Show/Alex-Meret
Nikola Maksimovic,Maksimovic,Napoli,/nikola-maksimovic/profil/spieler/124715,/Players/98631/Show/Nikola-Maksimovic
Raúl Albiol,Albiol,Napoli,/raul-albiol/profil/spieler/15452,/Players/12575/Show/Raúl-Albiol
Vlad Chiriches,Chiriches,Napoli,/vlad-chiriches/profil/spieler/123261,/Players/76921/Show/Vlad-Chiriches
Faouzi Ghoulam,Ghoulam,Napoli,/faouzi-ghoulam/profil/spieler/126656,/Players/82062/Show/Faouzi-Ghoulam
Elseid Hysaj,Hysaj,Napoli,/elseid-hysaj/profil/spieler/200056,/Players/108345/Show/Elseid-Hysaj
Amadou Diawara,Diawara,Napoli,/amadou-diawara/profil/spieler/355501,/Players/294044/Show/Amadou-Diawara
Allan,Allan,Napoli,/allan/profil/spieler/126422,/Players/82438/Show/Allan
Amin Younes,Younes,Napoli,/amin-younes/profil/spieler/96167,/Players/112210/Show/Amin-Younes
Simone Verdi,Verdi,Napoli,/simone-verdi/profil/spieler/130360,/Players/82144/Show/Simone-Verdi
David Ospina,Ospina,Napoli,/david-ospina/profil/spieler/73396,/Players/36745/Show/David-Ospina
Sebastiano Luperto,Luperto,Napoli,/sebastiano-luperto/profil/spieler/278531,/Players/255292/Show/Sebastiano-Luperto
Kevin Malcuit,Malcuit,Napoli,/kevin-malcuit/profil/spieler/126711,/Players/86512/Show/Kevin-Malcuit
Mário Rui,Rui,Napoli,/mario-rui/profil/spieler/87884,/Players/106931/Show/Mário-Rui
Fabián Ruiz,Ruiz,Napoli,/fabian-ruiz/profil/spieler/350219,/Players/294193/Show/Fabián-Ruiz
Orestis Karnezis,Karnezis,Napoli,/orestis-karnezis/profil/spieler/16408,/Players/11624/Show/Orestis-Karnezis
Adam Ounas,Ounas,Napoli,/adam-ounas/profil/spieler/400485,/Players/297577/Show/Adam-Ounas
Arkadiusz Milik,Milik,Napoli,/arkadiusz-milik/profil/spieler/191891,/Players/104257/Show/Arkadiusz-Milik
Dries Mertens,Mertens,Napoli,/dries-mertens/profil/spieler/56416,/Players/23100/Show/Dries-Mertens
Lorenzo Insigne,Insigne,Napoli,/lorenzo-insigne/profil/spieler/133964,/Players/83390/Show/Lorenzo-Insigne
Piotr Zielinski,Zielinski,Napoli,/piotr-zielinski/profil/spieler/181136,/Players/118169/Show/Piotr-Zielinski
José Callejón,Callejón,Napoli,/jose-callejon/profil/spieler/61253,/Players/67206/Show/José-Callejón
Kalidou Koulibaly,Koulibaly,Napoli,/kalidou-koulibaly/profil/spieler/93128,/Players/90880/Show/Kalidou-Koulibaly
Yuri Nesterenko,Nesterenko,FC Yenisey Krasnoyarsk,/yuri-nesterenko/profil/spieler/147072,/Players/90843/Show/Yuri-Nesterenko
Aleksey Gritsaenko,Gritsaenko,FC Yenisey Krasnoyarsk,/aleksey-gritsaenko/profil/spieler/379634,/Players/341314/Show/Aleksey-Gritsaenko
Ali Gadzhibekov,Gadzhibekov,FC Yenisey Krasnoyarsk,/ali-gadzhibekov/profil/spieler/49589,/Players/56266/Show/Ali-Gadzhibekov
Oleg Danchenko,Danchenko,FC Yenisey Krasnoyarsk,/oleg-danchenko/profil/spieler/257937,/Players/144233/Show/Oleg-Danchenko
Babacar Sarr,Sarr,FC Yenisey Krasnoyarsk,/babacar-sarr/profil/spieler/187015,/Players/321000/Show/Babacar-Sarr
Fegor Ogude,Ogude,FC Yenisey Krasnoyarsk,/fegor-ogude/profil/spieler/164487,/Players/92025/Show/Fegor-Ogude
Dmitri Torbinski,Torbinski,FC Yenisey Krasnoyarsk,/dmitri-torbinski/profil/spieler/15083,/Players/22176/Show/Dmitri-Torbinski
Mikhail Komkov,Komkov,FC Yenisey Krasnoyarsk,/mikhail-komkov/profil/spieler/51903,/Players/56315/Show/Mikhail-Komkov
Aleksandr Kharitonov,Kharitonov,FC Yenisey Krasnoyarsk,/aleksandr-kharitonov/profil/spieler/57015,/Players/120364/Show/Aleksandr-Kharitonov
Arsen Khubulov,Khubulov,FC Yenisey Krasnoyarsk,/arsen-khubulov/profil/spieler/145919,/Players/122165/Show/Arsen-Khubulov
Artur Sarkisov,Sarkisov,FC Yenisey Krasnoyarsk,/artur-sarkisov/profil/spieler/113230,/Players/107205/Show/Artur-Sarkisov
Aleksandr Kutjin,Kutjin,FC Yenisey Krasnoyarsk,/aleksandr-kutjin/profil/spieler/106207,/Players/75084/Show/Aleksandr-Kutjin
David Yurchenko,Yurchenko,FC Yenisey Krasnoyarsk,/david-yurchenko/profil/spieler/57631,/Players/120395/Show/David-Yurchenko
Pavel Komolov,Komolov,FC Yenisey Krasnoyarsk,/pavel-komolov/profil/spieler/55541,/Players/285660/Show/Pavel-Komolov
Pavel Rozhkov,Rozhkov,FC Yenisey Krasnoyarsk,/pavel-rozhkov/profil/spieler/210249,/Players/360740/Show/Pavel-Rozhkov
Konstantin Savichev,Savichev,FC Yenisey Krasnoyarsk,/konstantin-savichev/profil/spieler/180017,/Players/321281/Show/Konstantin-Savichev
Maksim Semakin,Semakin,FC Yenisey Krasnoyarsk,/maksim-semakin/profil/spieler/72165,/Players/28285/Show/Maksim-Semakin
Mikhail Kostyukov,Kostyukov,FC Yenisey Krasnoyarsk,/mikhail-kostyukov/profil/spieler/275159,/Players/281334/Show/Mikhail-Kostyukov
Alexander Sobolev,Sobolev,FC Yenisey Krasnoyarsk,/aleksandr-sobolev/profil/spieler/464259,/Players/330714/Show/Alexander-Sobolev
Dmitriy Yatchenko,Yatchenko,FC Yenisey Krasnoyarsk,/dmitri-yatchenko/profil/spieler/26082,/Players/32539/Show/Dmitriy-Yatchenko
Valeri Kichin,Kichin,FC Yenisey Krasnoyarsk,/valeri-kichin/profil/spieler/211878,/Players/127595/Show/Valeri-Kichin
Aleksandr Zotov,Zotov,FC Yenisey Krasnoyarsk,/aleksandr-zotov/profil/spieler/93177,/Players/69795/Show/Aleksandr-Zotov
Jordi Amat,Amat,Rayo Vallecano,/jordi-amat/profil/spieler/85289,/Players/83357/Show/Jordi-Amat
Abdoulaye Ba,Ba,Rayo Vallecano,/abdoulaye-ba/profil/spieler/106837,/Players/83058/Show/Abdoulaye-Ba
Alejandro Gálvez,Gálvez,Rayo Vallecano,/alejandro-galvez/profil/spieler/128488,/Players/109985/Show/Alejandro-Gálvez
Sergio Akieme,Akieme,Rayo Vallecano,/sergio-akieme/profil/spieler/355627,/Players/301773/Show/Sergio-Akieme
Luis Advíncula,Advíncula,Rayo Vallecano,/luis-advincula/profil/spieler/103890,/Players/82820/Show/Luis-Advíncula
Tito,Tito,Rayo Vallecano,/tito/profil/spieler/128295,/Players/70960/Show/Tito
Uche Agbo,Agbo,Rayo Vallecano,/uche-agbo/profil/spieler/262689,/Players/259937/Show/Uche-Agbo
Gorka Elustondo,Elustondo,Rayo Vallecano,/gorka-elustondo/profil/spieler/47647,/Players/19622/Show/Gorka-Elustondo
Santiago Comesaña,Comesaña,Rayo Vallecano,/santi-comesana/profil/spieler/380598,/Players/362735/Show/Santiago-Comesaña
Óscar Trejo,Trejo,Rayo Vallecano,/oscar-trejo/profil/spieler/30321,/Players/16942/Show/Óscar-Trejo
Bebé,Bebé,Rayo Vallecano,/bebe/profil/spieler/153427,/Players/89883/Show/Bebé
Franco Di Santo,Santo,Rayo Vallecano,/franco-di-santo/profil/spieler/59783,/Players/26734/Show/Franco-Di-Santo
Stole Dimitrievski,Dimitrievski,Rayo Vallecano,/stole-dimitrievski/profil/spieler/165467,/Players/141499/Show/Stole-Dimitrievski
Emiliano Velázquez,Velázquez,Rayo Vallecano,/emiliano-velazquez/profil/spieler/189458,/Players/120114/Show/Emiliano-Velázquez
Giannelli Imbula,Imbula,Rayo Vallecano,/giannelli-imbula/profil/spieler/130756,/Players/81959/Show/Giannelli-Imbula
Álvaro Medrán,Medrán,Rayo Vallecano,/alvaro-medran/profil/spieler/253839,/Players/142802/Show/Álvaro-Medrán
Javi Guerra,Guerra,Rayo Vallecano,/javi-guerra/profil/spieler/46215,/Players/23215/Show/Javi-Guerra
Gaël Kakuta,Kakuta,Rayo Vallecano,/gael-kakuta/profil/spieler/74297,/Players/70291/Show/Gaël-Kakuta
Raúl de Tomás,Tomás,Rayo Vallecano,/raul-de-tomas/profil/spieler/162038,/Players/149121/Show/Raúl-de-Tomás
Adrián Embarba,Embarba,Rayo Vallecano,/adrian-embarba/profil/spieler/288318,/Players/135572/Show/Adrián-Embarba
José Pozo,Pozo,Rayo Vallecano,/jose-pozo/profil/spieler/195605,/Players/244564/Show/José-Pozo
Mario Suárez,Suárez,Rayo Vallecano,/mario-suarez/profil/spieler/37337,/Players/19177/Show/Mario-Suárez
Fehmi Mert Günok,Günok,Istanbul Basaksehir,/mert-gunok/profil/spieler/51894,/Players/44714/Show/Fehmi-Mert-Günok
Alexandru Epureanu,Epureanu,Istanbul Basaksehir,/alexandru-epureanu/profil/spieler/45340,/Players/17028/Show/Alexandru-Epureanu
Mahmut Tekdemir,Tekdemir,Istanbul Basaksehir,/mahmut-tekdemir/profil/spieler/54177,/Players/35007/Show/Mahmut-Tekdemir
Serdar Tasci,Tasci,Istanbul Basaksehir,/serdar-tasci/profil/spieler/34593,/Players/13762/Show/Serdar-Tasci
Gaël Clichy,Clichy,Istanbul Basaksehir,/gael-clichy/profil/spieler/7449,/Players/6042/Show/Gaël-Clichy
Júnior Caiçara,Caiçara,Istanbul Basaksehir,/junior-caicara/profil/spieler/112062,/Players/74909/Show/Júnior-Caiçara
Soner Aydogdu,Aydogdu,Istanbul Basaksehir,/soner-aydogdu/profil/spieler/85291,/Players/70144/Show/Soner-Aydogdu
Eljero Elia,Elia,Istanbul Basaksehir,/eljero-elia/profil/spieler/27805,/Players/14044/Show/Eljero-Elia
Arda Turan,Turan,Istanbul Basaksehir,/arda-turan/profil/spieler/21369,/Players/21501/Show/Arda-Turan
Demba Ba,Ba,Istanbul Basaksehir,/demba-ba/profil/spieler/40205,/Players/21457/Show/Demba-Ba
Emmanuel Adebayor,Adebayor,Istanbul Basaksehir,/emmanuel-adebayor/profil/spieler/8883,/Players/6363/Show/Emmanuel-Adebayor
Joseph Attamah,Attamah,Istanbul Basaksehir,/joseph-attamah/profil/spieler/263546,/Players/145456/Show/Joseph-Attamah
Fedor Kudryashov,Kudryashov,Istanbul Basaksehir,/fedor-kudryashov/profil/spieler/48634,/Players/27895/Show/Fedor-Kudryashov
Gökhan Inler,Inler,Istanbul Basaksehir,/gokhan-inler/profil/spieler/19041,/Players/15401/Show/Gökhan-Inler
Milos Jojic,Jojic,Istanbul Basaksehir,/milos-jojic/profil/spieler/160285,/Players/119563/Show/Milos-Jojic
Stefano Napoleoni,Napoleoni,Istanbul Basaksehir,/stefano-napoleoni/profil/spieler/43518,/Players/303438/Show/Stefano-Napoleoni
Edin Visca,Visca,Istanbul Basaksehir,/edin-visca/profil/spieler/109217,/Players/85482/Show/Edin-Visca
Irfan Kahveci,Kahveci,Istanbul Basaksehir,/irfan-can-kahveci/profil/spieler/216603,/Players/113645/Show/Irfan-Kahveci
Márcio Mossoró,Mossoró,Istanbul Basaksehir,/marcio-mossoro/profil/spieler/45596,/Players/19222/Show/Márcio-Mossoró
Robinho,Robinho,Istanbul Basaksehir,/robinho/profil/spieler/15511,/Players/14247/Show/Robinho
Erwin Mulder,Mulder,Swansea,/erwin-mulder/profil/spieler/56631,/Players/34171/Show/Erwin-Mulder
Kristoffer Nordfeldt,Nordfeldt,Swansea,/kristoffer-nordfeldt/profil/spieler/75890,/Players/26236/Show/Kristoffer-Nordfeldt
Mike van der Hoorn,Hoorn,Swansea,/mike-van-der-hoorn/profil/spieler/187105,/Players/101605/Show/Mike-van-der-Hoorn
Cameron Carter-Vickers,Carter-Vickers,Swansea,/cameron-carter-vickers/profil/spieler/341049,/Players/301029/Show/Cameron-Carter-Vickers
Cian Harries,Harries,Swansea,/cian-harries/profil/spieler/319300,/Players/287175/Show/Cian-Harries
Martin Olsson,Olsson,Swansea,/martin-olsson/profil/spieler/38073,/Players/33748/Show/Martin-Olsson
Declan John,John,Swansea,/declan-john/profil/spieler/238585,/Players/122008/Show/Declan-John
Leroy Fer,Fer,Swansea,/leroy-fer/profil/spieler/63342,/Players/35174/Show/Leroy-Fer
Tom Carroll,Carroll,Swansea,/tom-carroll/profil/spieler/121279,/Players/90907/Show/Tom-Carroll
Matt Grimes,Grimes,Swansea,/matt-grimes/profil/spieler/265471,/Players/138584/Show/Matt-Grimes
Jay Fulton,Fulton,Swansea,/jay-fulton/profil/spieler/171260,/Players/145999/Show/Jay-Fulton
George Byers,Byers,Swansea,/george-byers/profil/spieler/240083,/Players/259867/Show/George-Byers
Luciano Narsingh,Narsingh,Swansea,/luciano-narsingh/profil/spieler/72462,/Players/69525/Show/Luciano-Narsingh
Courtney Baker-Richardson,Baker-Richardson,Swansea,/courtney-baker-richardson/profil/spieler/298231,/Players/138444/Show/Courtney-Baker-Richardson
Kyle Naughton,Naughton,Swansea,/kyle-naughton/profil/spieler/66219,/Players/34131/Show/Kyle-Naughton
Joe Rodon,Rodon,Swansea,/joe-rodon/profil/spieler/297212,/Players/302312/Show/Joe-Rodon
Yan Dhanda,Dhanda,Swansea,/yan-dhanda/profil/spieler/332340,/Players/361389/Show/Yan-Dhanda
Joel Asoro,Asoro,Swansea,/joel-asoro/profil/spieler/375391,/Players/322652/Show/Joel-Asoro
Nathan Dyer,Dyer,Swansea,/nathan-dyer/profil/spieler/37011,/Players/13814/Show/Nathan-Dyer
Barrie McKay,McKay,Swansea,/barrie-mckay/profil/spieler/208934,/Players/318306/Show/Barrie-McKay
Oliver McBurnie,McBurnie,Swansea,/oliver-mcburnie/profil/spieler/298477,/Players/138695/Show/Oliver-McBurnie
Bersant Celina,Celina,Swansea,/bersant-celina/profil/spieler/229695,/Players/300495/Show/Bersant-Celina
Wayne Routledge,Routledge,Swansea,/wayne-routledge/profil/spieler/14066,/Players/4759/Show/Wayne-Routledge
Connor Roberts,Roberts,Swansea,/connor-roberts/profil/spieler/214666,/Players/135865/Show/Connor-Roberts
Daniel James,James,Swansea,/daniel-james/profil/spieler/319301,/Players/302313/Show/Daniel-James
Evan Bush,Bush,Montreal Impact,/evan-bush/profil/spieler/148916,/Players/111721/Show/Evan-Bush
Rudy Camacho,Camacho,Montreal Impact,/rudy-camacho/profil/spieler/170904,/Players/108492/Show/Rudy-Camacho
Víctor Cabrera,Cabrera,Montreal Impact,/victor-cabrera/profil/spieler/353463,/Players/270530/Show/Víctor-Cabrera
Daniel Lovitz,Lovitz,Montreal Impact,/daniel-lovitz/profil/spieler/271198,/Players/149470/Show/Daniel-Lovitz
Jukka Raitala,Raitala,Montreal Impact,/jukka-raitala/profil/spieler/47785,/Players/30086/Show/Jukka-Raitala
Zachary Brault-Guillard,Brault-Guillard,Montreal Impact,/zachary-brault-guillard/profil/spieler/395676,/Players/371044/Show/Zachary-Brault-Guillard
Samuel Piette,Piette,Montreal Impact,/samuel-piette/profil/spieler/189019,/Players/117112/Show/Samuel-Piette
Mathieu Choinière,Choinière,Montreal Impact,/mathieu-choiniere/profil/spieler/589006,/Players/360292/Show/Mathieu-Choinière
Shamit Shome,Shome,Montreal Impact,/shamit-shome/profil/spieler/423445,/Players/333939/Show/Shamit-Shome
Omar Browne,Browne,Montreal Impact,/omar-browne/profil/spieler/189523,/Players/373305/Show/Omar-Browne
Orji Okwonkwo,Okwonkwo,Montreal Impact,/orji-okwonkwo/profil/spieler/401935,/Players/330643/Show/Orji-Okwonkwo
Harry Novillo,Novillo,Montreal Impact,/harry-novillo/profil/spieler/118294,/Players/90277/Show/Harry-Novillo
Clément Bayiha,Bayiha,Montreal Impact,/clement-bayiha/profil/spieler/589005,/Players/372337/Show/Clément-Bayiha
Bacary Sagna,Sagna,Montreal Impact,/bacary-sagna/profil/spieler/26764,/Players/19471/Show/Bacary-Sagna
Micheal Azira,Azira,Montreal Impact,/mike-azira/profil/spieler/228498,/Players/144301/Show/Micheal-Azira
Ignacio Piatti,Piatti,Montreal Impact,/ignacio-piatti/profil/spieler/37433,/Players/24177/Show/Ignacio-Piatti
Anthony Jackson-Hamel,Jackson-Hamel,Montreal Impact,/anthony-jackson-hamel/profil/spieler/333093,/Players/229195/Show/Anthony-Jackson-Hamel
Maximiliano Urruti,Urruti,Montreal Impact,/maximiliano-urruti/profil/spieler/193781,/Players/125537/Show/Maximiliano-Urruti
Zakaria Diallo,Diallo,Montreal Impact,/zakaria-diallo/profil/spieler/137930,/Players/89830/Show/Zakaria-Diallo
Kevin Trapp,Trapp,Eintracht Frankfurt,/kevin-trapp/profil/spieler/45672,/Players/66424/Show/Kevin-Trapp
Martin Hinteregger,Hinteregger,Eintracht Frankfurt,/martin-hinteregger/profil/spieler/85789,/Players/83659/Show/Martin-Hinteregger
Simon Falette,Falette,Eintracht Frankfurt,/simon-falette/profil/spieler/170927,/Players/108770/Show/Simon-Falette
David Abraham,Abraham,Eintracht Frankfurt,/david-abraham/profil/spieler/58178,/Players/23199/Show/David-Abraham
Marco Russ,Russ,Eintracht Frankfurt,/marco-russ/profil/spieler/16520,/Players/13753/Show/Marco-Russ
Jetro Willems,Willems,Eintracht Frankfurt,/jetro-willems/profil/spieler/146258,/Players/94885/Show/Jetro-Willems
Taleb Tawatha,Tawatha,Eintracht Frankfurt,/taleb-tawatha/profil/spieler/60761,/Players/79522/Show/Taleb-Tawatha
Danny da Costa,Costa,Eintracht Frankfurt,/danny-da-costa/profil/spieler/85906,/Players/94934/Show/Danny-da-Costa
Almamy Touré,Touré,Eintracht Frankfurt,/almamy-toure/profil/spieler/216181,/Players/262262/Show/Almamy-Touré
Lucas Torró,Torró,Eintracht Frankfurt,/lucas-torro/profil/spieler/213670,/Players/249960/Show/Lucas-Torró
Makoto Hasebe,Hasebe,Eintracht Frankfurt,/makoto-hasebe/profil/spieler/39259,/Players/16954/Show/Makoto-Hasebe
Sebastian Rode,Rode,Eintracht Frankfurt,/sebastian-rode/profil/spieler/44466,/Players/65581/Show/Sebastian-Rode
Mijat Gacinovic,Gacinovic,Eintracht Frankfurt,/mijat-gacinovic/profil/spieler/215864,/Players/300318/Show/Mijat-Gacinovic
Branimir Hrgota,Hrgota,Eintracht Frankfurt,/branimir-hrgota/profil/spieler/171209,/Players/99989/Show/Branimir-Hrgota
Frederik Rönnow,Rönnow,Eintracht Frankfurt,/frederik-ronnow/profil/spieler/107775,/Players/81842/Show/Frederik-Rönnow
Timothy Chandler,Chandler,Eintracht Frankfurt,/timothy-chandler/profil/spieler/49723,/Players/69467/Show/Timothy-Chandler
Gelson Fernandes,Fernandes,Eintracht Frankfurt,/gelson-fernandes/profil/spieler/20081,/Players/22418/Show/Gelson-Fernandes
Gonçalo Paciência,Paciência,Eintracht Frankfurt,/goncalo-paciencia/profil/spieler/181547,/Players/271856/Show/Gonçalo-Paciência
Luka Jovic,Jovic,Eintracht Frankfurt,/luka-jovic/profil/spieler/257462,/Players/315755/Show/Luka-Jovic
Sébastien Haller,Haller,Eintracht Frankfurt,/sebastien-haller/profil/spieler/181375,/Players/236544/Show/Sébastien-Haller
Ante Rebic,Rebic,Eintracht Frankfurt,/ante-rebic/profil/spieler/187587,/Players/101735/Show/Ante-Rebic
Filip Kostic,Kostic,Eintracht Frankfurt,/filip-kostic/profil/spieler/161011,/Players/105995/Show/Filip-Kostic
Jonathan de Guzmán,Guzmán,Eintracht Frankfurt,/jonathan-de-guzman/profil/spieler/31067,/Players/19087/Show/Jonathan-de-Guzmán
Alex Bono,Bono,Toronto FC,/alex-bono/profil/spieler/272881,/Players/285446/Show/Alex-Bono
Laurent Ciman,Ciman,Toronto FC,/laurent-ciman/profil/spieler/22338,/Players/19661/Show/Laurent-Ciman
Eriq Zavaleta,Zavaleta,Toronto FC,/eriq-zavaleta/profil/spieler/131193,/Players/126959/Show/Eriq-Zavaleta
Drew Moor,Moor,Toronto FC,/drew-moor/profil/spieler/39503,/Players/28334/Show/Drew-Moor
Ashtone Morgan,Morgan,Toronto FC,/ashtone-morgan/profil/spieler/164559,/Players/99505/Show/Ashtone-Morgan
Nick DeLeon,DeLeon,Toronto FC,/nick-deleon/profil/spieler/212979,/Players/112012/Show/Nick-DeLeon
Richie Laryea,Laryea,Toronto FC,/richie-laryea/profil/spieler/417348,/Players/313012/Show/Richie-Laryea
Liam Fraser,Fraser,Toronto FC,/liam-fraser/profil/spieler/377109,/Players/355079/Show/Liam-Fraser
Michael Bradley,Bradley,Toronto FC,/michael-bradley/profil/spieler/30593,/Players/22825/Show/Michael-Bradley
Ayo Akinola,Akinola,Toronto FC,/ayo-akinola/profil/spieler/370979,/Players/356147/Show/Ayo-Akinola
Quentin Westberg,Westberg,Toronto FC,/quentin-westberg/profil/spieler/33934,/Players/25598/Show/Quentin-Westberg
Chris Mavinga,Mavinga,Toronto FC,/chris-mavinga/profil/spieler/93732,/Players/96486/Show/Chris-Mavinga
Justin Morrow,Morrow,Toronto FC,/justin-morrow/profil/spieler/145116,/Players/85019/Show/Justin-Morrow
Marco Delgado,Delgado,Toronto FC,/marky-delgado/profil/spieler/222565,/Players/119623/Show/Marco-Delgado
Terrence Boyd,Boyd,Toronto FC,/terrence-boyd/profil/spieler/103064,/Players/108403/Show/Terrence-Boyd
Jozy Altidore,Altidore,Toronto FC,/jozy-altidore/profil/spieler/39378,/Players/26298/Show/Jozy-Altidore
Alejandro Pozuelo,Pozuelo,Toronto FC,/alejandro-pozuelo/profil/spieler/188853,/Players/106594/Show/Alejandro-Pozuelo
Jonathan Osorio,Osorio,Toronto FC,/jonathan-osorio/profil/spieler/260807,/Players/127148/Show/Jonathan-Osorio
Jordan Hamilton,Hamilton,Toronto FC,/jordan-hamilton/profil/spieler/294707,/Players/145323/Show/Jordan-Hamilton
Jay Chapman,Chapman,Toronto FC,/jay-chapman/profil/spieler/189032,/Players/270777/Show/Jay-Chapman
Yu Yang,Yang,Beijing Guoan,/zhi-yang/profil/spieler/63522,/Players/18159/Show/Yu-Yang
Li Lei,Lei,Beijing Guoan,/tenglong-lei/profil/spieler/150144,/Players/72519/Show/Li-Lei
Jonathan Viera,Viera,Beijing Guoan,/jonathan-viera/profil/spieler/153238,/Players/91304/Show/Jonathan-Viera
Renato Augusto,Augusto,Beijing Guoan,/renato-augusto/profil/spieler/53058,/Players/25716/Show/Renato-Augusto
Cédric Bakambu,Bakambu,Beijing Guoan,/cedric-bakambu/profil/spieler/127048,/Players/86513/Show/Cédric-Bakambu
Jordan Archer,Archer,Millwall,/jordan-archer/profil/spieler/177952,/Players/120105/Show/Jordan-Archer
David Martin,Martin,Millwall,/david-martin/profil/spieler/15930,/Players/131509/Show/David-Martin
Shaun Hutchinson,Hutchinson,Millwall,/shaun-hutchinson/profil/spieler/61417,/Players/68666/Show/Shaun-Hutchinson
Alex Pearce,Pearce,Millwall,/alex-pearce/profil/spieler/47768,/Players/23682/Show/Alex-Pearce
James Meredith,Meredith,Millwall,/james-meredith/profil/spieler/48111,/Players/122547/Show/James-Meredith
Mahlon Romeo,Romeo,Millwall,/mahlon-romeo/profil/spieler/268117,/Players/129623/Show/Mahlon-Romeo
Ryan Leonard,Leonard,Millwall,/ryan-leonard/profil/spieler/145843,/Players/134571/Show/Ryan-Leonard
Ryan Tunnicliffe,Tunnicliffe,Millwall,/ryan-tunnicliffe/profil/spieler/110868,/Players/97753/Show/Ryan-Tunnicliffe
