player,lastname,team,link_tm,link_ws
Yusuf Erdogan,Erdogan,Bursaspor,/yusuf-erdogan/profil/spieler/191391,/Players/119526/Show/Yusuf-Erdogan
Jires Kembo-Ekoko,Kembo-Ekoko,Bursaspor,/jires-kembo-ekoko/profil/spieler/40446,/Players/27355/Show/Jires-Kembo-Ekoko
Cagatay Yilmaz,Yilmaz,Bursaspor,/cagatay-yilmaz/profil/spieler/330819,/Players/357424/Show/Cagatay-Yilmaz
Tunay Torun,Torun,Bursaspor,/tunay-torun/profil/spieler/39247,/Players/31539/Show/Tunay-Torun
Muhammed Sengezer,Sengezer,Bursaspor,/muhammed-sengezer/profil/spieler/330871,/Players/343219/Show/Muhammed-Sengezer
Onur Atasayar,Atasayar,Bursaspor,/onur-atasayar/profil/spieler/287925,/Players/333109/Show/Onur-Atasayar
Burak Kapacak,Kapacak,Bursaspor,/burak-kapacak/profil/spieler/340251,/Players/357423/Show/Burak-Kapacak
Santiago Vergini,Vergini,Bursaspor,/santiago-vergini/profil/spieler/94783,/Players/82394/Show/Santiago-Vergini
Jani Atanasov,Atanasov,Bursaspor,/jani-atanasov/profil/spieler/392576,/Players/361844/Show/Jani-Atanasov
Furkan Soyalp,Soyalp,Bursaspor,/furkan-soyalp/profil/spieler/221285,/Players/119777/Show/Furkan-Soyalp
Kubilay Kanatsizkus,Kanatsizkus,Bursaspor,/kubilay-kanatsizkus/profil/spieler/330876,/Players/302718/Show/Kubilay-Kanatsizkus
Aytac Kara,Kara,Bursaspor,/aytac-kara/profil/spieler/159908,/Players/139550/Show/Aytac-Kara
Iasmin Latovlevici,Latovlevici,Bursaspor,/iasmin-latovlevici/profil/spieler/47172,/Players/33594/Show/Iasmin-Latovlevici
Diafra Sakho,Sakho,Bursaspor,/diafra-sakho/profil/spieler/120610,/Players/83297/Show/Diafra-Sakho
Mehmet Umut Nayir,Nayir,Bursaspor,/umut-nayir/profil/spieler/248271,/Players/292145/Show/Mehmet-Umut-Nayir
Henri Saivet,Saivet,Bursaspor,/henri-saivet/profil/spieler/51540,/Players/34949/Show/Henri-Saivet
Miguel Vieira,Vieira,Lugo,/miguel-vieira/profil/spieler/214300,/Players/322646/Show/Miguel-Vieira
Hernán Menosse,Menosse,Lugo,/hernan-menosse/profil/spieler/125440,/Players/140945/Show/Hernán-Menosse
Josete,Josete,Lugo,/josete/profil/spieler/77037,/Players/280137/Show/Josete
Luis Ruiz,Ruiz,Lugo,/luis-ruiz/profil/spieler/286020,/Players/238333/Show/Luis-Ruiz
Eduard Campabadal,Campabadal,Lugo,/edu-campabadal/profil/spieler/126722,/Players/124531/Show/Eduard-Campabadal
Gerard Valentín,Valentín,Lugo,/gerard-valentin/profil/spieler/278651,/Players/293352/Show/Gerard-Valentín
Serge Leuko,Leuko,Lugo,/serge-leuko/profil/spieler/184917,/Players/303765/Show/Serge-Leuko
Fernando Seoane,Seoane,Lugo,/fernando-seoane/profil/spieler/70988,/Players/91268/Show/Fernando-Seoane
Giorgi Aburjania,Aburjania,Lugo,/giorgi-aburjania/profil/spieler/186848,/Players/144360/Show/Giorgi-Aburjania
Antonio Campillo,Campillo,Lugo,/antonio-campillo/profil/spieler/126879,/Players/275031/Show/Antonio-Campillo
Jose Morente,Morente,Lugo,/tete-morente/profil/spieler/339816,/Players/329129/Show/Jose-Morente
Manu Barreiro,Barreiro,Lugo,/manu-barreiro/profil/spieler/72484,/Players/329852/Show/Manu-Barreiro
José Carlos Ramírez,Ramírez,Lugo,/jose-carlos-ramirez/profil/spieler/319541,/Players/144594/Show/José-Carlos-Ramírez
Sergio Gil,Gil,Lugo,/sergio-gil/profil/spieler/255994,/Players/255506/Show/Sergio-Gil
Juan Muñiz,Muñiz,Lugo,/juan-muniz/profil/spieler/85357,/Players/55294/Show/Juan-Muñiz
Toni Martínez,Martínez,Lugo,/toni-martinez/profil/spieler/302371,/Players/280060/Show/Toni-Martínez
Cristian Herrera,Herrera,Lugo,/cristian-herrera/profil/spieler/237617,/Players/137587/Show/Cristian-Herrera
José Carlos Lazo,Lazo,Lugo,/jose-carlos-lazo/profil/spieler/282410,/Players/300630/Show/José-Carlos-Lazo
Carlos Pita,Pita,Lugo,/carlos-pita/profil/spieler/34566,/Players/10199/Show/Carlos-Pita
Daniel Escriche,Escriche,Lugo,/dani-escriche/profil/spieler/531829,/Players/338698/Show/Daniel-Escriche
Iriome González,González,Lugo,/iriome-gonzalez/profil/spieler/51519,/Players/23648/Show/Iriome-González
Mat Ryan,Ryan,Brighton,/mathew-ryan/profil/spieler/128969,/Players/81523/Show/Mat-Ryan
Lewis Dunk,Dunk,Brighton,/lewis-dunk/profil/spieler/148153,/Players/86441/Show/Lewis-Dunk
Bernardo,Bernardo,Brighton,/bernardo/profil/spieler/364258,/Players/302588/Show/Bernardo
Martín Montoya,Montoya,Brighton,/martin-montoya/profil/spieler/68645,/Players/91387/Show/Martín-Montoya
Bruno,Bruno,Brighton,/bruno/profil/spieler/51528,/Players/23957/Show/Bruno
Yves Bissouma,Bissouma,Brighton,/yves-bissouma/profil/spieler/410425,/Players/303096/Show/Yves-Bissouma
Davy Pröpper,Pröpper,Brighton,/davy-propper/profil/spieler/79027,/Players/77429/Show/Davy-Pröpper
Dale Stephens,Stephens,Brighton,/dale-stephens/profil/spieler/49755,/Players/24238/Show/Dale-Stephens
Solly March,March,Brighton,/solly-march/profil/spieler/209212,/Players/122926/Show/Solly-March
José Izquierdo,Izquierdo,Brighton,/jose-izquierdo/profil/spieler/147094,/Players/243548/Show/José-Izquierdo
Alireza Jahanbakhsh,Jahanbakhsh,Brighton,/alireza-jahanbakhsh/profil/spieler/213268,/Players/133390/Show/Alireza-Jahanbakhsh
David Button,Button,Brighton,/david-button/profil/spieler/61814,/Players/34388/Show/David-Button
Leon Balogun,Balogun,Brighton,/leon-balogun/profil/spieler/56100,/Players/43362/Show/Leon-Balogun
Gaëtan Bong,Bong,Brighton,/gaetan-bong/profil/spieler/36291,/Players/32720/Show/Gaëtan-Bong
Beram Kayal,Kayal,Brighton,/beram-kayal/profil/spieler/44741,/Players/33318/Show/Beram-Kayal
Jürgen Locadia,Locadia,Brighton,/jurgen-locadia/profil/spieler/166240,/Players/107622/Show/Jürgen-Locadia
Glenn Murray,Murray,Brighton,/glenn-murray/profil/spieler/45693,/Players/21427/Show/Glenn-Murray
Shane Duffy,Duffy,Brighton,/shane-duffy/profil/spieler/119269,/Players/75692/Show/Shane-Duffy
Pascal Groß,Groß,Brighton,/pascal-gross/profil/spieler/82873,/Players/71824/Show/Pascal-Groß
Florin Andone,Andone,Brighton,/florin-andone/profil/spieler/177065,/Players/255183/Show/Florin-Andone
Anthony Knockaert,Knockaert,Brighton,/anthony-knockaert/profil/spieler/149237,/Players/86794/Show/Anthony-Knockaert
Cristian Álvarez,Álvarez,Real Zaragoza,/cristian-alvarez/profil/spieler/55135,/Players/14081/Show/Cristian-Álvarez
Diogo Verdasca,Verdasca,Real Zaragoza,/diogo-verdasca/profil/spieler/225162,/Players/303549/Show/Diogo-Verdasca
Alberto Guitián,Guitián,Real Zaragoza,/alberto-guitian/profil/spieler/230895,/Players/297229/Show/Alberto-Guitián
Simone Grippo,Grippo,Real Zaragoza,/simone-grippo/profil/spieler/41767,/Players/29764/Show/Simone-Grippo
Chechu Dorado,Dorado,Real Zaragoza,/chechu-dorado/profil/spieler/70898,/Players/44389/Show/Chechu-Dorado
Daniel Lasure,Lasure,Real Zaragoza,/daniel-lasure/profil/spieler/336736,/Players/327911/Show/Daniel-Lasure
Carlos Nieto,Nieto,Real Zaragoza,/carlos-nieto/profil/spieler/340682,/Players/238908/Show/Carlos-Nieto
Alberto Benito,Benito,Real Zaragoza,/alberto-benito/profil/spieler/263748,/Players/279746/Show/Alberto-Benito
Íñigo Eguaras,Eguaras,Real Zaragoza,/inigo-eguaras/profil/spieler/89731,/Players/238613/Show/Íñigo-Eguaras
Alberto Zapater,Zapater,Real Zaragoza,/alberto-zapater/profil/spieler/26153,/Players/9457/Show/Alberto-Zapater
James Igbekeme,Igbekeme,Real Zaragoza,/james-igbekeme/profil/spieler/375849,/Players/342748/Show/James-Igbekeme
Alberto Soro,Soro,Real Zaragoza,/alberto-soro/profil/spieler/487688,/Players/360970/Show/Alberto-Soro
Giorgi Papunashvili,Papunashvili,Real Zaragoza,/giorgi-papunashvili/profil/spieler/214259,/Players/247498/Show/Giorgi-Papunashvili
Álvaro Ratón,Ratón,Real Zaragoza,/alvaro-raton/profil/spieler/248551,/Players/322999/Show/Álvaro-Ratón
Álex Muñoz,Muñoz,Real Zaragoza,/alex-munoz/profil/spieler/243760,/Players/140982/Show/Álex-Muñoz
Guti,Guti,Real Zaragoza,/raul-guti/profil/spieler/330352,/Players/331113/Show/Guti
