link,nationality,minutes,agent
/samba-sow/profil/spieler/89461,Mali,638,EuAgency
/alejandro-romero-gamarra/profil/spieler/355817,Paraguay,143,No agent
/oghenekaro-etebo/profil/spieler/409106,Nigeria,1387,DW Sports Management
/khaled-adenon/profil/spieler/39174,Benin,3741,H2C Sport Consulting
/michael-hefele/profil/spieler/102382,Germany,0,Haspel ...
/aatif-chahechouhe/profil/spieler/73480,Morocco,188,left foot 21
/ramon-pascal-lundqvist/profil/spieler/238084,Sweden,0,SEG
/nouha-dicko/profil/spieler/173750,Mali,90,Base Soccer Agency ...
/mustafa-akbas/profil/spieler/98113,Turkey,0,no agent
/marakis/profil/spieler/188669,Portugal,0,No agent
/cristian-chavez/profil/spieler/70132,Argentina,0,No agent
/lazar-markovic/profil/spieler/144303,Serbia,1493,Relatives
/maksim-semakin/profil/spieler/72165,Russia,0,No agent
/zian-flemming/profil/spieler/411537,Netherlands,0,Wasserman ...
/robert-strauss/profil/spieler/18068,Germany,0,henry hennig sports ...
/toni-lato/profil/spieler/320271,Spain,155,Toldra Consulting ...
/jack-grealish/profil/spieler/203460,England,420,Stellar Football Ltd
/tim-matavz/profil/spieler/50303,Slovenia,1911,World Soccer Consult
/albert-adomah/profil/spieler/83430,Ghana,775,ANTHONY FINNIGAN ...
/kiki/profil/spieler/270055,Portugal,0,SoccerSoul
/jake-nerwinski/profil/spieler/482612,United States,0,No agent
/eljif-elmas/profil/spieler/400489,North Macedonia,579,Relatives
/dimitri-payet/profil/spieler/37647,France,2101,No agent
/sven-ulreich/profil/spieler/40680,Germany,224,BMS Sportconsulting ...
/danilo-soares/profil/spieler/154396,Brazil,0,Marcus Marin
/robert-muhren/profil/spieler/186763,Netherlands,0,Martin van Ophuizen
/johnny-russell/profil/spieler/55494,Scotland,449,No agent
/henri-lansbury/profil/spieler/44794,England,780,No agent
/brandon-servania/profil/spieler/455979,United States,629,No agent
/jailson/profil/spieler/366948,Brazil,0,No agent
/britt-assombalonga/profil/spieler/186172,DR Congo,0,No agent
/conor-townsend/profil/spieler/146509,England,0,World in Motion
/ivan-markelov/profil/spieler/106569,Russia,0,Pavel Andreev
/marcelo/profil/spieler/52920,Brazil,0,SEG
/anton-shunin/profil/spieler/37549,Russia,88,Pavel Andreev
/mikel-san-jose/profil/spieler/52469,Spain,494,RMD Sport Manager
/jan-vertonghen/profil/spieler/43250,Belgium,9562,Juzzt Football
/eric-miller/profil/spieler/245315,United States,0,PRO FC
/kyle-duncan/profil/spieler/349699,United States,167,No agent
/emmanuel-iyoha/profil/spieler/314245,Germany,58,Oleg Chelemei
/romulo/profil/spieler/121756,Italy,0,Studio Assist & ...
/murat-cem-akpinar/profil/spieler/388913,Turkey,243,Asportsmanagement
/luca-plogmann/profil/spieler/335997,Germany,360,SAM SPORTS
/erwin-mulder/profil/spieler/56631,Netherlands,0,Louis Laros
/david-junca/profil/spieler/164055,Spain,0,Promoesport
/matias-caruzzo/profil/spieler/56573,Argentina,359,no agent
/vitor-goncalves/profil/spieler/194547,Portugal,95,Sferico Sports ...
/markel-susaeta/profil/spieler/54245,Spain,18,not clarified
/brice-samba/profil/spieler/191056,France,0,Meïssa N'diaye
/geronimo-rulli/profil/spieler/229604,Argentina,149,Samii ...
/andrej-kramaric/profil/spieler/46580,Croatia,2156,P&P Sport ...
/anaitz-arbilla/profil/spieler/71548,Spain,0,No agent
/alan/profil/spieler/73460,Brazil,0,CANGOO SOCCER
/benjamin-hubner/profil/spieler/52348,Germany,0,Soccertalk GmbH
/kevin-lankford/profil/spieler/338879,Germany,0,T21plus
/enis-hajri/profil/spieler/28735,Tunisia,0,m-one-s ...
/steve-mandanda/profil/spieler/23951,France,2462,S.C. Sports ...
/raul-navas/profil/spieler/142419,Spain,0,ELITE INTERNACIONAL ...
/adrien-thomasson/profil/spieler/215977,France,0,not clarified
/joshua-brenet/profil/spieler/207006,Netherlands,134,Muy Manero
/erick-pulgar/profil/spieler/215616,Chile,644,Fernando Felicevich
/nick-rimando/profil/spieler/39434,United States,1439,James Grant Sports ...
/lucas-villalba/profil/spieler/240913,Argentina,0,No agent
/simon-dawkins/profil/spieler/57488,Jamaica,1427,Velop4 Sports Ltd.
/vitus-eicher/profil/spieler/57796,Germany,0,PRO Profil GmbH
/fabian-ruiz/profil/spieler/350219,Spain,0,YOU FIRST SPORTS
/carlos-akapo/profil/spieler/225015,Equatorial Guinea,1074,YOU FIRST SPORTS
/niltinho/profil/spieler/271353,Brazil,0,Footinvest ...
/borys-tashchy/profil/spieler/138292,Ukraine,0,SEG
/aron-gunnarsson/profil/spieler/63821,Iceland,6365,Stellar Football Ltd
/william/profil/spieler/153207,Brazil,0,No agent
/toni-sunjic/profil/spieler/60790,Bosnia-Herzegovina,2692,Germania ...
/antonin-barak/profil/spieler/272261,Czech Republic,939,No agent
/callum-connolly/profil/spieler/308632,England,268,No agent
/joe-gomez/profil/spieler/256178,England,435,Key Sports ...
/junio/profil/spieler/520469,Brazil,0,Un1que football
/elhadji-pape-diaw/profil/spieler/410238,Senegal,90,no agent
/florian-thauvin/profil/spieler/184892,France,162,No agent
/miguel-luis/profil/spieler/357161,Portugal,581,No agent
/carlos-martinez/profil/spieler/58074,Spain,0,No agent
/yannis-ammour/profil/spieler/420782,France,0,No agent
/facundo-sanchez/profil/spieler/107523,Argentina,0,EUROPE SPORTS GROUP
/leo-stulac/profil/spieler/171159,Slovenia,61,AR Sport Management
/solly-march/profil/spieler/209212,England,148,ANTHONY FINNIGAN ...
/sebastian-griesbeck/profil/spieler/153555,Germany,0,Haspel ...
/lewis-dunk/profil/spieler/148153,England,90,Stellar Football Ltd
/bart-ramselaar/profil/spieler/326701,Netherlands,95,Prime SportBusiness
/roman-tugarev/profil/spieler/289643,Russia,112,FM Sports Agency
/vladimir-rykov/profil/spieler/117802,Russia,90,No agent
/greg-leigh/profil/spieler/201586,England,0,No agent
/costinha/profil/spieler/236886,Portugal,0,NCfoot
/alex-meret/profil/spieler/240414,Italy,0,P&P Sport ...
/joao-carvalho/profil/spieler/258005,Portugal,0,Gestifute
/ayoze-perez/profil/spieler/246968,Spain,0,InterLex Sport
/lukas-jutkiewicz/profil/spieler/33507,England,0,No agent
/mohammed-osman/profil/spieler/273431,Syria,282,Grand Stand
/jaakko-oksanen/profil/spieler/433893,Finland,0,NSKY
/oualid-el-hajjam/profil/spieler/283127,Morocco,261,not clarified
/taleb-tawatha/profil/spieler/60761,Israel,1267,Leaderbrock Sports
/jonathas/profil/spieler/58345,Brazil,0,Firstfute Football ...
/moryke-fofana/profil/spieler/240497,Cote d'Ivoire,0,ELITE CONSULTING ...
/adrian-calello/profil/spieler/55911,Argentina,0,HARDY M ...
/daniel-james/profil/spieler/319301,Wales,128,Stellar Football Ltd
/baris-ekincier/profil/spieler/383223,Azerbaijan,0,90 Minutes ...
/jack-robinson/profil/spieler/128909,England,729,Unique Sports ...
/kevin-mohwald/profil/spieler/94137,Germany,76,Karl M. Herzog ...
/christian-kouame/profil/spieler/337725,Cote d'Ivoire,0,Pagliari & Minieri ...
/mucahit-can-akcay/profil/spieler/315202,Turkey,0,Asportsmanagement
/mohamed-drager/profil/spieler/192167,Tunisia,124,Coaches & More GmbH
/joao-talocha/profil/spieler/205116,Portugal,0,Goodman Sports
/reto-ziegler/profil/spieler/9915,Switzerland,2408,Dierolf ...
/massimo-gobbi/profil/spieler/28020,Italy,14,Lorenzo Marronaro
/felix-wiedwald/profil/spieler/44594,Germany,0,Spielerrat GmbH
/diogo-verdasca/profil/spieler/225162,Portugal,0,PromoSport
/handwalla-bwana/profil/spieler/425824,Kenya,0,No agent
/jefferson-montero/profil/spieler/77932,Ecuador,3998,not clarified
/paddy-mcnair/profil/spieler/167268,Northern Ireland,1410,No agent
/nicolai-muller/profil/spieler/39426,Germany,12,arena11 sports group
/ignacio-piatti/profil/spieler/37433,Argentina,0,Nazareno Marcollese
/gustavo-sauer/profil/spieler/336158,Brazil,0,Marcio Bittencourt ...
/ezequiel-videla/profil/spieler/125889,Argentina,0,No agent
/alan-ruiz/profil/spieler/190442,Argentina,265,not clarified
/facundo-medina/profil/spieler/474800,Argentina,772,No agent
/bernard-tekpetey/profil/spieler/422380,Ghana,88,JB Sports Group GmbH
/angel-rangel/profil/spieler/66550,Spain,0,Base Soccer Agency ...
/clemente/profil/spieler/59372,Portugal,0,No agent
/maximilian-mittelstadt/profil/spieler/282660,Germany,302,SportsTotal
/ze-manuel/profil/spieler/113025,Portugal,0,FOOT EXPANSION
/iago-aspas/profil/spieler/72047,Spain,623,Promoesport
/antonino-barilla/profil/spieler/39828,Italy,491,Football Service
/issam-chebake/profil/spieler/332049,Morocco,0,not clarified
/dean-gerken/profil/spieler/42055,England,0,Volenti
/joaquin-laso/profil/spieler/360797,Argentina,0,No agent
/aleksandr-anyukov/profil/spieler/17749,Russia,6132,Pavel Andreev
/havard-nielsen/profil/spieler/136181,Norway,575,ISMG International
/osman-kakay/profil/spieler/419576,Sierra Leone,21,Unique Sports ...
/sebastian-ernst/profil/spieler/108198,Germany,0,T21plus
/erick-gutierrez/profil/spieler/298796,Mexico,812,CANTERA LATINA / ...
/idrissa-doumbia/profil/spieler/430579,Cote d'Ivoire,0,Nomi Sports
/dani-romera/profil/spieler/271451,Spain,0,Media Base Sports
/leandro-paiva/profil/spieler/269524,Uruguay,0,No agent
/leon-bailey/profil/spieler/387626,Jamaica,0,Phoenix Sports ...
/german-herrera/profil/spieler/32710,Argentina,0,M.S.C. Management
/thomas-delaney/profil/spieler/91849,Denmark,2639,people in sport
/tristan-nydam/profil/spieler/483545,England,60,Stellar Football Ltd
/pavel-kaloshin/profil/spieler/605627,Russia,0,No agent
/kurt-zouma/profil/spieler/157509,France,96,not clarified
/yussuf-poulsen/profil/spieler/157635,Denmark,2310,Essel sports ...
/lukas-hinterseer/profil/spieler/59054,Austria,348,GRASS IS GREEN
/sone-aluko/profil/spieler/42198,Nigeria,278,Match World Ltd
/alexander-buttner/profil/spieler/38003,Netherlands,0,World Soccer Consult
/alexandru-epureanu/profil/spieler/45340,Moldova,7259,iFootball
/nahuel-arena/profil/spieler/552629,Argentina,0,Relatives
/xisco-campos/profil/spieler/70946,Spain,0,GM Sports Management
/luis-robles/profil/spieler/47289,United States,225,Remington Cherin
/erik-zenga/profil/spieler/85961,Germany,791,ADTL ...
/martin-cranie/profil/spieler/27659,England,932,Unique Sports ...
/dries-saddiki/profil/spieler/370042,Netherlands,0,No agent
/aymeric-laporte/profil/spieler/176553,France,0,not clarified
/takashi-inui/profil/spieler/98249,Japan,1534,Sarcle Co. Ltd.
/richie-laryea/profil/spieler/417348,Canada,0,Axia Sports ...
/zanka/profil/spieler/52059,Denmark,1464,Boutique Transfers
/craig-noone/profil/spieler/81202,England,0,No agent
/dani-ceballos/profil/spieler/319745,Spain,441,Bahía Internacional
/alexandre-mendy/profil/spieler/290561,France,0,W.Egal O.S.F.M.
/douglas-luiz/profil/spieler/447661,Brazil,0,Carlos Leite
/borja-baston/profil/spieler/85324,Spain,0,Manuel García ...
/marvin-ducksch/profil/spieler/125103,Germany,0,arena11 sports group
/brent-kallman/profil/spieler/226643,United States,0,Topnotch Management
/marcelo-brozovic/profil/spieler/156617,Croatia,3277,Miroslav Bicanic
/casimir-ninga/profil/spieler/392810,Chad,270,Classico Sports ...
/kevin-gameiro/profil/spieler/27389,France,520,Team Spirit ...
/stijn-schaars/profil/spieler/4698,Netherlands,1151,Wasserman ...
/rodrigo-salinas/profil/spieler/125750,Argentina,0,Relatives
/alejo-montero/profil/spieler/649998,Argentina,0,No agent
/agustin-fontana/profil/spieler/345229,Argentina,0,Speeed AG
/paul-baysse/profil/spieler/43256,France,450,Gallea Gestion S.A
/oscar-cabezas/profil/spieler/514299,Colombia,0,Sebastian Eduardo ...
/mo-el-hankouri/profil/spieler/384587,Morocco,0,Juzzt Football
/andrew-hjulsager/profil/spieler/167798,Denmark,0,Relatives
/nuno-andre-coelho/profil/spieler/40858,Portugal,640,International Foot
/jay-chapman/profil/spieler/189032,Canada,70,Beswicks Sports Ltd
/fousseni-diabate/profil/spieler/364861,Mali,0,W.Egal O.S.F.M.
/gustavo-hamer/profil/spieler/322985,Netherlands,110,Wasserman ...
/tim-rieder/profil/spieler/111277,Germany,0,Atheneum Group
/samir-handanovic/profil/spieler/28021,Slovenia,6994,LIAN SPORTS
/juan-forlin/profil/spieler/53332,Argentina,0,No agent
/lyanco/profil/spieler/379807,Brazil,0,Pro Manager Sports ...
/sebastien-de-maio/profil/spieler/56830,France,0,BSM
/joe-bennett/profil/spieler/90964,England,196,Omni-Sports
/alisson/profil/spieler/105470,Brazil,3105,Football Capital
/fernandinho/profil/spieler/26267,Brazil,2860,No agent
/emanuel-iniguez/profil/spieler/542138,Argentina,0,No agent
/giovanni-zarfino/profil/spieler/208022,Uruguay,0,Football Spheric
/jorge-fellipe/profil/spieler/132060,Brazil,0,Baller 360º
/fedor-chalov/profil/spieler/287183,Russia,33,Base Soccer Agency ...
/wallace/profil/spieler/225335,Brazil,0,Gestifute
/mauricio-rosales/profil/spieler/251619,Argentina,0,No agent
/tom-edwards/profil/spieler/430788,England,225,Beswicks Sports Ltd
/andreas-cornelius/profil/spieler/203412,Denmark,1503,Players Promotion
/zaydou-youssouf/profil/spieler/471582,France,70,ESN
/nathaniel-mendez-laing/profil/spieler/125409,England,0,Fifteen Eleven ...
/charlie-lakin/profil/spieler/564048,England,0,Beswicks Sports Ltd
/nahuel-estevez/profil/spieler/552472,Argentina,0,No agent
/ruben-aguilar/profil/spieler/203746,France,0,No agent
/federico-valverde/profil/spieler/369081,Uruguay,514,No agent
/esteban-andrada/profil/spieler/105888,Argentina,67,M Sab
/dong-won-ji/profil/spieler/164265,"Korea, South",0,Apertura Sports GmbH
/stephane-sparagna/profil/spieler/289216,France,0,score agencies
/serginho/profil/spieler/40555,Portugal,0,No agent
/jan-philipp-kalla/profil/spieler/30985,Germany,0,Thomas Gottfried
/yoel-barcenas/profil/spieler/283473,Panama,1965,Dedra Football ...
/roger-espinoza/profil/spieler/71096,Honduras,3860,PROSPORT Management
/senou-coulibaly/profil/spieler/596240,France,0,No agent
/nacho-monreal/profil/spieler/43003,Spain,1545,Bahía Internacional
/alessandro-bastoni/profil/spieler/315853,Italy,0,TMP SOCCER srl
/aleksandr-kokorin/profil/spieler/89086,Russia,3332,not clarified
/jeremy-grimm/profil/spieler/56294,France,0,No agent
/anthony-forde/profil/spieler/146494,Ireland,0,ML-Players
/darko-lazovic/profil/spieler/70411,Serbia,359,Seven stars
/vasilije-janjicic/profil/spieler/265254,Switzerland,0,Relatives
/goncalo-cardoso/profil/spieler/587106,Portugal,180,Footconect Fma
/daniel-bessa/profil/spieler/140757,Italy,0,P&P Sport ...
/yoell-van-nieff/profil/spieler/187301,Netherlands,45,Fortitude Player ...
/luis-alberto/profil/spieler/128220,Spain,16,YOU FIRST SPORTS
/ayaz-guliev/profil/spieler/260672,Russia,1187,no agent
/aleksandr-martynovich/profil/spieler/59352,Belarus,5248,No agent
/neto/profil/spieler/291968,Brazil,0,No agent
/dax-mccarty/profil/spieler/39479,United States,516,WMG
/luther-singh/profil/spieler/387378,South Africa,45,IDOLOÁSIS
/zeki-erkilinc/profil/spieler/387218,Netherlands,0,No agent
/emmanuel-adebayor/profil/spieler/8883,Togo,4373,Darren Dein
/amin-younes/profil/spieler/96167,Germany,154,FSB – ...
/pasquale-schiattarella/profil/spieler/56762,Italy,0,Italian Managers ...
/emiliano-insua/profil/spieler/45599,Argentina,252,INSUA GROUP
/daniel-baier/profil/spieler/4018,Germany,13,Robert Schneider
/fabri/profil/spieler/45882,Spain,0,EURODATA SPORT
/jordy-de-wijs/profil/spieler/215096,Netherlands,0,Muy Manero
/hal-robson-kanu/profil/spieler/65976,Wales,2265,no agent
/thomas-fontaine/profil/spieler/80036,Madagascar,614,DC International ...
/joe-allen/profil/spieler/51452,Wales,3867,not clarified
/sam-johnson/profil/spieler/252062,Liberia,1132,Fortitude Player ...
/pirmin-schwegler/profil/spieler/14533,Switzerland,828,Sports United GmbH
/jony/profil/spieler/228761,Spain,0,YOU FIRST SPORTS
/wendel/profil/spieler/499721,Brazil,0,Pro Manager Sports ...
/claudemir/profil/spieler/68275,Brazil,0,Intergol B&S
/javi-galan/profil/spieler/448628,Spain,0,YOU FIRST SPORTS
/niklas-lomb/profil/spieler/85543,Germany,0,SportsTotal
/junior-sambia/profil/spieler/335147,France,0,No agent
/andrew-taylor/profil/spieler/29158,England,716,Key Sports ...
/fede-san-emeterio/profil/spieler/307519,Spain,0,Promoesport
/dani-calvo/profil/spieler/326416,Spain,0,No agent
/kevin-wimmer/profil/spieler/122675,Austria,445,Sports United GmbH
/juan-sanchez-mino/profil/spieler/169249,Argentina,0,EUROPE SPORTS GROUP
/gael-kakuta/profil/spieler/74297,DR Congo,0,Roger Boli
/facundo-almada/profil/spieler/639390,Argentina,0,Soccer Dreams
/david-mcgoldrick/profil/spieler/35416,Ireland,0,No agent
/dario-van-den-buijs/profil/spieler/235274,Belgium,0,11one
/mats-kohlert/profil/spieler/288067,Germany,135,Sports United GmbH
/antonio-barreca/profil/spieler/241889,Italy,0,Gr Sports
/andoni-gorosabel/profil/spieler/289255,Spain,0,No agent
/jules-keita/profil/spieler/402117,Guinea,0,No agent
/matthew-pennington/profil/spieler/220755,England,20,Key Sports ...
/emmanuel-ledesma/profil/spieler/62247,Argentina,0,Onfield Management
/immanuel-hohn/profil/spieler/77920,Germany,0,ISMG International
/federico-peluso/profil/spieler/21763,Italy,156,Pagliari & Minieri ...
/sergio-pellissier/profil/spieler/5928,Italy,28,Oscar Damiani
/christian-walton/profil/spieler/208379,England,90,Crown Football Ltd
/batuhan-artarslan/profil/spieler/237481,Turkey,174,B&B Sports ...
/ivan-novoseltsev/profil/spieler/231873,Russia,301,No agent
/callum-paterson/profil/spieler/169555,Scotland,723,No agent
/kieran-trippier/profil/spieler/95810,England,1267,Stellar Football Ltd
/ridgeciano-haps/profil/spieler/228444,Netherlands,90,Prof Partners ...
/mark-duffy/profil/spieler/105565,England,0,No agent
/iago-falque/profil/spieler/59340,Spain,0,GG11 s.r.l.
/dimitri-foulquier/profil/spieler/170472,Guadeloupe,159,GROUPE USM
/rafael/profil/spieler/61892,Brazil,98,World Soccer Star ...
/andrea-seculin/profil/spieler/85380,Italy,313,PB sports ...
/mark-anthony-kaye/profil/spieler/343553,Canada,365,Beswicks Sports Ltd
/tim-kister/profil/spieler/54767,Germany,0,No agent
/ugur-demirok/profil/spieler/44977,Turkey,124,Football & Soccer ...
/matias-pellegrini/profil/spieler/606267,Argentina,0,No agent
/vedad-ibisevic/profil/spieler/21175,Bosnia-Herzegovina,5259,arena11 sports group
/jordan-marie/profil/spieler/231025,France,0,GROUPE USM
/eduardo-henrique/profil/spieler/216118,Brazil,0,Teixeira Players ...
/tim-parker/profil/spieler/354737,United States,119,No agent
/yuri-zhirkov/profil/spieler/16760,Russia,6709,not clarified
/achraf-hakimi/profil/spieler/398073,Morocco,1483,FOOTFEEL ISM
/bouna-sarr/profil/spieler/190685,France,0,Samii ...
/ruben-vezo/profil/spieler/257851,Portugal,0,No agent
/naim-sliti/profil/spieler/184491,Tunisia,2106,FW SPORTS CONSEILS
/artem-dzyuba/profil/spieler/48067,Russia,2364,Relatives
/angel-gonzalez/profil/spieler/347920,Argentina,0,Altis ...
/mauro-junior/profil/spieler/323910,Brazil,0,No agent
/bartosz-bialkowski/profil/spieler/24496,Poland,44,no agent
/jose-antonio-reyes/profil/spieler/7717,Spain,1096,SPORT MANAGEMENT ...
/abdelhamid-sabiri/profil/spieler/340394,Germany,0,CN Sports
/dean-henderson/profil/spieler/258919,England,720,KIN
/maikel-kieftenbeld/profil/spieler/82332,Netherlands,0,Bigpoint
/stewart-downing/profil/spieler/4063,England,1521,SMI Sports ...
/ivan-novoseltsev/profil/spieler/231873,Russia,301,No agent
/rasmus-thelander/profil/spieler/129092,Denmark,0,MD Management
/baptiste-reynet/profil/spieler/190786,France,0,No agent
/juan-muniz/profil/spieler/85357,Spain,194,InterStarDeporte
/joel-lynch/profil/spieler/33070,Wales,12,New Era Global ...
/jeremy-sorbon/profil/spieler/56820,France,0,StarFactory
/leandro-chichizola/profil/spieler/95736,Argentina,0,No agent
/luca-zander/profil/spieler/139278,Germany,150,Sports Impuls
/zhi-yang/profil/spieler/63522,China,2250,No agent
/arne-feick/profil/spieler/38609,Germany,525,11WINS
/nelson-monte/profil/spieler/332615,Portugal,81,No agent
/aly-cissokho/profil/spieler/57515,France,90,SSM – Swiss ...
/dennis-praet/profil/spieler/129588,Belgium,59,MARTIN RIHA
/youssouf-sabaly/profil/spieler/135492,Senegal,974,Star-Gol
/taha-yalciner/profil/spieler/51938,Turkey,0,No agent
/dmitri-poloz/profil/spieler/98539,Russia,725,No agent
/barrie-mckay/profil/spieler/208934,Scotland,6,No agent
/mickael-alphonse/profil/spieler/172153,Guadeloupe,270,Classico Sports ...
/abdoulaye-diallo/profil/spieler/415271,Senegal,0,No agent
/adama-diomande/profil/spieler/93145,Norway,567,Lefrero Sports
/dan-crowley/profil/spieler/223225,England,0,Key Sports ...
/adrian-semper/profil/spieler/317057,Croatia,0,firsteleven ISM
/leander-dendoncker/profil/spieler/168157,Belgium,451,Wasserman ...
/florent-muslija/profil/spieler/337036,Germany,226,Soccertalk GmbH
/cristian-romero/profil/spieler/355915,Argentina,0,Ciro Palermo
/sammy-ameobi/profil/spieler/92381,England,212,Key Sports ...
/joshua-king/profil/spieler/91059,Norway,2406,Jim Solbakken
/marcio-mossoro/profil/spieler/45596,Brazil,0,Phoenix Football ...
/ronaldo-vieira/profil/spieler/434676,England,0,Base Soccer Agency ...
/carlos-fernandez/profil/spieler/216464,Spain,26,Relatives
/patrick-twumasi/profil/spieler/188651,Ghana,88,No agent
/gia-grigalava/profil/spieler/52089,Georgia,1843,Elite Consulting ...
/ryan-shawcross/profil/spieler/45861,England,16,No agent
/mossa/profil/spieler/96094,Spain,0,Promoesport
/paxton-pomykal/profil/spieler/455978,United States,613,James Grant Sports ...
/granit-xhaka/profil/spieler/111455,Switzerland,6241,Signature - ISCM AG
/goncalo-guedes/profil/spieler/225122,Portugal,771,Gestifute
/agustin-verdugo/profil/spieler/528270,Argentina,0,FSA
/thiago-silva/profil/spieler/29241,Brazil,6391,Paulo Tonietto
/seth-sinovic/profil/spieler/144959,United States,0,No agent
/henry-wingo/profil/spieler/378478,United States,0,Management 15
/alberto-benito/profil/spieler/263748,Spain,0,JV SPORTS SL
/kei-kamara/profil/spieler/39049,Sierra Leone,2178,HPA SOCCER
/egor-sorokin/profil/spieler/288721,Russia,3,No agent
/sam-mcqueen/profil/spieler/226968,England,90,No agent
/stefan-mitrovic/profil/spieler/143029,Serbia,949,No agent
/evan-bush/profil/spieler/148916,United States,0,Stone Sports ...
/paulinho/profil/spieler/211072,Portugal,0,MNM Sports ...
/nicolas-de-la-cruz/profil/spieler/397458,Uruguay,0,Relatives
/jordan-hamilton/profil/spieler/294707,Canada,6,Dierolf ...
/tyrell-malacia/profil/spieler/339340,Netherlands,90,SEG
/denis-terentjev/profil/spieler/144583,Russia,0,Special1Agency
/kevin-bonifazi/profil/spieler/247377,Italy,321,Pagliari & Minieri ...
/frederik-ronnow/profil/spieler/107775,Denmark,630,Boutique Transfers
/russell-teibert/profil/spieler/103627,Canada,1091,WMG
/fernando-barrientos/profil/spieler/154292,Argentina,0,No agent
/santiago-patino/profil/spieler/644780,United States,0,Beswicks Sports Ltd
/franco-di-santo/profil/spieler/59783,Argentina,48,Twenty Two S.A.
/lucas-torro/profil/spieler/213670,Spain,0,Toldra Consulting ...
/steven-bergwijn/profil/spieler/284165,Netherlands,305,Muy Manero
/jires-kembo-ekoko/profil/spieler/40446,France,0,Mondial Promotion
/vanja-vucicevic/profil/spieler/423612,Serbia,0,Friends & Football ...
/lucas-chaves/profil/spieler/360791,Argentina,0,No agent
/alan-schons/profil/spieler/378866,Brazil,0,MNM Sports ...
/ricardo-esgaio/profil/spieler/139395,Portugal,1516,Proeleven Gestão ...
/martin-dubravka/profil/spieler/74960,Slovakia,1484,GLOBAL SPORTS a.s.
/vincent-kompany/profil/spieler/9594,Belgium,7068,Eleven Management
/abdullahi-shehu/profil/spieler/262687,Nigeria,1726,DW Sports Management
/konstantinos-mavropanos/profil/spieler/415912,Greece,0,Konstantinos Farras
/chico-geraldes/profil/spieler/257456,Portugal,123,Nomi Sports
/todd-kane/profil/spieler/154287,England,0,New Era Global ...
/fedor-kudryashov/profil/spieler/48634,Russia,2191,No agent
/mert-hakan-yandas/profil/spieler/306462,Turkey,0,Altis ...
/jose-izquierdo/profil/spieler/147094,Colombia,173,Go Pro Sport ...
/memphis-depay/profil/spieler/167850,Netherlands,3178,SEG
/ander-iturraspe/profil/spieler/71571,Spain,134,Jesus Medina Martin
/dennis-hadzikadunic/profil/spieler/322065,Sweden,0,BHM Sports Agency
/christian-atsu/profil/spieler/186997,Ghana,4005,Alpha sports ...
/kevin-mirallas/profil/spieler/33639,Belgium,2815,Christophe Henrotay
/angelo-fulgini/profil/spieler/250013,France,61,H2C Sport Consulting
/adam-marusic/profil/spieler/239802,Montenegro,2197,DOO Magnum
/rodrigo-becao/profil/spieler/410158,Brazil,0,No agent
/patrik-sigurdur-gunnarsson/profil/spieler/429563,Iceland,0,Total Football
/mattias-bjarsmyr/profil/spieler/30386,Sweden,270,Global Soccer ...
/stefan-radu/profil/spieler/44420,Romania,616,Matteo Materazzi
/evgeni-kharin/profil/spieler/193464,Russia,0,No agent
/edwar-lopez/profil/spieler/572077,Colombia,0,South.american.playe...
/edu-campabadal/profil/spieler/126722,Spain,0,Global Sports ...
/konstantin-pliev/profil/spieler/394400,Russia,0,No agent
/richard-smallwood/profil/spieler/158713,England,0,SEM Group plc.
/jordy-clasie/profil/spieler/104223,Netherlands,937,Prime SportBusiness
/adama-traore/profil/spieler/204103,Spain,0,Promoesport
/serge-aurier/profil/spieler/127032,Cote d'Ivoire,0,ISMG International
/hector-bellerin/profil/spieler/191217,Spain,224,Goal Management
/andres-lioi/profil/spieler/563336,Argentina,0,Massimo Bocci
/jan-arie-van-der-heijden/profil/spieler/45538,Netherlands,49,Juzzt Football
/mahmut-tekdemir/profil/spieler/54177,Turkey,714,Foot & Ball
/almamy-toure/profil/spieler/216181,France,0,No agent
/jack-lankester/profil/spieler/602544,England,0,No agent
/bressan/profil/spieler/256453,Brazil,0,not clarified
/brandt-bronico/profil/spieler/271183,United States,0,No agent
/andres-renteria/profil/spieler/233007,Colombia,40,Gahayr Sports
/erik-durm/profil/spieler/93922,Germany,607,act
/maciej-rybus/profil/spieler/59597,Poland,3360,UNIDOS
/kevin-stewart/profil/spieler/200782,England,0,No agent
/olamide-shodipo/profil/spieler/401268,Ireland,0,Wonder Sports
/daniel-steininger/profil/spieler/195720,Germany,1,arena11 sports group
/georgi-schennikov/profil/spieler/70097,Russia,586,SA-Football Agency
/ben-wiles/profil/spieler/542471,England,0,KIN
/bruno-fernandes/profil/spieler/240306,Portugal,449,POSITIONUMBER
/kelyn-rowe/profil/spieler/183118,United States,237,not clarified
/luca-siligardi/profil/spieler/86079,Italy,0,eightyfive sa
/alexander-rossipal/profil/spieler/296188,Germany,180,ISMG International
/jubal/profil/spieler/149928,Brazil,0,Un1que football
/vukasin-jovanovic/profil/spieler/264140,Serbia,0,Relatives
/david-atanga/profil/spieler/254284,Ghana,0,Global 11
/davinson-sanchez/profil/spieler/341429,Colombia,1676,Villarreal & Schena
/daan-klomp/profil/spieler/400671,Netherlands,0,Sportconsult ...
/rodrigo-arciero/profil/spieler/322649,Argentina,0,No agent
/mauricio-pereyra/profil/spieler/102452,Uruguay,0,Relatives
