link,nationality,minutes,agent
/johannes-flum/profil/spieler/38415,Germany,99,ISMG International
/josh-tymon/profil/spieler/419929,England,422,Triple S Sports
/ali-adnan/profil/spieler/261611,Iraq,3028,Base Soccer Agency ...
/kwadwo-asamoah/profil/spieler/63531,Ghana,5141,P&P Sport ...
/lukas-frode/profil/spieler/153628,Germany,0,Karl M. Herzog ...
/matthias-verreth/profil/spieler/292817,Belgium,0,Stirr Associates
/tom-barlow/profil/spieler/509916,United States,0,Beswicks Sports Ltd
/mauricio-toni/profil/spieler/540299,Argentina,0,No agent
/waldemar-sobota/profil/spieler/110852,Poland,1014,Rechtsanwalt Dr. ...
/ilya-abaev/profil/spieler/15569,Russia,45,SA-Football Agency
/adam-armstrong/profil/spieler/250426,England,302,Stellar Football Ltd
/michael-frey/profil/spieler/147043,Switzerland,0,SOCCER MONDIAL
/enzo-loiodice/profil/spieler/581781,France,149,NABE M&C
/gael-clichy/profil/spieler/7449,France,1673,Darren Dein
/jackson-irvine/profil/spieler/192557,Australia,1310,Base Soccer Agency ...
/joao-lopes/profil/spieler/547553,Brazil,0,No agent
/bram-nuytinck/profil/spieler/104597,Netherlands,0,Wasserman ...
/tin-jedvaj/profil/spieler/206386,Croatia,1268,firsteleven ISM
/claudio-spinelli/profil/spieler/504882,Argentina,0,No agent
/carraca/profil/spieler/291941,Portugal,0,PPSports
/kikas/profil/spieler/383807,Portugal,0,NCfoot
/atakan-akkaynak/profil/spieler/327542,Germany,0,EMG Mundial
/luca-zidane/profil/spieler/283489,France,0,Alain Migliaccio
/dario-melnjak/profil/spieler/238500,Croatia,0,Love Players
/james-mcclean/profil/spieler/85935,Ireland,0,Platinum One Group
/joaquin-correa/profil/spieler/227081,Argentina,89,Alessandro Lucci - ...
/ruben-rochina/profil/spieler/67548,Spain,290,Fairplay Sports ...
/benjamin-pavard/profil/spieler/353366,France,1533,Carmenta
/thomas-bruns/profil/spieler/172202,Netherlands,96,SEG
/chadrac-akolo/profil/spieler/247459,DR Congo,0,ROGON
/chris-mepham/profil/spieler/480987,Wales,380,Volenti
/papy-djilobodji/profil/spieler/136610,Senegal,1169,no agent
/michael-de-leeuw/profil/spieler/110906,Netherlands,0,Soccer Vision BV
/gonzalo-asis/profil/spieler/549958,Argentina,0,No agent
/borja-valle/profil/spieler/176067,Spain,0,PROTIO SPORT
/felix-platte/profil/spieler/195782,Germany,220,arena11 sports group
/pol-llonch/profil/spieler/205276,Spain,0,Media Base Sports
/callum-elder/profil/spieler/271997,Australia,0,New Era Global ...
/abel-hernandez/profil/spieler/76608,Uruguay,937,Oscar Bentancourt
/joao-novais/profil/spieler/228940,Portugal,0,POSITIONUMBER
/charles/profil/spieler/16335,Brazil,0,Samii ...
/jozabed-sanchez/profil/spieler/207924,Spain,0,Promoesport
/marcelo/profil/spieler/190185,Brazil,0,MLSports Management
/lionel-carole/profil/spieler/11530,France,240,Relatives
/fabio-pacheco/profil/spieler/111200,Portugal,0,Onsoccer
/sebastian-rode/profil/spieler/44466,Germany,489,PRO Profil GmbH
/fredy-montero/profil/spieler/73852,Colombia,100,Colombiagol SAS
/francesco-magnanelli/profil/spieler/7093,Italy,0,TMP SOCCER srl
/pablo-fornals/profil/spieler/357885,Spain,33,Toldra Consulting ...
/miiko-albornoz/profil/spieler/75852,Chile,800,HCM Sports ...
/tim-van-de-berg/profil/spieler/447827,Netherlands,0,No agent
/maximilian-bauer/profil/spieler/388363,Germany,173,Projekt H oHG
/ryan-williams/profil/spieler/192239,Australia,0,No agent
/caner-cavlan/profil/spieler/136550,Netherlands,0,Perfect Element BV
/gonzalo-maroni/profil/spieler/441385,Argentina,711,No agent
/zeki-yavru/profil/spieler/98131,Turkey,154,No agent
/johannes-van-den-bergh/profil/spieler/31218,Germany,0,Coaches & More GmbH
/nicolas-linares/profil/spieler/534616,Argentina,0,No agent
/roberto-piccoli/profil/spieler/432092,Italy,402,No agent
/jimmy-briand/profil/spieler/18909,France,53,no agent
/sory-kaba/profil/spieler/355689,Guinea,202,RGFOOTBALL
/justen-glad/profil/spieler/334597,United States,0,No agent
/semi-ajayi/profil/spieler/251912,Nigeria,146,SIG Football
/kike-marquez/profil/spieler/101733,Spain,0,JV SPORTS SL
/james-chester/profil/spieler/73482,Wales,3003,No agent
/ben-alnwick/profil/spieler/27036,England,0,World in Motion
/hassane-kamara/profil/spieler/290017,France,0,No agent
/joe-mattock/profil/spieler/49611,England,270,No agent
/emil-krafth/profil/spieler/184528,Sweden,1301,Global Soccer ...
/cyrus-christie/profil/spieler/158623,Ireland,0,ARETÉ
/carlos-pita/profil/spieler/34566,Spain,0,No agent
/nicolas-schiappacasse/profil/spieler/345473,Uruguay,0,Lions Sports AG
/tolgay-arslan/profil/spieler/53536,Germany,0,Foot & Ball
/tobias-reithmeir/profil/spieler/420298,Germany,0,T21plus
/sean-klaiber/profil/spieler/268113,Netherlands,245,Louis Laros
/jannik-pohl/profil/spieler/288432,Denmark,0,people in sport
/gaston-campi/profil/spieler/292174,Argentina,0,No agent
/jasmin-kurtic/profil/spieler/85825,Slovenia,3992,AR Sport Management
/matheus-reis/profil/spieler/379249,Brazil,0,exclusive Sports GbR
/federico-mattiello/profil/spieler/200194,Italy,269,Gr Sports
/miles-robinson/profil/spieler/468022,United States,119,No agent
/jose-luis-palomino/profil/spieler/125020,Argentina,0,Univers Management
/nathaniel-clyne/profil/spieler/85177,England,1050,No agent
/francesco-acerbi/profil/spieler/131075,Italy,188,no agent
/tim-chow/profil/spieler/196693,Chinese Taipei (Taiwan),90,Crown Football Ltd
/cole-skuse/profil/spieler/48094,England,0,No agent
/daniel-lasure/profil/spieler/336736,Spain,0,No agent
/sergi-palencia/profil/spieler/268176,Spain,0,AC Talent
/kevin-vazquez/profil/spieler/221315,Spain,0,F.J.VILLAVERDE
/raphael-framberger/profil/spieler/146163,Germany,41,Kögl & Partner GmbH
/anton-belov/profil/spieler/425746,Russia,0,No agent
/nelson-semedo/profil/spieler/231572,Portugal,552,Gestifute
/andre-zambo-anguissa/profil/spieler/354361,Cameroon,1219,No agent
/marc-aurele-caillard/profil/spieler/205465,France,0,No agent
/arturo-vidal/profil/spieler/37666,Chile,8353,Fernando Felicevich
/luciano-abecasis/profil/spieler/149435,Argentina,0,EUROPE SPORTS GROUP
/alexis-maldonado/profil/spieler/444100,Argentina,0,PROSPORTS Argentina
/filip-kusic/profil/spieler/217285,Serbia,0,ROGON
/laurent-depoitre/profil/spieler/90583,Belgium,90,International Sport ...
/michel-vorm/profil/spieler/26276,Netherlands,1124,Prime SportBusiness
/theodor-gebre-selassie/profil/spieler/60632,Czech Republic,3928,No agent
/vladimir-poluyakhtov/profil/spieler/58429,Russia,0,No agent
/oussama-tannane/profil/spieler/235540,Morocco,532,MG & Associates
/dusan-vlahovic/profil/spieler/357498,Serbia,0,INTERNATIONAL ...
/diego-lainez/profil/spieler/371174,Mexico,152,PitZGroup
/thomas-amilivia/profil/spieler/639767,Argentina,0,No agent
/stefan-posch/profil/spieler/223974,Austria,0,ROGON
/agustin-allione/profil/spieler/189411,Argentina,0,no agent
/romain-metanire/profil/spieler/154209,Madagascar,360,GROUPE USM
/nahitan-nandez/profil/spieler/315063,Uruguay,1209,Oscar Bentancourt
/jake-livermore/profil/spieler/61832,England,460,not clarified
/paolo-goltz/profil/spieler/55183,Argentina,70,No agent
/aleksandar-katai/profil/spieler/139915,Serbia,196,Seven stars
/oumar-niasse/profil/spieler/209781,Senegal,190,Relatives
/aymen-barkok/profil/spieler/315332,Germany,27,ROGON
/filip-djuricic/profil/spieler/94307,Serbia,1320,SEG
/klaus-gjasula/profil/spieler/57598,Albania,0,Coaches & More GmbH
/benjamin-mendy/profil/spieler/157495,France,494,Meïssa N'diaye
/luciano-slagveer/profil/spieler/187298,Netherlands,55,Fortitude Player ...
/marc-muniesa/profil/spieler/74228,Spain,580,Ginés Carvajal
/lechii-sadulaev/profil/spieler/623553,Russia,0,No agent
/kenedy/profil/spieler/281404,Brazil,0,No agent
/melvyn-lorenzen/profil/spieler/143121,Uganda,0,no agent
/manu-garcia/profil/spieler/76273,Spain,0,Fernando Gómez
/leon-musaev/profil/spieler/375668,Russia,45,Football Exchange
/denis-glushakov/profil/spieler/55336,Russia,3683,Pavel Andreev
/tiago-mesquita/profil/spieler/130622,Portugal,45,No agent
/murat-yildirim/profil/spieler/35530,Turkey,0,No agent
/jose-valencia/profil/spieler/119183,Colombia,0,JGS
/filippo-costa/profil/spieler/197743,Italy,253,Supporter Management
/marcel-schmelzer/profil/spieler/35208,Germany,1271,ROGON
/jean-kevin-augustin/profil/spieler/264956,France,0,not clarified
/cheikh-mbengue/profil/spieler/56795,Senegal,2061,WB-Sportmanagement
/jonathan-sandoval/profil/spieler/74268,Uruguay,0,No agent
/luciano-vietto/profil/spieler/214316,Argentina,0,Eleven Talent Group
/ivan-radovanovic/profil/spieler/46105,Serbia,551,No agent
/nicklas-pedersen/profil/spieler/44588,Denmark,659,people in sport
/alfie-mawson/profil/spieler/287431,England,0,Volenti
/enzo-kalinski/profil/spieler/67818,Argentina,0,EUROPE SPORTS GROUP
/reece-burke/profil/spieler/264220,England,240,KIN
/yuri-nesterenko/profil/spieler/147072,Russia,0,No agent
/daniel-bentley/profil/spieler/136401,England,0,Elite Management ...
/manuel-fernandes/profil/spieler/16791,Portugal,790,Paulo Barbosa
/federico-marchetti/profil/spieler/22318,Italy,844,Matteo Materazzi
/willian-jose/profil/spieler/122155,Brazil,0,Un1que football
/elias-gomez/profil/spieler/302139,Argentina,0,No agent
/manu-barreiro/profil/spieler/72484,Spain,0,No agent
/oliver-norwood/profil/spieler/73547,Northern Ireland,4582,Unique Sports ...
/eric-alexander/profil/spieler/146031,United States,16,WMG
/mevlut-erdinc/profil/spieler/38360,Turkey,1593,Mondial Promotion
/takashi-usami/profil/spieler/111881,Japan,1098,JAPAN SPORTS ...
/lucas-woudenberg/profil/spieler/221766,Netherlands,90,Wasserman ...
/jonas-knudsen/profil/spieler/144904,Denmark,471,Boutique Transfers
/caleb-stanko/profil/spieler/190269,United States,17,PRO FC
/ponck/profil/spieler/341516,Cape Verde,1080,Soccer Features ...
/dairon-asprilla/profil/spieler/260381,Colombia,0,No agent
/lucas-moura/profil/spieler/77100,Brazil,1087,4comM
/andrew-surman/profil/spieler/29975,England,89,Unique Sports ...
/robin-koch/profil/spieler/328784,Germany,197,11WINS
/viktor-vasin/profil/spieler/60134,Russia,1078,ASA
/lucas-melano/profil/spieler/220753,Argentina,0,COMUNIGOAL
/grzegorz-krychowiak/profil/spieler/45184,Poland,5057,Stellar Football Ltd
/iago-herrerin/profil/spieler/71570,Spain,0,No agent
/mikhail-lysov/profil/spieler/289590,Russia,666,Pavel Andreev
/ben-thompson/profil/spieler/337062,England,0,No agent
/joe-bryan/profil/spieler/194460,England,0,Base Soccer Agency ...
/brian-rowe/profil/spieler/213545,United States,0,PRO FC
/matt-crooks/profil/spieler/169416,England,0,Key Sports ...
/omer-sismanoglu/profil/spieler/50774,Turkey,181,no agent
/kirill-panchenko/profil/spieler/106675,Russia,9,Relatives
/delano-van-crooij/profil/spieler/159143,Netherlands,0,Juzzt Football
/hilal-ben-moussa/profil/spieler/223405,Netherlands,0,Relatives
/tyler-adams/profil/spieler/332705,United States,838,James Grant Sports ...
/henk-veerman/profil/spieler/271743,Netherlands,0,World Soccer Consult
/hakan-ozmert/profil/spieler/17465,Turkey,0,S1 Sportmarketing
/eric-remedi/profil/spieler/362364,Argentina,0,INSUA GROUP
/anibal-godoy/profil/spieler/161671,Panama,6479,GSMGroup
/alper-potuk/profil/spieler/99186,Turkey,530,No agent
/christian-martinez/profil/spieler/419247,Panama,236,RELC SPORTS INC.
/mikhail-levashov/profil/spieler/148028,Russia,0,SA-Football Agency
/washington-camacho/profil/spieler/76490,Uruguay,0,no agent
/yvon-mvogo/profil/spieler/147051,Switzerland,180,no agent
/rafael-crivellaro/profil/spieler/145692,Brazil,0,no agent
/christopher-handke/profil/spieler/57704,Germany,0,L-concept Sports
/jamilu-collins/profil/spieler/254934,Nigeria,540,KICK & RUN SPORTS
/florian-baak/profil/spieler/296345,Germany,180,Jörg Neubauer
/alex-tayo-akande/profil/spieler/209778,Hongkong,0,Premier Footballers
/aytac-kara/profil/spieler/159908,Turkey,45,Golden Foot ...
/ozer-hurmaci/profil/spieler/45004,Turkey,135,Relatives
/malcom/profil/spieler/323704,Brazil,0,Elenko Sports Ltda.
/brad-smith/profil/spieler/175745,Australia,1180,SEM Group plc.
/saad-abdul-salaam/profil/spieler/270532,United States,0,No agent
/ibrahima-cisse/profil/spieler/160380,Guinea,111,Relatives
/gavin-massey/profil/spieler/148258,England,0,Panthera Sports
/konrad-laimer/profil/spieler/223967,Austria,0,arena11 sports group
/aleksey-gritsaenko/profil/spieler/379634,Russia,0,No agent
/artem-golubev/profil/spieler/375663,Russia,135,No agent
/jack-price/profil/spieler/129062,England,0,Beswicks Sports Ltd
/michael-ihiekwe/profil/spieler/145923,England,0,Volenti
/adrian-dalmau/profil/spieler/288228,Spain,0,Leaderbrock Sports
/matias-vecino/profil/spieler/143812,Uruguay,2593,Alessandro Lucci - ...
/enis-bardhi/profil/spieler/245014,North Macedonia,1355,No agent
/chechu-dorado/profil/spieler/70898,Spain,0,Bahía Internacional
/mikel-merino/profil/spieler/338424,Spain,1195,Bahía Internacional
/johannes-wurtz/profil/spieler/93926,Germany,240,arena11 sports group
/sebastian-villa/profil/spieler/493000,Colombia,147,Go Pro Sport ...
/michael-ratajczak/profil/spieler/1257,Germany,0,neblung ...
/mbilla-etame/profil/spieler/78798,Cameroon,0,Smart Sports Agency
/josh-vela/profil/spieler/173804,England,0,Unique Sports ...
/vladislav-ignatjev/profil/spieler/51897,Russia,160,No agent
/makhete-diop/profil/spieler/124757,Senegal,0,No agent
/leandro-sapetti/profil/spieler/149486,Argentina,0,No agent
/ferhat-oztorun/profil/spieler/37839,Turkey,90,Stars & Friends
/santi-mina/profil/spieler/255653,Spain,162,Together For You
/calvin-verdonk/profil/spieler/258364,Netherlands,90,Muy Manero
/hassani-dotson/profil/spieler/636081,United States,0,No agent
/mike-te-wierik/profil/spieler/155806,Netherlands,312,Eijkelkamp Pro ...
/victor-cabrera/profil/spieler/353463,Argentina,0,No agent
/matteo-scozzarella/profil/spieler/85208,Italy,0,AC Sport Consulting
/ryan-bennett/profil/spieler/67252,England,180,World in Motion
/mads-bech-sorensen/profil/spieler/372240,Denmark,0,people in sport
/oliver-baumann/profil/spieler/55089,Germany,764,ISMG International
/ogenyi-onazi/profil/spieler/131709,Nigeria,3892,Makoz Group
/baptiste-santamaria/profil/spieler/285323,France,90,No agent
/fede-vico/profil/spieler/162079,Spain,0,Promoesport
/joao-camacho/profil/spieler/268732,Portugal,0,Footconect Fma
/arkadiusz-milik/profil/spieler/191891,Poland,3179,F-MG.com
/joao-palhinha/profil/spieler/257455,Portugal,62,Stellar Football Ltd
/karl-toko-ekambi/profil/spieler/315110,Cameroon,1042,Univers Management
/bilal-kisa/profil/spieler/7444,Turkey,390,Coach-Sport-Manageme...
/rudy-gestede/profil/spieler/39908,Benin,698,Unique Sports ...
/lucas-olaza/profil/spieler/216240,Uruguay,0,Minguella Football ...
/vitor-bruno/profil/spieler/130635,Portugal,0,MNM Sports ...
/otavio/profil/spieler/312314,Brazil,0,GR2
/cristian-borja/profil/spieler/356099,Colombia,270,EURODATA SPORT
/ollie-watkins/profil/spieler/324358,England,0,Platinum One Group
/leandro-paredes/profil/spieler/166237,Argentina,620,M Sab
/duvan-vergara/profil/spieler/413658,Colombia,0,PW SOCCER ...
/dmitri-kombarov/profil/spieler/38782,Russia,3402,Pavel Andreev
/fernando-monetti/profil/spieler/69815,Argentina,0,OLLER GROUP
/carlos-pomares/profil/spieler/238872,Spain,0,EGGO 21 Sports
/bastos/profil/spieler/195810,Angola,2708,MCV Sports
/daniel-carvajal/profil/spieler/138927,Spain,1728,Ginés Carvajal
/abduhamit-abdugheni/profil/spieler/449191,China,156,No agent
/ceyhun-gulselam/profil/spieler/37216,Turkey,325,Alpaslan Kayabunar
/lorenzo-de-silvestri/profil/spieler/33571,Italy,327,Sergio Berti
/kevin-muller/profil/spieler/43824,Germany,412,KL Sportsbase
/facundo-roncaglia/profil/spieler/61546,Argentina,943,Primotempo
/dominic-calvert-lewin/profil/spieler/306024,England,707,Key Sports ...
/remi-matthews/profil/spieler/196722,England,0,World in Motion
/nayef-aguerd/profil/spieler/361914,Morocco,186,Trivela SM
/billy-jones/profil/spieler/36866,England,0,No agent
/wilfried-kanga/profil/spieler/395523,France,0,No agent
/filipe-melo/profil/spieler/134580,Portugal,0,No agent
/mike-maignan/profil/spieler/182906,France,450,3A
/nicky-beloko/profil/spieler/382774,Switzerland,0,World Sports ...
/riccardo-meggiorini/profil/spieler/28936,Italy,0,PDP s.r.l.  ...
/karim-benzema/profil/spieler/18922,France,5129,Best of You
/emmanuel-mas/profil/spieler/77153,Argentina,649,Univers Management
/damian-szymanski/profil/spieler/259881,Poland,96,UNIDOS
/diego-mercado/profil/spieler/556049,Argentina,0,No agent
/bernardo/profil/spieler/364258,Brazil,0,No agent
/emanuel-taffertshofer/profil/spieler/196785,Germany,0,Kögl & Partner GmbH
/mathias-jensen/profil/spieler/319859,Denmark,0,Pro XI A/S
/edin-visca/profil/spieler/109217,Bosnia-Herzegovina,2728,SC SPORT
/ramon-azeez/profil/spieler/131667,Nigeria,237,D.E.R.S. group
/cris/profil/spieler/24946,Portugal,0,PromoSport
/luke-steele/profil/spieler/3539,England,0,WMG Management (SFX ...
/niklas-moisander/profil/spieler/5017,Finland,5125,Essel sports ...
/abdoulay-diaby/profil/spieler/148396,Mali,1206,Stellar Football Ltd
/dmitri-stotskiy/profil/spieler/124700,Russia,10,APS
/mats-hummels/profil/spieler/39728,Germany,5870,HMH Sportmanagement
/wesley-hoolahan/profil/spieler/24589,Ireland,0,Pinnacle Global ...
/michael-breij/profil/spieler/258511,Netherlands,95,No agent
/matias-romero/profil/spieler/605721,Argentina,0,Dario Ristori
/mike-havekotte/profil/spieler/206743,Netherlands,180,No agent
/abdon-prats/profil/spieler/177452,Spain,0,Emartsoccer
/nejc-skubic/profil/spieler/91434,Slovenia,1241,Rabona Sports
/jordan-harvey/profil/spieler/39354,United States,6,WMG
/thomas-monconduit/profil/spieler/127182,France,0,Louis DENOLLE
/nordi-mukiele/profil/spieler/348026,France,0,Meïssa N'diaye
/jeremiah-gutjahr/profil/spieler/402838,United States,212,No agent
/pol-lirola/profil/spieler/298975,Spain,0,MINDU SPORTS
/bekim-balaj/profil/spieler/99137,Albania,1470,Shkumbin Qormemeti
/diego-demme/profil/spieler/82070,Germany,14,CE - Agent4Success
/edgar-prib/profil/spieler/60028,Germany,0,arena11 sports group
/toni-kroos/profil/spieler/31909,Germany,7059,SportsTotal
/wilfrid-kaptoum/profil/spieler/256120,Cameroon,0,YOU FIRST SPORTS
/alhassane-keita/profil/spieler/197734,Guinea,0,World Soccer Star ...
/sokratis/profil/spieler/34322,Greece,7006,Konstantinos Farras
/radosav-petrovic/profil/spieler/75296,Serbia,1938,SOCCER MONDIAL
/kevin-mac-allister/profil/spieler/428920,Argentina,0,Primotempo
/tim-skarke/profil/spieler/287920,Germany,63,ISMG International
/fernando-godoy/profil/spieler/130452,Argentina,0,AAmanagers
/ismail-koybasi/profil/spieler/74641,Turkey,1609,FOOTALENT
/ola-kamara/profil/spieler/62067,Norway,752,Onfield Management
/george-byers/profil/spieler/240083,Scotland,0,No agent
/roland-sallai/profil/spieler/332798,Hungary,576,ROGON
/tyrone-mears/profil/spieler/14050,England,90,WHK
/victor-laguardia/profil/spieler/67080,Spain,180,Bahía Internacional
/alexander-gonzalez/profil/spieler/147562,Venezuela,2937,Agencia de Futbol ...
/serkan-kirintili/profil/spieler/16058,Turkey,360,Haluk Canatar
/emiliano-moretti/profil/spieler/5755,Italy,108,Massimo Bocci
/chung-yong-lee/profil/spieler/81801,"Korea, South",0,ML-Players
/daniel-butterworth/profil/spieler/478637,England,0,Base Soccer Agency ...
/shamit-shome/profil/spieler/423445,Canada,0,Axia Sports ...
/michael-barrios/profil/spieler/313286,Colombia,0,Colombiagol SAS
/jimmy-durmaz/profil/spieler/80205,Sweden,2339,MD Management
/vedat-muriqi/profil/spieler/256267,Kosovo,1102,KA-Sportmanagement
/santiago-mosquera/profil/spieler/490621,Colombia,0,ABADSPORT
/raheem-sterling/profil/spieler/134425,England,3325,Colossal Sports ...
/bjorn-engels/profil/spieler/193469,Belgium,0,SportPlus Football ...
/vyacheslav-podberezkin/profil/spieler/207528,Russia,45,prosm
/senad-lulic/profil/spieler/61449,Bosnia-Herzegovina,4564,No agent
/jimmy-maurer/profil/spieler/183337,United States,0,HPA SOCCER
/jalil-elias/profil/spieler/376859,Argentina,0,PROSPORTS Argentina
/joaquin-varela/profil/spieler/553421,Argentina,0,No agent
/nicolo-zaniolo/profil/spieler/392085,Italy,38,Vigo Global Sport ...
/marcelo-mino/profil/spieler/508135,Argentina,90,No agent
/roy-beerens/profil/spieler/25427,Netherlands,34,ESA Soccer
/giannelli-imbula/profil/spieler/130756,France,0,not clarified
/danil-stepanov/profil/spieler/456182,Russia,631,No agent
/marcelo-saracchi/profil/spieler/373916,Uruguay,154,4FC
/ryo-miyaichi/profil/spieler/129688,Japan,28,100and10 ...
/patrik-schick/profil/spieler/242086,Czech Republic,935,International Sport ...
/pierluigi-gollini/profil/spieler/244192,Italy,0,Gr Sports
/federico-fazio/profil/spieler/45314,Argentina,674,Football Management ...
/jay-roy-grot/profil/spieler/360517,Netherlands,28,Wasserman ...
/matias-kranevitter/profil/spieler/240900,Argentina,619,COMUNIGOAL
/andres-ponce/profil/spieler/308256,Venezuela,258,Go Pro Sport ...
/denis-odoi/profil/spieler/59641,Belgium,90,Stirr Associates
/manuel-lazzari/profil/spieler/331401,Italy,90,Italian Managers ...
/darren-potter/profil/spieler/22231,Ireland,0,SEM Group plc.
/rurik-gislason/profil/spieler/15961,Iceland,2904,Total Football
/james-igbekeme/profil/spieler/375849,Nigeria,0,Relatives
/erik-lamela/profil/spieler/111630,Argentina,953,M Sab
/pascal-testroet/profil/spieler/53521,Germany,216,arena11 sports group
/lorenzo-melgarejo/profil/spieler/127822,Paraguay,80,Firstfute Football ...
/gaston-pereiro/profil/spieler/264116,Uruguay,449,no agent
/florian-carstens/profil/spieler/334543,Germany,0,Briem Soccer ...
/roman-martinez/profil/spieler/53134,Argentina,0,No agent
/alex-lopez/profil/spieler/166674,Spain,0,OFSPORTS
/tomas-cardona/profil/spieler/422700,Argentina,0,No agent
/georgi-melkadze/profil/spieler/281552,Russia,1091,VALERIJUS ...
/hector-verdes/profil/spieler/57954,Spain,0,InterStarDeporte
/vicente-gomez/profil/spieler/153236,Spain,0,DRL
/marcin-kaminski/profil/spieler/129358,Poland,497,Wojciech Zlobicki
/boulaye-dia/profil/spieler/626913,France,0,No agent
/moussa-diaby/profil/spieler/395516,France,196,No agent
/javier-mascherano/profil/spieler/19981,Argentina,12662,Pinhas Zahavi
/keinan-davis/profil/spieler/412660,England,194,Base Soccer Agency ...
/joe-newell/profil/spieler/185342,England,0,No agent
/saman-ghoddos/profil/spieler/204294,Iran,780,CLS Mundial
/anthony-jackson-hamel/profil/spieler/333093,Canada,322,No agent
/mert-gunok/profil/spieler/51894,Turkey,567,FOOTALENT
/diego-capel/profil/spieler/27471,Spain,116,No agent
/elias-pereyra/profil/spieler/576027,Argentina,481,BMG Sports
/andrea-petagna/profil/spieler/199258,Italy,21,Gr Sports
/agustin-heredia/profil/spieler/570420,Argentina,0,No agent
/david-texeira/profil/spieler/143182,Uruguay,0,Holland Sports ...
/karim-rekik/profil/spieler/182579,Netherlands,308,Juzzt Football
