player,days_missed,games_missed
/lennart-thy/profil/spieler/23553,83,12
/juan-andrada/profil/spieler/457212,0,0
/jan-moravek/profil/spieler/63022,326,44
/nicolas-domingo/profil/spieler/39150,0,0
/kevin-kampl/profil/spieler/53418,196,30
/kofi-opare/profil/spieler/256357,0,0
/mitchell-dijks/profil/spieler/187245,155,29
/gotoku-sakai/profil/spieler/103310,21,3
/vlad-chiriches/profil/spieler/123261,424,73
/artur-nigmatullin/profil/spieler/70074,0,0
/romain-thomas/profil/spieler/57467,0,0
/derrick-luckassen/profil/spieler/241457,206,25
/oscar-trejo/profil/spieler/30321,70,13
/dominik-reimann/profil/spieler/238722,225,19
/moataz-zemzemi/profil/spieler/422893,0,0
/nils-roseler/profil/spieler/47740,94,7
/tomer-hemed/profil/spieler/112668,188,18
/olivier-boscagli/profil/spieler/318508,61,10
/tristan-dekker/profil/spieler/315124,137,17
/jan-kral/profil/spieler/358132,0,0
/jovane-cabral/profil/spieler/448466,0,0
/alex-ferrari/profil/spieler/197491,132,17
/marwin-reuvers/profil/spieler/470910,0,0
/ayo-akinola/profil/spieler/370979,0,0
/alessandro-murgia/profil/spieler/289061,24,2
/daniel-didavi/profil/spieler/57995,220,19
/andrey-lunev/profil/spieler/112541,91,18
/ilkay-gundogan/profil/spieler/53622,0,0
/dani-parejo/profil/spieler/59561,66,14
/sandro-wagner/profil/spieler/39743,74,16
/nikola-vlasic/profil/spieler/293200,21,4
/svante-ingelsson/profil/spieler/321079,282,27
/yannick-stark/profil/spieler/49737,34,1
/pablo-mari/profil/spieler/210178,68,9
/rui-silva/profil/spieler/234811,0,0
/gedion-zelalem/profil/spieler/228370,520,68
/thijmen-goppel/profil/spieler/342240,0,0
/nolan-mbemba/profil/spieler/276768,0,0
/frank-acheampong/profil/spieler/157160,41,7
/sebastian-palacios/profil/spieler/262861,0,0
/tono/profil/spieler/125931,439,35
/boubacar-kamara/profil/spieler/394327,107,13
/felix-eboa-eboa/profil/spieler/296359,0,0
/molla-wague/profil/spieler/129893,0,0
/eric-dier/profil/spieler/175722,176,29
/tate-schmitt/profil/spieler/637658,0,0
/robert-leipertz/profil/spieler/119120,208,9
/stiven-mendoza/profil/spieler/131101,128,7
/arturo-mina/profil/spieler/263628,114,19
/andre-claro/profil/spieler/86804,38,6
/lucas-tousart/profil/spieler/353948,0,0
/josue/profil/spieler/72772,73,14
/alejandro-pozuelo/profil/spieler/188853,238,23
/sergio-floccari/profil/spieler/30638,306,39
/ionut-radu/profil/spieler/303657,234,39
/abdou-traore/profil/spieler/42941,357,58
/marc-andre-ter-stegen/profil/spieler/74857,120,13
/damian-batallini/profil/spieler/421998,0,0
/alireza-jahanbakhsh/profil/spieler/213268,282,34
/ademola-lookman/profil/spieler/406040,56,7
/rajko-rotman/profil/spieler/100303,62,12
/michael-murillo/profil/spieler/354482,0,0
/platiny/profil/spieler/248901,158,21
/kekuta-manneh/profil/spieler/253053,217,24
/said-benrahma/profil/spieler/290532,0,0
/daryl-murphy/profil/spieler/31312,120,19
/anwar-el-ghazi/profil/spieler/183720,74,12
/mickey-van-der-hart/profil/spieler/207048,81,6
/jordan-morris/profil/spieler/337807,389,49
/clinton-njie/profil/spieler/241119,188,35
/santi-comesana/profil/spieler/380598,0,0
/onur-ayik/profil/spieler/52006,382,49
/rodrigo-battaglia/profil/spieler/89297,215,41
/ih-yeong-park/profil/spieler/307397,90,12
/welinton/profil/spieler/95152,89,12
/antonio-mirante/profil/spieler/22141,317,41
/dominic-samuel/profil/spieler/203784,0,0
/dogukan-sinik/profil/spieler/370833,0,0
/mikhail-ignatov/profil/spieler/419672,33,5
/orel-mangala/profil/spieler/289592,22,3
/nils-butzen/profil/spieler/151105,43,5
/steffen-schafer/profil/spieler/119291,16,4
/luca-sangalli/profil/spieler/289286,185,26
/tommy-elphick/profil/spieler/37152,163,27
/salvatore-sirigu/profil/spieler/25508,43,10
/ander-capa/profil/spieler/197545,58,8
/pablo-valcarce/profil/spieler/365313,0,0
/georgi-zotov/profil/spieler/113235,14,1
/christian-fernandez/profil/spieler/48294,0,0
/djordje-mihailovic/profil/spieler/484756,288,30
/juan-foyth/profil/spieler/480763,63,7
/eder/profil/spieler/37418,180,19
/diogo-leite/profil/spieler/357156,0,0
/kyle-vassell/profil/spieler/293002,0,0
/laurent-ciman/profil/spieler/22338,28,3
/kik-pierie/profil/spieler/361207,0,0
/richard-magyar/profil/spieler/148727,104,20
/arthur/profil/spieler/362842,121,13
/vincent-laurini/profil/spieler/94936,237,33
/danilo-silva/profil/spieler/61952,373,32
/osvaldo-alonso/profil/spieler/62810,273,29
/tobias-mohr/profil/spieler/153661,273,28
/hee-chan-hwang/profil/spieler/292246,196,37
/lautaro-guzman/profil/spieler/626916,0,0
/martin-skrtel/profil/spieler/24180,353,76
/julian-pollersbeck/profil/spieler/228975,35,3
/deni-milosevic/profil/spieler/168163,11,2
/ze-luis/profil/spieler/134602,244,44
/mathias-normann/profil/spieler/257805,0,0
/timo-werner/profil/spieler/170527,83,12
/ismael-quilez/profil/spieler/91360,0,0
/beram-kayal/profil/spieler/44741,336,58
/valter-birsa/profil/spieler/26105,256,40
/alex-muyl/profil/spieler/413690,17,2
/romain-genevois/profil/spieler/57525,170,21
/mohamed-elneny/profil/spieler/160438,57,15
/tom-davies/profil/spieler/314210,0,0
/sam-vines/profil/spieler/535282,0,0
/albert-rusnak/profil/spieler/43228,23,4
/enrique-borja/profil/spieler/417326,0,0
/marcus-thuram/profil/spieler/318528,0,0
/robert-andrich/profil/spieler/159088,34,7
/zac-macmath/profil/spieler/156300,30,5
/sven-braken/profil/spieler/185400,479,48
/okechukwu-azubuike/profil/spieler/386126,53,10
/michael-brouwer/profil/spieler/231650,0,0
/egor-baburin/profil/spieler/146918,184,22
/sadio-mane/profil/spieler/200512,150,21
/kristofer-kristinsson/profil/spieler/400174,0,0
/evens-joseph/profil/spieler/593320,0,0
/lukas-kubler/profil/spieler/93604,736,85
/marvin-plattenhardt/profil/spieler/89592,106,16
/emerson-hyndman/profil/spieler/223047,157,29
/darwin-quintero/profil/spieler/55666,25,3
/manuel-castro/profil/spieler/335984,0,0
/wilson-kamavuaka/profil/spieler/55512,20,5
/jese/profil/spieler/134936,271,40
/marco-dalessandro/profil/spieler/99232,174,30
/lucas-vazquez/profil/spieler/221316,77,7
/yekta-kurtulus/profil/spieler/63204,341,59
/raul-guti/profil/spieler/330352,205,23
/abdul-aziz-tetteh/profil/spieler/157003,0,0
/franck-evina/profil/spieler/336331,74,4
/ruben-pena/profil/spieler/238868,122,8
/keagan-dolly/profil/spieler/234006,35,5
/lewis-wing/profil/spieler/517286,0,0
/federico-cartabia/profil/spieler/242548,220,26
/isaac-hayden/profil/spieler/206225,84,10
/jack-butland/profil/spieler/128899,0,0
/michael-dawson/profil/spieler/9988,415,71
/aly-ghazal/profil/spieler/254981,28,4
/martin-montoya/profil/spieler/68645,68,14
/cristian-pavon/profil/spieler/373170,68,9
/alvaro-medran/profil/spieler/253839,0,0
/samba-sow/profil/spieler/89461,420,53
/alejandro-romero-gamarra/profil/spieler/355817,0,0
/oghenekaro-etebo/profil/spieler/409106,61,9
/khaled-adenon/profil/spieler/39174,0,0
/michael-hefele/profil/spieler/102382,758,94
/aatif-chahechouhe/profil/spieler/73480,76,12
/ramon-pascal-lundqvist/profil/spieler/238084,388,39
/nouha-dicko/profil/spieler/173750,358,49
/mustafa-akbas/profil/spieler/98113,176,35
/marakis/profil/spieler/188669,17,3
/cristian-chavez/profil/spieler/70132,45,8
/lazar-markovic/profil/spieler/144303,254,37
/maksim-semakin/profil/spieler/72165,0,0
/zian-flemming/profil/spieler/411537,0,0
/robert-strauss/profil/spieler/18068,245,31
/toni-lato/profil/spieler/320271,32,4
/jack-grealish/profil/spieler/203460,0,0
/tim-matavz/profil/spieler/50303,501,92
/albert-adomah/profil/spieler/83430,0,0
/kiki/profil/spieler/270055,31,4
/jake-nerwinski/profil/spieler/482612,0,0
/eljif-elmas/profil/spieler/400489,0,0
/dimitri-payet/profil/spieler/37647,163,24
/sven-ulreich/profil/spieler/40680,198,27
/danilo-soares/profil/spieler/154396,0,0
/robert-muhren/profil/spieler/186763,3,1
/johnny-russell/profil/spieler/55494,170,25
/henri-lansbury/profil/spieler/44794,97,21
/brandon-servania/profil/spieler/455979,58,8
/jailson/profil/spieler/366948,0,0
/britt-assombalonga/profil/spieler/186172,0,0
/conor-townsend/profil/spieler/146509,22,4
/ivan-markelov/profil/spieler/106569,0,0
/marcelo/profil/spieler/52920,26,2
/anton-shunin/profil/spieler/37549,115,4
/mikel-san-jose/profil/spieler/52469,70,11
/jan-vertonghen/profil/spieler/43250,396,62
/eric-miller/profil/spieler/245315,125,17
/kyle-duncan/profil/spieler/349699,325,39
/emmanuel-iyoha/profil/spieler/314245,41,2
/romulo/profil/spieler/121756,392,59
/murat-cem-akpinar/profil/spieler/388913,0,0
/luca-plogmann/profil/spieler/335997,0,0
/erwin-mulder/profil/spieler/56631,88,17
/david-junca/profil/spieler/164055,403,55
/matias-caruzzo/profil/spieler/56573,0,0
/vitor-goncalves/profil/spieler/194547,0,0
/markel-susaeta/profil/spieler/54245,49,11
/brice-samba/profil/spieler/191056,0,0
/geronimo-rulli/profil/spieler/229604,125,19
/andrej-kramaric/profil/spieler/46580,53,3
/anaitz-arbilla/profil/spieler/71548,454,64
/alan/profil/spieler/73460,728,88
/benjamin-hubner/profil/spieler/52348,272,39
/kevin-lankford/profil/spieler/338879,42,7
/enis-hajri/profil/spieler/28735,214,24
/steve-mandanda/profil/spieler/23951,313,40
/raul-navas/profil/spieler/142419,570,68
/adrien-thomasson/profil/spieler/215977,0,0
/joshua-brenet/profil/spieler/207006,40,9
/erick-pulgar/profil/spieler/215616,54,5
/nick-rimando/profil/spieler/39434,86,14
/lucas-villalba/profil/spieler/240913,0,0
/simon-dawkins/profil/spieler/57488,106,19
/vitus-eicher/profil/spieler/57796,29,2
/fabian-ruiz/profil/spieler/350219,113,15
/carlos-akapo/profil/spieler/225015,250,35
/niltinho/profil/spieler/271353,12,2
/borys-tashchy/profil/spieler/138292,184,20
/aron-gunnarsson/profil/spieler/63821,224,36
/william/profil/spieler/153207,121,15
/toni-sunjic/profil/spieler/60790,4,1
/antonin-barak/profil/spieler/272261,261,28
/callum-connolly/profil/spieler/308632,0,0
/joe-gomez/profil/spieler/256178,565,97
/junio/profil/spieler/520469,0,0
/elhadji-pape-diaw/profil/spieler/410238,28,4
/florian-thauvin/profil/spieler/184892,71,14
/miguel-luis/profil/spieler/357161,49,1
/carlos-martinez/profil/spieler/58074,1008,122
/yannis-ammour/profil/spieler/420782,0,0
/facundo-sanchez/profil/spieler/107523,0,0
/leo-stulac/profil/spieler/171159,40,5
/solly-march/profil/spieler/209212,0,0
/sebastian-griesbeck/profil/spieler/153555,90,10
/lewis-dunk/profil/spieler/148153,0,0
/bart-ramselaar/profil/spieler/326701,37,4
/roman-tugarev/profil/spieler/289643,0,0
/vladimir-rykov/profil/spieler/117802,101,13
/greg-leigh/profil/spieler/201586,0,0
/costinha/profil/spieler/236886,0,0
/alex-meret/profil/spieler/240414,362,37
/joao-carvalho/profil/spieler/258005,0,0
/ayoze-perez/profil/spieler/246968,0,0
/lukas-jutkiewicz/profil/spieler/33507,0,0
/mohammed-osman/profil/spieler/273431,0,0
/jaakko-oksanen/profil/spieler/433893,0,0
/oualid-el-hajjam/profil/spieler/283127,0,0
/taleb-tawatha/profil/spieler/60761,256,30
/jonathas/profil/spieler/58345,258,37
/moryke-fofana/profil/spieler/240497,13,4
/adrian-calello/profil/spieler/55911,164,26
/daniel-james/profil/spieler/319301,0,0
/baris-ekincier/profil/spieler/383223,158,17
/jack-robinson/profil/spieler/128909,371,82
/kevin-mohwald/profil/spieler/94137,117,10
/christian-kouame/profil/spieler/337725,114,15
/mucahit-can-akcay/profil/spieler/315202,0,0
/mohamed-drager/profil/spieler/192167,0,0
/joao-talocha/profil/spieler/205116,0,0
/reto-ziegler/profil/spieler/9915,143,25
/massimo-gobbi/profil/spieler/28020,199,25
/felix-wiedwald/profil/spieler/44594,163,19
/diogo-verdasca/profil/spieler/225162,7,1
/handwalla-bwana/profil/spieler/425824,103,16
/jefferson-montero/profil/spieler/77932,435,45
/paddy-mcnair/profil/spieler/167268,403,58
/nicolai-muller/profil/spieler/39426,399,57
/ignacio-piatti/profil/spieler/37433,110,17
/gustavo-sauer/profil/spieler/336158,69,2
/ezequiel-videla/profil/spieler/125889,0,0
/alan-ruiz/profil/spieler/190442,91,10
/facundo-medina/profil/spieler/474800,0,0
/bernard-tekpetey/profil/spieler/422380,73,10
/angel-rangel/profil/spieler/66550,195,33
/clemente/profil/spieler/59372,41,4
/maximilian-mittelstadt/profil/spieler/282660,90,12
/ze-manuel/profil/spieler/113025,0,0
/iago-aspas/profil/spieler/72047,200,26
/antonino-barilla/profil/spieler/39828,51,8
/issam-chebake/profil/spieler/332049,25,3
/dean-gerken/profil/spieler/42055,199,23
/joaquin-laso/profil/spieler/360797,0,0
/aleksandr-anyukov/profil/spieler/17749,30,7
/havard-nielsen/profil/spieler/136181,291,35
/osman-kakay/profil/spieler/419576,0,0
/sebastian-ernst/profil/spieler/108198,290,16
/erick-gutierrez/profil/spieler/298796,25,3
/idrissa-doumbia/profil/spieler/430579,0,0
/dani-romera/profil/spieler/271451,203,15
/leandro-paiva/profil/spieler/269524,17,2
/leon-bailey/profil/spieler/387626,38,5
/german-herrera/profil/spieler/32710,0,0
/thomas-delaney/profil/spieler/91849,210,30
/tristan-nydam/profil/spieler/483545,0,0
/pavel-kaloshin/profil/spieler/605627,0,0
/kurt-zouma/profil/spieler/157509,467,42
/yussuf-poulsen/profil/spieler/157635,88,14
/lukas-hinterseer/profil/spieler/59054,45,5
/sone-aluko/profil/spieler/42198,241,41
/alexander-buttner/profil/spieler/38003,29,4
/alexandru-epureanu/profil/spieler/45340,386,47
/nahuel-arena/profil/spieler/552629,0,0
/xisco-campos/profil/spieler/70946,161,15
/luis-robles/profil/spieler/47289,53,8
/erik-zenga/profil/spieler/85961,615,74
/martin-cranie/profil/spieler/27659,180,28
/dries-saddiki/profil/spieler/370042,0,0
/aymeric-laporte/profil/spieler/176553,158,20
/takashi-inui/profil/spieler/98249,48,8
/richie-laryea/profil/spieler/417348,0,0
/zanka/profil/spieler/52059,216,27
/craig-noone/profil/spieler/81202,160,14
/dani-ceballos/profil/spieler/319745,0,0
/alexandre-mendy/profil/spieler/290561,27,4
/douglas-luiz/profil/spieler/447661,65,7
/borja-baston/profil/spieler/85324,0,0
/marvin-ducksch/profil/spieler/125103,0,0
/brent-kallman/profil/spieler/226643,0,0
/marcelo-brozovic/profil/spieler/156617,150,19
/casimir-ninga/profil/spieler/392810,182,27
/kevin-gameiro/profil/spieler/27389,252,38
/stijn-schaars/profil/spieler/4698,1329,195
/rodrigo-salinas/profil/spieler/125750,0,0
/alejo-montero/profil/spieler/649998,0,0
/agustin-fontana/profil/spieler/345229,0,0
/paul-baysse/profil/spieler/43256,434,67
/oscar-cabezas/profil/spieler/514299,0,0
/mo-el-hankouri/profil/spieler/384587,0,0
/andrew-hjulsager/profil/spieler/167798,0,0
/nuno-andre-coelho/profil/spieler/40858,488,56
/jay-chapman/profil/spieler/189032,148,14
/fousseni-diabate/profil/spieler/364861,0,0
/gustavo-hamer/profil/spieler/322985,0,0
/tim-rieder/profil/spieler/111277,49,9
/samir-handanovic/profil/spieler/28021,26,6
