link,search,results
/dimitri-foulquier/profil/spieler/170472,Dimitri+Foulquier+Getafe,182000
/rafael/profil/spieler/61892,Rafael+Lyon,15100000
/andrea-seculin/profil/spieler/85380,Andrea+Seculin+Chievo,59900
/mark-anthony-kaye/profil/spieler/343553,Mark-Anthony+Kaye+Los+Angeles+FC,658000
/tim-kister/profil/spieler/54767,Tim+Kister+Sandhausen,45200
/ugur-demirok/profil/spieler/44977,Ugur+Demirok+Konyaspor,249000
/matias-pellegrini/profil/spieler/606267,Matías+Pellegrini+Estudiantes,300000
/vedad-ibisevic/profil/spieler/21175,Vedad+Ibisevic+Hertha+Berlin,239000
/jordan-marie/profil/spieler/231025,Jordan+Marié+Dijon,2910000
/eduardo-henrique/profil/spieler/216118,Eduardo+Henrique+Belenenses+SAD,54600
/tim-parker/profil/spieler/354737,Tim+Parker+New+York+Red+Bulls,0
/yuri-zhirkov/profil/spieler/16760,Yuri+Zhirkov+Zenit+St.+Petersburg,161000
/achraf-hakimi/profil/spieler/398073,Achraf+Hakimi+Borussia+Dortmund,554000
/bouna-sarr/profil/spieler/190685,Bouna+Sarr+Marseille,281000
/ruben-vezo/profil/spieler/257851,Rúben+Vezo+Levante,177000
/naim-sliti/profil/spieler/184491,Naim+Sliti+Dijon,117000
/artem-dzyuba/profil/spieler/48067,Artem+Dzyuba+Zenit+St.+Petersburg,115000
/angel-gonzalez/profil/spieler/347920,Ángel+González+Godoy+Cruz,8220000
/mauro-junior/profil/spieler/323910,Mauro+Júnior+PSV+Eindhoven,179000
/bartosz-bialkowski/profil/spieler/24496,Bartosz+Bialkowski+Ipswich,69400
/jose-antonio-reyes/profil/spieler/7717,José+Antonio+Reyes+Extremadura,3500000
/abdelhamid-sabiri/profil/spieler/340394,Abdelhamid+Sabiri+Huddersfield,38100
/dean-henderson/profil/spieler/258919,Dean+Henderson+Sheffield+United,2760000
/maikel-kieftenbeld/profil/spieler/82332,Maikel+Kieftenbeld+Birmingham,47600
/stewart-downing/profil/spieler/4063,Stewart+Downing+Middlesbrough,245000
/ivan-novoseltsev/profil/spieler/231873,Ivan+Novoseltsev+Anzhi+Makhachkala,16800
/rasmus-thelander/profil/spieler/129092,Rasmus+Thelander+Vitesse,33900
/baptiste-reynet/profil/spieler/190786,Baptiste+Reynet+Toulouse,75700
/juan-muniz/profil/spieler/85357,Juan+Muñiz+Lugo,2850000
/joel-lynch/profil/spieler/33070,Joel+Lynch+Queens+Park+Rangers,709000
/jeremy-sorbon/profil/spieler/56820,Jérémy+Sorbon+Guingamp,108000
/leandro-chichizola/profil/spieler/95736,Leandro+Chichizola+Getafe,47900
/luca-zander/profil/spieler/139278,Luca-Milan+Zander+St.+Pauli,85600
/zhi-yang/profil/spieler/63522,Yu+Yang+Beijing+Guoan,173000
/arne-feick/profil/spieler/38609,Arne+Feick+FC+Heidenheim,39100
/nelson-monte/profil/spieler/332615,Nélson+Monte+Rio+Ave,4670000
/aly-cissokho/profil/spieler/57515,Aly+Cissokho+Antalyaspor,59900
/dennis-praet/profil/spieler/129588,Dennis+Praet+Sampdoria,173000
/youssouf-sabaly/profil/spieler/135492,Youssouf+Sabaly+Bordeaux,160000
/taha-yalciner/profil/spieler/51938,Taha+Yalciner+Alanyaspor,46000
/dmitri-poloz/profil/spieler/98539,Dmitriy+Poloz+Rubin+Kazan,71300
/barrie-mckay/profil/spieler/208934,Barrie+McKay+Swansea,0
/mickael-alphonse/profil/spieler/172153,Mickaël+Alphonse+Dijon,107000
/abdoulaye-diallo/profil/spieler/415271,Abdoulaye+Diallo+Aves,45700
/adama-diomande/profil/spieler/93145,Adama+Diomande+Los+Angeles+FC,152000
/dan-crowley/profil/spieler/223225,Daniel+Crowley+Willem+II,569000
/adrian-semper/profil/spieler/317057,Adrian+Semper+Chievo,51100
/leander-dendoncker/profil/spieler/168157,Leander+Dendoncker+Wolverhampton+Wanderers,111000
/florent-muslija/profil/spieler/337036,Florent+Muslija+Hannover+96,98200
/cristian-romero/profil/spieler/355915,Cristian+Romero+Genoa,299000
/sammy-ameobi/profil/spieler/92381,Sammy+Ameobi+Bolton,92000
/joshua-king/profil/spieler/91059,Joshua+King+Bournemouth,1640000
/marcio-mossoro/profil/spieler/45596,Márcio+Mossoró+Istanbul+Basaksehir,61900
/ronaldo-vieira/profil/spieler/434676,Ronaldo+Vieira+Sampdoria,294000
/carlos-fernandez/profil/spieler/216464,Carlos+Fernández+Deportivo+La+Coruna,3300000
/patrick-twumasi/profil/spieler/188651,Patrick+Twumasi+Deportivo+Alaves,107000
/gia-grigalava/profil/spieler/52089,Gia+Grigalava+Arsenal+Tula,29100
/ryan-shawcross/profil/spieler/45861,Ryan+Shawcross+Stoke,296000
/mossa/profil/spieler/96094,Mossa+Real+Oviedo,130000
/paxton-pomykal/profil/spieler/455978,Paxton+Pomykal+FC+Dallas,34000
/granit-xhaka/profil/spieler/111455,Granit+Xhaka+Arsenal,4130000
/goncalo-guedes/profil/spieler/225122,Gonçalo+Guedes+Valencia,727000
/agustin-verdugo/profil/spieler/528270,Agustín+Verdugo+Godoy+Cruz,592000
/thiago-silva/profil/spieler/29241,Thiago+Silva+Paris+Saint-Germain,4230000
/seth-sinovic/profil/spieler/144959,Seth+Sinovic+Sporting+Kansas+City,75300
/henry-wingo/profil/spieler/378478,Henry+Wingo+Seattle+Sounders+FC,45200
/alberto-benito/profil/spieler/263748,Alberto+Benito+Real+Zaragoza,0
/kei-kamara/profil/spieler/39049,Kei+Kamara+Colorado+Rapids,80500
/egor-sorokin/profil/spieler/288721,Egor+Sorokin+Rubin+Kazan,33600
/sam-mcqueen/profil/spieler/226968,Sam+McQueen+Middlesbrough,113000
/stefan-mitrovic/profil/spieler/143029,Stefan+Mitrovic+Strasbourg,165000
/evan-bush/profil/spieler/148916,Evan+Bush+Montreal+Impact,878000
/paulinho/profil/spieler/211072,Paulinho+Braga,3240000
/nicolas-de-la-cruz/profil/spieler/397458,Nicolás+De+La+Cruz+River+Plate,6330000
/jordan-hamilton/profil/spieler/294707,Jordan+Hamilton+Toronto+FC,3270000
/tyrell-malacia/profil/spieler/339340,Tyrell+Malacia+Feyenoord,67000
/denis-terentjev/profil/spieler/144583,Denis+Terentjev+Zenit+St.+Petersburg,87400
/kevin-bonifazi/profil/spieler/247377,Kevin+Bonifazi+SPAL+2013,44000
/frederik-ronnow/profil/spieler/107775,Frederik+Rönnow+Eintracht+Frankfurt,73400
/russell-teibert/profil/spieler/103627,Russell+Teibert+Vancouver+Whitecaps,76000
/fernando-barrientos/profil/spieler/154292,Fernando+Barrientos+Defensa+y+Justicia,515000
/santiago-patino/profil/spieler/644780,Santiago+Patiño+Orlando+City,436000
/franco-di-santo/profil/spieler/59783,Franco+Di+Santo+Rayo+Vallecano,142000
/lucas-torro/profil/spieler/213670,Lucas+Torró+Eintracht+Frankfurt,78500
/steven-bergwijn/profil/spieler/284165,Steven+Bergwijn+PSV+Eindhoven,191000
/jires-kembo-ekoko/profil/spieler/40446,Jires+Kembo-Ekoko+Bursaspor,47600
/vanja-vucicevic/profil/spieler/423612,Vanja+Vucicevic+Krylya+Sovetov+Samara,37700
/lucas-chaves/profil/spieler/360791,Lucas+Chaves+Argentinos+Juniors,722000
/alan-schons/profil/spieler/378866,Alan+Schons+Moreirense,34100
/ricardo-esgaio/profil/spieler/139395,Ricardo+Esgaio+Braga,102000
/martin-dubravka/profil/spieler/74960,Martin+Dubravka+Newcastle+United,224000
/vincent-kompany/profil/spieler/9594,Vincent+Kompany+ManCity,15600000
/abdullahi-shehu/profil/spieler/262687,Abdullahi+Shehu+Bursaspor,75800
/konstantinos-mavropanos/profil/spieler/415912,Konstantinos+Mavropanos+Arsenal,190000
/chico-geraldes/profil/spieler/257456,Francisco+Geraldes+Sporting+CP,68800
/todd-kane/profil/spieler/154287,Todd+Kane+Hull,2030000
/fedor-kudryashov/profil/spieler/48634,Fedor+Kudryashov+Istanbul+Basaksehir,21500
/mert-hakan-yandas/profil/spieler/306462,Mert+Yandas+Sivasspor,59500
/jose-izquierdo/profil/spieler/147094,José+Izquierdo+Brighton,414000
/memphis-depay/profil/spieler/167850,Memphis+Depay+Lyon,978000
/ander-iturraspe/profil/spieler/71571,Ander+Iturraspe+Athletic+Bilbao,151000
/dennis-hadzikadunic/profil/spieler/322065,Dennis+Hadzikadunic+FC+Rostov,14700
/christian-atsu/profil/spieler/186997,Christian+Atsu+Newcastle+United,739000
/kevin-mirallas/profil/spieler/33639,Kevin+Mirallas+Fiorentina,170000
/angelo-fulgini/profil/spieler/250013,Angelo+Fulgini+Angers,82100
/adam-marusic/profil/spieler/239802,Adam+Marusic+Lazio,163000
/rodrigo-becao/profil/spieler/410158,Rodrigo+Becão+CSKA+Moscow,21200
/patrik-sigurdur-gunnarsson/profil/spieler/429563,Patrik+Gunnarsson+Brentford,13500
/mattias-bjarsmyr/profil/spieler/30386,Mattias+Bjärsmyr+Sivasspor,36600
/stefan-radu/profil/spieler/44420,Stefan+Radu+Lazio,385000
/evgeni-kharin/profil/spieler/193464,Evgeny+Kharin+FK+Akhmat,38400
/edwar-lopez/profil/spieler/572077,Edwar+López+Estudiantes,122000
/edu-campabadal/profil/spieler/126722,Eduard+Campabadal+Lugo,19900
/konstantin-pliev/profil/spieler/394400,Konstantin+Pliev+FC+Rostov,13100
/richard-smallwood/profil/spieler/158713,Richard+Smallwood+Blackburn,320000
/jordy-clasie/profil/spieler/104223,Jordy+Clasie+Feyenoord,187000
/adama-traore/profil/spieler/204103,Adama+Traoré+Wolverhampton+Wanderers,155000
/serge-aurier/profil/spieler/127032,Serge+Aurier+Tottenham,539000
/hector-bellerin/profil/spieler/191217,Héctor+Bellerín+Arsenal,314000
/andres-lioi/profil/spieler/563336,Andrés+Lioi+Rosario+Central,42000
/jan-arie-van-der-heijden/profil/spieler/45538,Jan-Arie+van+der+Heijden+Feyenoord,116000
/mahmut-tekdemir/profil/spieler/54177,Mahmut+Tekdemir+Istanbul+Basaksehir,87400
/almamy-toure/profil/spieler/216181,Almamy+Touré+Eintracht+Frankfurt,0
/jack-lankester/profil/spieler/602544,Jack+Lankester+Ipswich,30100
/bressan/profil/spieler/256453,Bressan+FC+Dallas,64800
/brandt-bronico/profil/spieler/271183,Brandt+Bronico+Chicago+Fire,30800
/andres-renteria/profil/spieler/233007,Andrés+Rentería+San+Lorenzo,1490000
/erik-durm/profil/spieler/93922,Erik+Durm+Huddersfield,89900
/maciej-rybus/profil/spieler/59597,Maciej+Rybus+Lokomotiv+Moscow,75200
/kevin-stewart/profil/spieler/200782,Kevin+Stewart+Hull,8910000
/olamide-shodipo/profil/spieler/401268,Olamide+Shodipo+Queens+Park+Rangers,49000
/daniel-steininger/profil/spieler/195720,Daniel+Steininger+Greuther+Fuerth,62400
/georgi-schennikov/profil/spieler/70097,Georgy+Schennikov+CSKA+Moscow,59600
/ben-wiles/profil/spieler/542471,Ben+Wiles+Rotherham,126000
/bruno-fernandes/profil/spieler/240306,Bruno+Fernandes+Sporting+CP,1580000
/kelyn-rowe/profil/spieler/183118,Kelyn+Rowe+Sporting+Kansas+City,74600
/luca-siligardi/profil/spieler/86079,Luca+Siligardi+Parma+Calcio+1913,27700
/alexander-rossipal/profil/spieler/296188,Alexander+Rossipal+Sandhausen,13200
/jubal/profil/spieler/149928,Jubal+Boavista,40100
/vukasin-jovanovic/profil/spieler/264140,Vukasin+Jovanovic+Bordeaux,91900
/david-atanga/profil/spieler/254284,David+Atanga+Greuther+Fuerth,42300
/davinson-sanchez/profil/spieler/341429,Davinson+Sánchez+Tottenham,569000
/daan-klomp/profil/spieler/400671,Daan+Klomp+NAC+Breda,31600
/rodrigo-arciero/profil/spieler/322649,Rodrigo+Arciero+Banfield,16800
/mauricio-pereyra/profil/spieler/102452,Mauricio+Pereyra+FC+Krasnodar,62500
/johannes-flum/profil/spieler/38415,Johannes+Flum+St.+Pauli,167000
/josh-tymon/profil/spieler/419929,Josh+Tymon+Stoke,40900
/ali-adnan/profil/spieler/261611,Ali+Adnan+Vancouver+Whitecaps,65100
/kwadwo-asamoah/profil/spieler/63531,Kwadwo+Asamoah+Inter,1010000
/lukas-frode/profil/spieler/153628,Lukas+Fröde+Duisburg,39700
/matthias-verreth/profil/spieler/292817,Matthias+Verreth+PSV+Eindhoven,39500
/tom-barlow/profil/spieler/509916,Tom+Barlow+New+York+Red+Bulls,1380000
/mauricio-toni/profil/spieler/540299,Mauricio+Toni+Talleres,496000
/waldemar-sobota/profil/spieler/110852,Waldemar+Sobota+St.+Pauli,81200
/ilya-abaev/profil/spieler/15569,Ilya+Abaev+FC+Rostov,30500
/adam-armstrong/profil/spieler/250426,Adam+Armstrong+Blackburn,3150000
/michael-frey/profil/spieler/147043,Michael+Frey+Fenerbahce,438000
/enzo-loiodice/profil/spieler/581781,Enzo+Loiodice+Dijon,27200
/gael-clichy/profil/spieler/7449,Gaël+Clichy+Istanbul+Basaksehir,119000
/jackson-irvine/profil/spieler/192557,Jackson+Irvine+Hull,2480000
/joao-lopes/profil/spieler/547553,João+Lopes+Santa+Clara,13600000
/bram-nuytinck/profil/spieler/104597,Bram+Nuytinck+Udinese,68900
/tin-jedvaj/profil/spieler/206386,Tin+Jedvaj+Bayer+Leverkusen,167000
/claudio-spinelli/profil/spieler/504882,Claudio+Spinelli+Argentinos+Juniors,250000
/carraca/profil/spieler/291941,Carraça+Boavista,52800
/kikas/profil/spieler/383807,Kikas+Belenenses+SAD,20300
/atakan-akkaynak/profil/spieler/327542,Atakan+Akkaynak+Willem+II,40400
/luca-zidane/profil/spieler/283489,Luca+Zidane+Real+Madrid,3080000
/dario-melnjak/profil/spieler/238500,Dario+Melnjak+Rizespor,57900
/james-mcclean/profil/spieler/85935,James+McClean+Stoke,241000
/joaquin-correa/profil/spieler/227081,Joaquín+Correa+Lazio,453000
/ruben-rochina/profil/spieler/67548,Rubén+Rochina+Levante,144000
/benjamin-pavard/profil/spieler/353366,Benjamin+Pavard+VfB+Stuttgart,237000
/thomas-bruns/profil/spieler/172202,Thomas+Bruns+FC+Groningen,111000
/chadrac-akolo/profil/spieler/247459,Chadrac+Akolo+VfB+Stuttgart,111000
/chris-mepham/profil/spieler/480987,Chris+Mepham+Bournemouth,72500
/papy-djilobodji/profil/spieler/136610,Papy+Djilobodji+Guingamp,82400
/michael-de-leeuw/profil/spieler/110906,Michael+de+Leeuw+FC+Emmen,340000
/gonzalo-asis/profil/spieler/549958,Gonzalo+Asis+Independiente,382000
/borja-valle/profil/spieler/176067,Borja+Valle+Deportivo+La+Coruna,406000
/felix-platte/profil/spieler/195782,Felix+Platte+Darmstadt,329000
/pol-llonch/profil/spieler/205276,Pol+Llonch+Willem+II,82500
/callum-elder/profil/spieler/271997,Callum+Elder+Ipswich,73200
/abel-hernandez/profil/spieler/76608,Abel+Hernández+CSKA+Moscow,101000
/joao-novais/profil/spieler/228940,João+Novais+Braga,6920000
/charles/profil/spieler/16335,Charles+Antalyaspor,387000
/jozabed-sanchez/profil/spieler/207924,Jozabed+Sánchez+Celta+Vigo,53500
/marcelo/profil/spieler/190185,Marcelo+Chicago+Fire,4620000
/lionel-carole/profil/spieler/11530,Lionel+Carole+Strasbourg,381000
/fabio-pacheco/profil/spieler/111200,Fábio+Pacheco+Moreirense,63200
/sebastian-rode/profil/spieler/44466,Sebastian+Rode+Eintracht+Frankfurt,401000
/fredy-montero/profil/spieler/73852,Fredy+Montero+Vancouver+Whitecaps,113000
/francesco-magnanelli/profil/spieler/7093,Francesco+Magnanelli+Sassuolo,163000
/pablo-fornals/profil/spieler/357885,Pablo+Fornals+Villarreal,274000
/miiko-albornoz/profil/spieler/75852,Miiko+Albornoz+Hannover+96,222000
/tim-van-de-berg/profil/spieler/447827,Tim+van+de+Berg+Heracles,0
/maximilian-bauer/profil/spieler/388363,Maximilian+Bauer+Greuther+Fuerth,87900
/ryan-williams/profil/spieler/192239,Ryan+Williams+Rotherham,1080000
/caner-cavlan/profil/spieler/136550,Caner+Cavlan+FC+Emmen,35000
/gonzalo-maroni/profil/spieler/441385,Gonzalo+Maroni+Talleres,71700
/zeki-yavru/profil/spieler/98131,Zeki+Yavru+Akhisarspor,169000
/johannes-van-den-bergh/profil/spieler/31218,Johannes+van+den+Bergh+Holstein+Kiel,54100
/nicolas-linares/profil/spieler/534616,Nicolás+Linares+Banfield,214000
/roberto-piccoli/profil/spieler/432092,Roberto+Piccoli+Atalanta,276000
/jimmy-briand/profil/spieler/18909,Jimmy+Briand+Bordeaux,318000
/sory-kaba/profil/spieler/355689,Sory+Kaba+Dijon,34400
/justen-glad/profil/spieler/334597,Justen+Glad+Real+Salt+Lake,71200
/semi-ajayi/profil/spieler/251912,Semi+Ajayi+Rotherham,78800
/kike-marquez/profil/spieler/101733,Kike+Márquez+Extremadura,113000
/james-chester/profil/spieler/73482,James+Chester+Aston+Villa,1550000
/ben-alnwick/profil/spieler/27036,Ben+Alnwick+Bolton,679000
/hassane-kamara/profil/spieler/290017,Hassane+Kamara+Reims,43400
/joe-mattock/profil/spieler/49611,Joe+Mattock+Rotherham,39400
/emil-krafth/profil/spieler/184528,Emil+Krafth+Amiens,275000
/cyrus-christie/profil/spieler/158623,Cyrus+Christie+Fulham,247000
/carlos-pita/profil/spieler/34566,Carlos+Pita+Lugo,828000
/nicolas-schiappacasse/profil/spieler/345473,Nicolás+Schiappacasse+Parma+Calcio+1913,14900
/tolgay-arslan/profil/spieler/53536,Tolgay+Arslan+Fenerbahce,1010000
/tobias-reithmeir/profil/spieler/420298,Tobias+Reithmeir+FC+Heidenheim,16600
/sean-klaiber/profil/spieler/268113,Sean+Klaiber+FC+Utrecht,63700
/jannik-pohl/profil/spieler/288432,Jannik+Pohl+FC+Groningen,24000
/gaston-campi/profil/spieler/292174,Gastón+Campi+Chaves,488000
/jasmin-kurtic/profil/spieler/85825,Jasmin+Kurtic+SPAL+2013,54700
/matheus-reis/profil/spieler/379249,Matheus+Reis+Rio+Ave,357000
/federico-mattiello/profil/spieler/200194,Federico+Mattiello+Bologna,137000
/miles-robinson/profil/spieler/468022,Miles+Robinson+Atlanta+United,8970000
/jose-luis-palomino/profil/spieler/125020,José+Luis+Palomino+Atalanta,105000
/nathaniel-clyne/profil/spieler/85177,Nathaniel+Clyne+Bournemouth,213000
/francesco-acerbi/profil/spieler/131075,Francesco+Acerbi+Lazio,512000
/tim-chow/profil/spieler/196693,Tim+Chow+Henan+Jianye,13700
/cole-skuse/profil/spieler/48094,Cole+Skuse+Ipswich,72300
/daniel-lasure/profil/spieler/336736,Daniel+Lasure+Real+Zaragoza,43800
/sergi-palencia/profil/spieler/268176,Sergi+Palencia+Bordeaux,71100
/kevin-vazquez/profil/spieler/221315,Kevin+Vázquez+Celta+Vigo,270000
/raphael-framberger/profil/spieler/146163,Raphael+Framberger+Augsburg,49400
/anton-belov/profil/spieler/425746,Anton+Belov+Anzhi+Makhachkala,25200
/nelson-semedo/profil/spieler/231572,Nélson+Semedo+Barcelona,279000
/andre-zambo-anguissa/profil/spieler/354361,André-Frank+Zambo+Anguissa+Fulham,80800
/marc-aurele-caillard/profil/spieler/205465,Marc-Aurèle+Caillard+Guingamp,40500
/arturo-vidal/profil/spieler/37666,Arturo+Vidal+Barcelona,14600000
/luciano-abecasis/profil/spieler/149435,Luciano+Abecasis+Godoy+Cruz,58300
/alexis-maldonado/profil/spieler/444100,Alexis+Maldonado+Banfield,105000
/filip-kusic/profil/spieler/217285,Filip+Kusic+Erzgebirge+Aue,44200
/laurent-depoitre/profil/spieler/90583,Laurent+Depoitre+Huddersfield,159000
/michel-vorm/profil/spieler/26276,Michel+Vorm+Tottenham,285000
/theodor-gebre-selassie/profil/spieler/60632,Theodor+Gebre+Selassie+Werder+Bremen,155000
/vladimir-poluyakhtov/profil/spieler/58429,Vladimir+Poluyakhtov+Krylya+Sovetov+Samara,10200
/oussama-tannane/profil/spieler/235540,Oussama+Tannane+FC+Utrecht,42800
/dusan-vlahovic/profil/spieler/357498,Dusan+Vlahovic+Fiorentina,121000
/diego-lainez/profil/spieler/371174,Diego+Lainez+Real+Betis,926000
/thomas-amilivia/profil/spieler/639767,Thomas+Amilivia+Argentinos+Juniors,48300
/stefan-posch/profil/spieler/223974,Stefan+Posch+Hoffenheim,76300
/agustin-allione/profil/spieler/189411,Agustín+Allione+Rosario+Central,40400
/romain-metanire/profil/spieler/154209,Romain+Métanire+Minnesota+United,18800
/nahitan-nandez/profil/spieler/315063,Nahitan+Nández+Boca+Juniors,303000
/jake-livermore/profil/spieler/61832,Jake+Livermore+West+Bromwich+Albion,277000
/paolo-goltz/profil/spieler/55183,Paolo+Goltz+Boca+Juniors,102000
/aleksandar-katai/profil/spieler/139915,Aleksandar+Katai+Chicago+Fire,68800
/oumar-niasse/profil/spieler/209781,Oumar+Niasse+Cardiff,153000
/aymen-barkok/profil/spieler/315332,Aymen+Barkok+Fortuna+Duesseldorf,80500
/filip-djuricic/profil/spieler/94307,Filip+Djuricic+Sassuolo,61100
/klaus-gjasula/profil/spieler/57598,Klaus+Gjasula+Paderborn,28200
/benjamin-mendy/profil/spieler/157495,Benjamin+Mendy+ManCity,2950000
/luciano-slagveer/profil/spieler/187298,Luciano+Slagveer+FC+Emmen,30000
/marc-muniesa/profil/spieler/74228,Marc+Muniesa+Girona,133000
/lechii-sadulaev/profil/spieler/623553,Lechii+Sadulaev+FK+Akhmat,21800
/kenedy/profil/spieler/281404,Kenedy+Newcastle+United,645000
/melvyn-lorenzen/profil/spieler/143121,Melvyn+Lorenzen+ADO+Den+Haag,39500
/manu-garcia/profil/spieler/76273,Manu+García+Deportivo+Alaves,672000
/leon-musaev/profil/spieler/375668,Leon+Musaev+Zenit+St.+Petersburg,39600
/denis-glushakov/profil/spieler/55336,Denis+Glushakov+Spartak+Moscow,98800
/tiago-mesquita/profil/spieler/130622,Tiago+Mesquita+Feirense,37400
/murat-yildirim/profil/spieler/35530,Murat+Yildirim+Yeni+Malatyaspor,700000
/jose-valencia/profil/spieler/119183,José+Adolfo+Valencia+Feirense,14000
/filippo-costa/profil/spieler/197743,Filippo+Costa+SPAL+2013,92200
/marcel-schmelzer/profil/spieler/35208,Marcel+Schmelzer+Borussia+Dortmund,440000
/jean-kevin-augustin/profil/spieler/264956,Jean-Kévin+Augustin+RasenBallsport+Leipzig,632000
/cheikh-mbengue/profil/spieler/56795,Cheikh+M'Bengue+Shenzhen+FC,10300
/jonathan-sandoval/profil/spieler/74268,Jonathan+Sandoval+Argentinos+Juniors,1590000
/luciano-vietto/profil/spieler/214316,Luciano+Vietto+Fulham,114000
/ivan-radovanovic/profil/spieler/46105,Ivan+Radovanovic+Genoa,79900
/nicklas-pedersen/profil/spieler/44588,Nicklas+Pedersen+FC+Emmen,72100
/alfie-mawson/profil/spieler/287431,Alfie+Mawson+Fulham,112000
/enzo-kalinski/profil/spieler/67818,Enzo+Kalinski+Estudiantes,52900
/reece-burke/profil/spieler/264220,Reece+Burke+Hull,780000
/yuri-nesterenko/profil/spieler/147072,Yuri+Nesterenko+FC+Yenisey+Krasnoyarsk,9110
/daniel-bentley/profil/spieler/136401,Daniel+Bentley+Brentford,639000
/manuel-fernandes/profil/spieler/16791,Manuel+Fernandes+Lokomotiv+Moscow,101000
/federico-marchetti/profil/spieler/22318,Federico+Marchetti+Genoa,203000
/willian-jose/profil/spieler/122155,Willian+José+Real+Sociedad,1760000
/elias-gomez/profil/spieler/302139,Elías+Gómez+Argentinos+Juniors,5200000
/manu-barreiro/profil/spieler/72484,Manu+Barreiro+Lugo,273000
/oliver-norwood/profil/spieler/73547,Oliver+Norwood+Sheffield+United,795000
/eric-alexander/profil/spieler/146031,Eric+Alexander+FC+Cincinnati,1600000
/mevlut-erdinc/profil/spieler/38360,Mevlüt+Erdinc+Antalyaspor,104000
/takashi-usami/profil/spieler/111881,Takashi+Usami+Fortuna+Duesseldorf,110000
/lucas-woudenberg/profil/spieler/221766,Lucas+Woudenberg+SC+Heerenveen,51700
/jonas-knudsen/profil/spieler/144904,Jonas+Knudsen+Ipswich,106000
/caleb-stanko/profil/spieler/190269,Caleb+Stanko+FC+Cincinnati,41500
/ponck/profil/spieler/341516,Carlos+Ponck+Aves,24800
/dairon-asprilla/profil/spieler/260381,Dairon+Asprilla+Portland+Timbers,70700
/lucas-moura/profil/spieler/77100,Lucas+Moura+Tottenham,22500000
/andrew-surman/profil/spieler/29975,Andrew+Surman+Bournemouth,109000
/robin-koch/profil/spieler/328784,Robin+Koch+Freiburg,779000
/viktor-vasin/profil/spieler/60134,Viktor+Vasin+CSKA+Moscow,49400
/lucas-melano/profil/spieler/220753,Lucas+Melano+Portland+Timbers,38000
/grzegorz-krychowiak/profil/spieler/45184,Grzegorz+Krychowiak+Lokomotiv+Moscow,61800
/iago-herrerin/profil/spieler/71570,Iago+Herrerín+Athletic+Bilbao,213000
/mikhail-lysov/profil/spieler/289590,Mikhail+Lysov+Lokomotiv+Moscow,20400
/ben-thompson/profil/spieler/337062,Ben+Thompson+Millwall,215000
/joe-bryan/profil/spieler/194460,Joe+Bryan+Fulham,640000
/brian-rowe/profil/spieler/213545,Brian+Rowe+Orlando+City,3090000
/matt-crooks/profil/spieler/169416,Matt+Crooks+Rotherham,218000
/omer-sismanoglu/profil/spieler/50774,Ömer+Sismanoglu+Yeni+Malatyaspor,79500
/kirill-panchenko/profil/spieler/106675,Kirill+Panchenko+Dinamo+Moscow,29500
/delano-van-crooij/profil/spieler/159143,Delano+van+Crooij+VVV-Venlo,32300
/hilal-ben-moussa/profil/spieler/223405,Hilal+Ben+Moussa+FC+Emmen,36400
/tyler-adams/profil/spieler/332705,Tyler+Adams+RasenBallsport+Leipzig,491000
/henk-veerman/profil/spieler/271743,Henk+Veerman+St.+Pauli,37200
/hakan-ozmert/profil/spieler/17465,Hakan+Özmert+Antalyaspor,86500
/eric-remedi/profil/spieler/362364,Eric+Remedi+Atlanta+United,56100
/anibal-godoy/profil/spieler/161671,Aníbal+Godoy+San+Jose+Earthquakes,153000
/alper-potuk/profil/spieler/99186,Alper+Potuk+Fenerbahce,677000
/christian-martinez/profil/spieler/419247,Cristian+Martínez+Chicago+Fire,821000
/mikhail-levashov/profil/spieler/148028,Mihail+Levashov+Arsenal+Tula,16800
/washington-camacho/profil/spieler/76490,Washington+Camacho+Rosario+Central,2360000
/yvon-mvogo/profil/spieler/147051,Yvon+Mvogo+RasenBallsport+Leipzig,96800
/rafael-crivellaro/profil/spieler/145692,Rafael+Crivellaro+Feirense,28100
/christopher-handke/profil/spieler/57704,Christopher+Handke+Magdeburg,64500
/jamilu-collins/profil/spieler/254934,Jamilu+Collins+Paderborn,38400
/florian-baak/profil/spieler/296345,Florian+Baak+Hertha+Berlin,93400
/alex-tayo-akande/profil/spieler/209778,Alex+Akande+Dalian+Yifang,18800
/aytac-kara/profil/spieler/159908,Aytac+Kara+Bursaspor,228000
/ozer-hurmaci/profil/spieler/45004,Özer+Hurmaci+Sivasspor,90600
/malcom/profil/spieler/323704,Malcom+Barcelona,5470000
/brad-smith/profil/spieler/175745,Brad+Smith+Seattle+Sounders+FC,462000
/saad-abdul-salaam/profil/spieler/270532,Saad+Abdul-Salaam+Seattle+Sounders+FC,75500
/ibrahima-cisse/profil/spieler/160380,Ibrahima+Cissé+Fulham,69500
/gavin-massey/profil/spieler/148258,Gavin+Massey+Wigan,144000
/konrad-laimer/profil/spieler/223967,Konrad+Laimer+RasenBallsport+Leipzig,143000
/aleksey-gritsaenko/profil/spieler/379634,Aleksey+Gritsaenko+FC+Yenisey+Krasnoyarsk,12100
/artem-golubev/profil/spieler/375663,Artem+Golubev+FC+Krasnodar,20300
/jack-price/profil/spieler/129062,Jack+Price+Colorado+Rapids,4590000
