link,search,results
/mikhail-ignatov/profil/spieler/419672,Mikhail+Ignatov+Spartak+Moscow,19200
/orel-mangala/profil/spieler/289592,Orel+Mangala+Hamburger+SV,206000
/nils-butzen/profil/spieler/151105,Nils+Butzen+Magdeburg,40900
/steffen-schafer/profil/spieler/119291,Steffen+Schäfer+Magdeburg,264000
/luca-sangalli/profil/spieler/289286,Luca+Sangalli+Real+Sociedad,79500
/tommy-elphick/profil/spieler/37152,Tommy+Elphick+Aston+Villa,122000
/salvatore-sirigu/profil/spieler/25508,Salvatore+Sirigu+Torino,243000
/ander-capa/profil/spieler/197545,Ander+Capa+Athletic+Bilbao,347000
/pablo-valcarce/profil/spieler/365313,Pablo+Valcarce+Mallorca,185000
/georgi-zotov/profil/spieler/113235,Georgi+Zotov+Krylya+Sovetov+Samara,25700
/christian-fernandez/profil/spieler/48294,Christian+Fernández+Real+Oviedo,2960000
/djordje-mihailovic/profil/spieler/484756,Djordje+Mihailovic+Chicago+Fire,35000
/juan-foyth/profil/spieler/480763,Juan+Foyth+Tottenham,336000
/eder/profil/spieler/37418,Éder+Jiangsu+Suning+FC,70300
/diogo-leite/profil/spieler/357156,Diogo+Leite+FC+Porto,780000
/kyle-vassell/profil/spieler/293002,Kyle+Vassell+Rotherham,28900
/laurent-ciman/profil/spieler/22338,Laurent+Ciman+Toronto+FC,54000
/kik-pierie/profil/spieler/361207,Kik+Pierie+SC+Heerenveen,77300
/richard-magyar/profil/spieler/148727,Richard+Magyar+Greuther+Fuerth,57400
/arthur/profil/spieler/362842,Arthur+Barcelona,50100000
/vincent-laurini/profil/spieler/94936,Vincent+Laurini+Fiorentina,64800
/danilo-silva/profil/spieler/61952,Danilo+Silva+Los+Angeles+FC,649000
/osvaldo-alonso/profil/spieler/62810,Osvaldo+Alonso+Minnesota+United,284000
/tobias-mohr/profil/spieler/153661,Tobias+Mohr+Greuther+Fuerth,65400
/hee-chan-hwang/profil/spieler/292246,Hee-Chan+Hwang+Hamburger+SV,340000
/lautaro-guzman/profil/spieler/626916,Lautaro+Guzmán+Talleres,273000
/martin-skrtel/profil/spieler/24180,Martin+Skrtel+Fenerbahce,586000
/julian-pollersbeck/profil/spieler/228975,Julian+Pollersbeck+Hamburger+SV,114000
/deni-milosevic/profil/spieler/168163,Deni+Milosevic+Konyaspor,99200
/ze-luis/profil/spieler/134602,Zé+Luís+Spartak+Moscow,418000
/mathias-normann/profil/spieler/257805,Mathias+Normann+FC+Rostov,23800
/timo-werner/profil/spieler/170527,Timo+Werner+RasenBallsport+Leipzig,1100000
/ismael-quilez/profil/spieler/91360,Ismael+Quílez+Aldosivi,0
/beram-kayal/profil/spieler/44741,Beram+Kayal+Brighton,79000
/valter-birsa/profil/spieler/26105,Valter+Birsa+Chievo,147000
/alex-muyl/profil/spieler/413690,Alex+Muyl+New+York+Red+Bulls,66600
/romain-genevois/profil/spieler/57525,Romain+Genevois+Caen,346000
/mohamed-elneny/profil/spieler/160438,Mohamed+Elneny+Arsenal,648000
/tom-davies/profil/spieler/314210,Tom+Davies+Everton,1220000
/sam-vines/profil/spieler/535282,Sam+Vines+Colorado+Rapids,207000
/albert-rusnak/profil/spieler/43228,Albert+Rusnák+Real+Salt+Lake,117000
/enrique-borja/profil/spieler/417326,Enrique+Borja+Argentinos+Juniors,467000
/marcus-thuram/profil/spieler/318528,Marcus+Thuram+Guingamp,197000
/robert-andrich/profil/spieler/159088,Robert+Andrich+FC+Heidenheim,40500
/zac-macmath/profil/spieler/156300,Zac+MacMath+Vancouver+Whitecaps,51200
/sven-braken/profil/spieler/185400,Sven+Braken+FC+Emmen,32300
/okechukwu-azubuike/profil/spieler/386126,Okechukwu+Azubuike+Rizespor,31500
/michael-brouwer/profil/spieler/231650,Michael+Brouwer+Heracles,489000
/egor-baburin/profil/spieler/146918,Egor+Baburin+Rubin+Kazan,41600
/sadio-mane/profil/spieler/200512,Sadio+Mané+Liverpool,5140000
/kristofer-kristinsson/profil/spieler/400174,Kristófer+Kristinsson+Willem+II,54800
/evens-joseph/profil/spieler/593320,Evens+Joseph+Caen,50100
/lukas-kubler/profil/spieler/93604,Lukas+Kübler+Freiburg,114000
/marvin-plattenhardt/profil/spieler/89592,Marvin+Plattenhardt+Hertha+Berlin,159000
/emerson-hyndman/profil/spieler/223047,Emerson+Hyndman+Bournemouth,42500
/darwin-quintero/profil/spieler/55666,Darwin+Quintero+Minnesota+United,318000
/manuel-castro/profil/spieler/335984,Manuel+Castro+Estudiantes,14500000
/wilson-kamavuaka/profil/spieler/55512,Wilson+Kamavuaka+Darmstadt,26600
/jese/profil/spieler/134936,Jesé+Real+Betis,507000
/marco-dalessandro/profil/spieler/99232,Marco+D'Alessandro+Udinese,1580000
/lucas-vazquez/profil/spieler/221316,Lucas+Vázquez+Real+Madrid,6890000
/yekta-kurtulus/profil/spieler/63204,Yekta+Kurtulus+Antalyaspor,101000
/raul-guti/profil/spieler/330352,Guti+Real+Zaragoza,566000
/abdul-aziz-tetteh/profil/spieler/157003,Tetteh+Dinamo+Moscow,51200
/franck-evina/profil/spieler/336331,Franck+Evina+Holstein+Kiel,19500
/ruben-pena/profil/spieler/238868,Rubén+Peña+Eibar,844000
/keagan-dolly/profil/spieler/234006,Keagan+Dolly+Montpellier,79700
/lewis-wing/profil/spieler/517286,Lewis+Wing+Middlesbrough,582000
/federico-cartabia/profil/spieler/242548,Fede+Cartabia+Deportivo+La+Coruna,84900
/isaac-hayden/profil/spieler/206225,Isaac+Hayden+Newcastle+United,499000
/jack-butland/profil/spieler/128899,Jack+Butland+Stoke,339000
/michael-dawson/profil/spieler/9988,Michael+Dawson+Nottingham+Forest,1240000
/aly-ghazal/profil/spieler/254981,Ali+Ghazal+Feirense,17600
/martin-montoya/profil/spieler/68645,Martín+Montoya+Brighton,521000
/cristian-pavon/profil/spieler/373170,Cristian+Pavón+Boca+Juniors,504000
/alvaro-medran/profil/spieler/253839,Álvaro+Medrán+Rayo+Vallecano,93900
/samba-sow/profil/spieler/89461,Samba+Sow+Dinamo+Moscow,189000
/alejandro-romero-gamarra/profil/spieler/355817,Alejandro+Romero+Gamarra+New+York+Red+Bulls,117000
/oghenekaro-etebo/profil/spieler/409106,Peter+Etebo+Stoke,61100
/khaled-adenon/profil/spieler/39174,Khaled+Adénon+Amiens,77800
/michael-hefele/profil/spieler/102382,Michael+Hefele+Nottingham+Forest,36500
/aatif-chahechouhe/profil/spieler/73480,Aatif+Chahechouhe+Rizespor,152000
/ramon-pascal-lundqvist/profil/spieler/238084,Ramon-Pascal+Lundqvist+NAC+Breda,35700
/nouha-dicko/profil/spieler/173750,Nouha+Dicko+Hull,45800
/mustafa-akbas/profil/spieler/98113,Mustafa+Akbas+Yeni+Malatyaspor,119000
/marakis/profil/spieler/188669,Sérgio+Marakis+Nacional,18700
/cristian-chavez/profil/spieler/70132,Cristian+Chávez+Aldosivi,149000
/lazar-markovic/profil/spieler/144303,Lazar+Markovic+Fulham,136000
/maksim-semakin/profil/spieler/72165,Maksim+Semakin+FC+Yenisey+Krasnoyarsk,10900
/zian-flemming/profil/spieler/411537,Zian+Flemming+PEC+Zwolle,38800
/robert-strauss/profil/spieler/18068,Robert+Strauß+FC+Heidenheim,96100
/toni-lato/profil/spieler/320271,Toni+Lato+Valencia,1070000
/jack-grealish/profil/spieler/203460,Jack+Grealish+Aston+Villa,1350000
/tim-matavz/profil/spieler/50303,Tim+Matavz+Vitesse,86100
/albert-adomah/profil/spieler/83430,Albert+Adomah+Aston+Villa,344000
/kiki/profil/spieler/270055,Kiki+Belenenses+SAD,23500
/jake-nerwinski/profil/spieler/482612,Jakob+Nerwinski+Vancouver+Whitecaps,14000
/eljif-elmas/profil/spieler/400489,Eljif+Elmas+Fenerbahce,1710000
/dimitri-payet/profil/spieler/37647,Dimitri+Payet+Marseille,794000
/sven-ulreich/profil/spieler/40680,Sven+Ulreich+Bayern+Munich,330000
/danilo-soares/profil/spieler/154396,Danilo+Soares+Bochum,111000
/robert-muhren/profil/spieler/186763,Robert+Mühren+NAC+Breda,59800
/johnny-russell/profil/spieler/55494,Johnny+Russell+Sporting+Kansas+City,1620000
/henri-lansbury/profil/spieler/44794,Henri+Lansbury+Aston+Villa,103000
/brandon-servania/profil/spieler/455979,Brandon+Servania+FC+Dallas,14800
/jailson/profil/spieler/366948,Jailson+Fenerbahce,634000
/britt-assombalonga/profil/spieler/186172,Britt+Assombalonga+Middlesbrough,138000
/conor-townsend/profil/spieler/146509,Conor+Townsend+West+Bromwich+Albion,382000
/ivan-markelov/profil/spieler/106569,Ivan+Markelov+Anzhi+Makhachkala,17900
/marcelo/profil/spieler/52920,Marcelo+Lyon,9720000
/anton-shunin/profil/spieler/37549,Anton+Shunin+Dinamo+Moscow,25300
/mikel-san-jose/profil/spieler/52469,Mikel+San+José+Athletic+Bilbao,76000000
/jan-vertonghen/profil/spieler/43250,Jan+Vertonghen+Tottenham,2580000
/eric-miller/profil/spieler/245315,Eric+Miller+Minnesota+United,17500000
/kyle-duncan/profil/spieler/349699,Kyle+Duncan+New+York+Red+Bulls,5640000
/emmanuel-iyoha/profil/spieler/314245,Emmanuel+Iyoha+Erzgebirge+Aue,51300
/romulo/profil/spieler/121756,Rômulo+Lazio,538000
/murat-cem-akpinar/profil/spieler/388913,Murat+Cem+Akpinar+Trabzonspor,319000
/luca-plogmann/profil/spieler/335997,Luca+Plogmann+Werder+Bremen,42400
/erwin-mulder/profil/spieler/56631,Erwin+Mulder+Swansea,74200
/david-junca/profil/spieler/164055,David+Juncà+Celta+Vigo,107000
/matias-caruzzo/profil/spieler/56573,Matías+Caruzzo+Rosario+Central,78800
/vitor-goncalves/profil/spieler/194547,Vítor+Gonçalves+Nacional,7190000
/markel-susaeta/profil/spieler/54245,Markel+Susaeta+Athletic+Bilbao,212000
/brice-samba/profil/spieler/191056,Brice+Samba+Caen,140000
/geronimo-rulli/profil/spieler/229604,Gerónimo+Rulli+Real+Sociedad,155000
/andrej-kramaric/profil/spieler/46580,Andrej+Kramaric+Hoffenheim,307000
/anaitz-arbilla/profil/spieler/71548,Anaitz+Arbilla+Eibar,63500
/alan/profil/spieler/73460,Alan+Tianjin+Tianhai,52200
/benjamin-hubner/profil/spieler/52348,Benjamin+Hübner+Hoffenheim,129000
/kevin-lankford/profil/spieler/338879,Kevin+Lankford+St.+Pauli,74100
/enis-hajri/profil/spieler/28735,Enis+Hajri+Duisburg,49200
/steve-mandanda/profil/spieler/23951,Steve+Mandanda+Marseille,522000
/raul-navas/profil/spieler/142419,Raúl+Navas+Real+Sociedad,2270000
/adrien-thomasson/profil/spieler/215977,Adrien+Thomasson+Strasbourg,90800
/joshua-brenet/profil/spieler/207006,Joshua+Brenet+Hoffenheim,53100
/erick-pulgar/profil/spieler/215616,Erick+Pulgar+Bologna,216000
/nick-rimando/profil/spieler/39434,Nick+Rimando+Real+Salt+Lake,122000
/lucas-villalba/profil/spieler/240913,Lucas+Villalba+Aldosivi,54800
/simon-dawkins/profil/spieler/57488,Simon+Dawkins+Ipswich,86300
/vitus-eicher/profil/spieler/57796,Vitus+Eicher+FC+Heidenheim,24000
/fabian-ruiz/profil/spieler/350219,Fabián+Ruiz+Napoli,3910000
/carlos-akapo/profil/spieler/225015,Carlos+Akapo+SD+Huesca,39800
/niltinho/profil/spieler/271353,Niltinho+Chaves,130000
/borys-tashchy/profil/spieler/138292,Boris+Tashchy+Duisburg,37200
/aron-gunnarsson/profil/spieler/63821,Aron+Gunnarsson+Cardiff,267000
/william/profil/spieler/153207,William+Chaves,16900000
/toni-sunjic/profil/spieler/60790,Toni+Sunjic+Dinamo+Moscow,15900
/antonin-barak/profil/spieler/272261,Antonin+Barak+Udinese,132000
/callum-connolly/profil/spieler/308632,Callum+Connolly+Bolton,250000
/joe-gomez/profil/spieler/256178,Joe+Gomez+Liverpool,6720000
/junio/profil/spieler/520469,Junio+Rio+Ave,10700000
/elhadji-pape-diaw/profil/spieler/410238,Elhadji+Djibril+Diaw+Angers,17700
/florian-thauvin/profil/spieler/184892,Florian+Thauvin+Marseille,845000
/miguel-luis/profil/spieler/357161,Miguel+Luís+Sporting+CP,3560000
/carlos-martinez/profil/spieler/58074,Carlos+Martínez+Real+Oviedo,9400000
/yannis-ammour/profil/spieler/420782,Yannis+Ammour+Montpellier,16500
/facundo-sanchez/profil/spieler/107523,Facundo+Sánchez+Estudiantes,1830000
/leo-stulac/profil/spieler/171159,Leo+Stulac+Parma+Calcio+1913,23900
/solly-march/profil/spieler/209212,Solly+March+Brighton,250000
/sebastian-griesbeck/profil/spieler/153555,Sebastian+Griesbeck+FC+Heidenheim,84500
/lewis-dunk/profil/spieler/148153,Lewis+Dunk+Brighton,595000
/bart-ramselaar/profil/spieler/326701,Bart+Ramselaar+PSV+Eindhoven,69200
/roman-tugarev/profil/spieler/289643,Roman+Tugarev+Lokomotiv+Moscow,21300
/vladimir-rykov/profil/spieler/117802,Vladimir+Rykov+Dinamo+Moscow,23800
/greg-leigh/profil/spieler/201586,Greg+Leigh+NAC+Breda,52100
/costinha/profil/spieler/236886,Costinha+Chaves,190000
/alex-meret/profil/spieler/240414,Alex+Meret+Napoli,581000
/joao-carvalho/profil/spieler/258005,João+Carvalho+Nottingham+Forest,254000
/ayoze-perez/profil/spieler/246968,Ayoze+Pérez+Newcastle+United,564000
/lukas-jutkiewicz/profil/spieler/33507,Lukas+Jutkiewicz+Birmingham,77300
/mohammed-osman/profil/spieler/273431,Mohammed+Osman+Heracles,81200
/jaakko-oksanen/profil/spieler/433893,Jaakko+Oksanen+Brentford,27500
/oualid-el-hajjam/profil/spieler/283127,Oualid+El+Hajjam+Amiens,49200
/taleb-tawatha/profil/spieler/60761,Taleb+Tawatha+Eintracht+Frankfurt,168000
/jonathas/profil/spieler/58345,Jonathas+Hannover+96,137000
/moryke-fofana/profil/spieler/240497,Moryke+Fofana+Konyaspor,39700
/adrian-calello/profil/spieler/55911,Adrián+Calello+Banfield,30100
/daniel-james/profil/spieler/319301,Daniel+James+Swansea,7760000
/baris-ekincier/profil/spieler/383223,Baris+Ekincier+Bochum,15900
/jack-robinson/profil/spieler/128909,Jack+Robinson+Nottingham+Forest,1800000
/kevin-mohwald/profil/spieler/94137,Kevin+Möhwald+Werder+Bremen,171000
/christian-kouame/profil/spieler/337725,Christian+Kouamé+Genoa,88300
/mucahit-can-akcay/profil/spieler/315202,Mucahit+Can+Akcay+Konyaspor,41200
/mohamed-drager/profil/spieler/192167,Mohamed+Dräger+Paderborn,54700
/joao-talocha/profil/spieler/205116,João+Talocha+Boavista,28800
/reto-ziegler/profil/spieler/9915,Reto+Ziegler+FC+Dallas,67700
/massimo-gobbi/profil/spieler/28020,Massimo+Gobbi+Parma+Calcio+1913,55000
/felix-wiedwald/profil/spieler/44594,Felix+Wiedwald+Duisburg,43100
/diogo-verdasca/profil/spieler/225162,Diogo+Verdasca+Real+Zaragoza,41500
/handwalla-bwana/profil/spieler/425824,Handwalla+Bwana+Seattle+Sounders+FC,19600
/jefferson-montero/profil/spieler/77932,Jefferson+Montero+West+Bromwich+Albion,156000
/paddy-mcnair/profil/spieler/167268,Paddy+McNair+Middlesbrough,76200
/nicolai-muller/profil/spieler/39426,Nicolai+Müller+Hannover+96,294000
/ignacio-piatti/profil/spieler/37433,Ignacio+Piatti+Montreal+Impact,185000
/gustavo-sauer/profil/spieler/336158,Gustavo+Sauer+Boavista,57400
/ezequiel-videla/profil/spieler/125889,Ezequiel+Videla+Aldosivi,28400
/alan-ruiz/profil/spieler/190442,Alan+Ruiz+Aldosivi,58200
/facundo-medina/profil/spieler/474800,Facundo+Medina+Talleres,665000
/bernard-tekpetey/profil/spieler/422380,Bernard+Tekpetey+Paderborn,125000
/angel-rangel/profil/spieler/66550,Angel+Rangel+Queens+Park+Rangers,155000
/clemente/profil/spieler/59372,Clemente+Santa+Clara,16900000
/maximilian-mittelstadt/profil/spieler/282660,Maximilian+Mittelstädt+Hertha+Berlin,57500
/ze-manuel/profil/spieler/113025,Zé+Manuel+Santa+Clara,16800000
/iago-aspas/profil/spieler/72047,Iago+Aspas+Celta+Vigo,1310000
/antonino-barilla/profil/spieler/39828,Antonino+Barillà+Parma+Calcio+1913,34800
/issam-chebake/profil/spieler/332049,Issam+Chebake+Yeni+Malatyaspor,68700
/dean-gerken/profil/spieler/42055,Dean+Gerken+Ipswich,74300
/joaquin-laso/profil/spieler/360797,Joaquín+Laso+Velez+Sarsfield,57300
/aleksandr-anyukov/profil/spieler/17749,Alexander+Anyukov+Zenit+St.+Petersburg,94000
/havard-nielsen/profil/spieler/136181,Havard+Nielsen+Duisburg,70300
/osman-kakay/profil/spieler/419576,Osman+Kakay+Queens+Park+Rangers,56900
/sebastian-ernst/profil/spieler/108198,Sebastian+Ernst+Greuther+Fuerth,164000
/erick-gutierrez/profil/spieler/298796,Erick+Gutiérrez+PSV+Eindhoven,138000
/idrissa-doumbia/profil/spieler/430579,Idrissa+Doumbia+Sporting+CP,49100
/dani-romera/profil/spieler/271451,Dani+Romera+Rayo+Majadahonda,33100
/leandro-paiva/profil/spieler/269524,Leandro+Paiva+Argentinos+Juniors,721000
/leon-bailey/profil/spieler/387626,Leon+Bailey+Bayer+Leverkusen,415000
/german-herrera/profil/spieler/32710,Germán+Herrera+Rosario+Central,6220000
/thomas-delaney/profil/spieler/91849,Thomas+Delaney+Borussia+Dortmund,410000
/tristan-nydam/profil/spieler/483545,Tristan+Nydam+Ipswich,19400
/pavel-kaloshin/profil/spieler/605627,Pavel+Kaloshin+Anzhi+Makhachkala,7430
/kurt-zouma/profil/spieler/157509,Kurt+Zouma+Everton,441000
/yussuf-poulsen/profil/spieler/157635,Yussuf+Poulsen+RasenBallsport+Leipzig,395000
/lukas-hinterseer/profil/spieler/59054,Lukas+Hinterseer+Bochum,129000
/sone-aluko/profil/spieler/42198,Sone+Aluko+Beijing+Renhe,12800
/alexander-buttner/profil/spieler/38003,Alexander+Büttner+Vitesse,103000
/alexandru-epureanu/profil/spieler/45340,Alexandru+Epureanu+Istanbul+Basaksehir,52500
/nahuel-arena/profil/spieler/552629,Nahuel+Arena+Godoy+Cruz,328000
/xisco-campos/profil/spieler/70946,Xisco+Campos+Mallorca,2640000
/luis-robles/profil/spieler/47289,Luis+Robles+New+York+Red+Bulls,561000
/erik-zenga/profil/spieler/85961,Erik+Zenga+Sandhausen,22500
/martin-cranie/profil/spieler/27659,Martin+Cranie+Sheffield+United,34500
/dries-saddiki/profil/spieler/370042,Driess+Saddiki+Willem+II,571000
/aymeric-laporte/profil/spieler/176553,Aymeric+Laporte+ManCity,1610000
/takashi-inui/profil/spieler/98249,Takashi+Inui+Deportivo+Alaves,92500
/richie-laryea/profil/spieler/417348,Richie+Laryea+Toronto+FC,68100
/zanka/profil/spieler/52059,Zanka+Huddersfield,120000
/craig-noone/profil/spieler/81202,Craig+Noone+Bolton,158000
/dani-ceballos/profil/spieler/319745,Dani+Ceballos+Real+Madrid,2830000
/alexandre-mendy/profil/spieler/290561,Alexandre+Mendy+Guingamp,421000
/douglas-luiz/profil/spieler/447661,Douglas+Luiz+Girona,376000
/borja-baston/profil/spieler/85324,Borja+Bastón+Deportivo+Alaves,118000
/marvin-ducksch/profil/spieler/125103,Marvin+Ducksch+Fortuna+Duesseldorf,79800
/brent-kallman/profil/spieler/226643,Brent+Kallman+Minnesota+United,113000
/marcelo-brozovic/profil/spieler/156617,Marcelo+Brozovic+Inter,483000
/casimir-ninga/profil/spieler/392810,Casimir+Ninga+Caen,198000
/kevin-gameiro/profil/spieler/27389,Kevin+Gameiro+Valencia,578000
/stijn-schaars/profil/spieler/4698,Stijn+Schaars+SC+Heerenveen,69000
/rodrigo-salinas/profil/spieler/125750,Rodrigo+Salinas+Velez+Sarsfield,85900
/alejo-montero/profil/spieler/649998,Alejo+Montero+Velez+Sarsfield,53000
/agustin-fontana/profil/spieler/345229,Agustín+Fontana+Banfield,306000
/paul-baysse/profil/spieler/43256,Paul+Baysse+Caen,78000
/oscar-cabezas/profil/spieler/514299,Oscar+Cabezas+Rosario+Central,6560000
/mo-el-hankouri/profil/spieler/384587,Mo+El+Hankouri+FC+Groningen,44400
/andrew-hjulsager/profil/spieler/167798,Andrew+Hjulsager+Celta+Vigo,69500
/nuno-andre-coelho/profil/spieler/40858,Nuno+Coelho+Chaves,1200000
/jay-chapman/profil/spieler/189032,Jay+Chapman+Toronto+FC,727000
/fousseni-diabate/profil/spieler/364861,Fousseni+Diabaté+Sivasspor,45600
/gustavo-hamer/profil/spieler/322985,Gustavo+Hamer+PEC+Zwolle,35000
/tim-rieder/profil/spieler/111277,Tim+Rieder+Darmstadt,61400
/samir-handanovic/profil/spieler/28021,Samir+Handanovic+Inter,650000
/juan-forlin/profil/spieler/53332,Juan+Forlín+Real+Oviedo,67700
/lyanco/profil/spieler/379807,Lyanco+Bologna,157000
/sebastien-de-maio/profil/spieler/56830,Sebastien+De+Maio+Udinese,211000
/joe-bennett/profil/spieler/90964,Joe+Bennett+Cardiff,2020000
/alisson/profil/spieler/105470,Alisson+Liverpool,34100000
/fernandinho/profil/spieler/26267,Fernandinho+ManCity,2110000
/emanuel-iniguez/profil/spieler/542138,Emanuel+Iñiguez+Aldosivi,21400
/giovanni-zarfino/profil/spieler/208022,Giovani+Zarfino+Extremadura,19700
/jorge-fellipe/profil/spieler/132060,Jorge+Fellipe+Aves,74300
/fedor-chalov/profil/spieler/287183,Fedor+Chalov+CSKA+Moscow,73900
/wallace/profil/spieler/225335,Wallace+Lazio,1880000
/mauricio-rosales/profil/spieler/251619,Pablo+Rosales+Estudiantes,4340000
/tom-edwards/profil/spieler/430788,Thomas+Edwards+Stoke,1760000
/andreas-cornelius/profil/spieler/203412,Andreas+Cornelius+Bordeaux,656000
/zaydou-youssouf/profil/spieler/471582,Zaydou+Youssouf+Bordeaux,41500
/nathaniel-mendez-laing/profil/spieler/125409,Nathaniel+Mendez-Laing+Cardiff,331000
/charlie-lakin/profil/spieler/564048,Charlie+Lakin+Birmingham,198000
/nahuel-estevez/profil/spieler/552472,Nahuel+Estévez+Estudiantes,98000
/ruben-aguilar/profil/spieler/203746,Ruben+Aguilar+Montpellier,298000
/federico-valverde/profil/spieler/369081,Federico+Valverde+Real+Madrid,3970000
/esteban-andrada/profil/spieler/105888,Esteban+Andrada+Boca+Juniors,240000
/dong-won-ji/profil/spieler/164265,Dong-Won+Ji+Augsburg,313000
/stephane-sparagna/profil/spieler/289216,Stephane+Sparagna+Boavista,17500
/serginho/profil/spieler/40555,Serginho+Santa+Clara,260000
/jan-philipp-kalla/profil/spieler/30985,Jan-Philipp+Kalla+St.+Pauli,109000
/yoel-barcenas/profil/spieler/283473,Yoel+Bárcenas+Real+Oviedo,96100
/roger-espinoza/profil/spieler/71096,Roger+Espinoza+Sporting+Kansas+City,172000
/senou-coulibaly/profil/spieler/596240,Senou+Coulibaly+Dijon,24100
/nacho-monreal/profil/spieler/43003,Nacho+Monreal+Arsenal,1240000
/alessandro-bastoni/profil/spieler/315853,Alessandro+Bastoni+Parma+Calcio+1913,50000
/aleksandr-kokorin/profil/spieler/89086,Aleksandr+Kokorin+Zenit+St.+Petersburg,99800
/jeremy-grimm/profil/spieler/56294,Jeremy+Grimm+Strasbourg,254000
/anthony-forde/profil/spieler/146494,Anthony+Forde+Rotherham,58700
/darko-lazovic/profil/spieler/70411,Darko+Lazovic+Genoa,107000
/vasilije-janjicic/profil/spieler/265254,Vasilije+Janjicic+Hamburger+SV,153000
/goncalo-cardoso/profil/spieler/587106,Gonçalo+Cardoso+Boavista,2650000
/daniel-bessa/profil/spieler/140757,Daniel+Bessa+Genoa,116000
/yoell-van-nieff/profil/spieler/187301,Yoëll+van+Nieff+Heracles,18400
/luis-alberto/profil/spieler/128220,Luis+Alberto+Lazio,4280000
/ayaz-guliev/profil/spieler/260672,Ayaz+Guliev+Spartak+Moscow,24800
/aleksandr-martynovich/profil/spieler/59352,Aleksandr+Martynovich+FC+Krasnodar,38600
/neto/profil/spieler/291968,Neto+Moreirense,196000
/dax-mccarty/profil/spieler/39479,Dax+McCarty+Chicago+Fire,133000
/luther-singh/profil/spieler/387378,Luther+Singh+Chaves,360000
/zeki-erkilinc/profil/spieler/387218,Zeki+Erkilinc+Heracles,11900
/emmanuel-adebayor/profil/spieler/8883,Emmanuel+Adebayor+Istanbul+Basaksehir,222000
/amin-younes/profil/spieler/96167,Amin+Younes+Napoli,399000
/pasquale-schiattarella/profil/spieler/56762,Pasquale+Schiattarella+SPAL+2013,40600
/emiliano-insua/profil/spieler/45599,Emiliano+Insúa+VfB+Stuttgart,115000
/daniel-baier/profil/spieler/4018,Daniel+Baier+Augsburg,444000
/fabri/profil/spieler/45882,Fabri+Fulham,158000
/jordy-de-wijs/profil/spieler/215096,Jordy+de+Wijs+Hull,34000
/hal-robson-kanu/profil/spieler/65976,Hal+Robson-Kanu+West+Bromwich+Albion,135000
/thomas-fontaine/profil/spieler/80036,Thomas+Fontaine+Reims,3150000
/joe-allen/profil/spieler/51452,Joe+Allen+Stoke,2800000
/sam-johnson/profil/spieler/252062,Sam+Johnson+Real+Salt+Lake,15100000
/pirmin-schwegler/profil/spieler/14533,Pirmin+Schwegler+Hannover+96,87800
/jony/profil/spieler/228761,Jony+Deportivo+Alaves,521000
/wendel/profil/spieler/499721,Wendel+Sporting+CP,110000
/claudemir/profil/spieler/68275,Claudemir+Braga,750000
/javi-galan/profil/spieler/448628,Javi+Galán+SD+Huesca,87100
/niklas-lomb/profil/spieler/85543,Niklas+Lomb+Sandhausen,53000
/junior-sambia/profil/spieler/335147,Junior+Sambia+Montpellier,54500
/andrew-taylor/profil/spieler/29158,Andrew+Taylor+Bolton,16000000
/fede-san-emeterio/profil/spieler/307519,Fede+San+Emeterio+Granada,214000
/dani-calvo/profil/spieler/326416,Dani+Calvo+Elche,291000
/kevin-wimmer/profil/spieler/122675,Kevin+Wimmer+Hannover+96,151000
/juan-sanchez-mino/profil/spieler/169249,Juan+Sánchez+Miño+Independiente,1520000
/gael-kakuta/profil/spieler/74297,Gaël+Kakuta+Rayo+Vallecano,95300
/facundo-almada/profil/spieler/639390,Facundo+Almada+Rosario+Central,149000
/david-mcgoldrick/profil/spieler/35416,David+McGoldrick+Sheffield+United,166000
/dario-van-den-buijs/profil/spieler/235274,Dario+Van+den+Buijs+Heracles,145000
/mats-kohlert/profil/spieler/288067,Mats+Köhlert+Hamburger+SV,272000
/antonio-barreca/profil/spieler/241889,Antonio+Barreca+Newcastle+United,65900
/andoni-gorosabel/profil/spieler/289255,Andoni+Gorosabel+Real+Sociedad,42700
/jules-keita/profil/spieler/402117,Jules+Keita+Dijon,0
/matthew-pennington/profil/spieler/220755,Matthew+Pennington+Ipswich,187000
/emmanuel-ledesma/profil/spieler/62247,Emmanuel+Ledesma+FC+Cincinnati,79100
/immanuel-hohn/profil/spieler/77920,Immanuel+Höhn+Darmstadt,47800
/federico-peluso/profil/spieler/21763,Federico+Peluso+Sassuolo,155000
/sergio-pellissier/profil/spieler/5928,Sergio+Pellissier+Chievo,232000
/christian-walton/profil/spieler/208379,Christian+Walton+Wigan,737000
/batuhan-artarslan/profil/spieler/237481,Batuhan+Artarslan+Trabzonspor,67400
/ivan-novoseltsev/profil/spieler/231873,Ivan+Novoseltsev+FC+Rostov,20900
/callum-paterson/profil/spieler/169555,Callum+Paterson+Cardiff,199000
/kieran-trippier/profil/spieler/95810,Kieran+Trippier+Tottenham,914000
/ridgeciano-haps/profil/spieler/228444,Ridgeciano+Haps+Feyenoord,63300
/mark-duffy/profil/spieler/105565,Mark+Duffy+Sheffield+United,1040000
/iago-falque/profil/spieler/59340,Iago+Falque+Torino,355000
