link,nationality,minutes,type_agent,pond_min
/wilson-kamavuaka/profil/spieler/55512,DR Congo,0,Small,0.0
/jese/profil/spieler/134936,Spain,114,Medium,12.666666666666666
/marco-dalessandro/profil/spieler/99232,Italy,544,Small,32.0
/lucas-vazquez/profil/spieler/221316,Spain,301,Medium,33.44444444444444
/yekta-kurtulus/profil/spieler/63204,Turkey,97,Medium,2.4871794871794872
/raul-guti/profil/spieler/330352,Spain,0,No agent,0.0
/abdul-aziz-tetteh/profil/spieler/157003,Ghana,0,Small,0.0
/franck-evina/profil/spieler/336331,Cameroon,0,Small,0.0
/ruben-pena/profil/spieler/238868,Spain,0,No agent,0.0
/keagan-dolly/profil/spieler/234006,South Africa,1042,Small,14.081081081081082
/lewis-wing/profil/spieler/517286,England,0,Small,0.0
/federico-cartabia/profil/spieler/242548,Argentina,0,No agent,0.0
/isaac-hayden/profil/spieler/206225,England,189,No agent,47.25
/jack-butland/profil/spieler/128899,England,603,Small,150.75
/michael-dawson/profil/spieler/9988,England,251,Small,62.75
/aly-ghazal/profil/spieler/254981,Egypt,642,Big,11.068965517241379
/martin-montoya/profil/spieler/68645,Spain,0,No agent,0.0
/cristian-pavon/profil/spieler/373170,Argentina,386,Small,35.09090909090909
/alvaro-medran/profil/spieler/253839,Spain,44,Small,4.888888888888888
/samba-sow/profil/spieler/89461,Mali,638,Small,9.666666666666666
/alejandro-romero-gamarra/profil/spieler/355817,Paraguay,143,No agent,3.972222222222222
/oghenekaro-etebo/profil/spieler/409106,Nigeria,1387,Small,32.25581395348837
/khaled-adenon/profil/spieler/39174,Benin,3741,Small,40.66304347826087
/michael-hefele/profil/spieler/102382,Germany,0,Medium,0.0
/aatif-chahechouhe/profil/spieler/73480,Morocco,188,Small,4.177777777777778
/ramon-pascal-lundqvist/profil/spieler/238084,Sweden,0,Big,0.0
/nouha-dicko/profil/spieler/173750,Mali,90,Big,1.3636363636363638
/mustafa-akbas/profil/spieler/98113,Turkey,0,No agent,0.0
/marakis/profil/spieler/188669,Portugal,0,No agent,0.0
/cristian-chavez/profil/spieler/70132,Argentina,0,No agent,0.0
/lazar-markovic/profil/spieler/144303,Serbia,1493,Relatives,51.48275862068965
/maksim-semakin/profil/spieler/72165,Russia,0,No agent,0.0
/zian-flemming/profil/spieler/411537,Netherlands,0,Medium,0.0
/robert-strauss/profil/spieler/18068,Germany,0,Small,0.0
/toni-lato/profil/spieler/320271,Spain,155,Medium,17.22222222222222
/jack-grealish/profil/spieler/203460,England,420,Big,105.0
/tim-matavz/profil/spieler/50303,Slovenia,1911,Medium,29.859375
/albert-adomah/profil/spieler/83430,Ghana,775,Small,15.816326530612244
/kiki/profil/spieler/270055,Portugal,0,Small,0.0
/jake-nerwinski/profil/spieler/482612,United States,0,No agent,0.0
/eljif-elmas/profil/spieler/400489,North Macedonia,579,Relatives,8.391304347826088
/dimitri-payet/profil/spieler/37647,France,2101,No agent,1050.5
/sven-ulreich/profil/spieler/40680,Germany,224,Small,17.230769230769234
/danilo-soares/profil/spieler/154396,Brazil,0,Small,0.0
/robert-muhren/profil/spieler/186763,Netherlands,0,Small,0.0
/johnny-russell/profil/spieler/55494,Scotland,449,No agent,10.951219512195122
/henri-lansbury/profil/spieler/44794,England,780,No agent,195.0
/brandon-servania/profil/spieler/455979,United States,629,No agent,26.208333333333332
/jailson/profil/spieler/366948,Brazil,0,No agent,0.0
/britt-assombalonga/profil/spieler/186172,DR Congo,0,No agent,0.0
/conor-townsend/profil/spieler/146509,England,0,Medium,0.0
/ivan-markelov/profil/spieler/106569,Russia,0,Medium,0.0
/marcelo/profil/spieler/52920,Brazil,0,Big,0.0
/anton-shunin/profil/spieler/37549,Russia,88,Medium,1.9130434782608696
/mikel-san-jose/profil/spieler/52469,Spain,494,Small,54.888888888888886
/jan-vertonghen/profil/spieler/43250,Belgium,9562,Medium,9562.0
/eric-miller/profil/spieler/245315,United States,0,Medium,0.0
/kyle-duncan/profil/spieler/349699,United States,167,No agent,6.958333333333333
/emmanuel-iyoha/profil/spieler/314245,Germany,58,Small,4.461538461538462
/romulo/profil/spieler/121756,Italy,0,Small,0.0
/murat-cem-akpinar/profil/spieler/388913,Turkey,243,Small,6.230769230769231
/luca-plogmann/profil/spieler/335997,Germany,360,Small,27.692307692307693
/erwin-mulder/profil/spieler/56631,Netherlands,0,Small,0.0
/david-junca/profil/spieler/164055,Spain,0,Big,0.0
/matias-caruzzo/profil/spieler/56573,Argentina,359,No agent,32.63636363636364
/vitor-goncalves/profil/spieler/194547,Portugal,95,Small,13.571428571428571
/markel-susaeta/profil/spieler/54245,Spain,18,No agent,2.0
/brice-samba/profil/spieler/191056,France,0,Medium,0.0
/geronimo-rulli/profil/spieler/229604,Argentina,149,Medium,13.545454545454545
/andrej-kramaric/profil/spieler/46580,Croatia,2156,Medium,431.20000000000005
/anaitz-arbilla/profil/spieler/71548,Spain,0,No agent,0.0
/alan/profil/spieler/73460,Brazil,0,Small,0.0
/benjamin-hubner/profil/spieler/52348,Germany,0,Small,0.0
/kevin-lankford/profil/spieler/338879,Germany,0,Medium,0.0
/enis-hajri/profil/spieler/28735,Tunisia,0,Small,0.0
/steve-mandanda/profil/spieler/23951,France,2462,Small,1231.0
/raul-navas/profil/spieler/142419,Spain,0,Small,0.0
/adrien-thomasson/profil/spieler/215977,France,0,No agent,0.0
/joshua-brenet/profil/spieler/207006,Netherlands,134,Medium,8.375
/erick-pulgar/profil/spieler/215616,Chile,644,Small,42.93333333333333
/nick-rimando/profil/spieler/39434,United States,1439,Medium,59.95833333333333
/lucas-villalba/profil/spieler/240913,Argentina,0,No agent,0.0
/simon-dawkins/profil/spieler/57488,Jamaica,1427,Small,25.035087719298243
/vitus-eicher/profil/spieler/57796,Germany,0,Medium,0.0
/fabian-ruiz/profil/spieler/350219,Spain,0,Medium,0.0
/carlos-akapo/profil/spieler/225015,Equatorial Guinea,1074,Medium,6.172413793103448
/niltinho/profil/spieler/271353,Brazil,0,Small,0.0
/borys-tashchy/profil/spieler/138292,Ukraine,0,Big,0.0
/aron-gunnarsson/profil/spieler/63821,Iceland,6365,Big,159.125
/william/profil/spieler/153207,Brazil,0,No agent,0.0
/toni-sunjic/profil/spieler/60790,Bosnia-Herzegovina,2692,Small,76.91428571428571
/antonin-barak/profil/spieler/272261,Czech Republic,939,No agent,19.5625
/callum-connolly/profil/spieler/308632,England,268,No agent,67.0
/joe-gomez/profil/spieler/256178,England,435,Medium,108.75
/junio/profil/spieler/520469,Brazil,0,Medium,0.0
/elhadji-pape-diaw/profil/spieler/410238,Senegal,90,No agent,3.9130434782608696
/florian-thauvin/profil/spieler/184892,France,162,No agent,81.0
/miguel-luis/profil/spieler/357161,Portugal,581,No agent,83.0
/carlos-martinez/profil/spieler/58074,Spain,0,No agent,0.0
/yannis-ammour/profil/spieler/420782,France,0,No agent,0.0
/facundo-sanchez/profil/spieler/107523,Argentina,0,Medium,0.0
/leo-stulac/profil/spieler/171159,Slovenia,61,Small,0.953125
/solly-march/profil/spieler/209212,England,148,Small,37.0
/sebastian-griesbeck/profil/spieler/153555,Germany,0,Medium,0.0
/lewis-dunk/profil/spieler/148153,England,90,Big,22.5
/bart-ramselaar/profil/spieler/326701,Netherlands,95,Medium,5.9375
/roman-tugarev/profil/spieler/289643,Russia,112,Medium,2.4347826086956523
/vladimir-rykov/profil/spieler/117802,Russia,90,No agent,1.9565217391304348
/greg-leigh/profil/spieler/201586,England,0,No agent,0.0
/costinha/profil/spieler/236886,Portugal,0,Small,0.0
/alex-meret/profil/spieler/240414,Italy,0,Medium,0.0
/joao-carvalho/profil/spieler/258005,Portugal,0,Big,0.0
/ayoze-perez/profil/spieler/246968,Spain,0,Small,0.0
/lukas-jutkiewicz/profil/spieler/33507,England,0,No agent,0.0
/mohammed-osman/profil/spieler/273431,Syria,282,Small,3.3571428571428568
/jaakko-oksanen/profil/spieler/433893,Finland,0,Small,0.0
/oualid-el-hajjam/profil/spieler/283127,Morocco,261,No agent,5.8
/taleb-tawatha/profil/spieler/60761,Israel,1267,Small,14.905882352941177
/jonathas/profil/spieler/58345,Brazil,0,Small,0.0
/moryke-fofana/profil/spieler/240497,Cote d'Ivoire,0,Small,0.0
/adrian-calello/profil/spieler/55911,Argentina,0,Small,0.0
/daniel-james/profil/spieler/319301,Wales,128,Big,6.7368421052631575
/baris-ekincier/profil/spieler/383223,Azerbaijan,0,Small,0.0
/jack-robinson/profil/spieler/128909,England,729,Medium,182.25
/kevin-mohwald/profil/spieler/94137,Germany,76,Medium,5.846153846153847
/christian-kouame/profil/spieler/337725,Cote d'Ivoire,0,Medium,0.0
/mucahit-can-akcay/profil/spieler/315202,Turkey,0,Small,0.0
/mohamed-drager/profil/spieler/192167,Tunisia,124,Medium,4.428571428571428
/joao-talocha/profil/spieler/205116,Portugal,0,Small,0.0
/reto-ziegler/profil/spieler/9915,Switzerland,2408,Small,301.0
/massimo-gobbi/profil/spieler/28020,Italy,14,Small,0.8235294117647058
/felix-wiedwald/profil/spieler/44594,Germany,0,Small,0.0
/diogo-verdasca/profil/spieler/225162,Portugal,0,Medium,0.0
/handwalla-bwana/profil/spieler/425824,Kenya,0,No agent,0.0
/jefferson-montero/profil/spieler/77932,Ecuador,3998,No agent,66.63333333333333
/paddy-mcnair/profil/spieler/167268,Northern Ireland,1410,No agent,42.72727272727273
/nicolai-muller/profil/spieler/39426,Germany,12,Big,0.9230769230769231
/ignacio-piatti/profil/spieler/37433,Argentina,0,Small,0.0
/gustavo-sauer/profil/spieler/336158,Brazil,0,Small,0.0
/ezequiel-videla/profil/spieler/125889,Argentina,0,No agent,0.0
/alan-ruiz/profil/spieler/190442,Argentina,265,No agent,24.09090909090909
/facundo-medina/profil/spieler/474800,Argentina,772,No agent,70.18181818181819
/bernard-tekpetey/profil/spieler/422380,Ghana,88,Small,1.7959183673469385
/angel-rangel/profil/spieler/66550,Spain,0,Big,0.0
/clemente/profil/spieler/59372,Portugal,0,No agent,0.0
/maximilian-mittelstadt/profil/spieler/282660,Germany,302,Medium,23.230769230769234
/ze-manuel/profil/spieler/113025,Portugal,0,Small,0.0
/iago-aspas/profil/spieler/72047,Spain,623,Big,69.22222222222221
/antonino-barilla/profil/spieler/39828,Italy,491,Small,28.88235294117647
/issam-chebake/profil/spieler/332049,Morocco,0,No agent,0.0
/dean-gerken/profil/spieler/42055,England,0,Medium,0.0
/joaquin-laso/profil/spieler/360797,Argentina,0,No agent,0.0
/aleksandr-anyukov/profil/spieler/17749,Russia,6132,Medium,133.30434782608694
/havard-nielsen/profil/spieler/136181,Norway,575,Medium,11.5
/osman-kakay/profil/spieler/419576,Sierra Leone,21,Medium,0.17948717948717952
/sebastian-ernst/profil/spieler/108198,Germany,0,Medium,0.0
/erick-gutierrez/profil/spieler/298796,Mexico,812,Small,45.11111111111111
/idrissa-doumbia/profil/spieler/430579,Cote d'Ivoire,0,Small,0.0
/dani-romera/profil/spieler/271451,Spain,0,Small,0.0
/leandro-paiva/profil/spieler/269524,Uruguay,0,No agent,0.0
/leon-bailey/profil/spieler/387626,Jamaica,0,Small,0.0
/german-herrera/profil/spieler/32710,Argentina,0,Small,0.0
/thomas-delaney/profil/spieler/91849,Denmark,2639,Medium,263.90000000000003
/tristan-nydam/profil/spieler/483545,England,60,Big,15.0
/pavel-kaloshin/profil/spieler/605627,Russia,0,No agent,0.0
/kurt-zouma/profil/spieler/157509,France,96,No agent,48.0
/yussuf-poulsen/profil/spieler/157635,Denmark,2310,Small,231.0
/lukas-hinterseer/profil/spieler/59054,Austria,348,Small,10.235294117647058
/sone-aluko/profil/spieler/42198,Nigeria,278,Small,6.465116279069767
/alexander-buttner/profil/spieler/38003,Netherlands,0,Medium,0.0
/alexandru-epureanu/profil/spieler/45340,Moldova,7259,Small,41.7183908045977
/nahuel-arena/profil/spieler/552629,Argentina,0,Relatives,0.0
/xisco-campos/profil/spieler/70946,Spain,0,Small,0.0
/luis-robles/profil/spieler/47289,United States,225,Small,9.375
/erik-zenga/profil/spieler/85961,Germany,791,Small,60.84615384615385
/martin-cranie/profil/spieler/27659,England,932,Medium,233.0
/dries-saddiki/profil/spieler/370042,Netherlands,0,No agent,0.0
/aymeric-laporte/profil/spieler/176553,France,0,No agent,0.0
/takashi-inui/profil/spieler/98249,Japan,1534,Small,59.0
/richie-laryea/profil/spieler/417348,Canada,0,Small,0.0
/zanka/profil/spieler/52059,Denmark,1464,Medium,146.4
/craig-noone/profil/spieler/81202,England,0,No agent,0.0
/dani-ceballos/profil/spieler/319745,Spain,441,Medium,49.0
/alexandre-mendy/profil/spieler/290561,France,0,Medium,0.0
/douglas-luiz/profil/spieler/447661,Brazil,0,Small,0.0
/borja-baston/profil/spieler/85324,Spain,0,Small,0.0
/marvin-ducksch/profil/spieler/125103,Germany,0,Big,0.0
/brent-kallman/profil/spieler/226643,United States,0,Small,0.0
/marcelo-brozovic/profil/spieler/156617,Croatia,3277,Small,655.4000000000001
/casimir-ninga/profil/spieler/392810,Chad,270,Small,1.5517241379310345
/kevin-gameiro/profil/spieler/27389,France,520,Small,260.0
/stijn-schaars/profil/spieler/4698,Netherlands,1151,Medium,71.9375
/rodrigo-salinas/profil/spieler/125750,Argentina,0,Relatives,0.0
/alejo-montero/profil/spieler/649998,Argentina,0,No agent,0.0
/agustin-fontana/profil/spieler/345229,Argentina,0,Small,0.0
/paul-baysse/profil/spieler/43256,France,450,Small,225.0
/oscar-cabezas/profil/spieler/514299,Colombia,0,Small,0.0
/mo-el-hankouri/profil/spieler/384587,Morocco,0,Medium,0.0
/andrew-hjulsager/profil/spieler/167798,Denmark,0,Relatives,0.0
/nuno-andre-coelho/profil/spieler/40858,Portugal,640,Small,91.42857142857142
/jay-chapman/profil/spieler/189032,Canada,70,Medium,0.8860759493670886
/fousseni-diabate/profil/spieler/364861,Mali,0,Medium,0.0
/gustavo-hamer/profil/spieler/322985,Netherlands,110,Medium,6.875
/tim-rieder/profil/spieler/111277,Germany,0,Small,0.0
/samir-handanovic/profil/spieler/28021,Slovenia,6994,Small,109.28125
/juan-forlin/profil/spieler/53332,Argentina,0,No agent,0.0
/lyanco/profil/spieler/379807,Brazil,0,Small,0.0
/sebastien-de-maio/profil/spieler/56830,France,0,Small,0.0
/joe-bennett/profil/spieler/90964,England,196,Medium,49.0
/alisson/profil/spieler/105470,Brazil,3105,Small,1035.0
/fernandinho/profil/spieler/26267,Brazil,2860,No agent,953.3333333333333
/emanuel-iniguez/profil/spieler/542138,Argentina,0,No agent,0.0
/giovanni-zarfino/profil/spieler/208022,Uruguay,0,Small,0.0
/jorge-fellipe/profil/spieler/132060,Brazil,0,Small,0.0
/fedor-chalov/profil/spieler/287183,Russia,33,Big,0.717391304347826
/wallace/profil/spieler/225335,Brazil,0,Big,0.0
/mauricio-rosales/profil/spieler/251619,Argentina,0,No agent,0.0
/tom-edwards/profil/spieler/430788,England,225,Medium,56.25
/andreas-cornelius/profil/spieler/203412,Denmark,1503,Small,150.3
/zaydou-youssouf/profil/spieler/471582,France,70,Small,35.0
/nathaniel-mendez-laing/profil/spieler/125409,England,0,Small,0.0
/charlie-lakin/profil/spieler/564048,England,0,Medium,0.0
/nahuel-estevez/profil/spieler/552472,Argentina,0,No agent,0.0
/ruben-aguilar/profil/spieler/203746,France,0,No agent,0.0
/federico-valverde/profil/spieler/369081,Uruguay,514,No agent,85.66666666666666
/esteban-andrada/profil/spieler/105888,Argentina,67,Medium,6.090909090909091
/dong-won-ji/profil/spieler/164265,"Korea, South",0,Small,0.0
/stephane-sparagna/profil/spieler/289216,France,0,Small,0.0
/serginho/profil/spieler/40555,Portugal,0,No agent,0.0
/jan-philipp-kalla/profil/spieler/30985,Germany,0,Small,0.0
/yoel-barcenas/profil/spieler/283473,Panama,1965,Small,26.200000000000003
/roger-espinoza/profil/spieler/71096,Honduras,3860,Small,62.25806451612903
/senou-coulibaly/profil/spieler/596240,France,0,No agent,0.0
/nacho-monreal/profil/spieler/43003,Spain,1545,Medium,171.66666666666666
/alessandro-bastoni/profil/spieler/315853,Italy,0,Medium,0.0
/aleksandr-kokorin/profil/spieler/89086,Russia,3332,No agent,72.43478260869566
/jeremy-grimm/profil/spieler/56294,France,0,No agent,0.0
/anthony-forde/profil/spieler/146494,Ireland,0,Small,0.0
/darko-lazovic/profil/spieler/70411,Serbia,359,Medium,12.379310344827585
/vasilije-janjicic/profil/spieler/265254,Switzerland,0,Relatives,0.0
/goncalo-cardoso/profil/spieler/587106,Portugal,180,Small,25.71428571428571
/daniel-bessa/profil/spieler/140757,Italy,0,Medium,0.0
/yoell-van-nieff/profil/spieler/187301,Netherlands,45,Medium,2.8125
/luis-alberto/profil/spieler/128220,Spain,16,Medium,1.7777777777777777
/ayaz-guliev/profil/spieler/260672,Russia,1187,No agent,25.804347826086957
/aleksandr-martynovich/profil/spieler/59352,Belarus,5248,No agent,64.0
/neto/profil/spieler/291968,Brazil,0,No agent,0.0
/dax-mccarty/profil/spieler/39479,United States,516,Medium,21.5
/luther-singh/profil/spieler/387378,South Africa,45,Small,0.6081081081081081
/zeki-erkilinc/profil/spieler/387218,Netherlands,0,No agent,0.0
/emmanuel-adebayor/profil/spieler/8883,Togo,4373,Small,34.1640625
/amin-younes/profil/spieler/96167,Germany,154,Small,11.846153846153847
/pasquale-schiattarella/profil/spieler/56762,Italy,0,Small,0.0
/emiliano-insua/profil/spieler/45599,Argentina,252,Small,22.90909090909091
/daniel-baier/profil/spieler/4018,Germany,13,Small,1.0
/fabri/profil/spieler/45882,Spain,0,Medium,0.0
/jordy-de-wijs/profil/spieler/215096,Netherlands,0,Medium,0.0
/hal-robson-kanu/profil/spieler/65976,Wales,2265,No agent,119.21052631578947
/thomas-fontaine/profil/spieler/80036,Madagascar,614,Small,5.63302752293578
/joe-allen/profil/spieler/51452,Wales,3867,No agent,203.52631578947367
/sam-johnson/profil/spieler/252062,Liberia,1132,Medium,7.256410256410256
/pirmin-schwegler/profil/spieler/14533,Switzerland,828,Medium,103.5
/jony/profil/spieler/228761,Spain,0,Medium,0.0
/wendel/profil/spieler/499721,Brazil,0,Small,0.0
/claudemir/profil/spieler/68275,Brazil,0,Small,0.0
/javi-galan/profil/spieler/448628,Spain,0,Medium,0.0
/niklas-lomb/profil/spieler/85543,Germany,0,Medium,0.0
/junior-sambia/profil/spieler/335147,France,0,No agent,0.0
/andrew-taylor/profil/spieler/29158,England,716,Medium,179.0
/fede-san-emeterio/profil/spieler/307519,Spain,0,Big,0.0
/dani-calvo/profil/spieler/326416,Spain,0,No agent,0.0
/kevin-wimmer/profil/spieler/122675,Austria,445,Medium,13.088235294117647
/juan-sanchez-mino/profil/spieler/169249,Argentina,0,Medium,0.0
/gael-kakuta/profil/spieler/74297,DR Congo,0,Small,0.0
/facundo-almada/profil/spieler/639390,Argentina,0,Small,0.0
/david-mcgoldrick/profil/spieler/35416,Ireland,0,No agent,0.0
/dario-van-den-buijs/profil/spieler/235274,Belgium,0,Small,0.0
/mats-kohlert/profil/spieler/288067,Germany,135,Medium,10.384615384615385
/antonio-barreca/profil/spieler/241889,Italy,0,Medium,0.0
/andoni-gorosabel/profil/spieler/289255,Spain,0,No agent,0.0
/jules-keita/profil/spieler/402117,Guinea,0,No agent,0.0
/matthew-pennington/profil/spieler/220755,England,20,Medium,5.0
/emmanuel-ledesma/profil/spieler/62247,Argentina,0,Small,0.0
/immanuel-hohn/profil/spieler/77920,Germany,0,Medium,0.0
/federico-peluso/profil/spieler/21763,Italy,156,Medium,9.176470588235293
/sergio-pellissier/profil/spieler/5928,Italy,28,Small,1.6470588235294117
/christian-walton/profil/spieler/208379,England,90,Small,22.5
/batuhan-artarslan/profil/spieler/237481,Turkey,174,Small,4.461538461538462
/ivan-novoseltsev/profil/spieler/231873,Russia,301,No agent,6.543478260869565
/callum-paterson/profil/spieler/169555,Scotland,723,No agent,17.634146341463417
/kieran-trippier/profil/spieler/95810,England,1267,Big,316.75
/ridgeciano-haps/profil/spieler/228444,Netherlands,90,Small,5.625
/mark-duffy/profil/spieler/105565,England,0,No agent,0.0
/iago-falque/profil/spieler/59340,Spain,0,Small,0.0
/dimitri-foulquier/profil/spieler/170472,Guadeloupe,159,Medium,0.9137931034482758
/rafael/profil/spieler/61892,Brazil,98,Small,32.666666666666664
/andrea-seculin/profil/spieler/85380,Italy,313,Small,18.41176470588235
/mark-anthony-kaye/profil/spieler/343553,Canada,365,Medium,4.620253164556962
/tim-kister/profil/spieler/54767,Germany,0,No agent,0.0
/ugur-demirok/profil/spieler/44977,Turkey,124,Small,3.1794871794871793
/matias-pellegrini/profil/spieler/606267,Argentina,0,No agent,0.0
/vedad-ibisevic/profil/spieler/21175,Bosnia-Herzegovina,5259,Big,150.25714285714284
/jordan-marie/profil/spieler/231025,France,0,Medium,0.0
/eduardo-henrique/profil/spieler/216118,Brazil,0,Small,0.0
/tim-parker/profil/spieler/354737,United States,119,No agent,4.958333333333333
/yuri-zhirkov/profil/spieler/16760,Russia,6709,No agent,145.84782608695653
/achraf-hakimi/profil/spieler/398073,Morocco,1483,Small,32.955555555555556
/bouna-sarr/profil/spieler/190685,France,0,Medium,0.0
/ruben-vezo/profil/spieler/257851,Portugal,0,No agent,0.0
/naim-sliti/profil/spieler/184491,Tunisia,2106,Small,75.21428571428571
/artem-dzyuba/profil/spieler/48067,Russia,2364,Relatives,51.391304347826086
/angel-gonzalez/profil/spieler/347920,Argentina,0,Small,0.0
/mauro-junior/profil/spieler/323910,Brazil,0,No agent,0.0
/bartosz-bialkowski/profil/spieler/24496,Poland,44,No agent,2.2
/jose-antonio-reyes/profil/spieler/7717,Spain,1096,Small,121.77777777777777
/abdelhamid-sabiri/profil/spieler/340394,Germany,0,Small,0.0
/dean-henderson/profil/spieler/258919,England,720,Medium,180.0
/maikel-kieftenbeld/profil/spieler/82332,Netherlands,0,Small,0.0
/stewart-downing/profil/spieler/4063,England,1521,Small,380.25
/ivan-novoseltsev/profil/spieler/231873,Russia,301,No agent,6.543478260869565
/rasmus-thelander/profil/spieler/129092,Denmark,0,Small,0.0
/baptiste-reynet/profil/spieler/190786,France,0,No agent,0.0
/juan-muniz/profil/spieler/85357,Spain,194,Medium,21.555555555555554
/joel-lynch/profil/spieler/33070,Wales,12,Medium,0.631578947368421
/jeremy-sorbon/profil/spieler/56820,France,0,Small,0.0
/leandro-chichizola/profil/spieler/95736,Argentina,0,No agent,0.0
/luca-zander/profil/spieler/139278,Germany,150,Small,11.538461538461538
/zhi-yang/profil/spieler/63522,China,2250,No agent,29.605263157894736
/arne-feick/profil/spieler/38609,Germany,525,Small,40.38461538461539
/nelson-monte/profil/spieler/332615,Portugal,81,No agent,11.571428571428571
/aly-cissokho/profil/spieler/57515,France,90,Small,45.0
/dennis-praet/profil/spieler/129588,Belgium,59,Small,59.0
/youssouf-sabaly/profil/spieler/135492,Senegal,974,Small,42.34782608695652
/taha-yalciner/profil/spieler/51938,Turkey,0,No agent,0.0
/dmitri-poloz/profil/spieler/98539,Russia,725,No agent,15.76086956521739
/barrie-mckay/profil/spieler/208934,Scotland,6,No agent,0.14634146341463417
/mickael-alphonse/profil/spieler/172153,Guadeloupe,270,Small,1.5517241379310345
/abdoulaye-diallo/profil/spieler/415271,Senegal,0,No agent,0.0
/adama-diomande/profil/spieler/93145,Norway,567,Small,11.34
/dan-crowley/profil/spieler/223225,England,0,Medium,0.0
/adrian-semper/profil/spieler/317057,Croatia,0,Medium,0.0
/leander-dendoncker/profil/spieler/168157,Belgium,451,Medium,451.0
/florent-muslija/profil/spieler/337036,Germany,226,Small,17.384615384615387
/cristian-romero/profil/spieler/355915,Argentina,0,Small,0.0
/sammy-ameobi/profil/spieler/92381,England,212,Medium,53.0
/joshua-king/profil/spieler/91059,Norway,2406,Small,48.120000000000005
/marcio-mossoro/profil/spieler/45596,Brazil,0,Small,0.0
/ronaldo-vieira/profil/spieler/434676,England,0,Big,0.0
/carlos-fernandez/profil/spieler/216464,Spain,26,Relatives,2.888888888888889
/patrick-twumasi/profil/spieler/188651,Ghana,88,No agent,1.7959183673469385
/gia-grigalava/profil/spieler/52089,Georgia,1843,Small,19.4
/ryan-shawcross/profil/spieler/45861,England,16,No agent,4.0
/mossa/profil/spieler/96094,Spain,0,Big,0.0
/paxton-pomykal/profil/spieler/455978,United States,613,Medium,25.541666666666664
/granit-xhaka/profil/spieler/111455,Switzerland,6241,Small,780.125
/goncalo-guedes/profil/spieler/225122,Portugal,771,Big,110.14285714285714
/agustin-verdugo/profil/spieler/528270,Argentina,0,Small,0.0
/thiago-silva/profil/spieler/29241,Brazil,6391,Small,2130.333333333333
/seth-sinovic/profil/spieler/144959,United States,0,No agent,0.0
/henry-wingo/profil/spieler/378478,United States,0,Small,0.0
/alberto-benito/profil/spieler/263748,Spain,0,Medium,0.0
/kei-kamara/profil/spieler/39049,Sierra Leone,2178,Small,18.615384615384617
/egor-sorokin/profil/spieler/288721,Russia,3,No agent,0.06521739130434782
/sam-mcqueen/profil/spieler/226968,England,90,No agent,22.5
/stefan-mitrovic/profil/spieler/143029,Serbia,949,No agent,32.724137931034484
/evan-bush/profil/spieler/148916,United States,0,Small,0.0
/paulinho/profil/spieler/211072,Portugal,0,Medium,0.0
/nicolas-de-la-cruz/profil/spieler/397458,Uruguay,0,Relatives,0.0
/jordan-hamilton/profil/spieler/294707,Canada,6,Small,0.0759493670886076
/tyrell-malacia/profil/spieler/339340,Netherlands,90,Big,5.625
/denis-terentjev/profil/spieler/144583,Russia,0,Small,0.0
/kevin-bonifazi/profil/spieler/247377,Italy,321,Medium,18.88235294117647
/frederik-ronnow/profil/spieler/107775,Denmark,630,Medium,63.0
/russell-teibert/profil/spieler/103627,Canada,1091,Medium,13.81012658227848
/fernando-barrientos/profil/spieler/154292,Argentina,0,No agent,0.0
/santiago-patino/profil/spieler/644780,United States,0,Medium,0.0
/franco-di-santo/profil/spieler/59783,Argentina,48,Small,4.363636363636363
/lucas-torro/profil/spieler/213670,Spain,0,Medium,0.0
/steven-bergwijn/profil/spieler/284165,Netherlands,305,Medium,19.0625
/jires-kembo-ekoko/profil/spieler/40446,France,0,Small,0.0
/vanja-vucicevic/profil/spieler/423612,Serbia,0,Small,0.0
/lucas-chaves/profil/spieler/360791,Argentina,0,No agent,0.0
/alan-schons/profil/spieler/378866,Brazil,0,Medium,0.0
/ricardo-esgaio/profil/spieler/139395,Portugal,1516,Small,216.57142857142856
/martin-dubravka/profil/spieler/74960,Slovakia,1484,Small,46.375
/vincent-kompany/profil/spieler/9594,Belgium,7068,Small,7068.0
/abdullahi-shehu/profil/spieler/262687,Nigeria,1726,Small,40.13953488372093
/konstantinos-mavropanos/profil/spieler/415912,Greece,0,Small,0.0
/chico-geraldes/profil/spieler/257456,Portugal,123,Small,17.57142857142857
/todd-kane/profil/spieler/154287,England,0,Medium,0.0
/fedor-kudryashov/profil/spieler/48634,Russia,2191,No agent,47.630434782608695
/mert-hakan-yandas/profil/spieler/306462,Turkey,0,Small,0.0
/jose-izquierdo/profil/spieler/147094,Colombia,173,Medium,14.416666666666666
/memphis-depay/profil/spieler/167850,Netherlands,3178,Big,198.625
/ander-iturraspe/profil/spieler/71571,Spain,134,Small,14.888888888888888
/dennis-hadzikadunic/profil/spieler/322065,Sweden,0,Small,0.0
/christian-atsu/profil/spieler/186997,Ghana,4005,Small,81.73469387755101
/kevin-mirallas/profil/spieler/33639,Belgium,2815,Small,2815.0
/angelo-fulgini/profil/spieler/250013,France,61,Small,30.5
/adam-marusic/profil/spieler/239802,Montenegro,2197,Small,41.45283018867924
/rodrigo-becao/profil/spieler/410158,Brazil,0,No agent,0.0
/patrik-sigurdur-gunnarsson/profil/spieler/429563,Iceland,0,Medium,0.0
