player,lastname,team,team_clas,league,team_country,player_link_tm,player_link_ws,team_ws_link,team_tm_link
Pasquale Schiattarella,Schiattarella,SPAL 2013,Above 200,Serie A (ITA),ITA,/pasquale-schiattarella/profil/spieler/56762,/Players/28001/Show/Pasquale-Schiattarella,/Teams/1502/Show/Italy-SPAL-2013,/spal-2013/startseite/verein/2722
Kevin Bonifazi,Bonifazi,SPAL 2013,Above 200,Serie A (ITA),ITA,/kevin-bonifazi/profil/spieler/247377,/Players/281433/Show/Kevin-Bonifazi,/Teams/1502/Show/Italy-SPAL-2013,/spal-2013/startseite/verein/2722
Jasmin Kurtic,Kurtic,SPAL 2013,Above 200,Serie A (ITA),ITA,/jasmin-kurtic/profil/spieler/85825,/Players/90287/Show/Jasmin-Kurtic,/Teams/1502/Show/Italy-SPAL-2013,/spal-2013/startseite/verein/2722
Filippo Costa,Costa,SPAL 2013,Above 200,Serie A (ITA),ITA,/filippo-costa/profil/spieler/197743,/Players/123468/Show/Filippo-Costa,/Teams/1502/Show/Italy-SPAL-2013,/spal-2013/startseite/verein/2722
Manuel Lazzari,Lazzari,SPAL 2013,Above 200,Serie A (ITA),ITA,/manuel-lazzari/profil/spieler/331401,/Players/287086/Show/Manuel-Lazzari,/Teams/1502/Show/Italy-SPAL-2013,/spal-2013/startseite/verein/2722
Andrea Petagna,Petagna,SPAL 2013,Above 200,Serie A (ITA),ITA,/andrea-petagna/profil/spieler/199258,/Players/122296/Show/Andrea-Petagna,/Teams/1502/Show/Italy-SPAL-2013,/spal-2013/startseite/verein/2722
Ilkay Gündogan,Gündogan,ManCity,Top 10,Premier League (ENG),ENG,/ilkay-gundogan/profil/spieler/53622,/Players/77464/Show/Ilkay-Gündogan,/Teams/167/Show/England-Manchester-City,/manchester-city/startseite/verein/281
Aymeric Laporte,Laporte,ManCity,Top 10,Premier League (ENG),ENG,/aymeric-laporte/profil/spieler/176553,/Players/122117/Show/Aymeric-Laporte,/Teams/167/Show/England-Manchester-City,/manchester-city/startseite/verein/281
Fernandinho,Fernandinho,ManCity,Top 10,Premier League (ENG),ENG,/fernandinho/profil/spieler/26267,/Players/19119/Show/Fernandinho,/Teams/167/Show/England-Manchester-City,/manchester-city/startseite/verein/281
Vincent Kompany,Kompany,ManCity,Top 10,Premier League (ENG),ENG,/vincent-kompany/profil/spieler/9594,/Players/10136/Show/Vincent-Kompany,/Teams/167/Show/England-Manchester-City,/manchester-city/startseite/verein/281
Benjamin Mendy,Mendy,ManCity,Top 10,Premier League (ENG),ENG,/benjamin-mendy/profil/spieler/157495,/Players/105962/Show/Benjamin-Mendy,/Teams/167/Show/England-Manchester-City,/manchester-city/startseite/verein/281
Raheem Sterling,Sterling,ManCity,Top 10,Premier League (ENG),ENG,/raheem-sterling/profil/spieler/134425,/Players/97692/Show/Raheem-Sterling,/Teams/167/Show/England-Manchester-City,/manchester-city/startseite/verein/281
Sandro Wagner,Wagner,Tianjin Teda,Above 200,Super League (CHI),CHI,/sandro-wagner/profil/spieler/39743,/Players/22669/Show/Sandro-Wagner,/Teams/2532/Show/China-Tianjin-Teda,/tianjin-teda/startseite/verein/3187
Frank Acheampong,Acheampong,Tianjin Teda,Above 200,Super League (CHI),CHI,/frank-acheampong/profil/spieler/157160,/Players/112064/Show/Frank-Acheampong,/Teams/2532/Show/China-Tianjin-Teda,/tianjin-teda/startseite/verein/3187
Pablo Marí,Marí,Deportivo La Coruna,Above 200,La Liga 2 (SPA),SPA,/pablo-mari/profil/spieler/210178,/Players/141032/Show/Pablo-Marí,/Teams/59/Show/Spain-Deportivo-La-Coruna,/deportivo-la-coruna/startseite/verein/897
Fede Cartabia,Cartabia,Deportivo La Coruna,Above 200,La Liga 2 (SPA),SPA,/federico-cartabia/profil/spieler/242548,/Players/135238/Show/Fede-Cartabia,/Teams/59/Show/Spain-Deportivo-La-Coruna,/deportivo-la-coruna/startseite/verein/897
Carlos Fernández,Fernández,Deportivo La Coruna,Above 200,La Liga 2 (SPA),SPA,/carlos-fernandez/profil/spieler/216464,/Players/140812/Show/Carlos-Fernández,/Teams/59/Show/Spain-Deportivo-La-Coruna,/deportivo-la-coruna/startseite/verein/897
Borja Valle,Valle,Deportivo La Coruna,Above 200,La Liga 2 (SPA),SPA,/borja-valle/profil/spieler/176067,/Players/97155/Show/Borja-Valle,/Teams/59/Show/Spain-Deportivo-La-Coruna,/deportivo-la-coruna/startseite/verein/897
Vicente Gómez,Gómez,Deportivo La Coruna,Above 200,La Liga 2 (SPA),SPA,/vicente-gomez/profil/spieler/153236,/Players/141303/Show/Vicente-Gómez,/Teams/59/Show/Spain-Deportivo-La-Coruna,/deportivo-la-coruna/startseite/verein/897
Nolan Mbemba,Mbemba,Reims,Above 200,Ligue 1 (FRA),FRA,/nolan-mbemba/profil/spieler/276768,/Players/317649/Show/Nolan-Mbemba,/Teams/950/Show/France-Reims,/stade-reims/startseite/verein/1421
Thomas Fontaine,Fontaine,Reims,Above 200,Ligue 1 (FRA),FRA,/thomas-fontaine/profil/spieler/80036,/Players/69995/Show/Thomas-Fontaine,/Teams/950/Show/France-Reims,/stade-reims/startseite/verein/1421
Hassane Kamara,Kamara,Reims,Above 200,Ligue 1 (FRA),FRA,/hassane-kamara/profil/spieler/290017,/Players/239881/Show/Hassane-Kamara,/Teams/950/Show/France-Reims,/stade-reims/startseite/verein/1421
Björn Engels,Engels,Reims,Above 200,Ligue 1 (FRA),FRA,/bjorn-engels/profil/spieler/193469,/Players/108493/Show/Björn-Engels,/Teams/950/Show/France-Reims,/stade-reims/startseite/verein/1421
Boulaye Dia,Dia,Reims,Above 200,Ligue 1 (FRA),FRA,/boulaye-dia/profil/spieler/626913,/Players/365122/Show/Boulaye-Dia,/Teams/950/Show/France-Reims,/stade-reims/startseite/verein/1421
André Claro,Claro,Boavista,Above 200,Liga NOS (POR),POR,/andre-claro/profil/spieler/86804,/Players/70618/Show/André-Claro,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
João Talocha,Talocha,Boavista,Above 200,Liga NOS (POR),POR,/joao-talocha/profil/spieler/205116,/Players/322733/Show/João-Talocha,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
Gustavo Sauer,Sauer,Boavista,Above 200,Liga NOS (POR),POR,/gustavo-sauer/profil/spieler/336158,/Players/295756/Show/Gustavo-Sauer,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
Stephane Sparagna,Sparagna,Boavista,Above 200,Liga NOS (POR),POR,/stephane-sparagna/profil/spieler/289216,/Players/231151/Show/Stephane-Sparagna,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
Gonçalo Cardoso,Cardoso,Boavista,Above 200,Liga NOS (POR),POR,/goncalo-cardoso/profil/spieler/587106,/Players/363057/Show/Gonçalo-Cardoso,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
Jubal,Jubal,Boavista,Above 200,Liga NOS (POR),POR,/jubal/profil/spieler/149928,/Players/141845/Show/Jubal,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
Carraça,Carraça,Boavista,Above 200,Liga NOS (POR),POR,/carraca/profil/spieler/291941,/Players/322735/Show/Carraça,/Teams/122/Show/Portugal-Boavista,/boavista-porto-fc/startseite/verein/2503
Lucas Tousart,Tousart,Lyon,Top 100,Ligue 1 (FRA),FRA,/lucas-tousart/profil/spieler/353948,/Players/300705/Show/Lucas-Tousart,/Teams/228/Show/France-Lyon,/olympique-lyon/startseite/verein/1041
Marcelo,Marcelo,Lyon,Top 100,Ligue 1 (FRA),FRA,/marcelo/profil/spieler/52920,/Players/27761/Show/Marcelo,/Teams/228/Show/France-Lyon,/olympique-lyon/startseite/verein/1041
Rafael,Rafael,Lyon,Top 100,Ligue 1 (FRA),FRA,/rafael/profil/spieler/61892,/Players/4092/Show/Rafael,/Teams/228/Show/France-Lyon,/olympique-lyon/startseite/verein/1041
Memphis Depay,Depay,Lyon,Top 100,Ligue 1 (FRA),FRA,/memphis-depay/profil/spieler/167850,/Players/110154/Show/Memphis-Depay,/Teams/228/Show/France-Lyon,/olympique-lyon/startseite/verein/1041
Alireza Jahanbakhsh,Jahanbakhsh,Brighton,Above 200,Premier League (ENG),ENG,/alireza-jahanbakhsh/profil/spieler/213268,/Players/133390/Show/Alireza-Jahanbakhsh,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
Beram Kayal,Kayal,Brighton,Above 200,Premier League (ENG),ENG,/beram-kayal/profil/spieler/44741,/Players/33318/Show/Beram-Kayal,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
Martín Montoya,Montoya,Brighton,Above 200,Premier League (ENG),ENG,/martin-montoya/profil/spieler/68645,/Players/91387/Show/Martín-Montoya,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
Solly March,March,Brighton,Above 200,Premier League (ENG),ENG,/solly-march/profil/spieler/209212,/Players/122926/Show/Solly-March,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
Lewis Dunk,Dunk,Brighton,Above 200,Premier League (ENG),ENG,/lewis-dunk/profil/spieler/148153,/Players/86441/Show/Lewis-Dunk,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
José Izquierdo,Izquierdo,Brighton,Above 200,Premier League (ENG),ENG,/jose-izquierdo/profil/spieler/147094,/Players/243548/Show/José-Izquierdo,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
Bernardo,Bernardo,Brighton,Above 200,Premier League (ENG),ENG,/bernardo/profil/spieler/364258,/Players/302588/Show/Bernardo,/Teams/211/Show/England-Brighton,/brighton-amp-hove-albion/startseite/verein/1237
Kekuta Manneh,Manneh,FC Cincinnati,Above 200,MLS (USA),USA,/kekuta-manneh/profil/spieler/253053,/Players/126969/Show/Kekuta-Manneh,/Teams/24949/Show/USA-FC-Cincinnati,/fc-cincinnati/startseite/verein/51772
Emmanuel Ledesma,Ledesma,FC Cincinnati,Above 200,MLS (USA),USA,/emmanuel-ledesma/profil/spieler/62247,/Players/41009/Show/Emmanuel-Ledesma,/Teams/24949/Show/USA-FC-Cincinnati,/fc-cincinnati/startseite/verein/51772
Eric Alexander,Alexander,FC Cincinnati,Above 200,MLS (USA),USA,/eric-alexander/profil/spieler/146031,/Players/84993/Show/Eric-Alexander,/Teams/24949/Show/USA-FC-Cincinnati,/fc-cincinnati/startseite/verein/51772
Caleb Stanko,Stanko,FC Cincinnati,Above 200,MLS (USA),USA,/caleb-stanko/profil/spieler/190269,/Players/136966/Show/Caleb-Stanko,/Teams/24949/Show/USA-FC-Cincinnati,/fc-cincinnati/startseite/verein/51772
Jordan Morris,Morris,Seattle Sounders FC,Above 200,MLS (USA),USA,/jordan-morris/profil/spieler/337807,/Players/313037/Show/Jordan-Morris,/Teams/5973/Show/USA-Seattle-Sounders-FC,/seattle-sounders-fc/startseite/verein/9636
Handwalla Bwana,Bwana,Seattle Sounders FC,Above 200,MLS (USA),USA,/handwalla-bwana/profil/spieler/425824,/Players/354085/Show/Handwalla-Bwana,/Teams/5973/Show/USA-Seattle-Sounders-FC,/seattle-sounders-fc/startseite/verein/9636
Henry Wingo,Wingo,Seattle Sounders FC,Above 200,MLS (USA),USA,/henry-wingo/profil/spieler/378478,/Players/334514/Show/Henry-Wingo,/Teams/5973/Show/USA-Seattle-Sounders-FC,/seattle-sounders-fc/startseite/verein/9636
Brad Smith,Smith,Seattle Sounders FC,Above 200,MLS (USA),USA,/brad-smith/profil/spieler/175745,/Players/141414/Show/Brad-Smith,/Teams/5973/Show/USA-Seattle-Sounders-FC,/seattle-sounders-fc/startseite/verein/9636
Saad Abdul-Salaam,Abdul-Salaam,Seattle Sounders FC,Above 200,MLS (USA),USA,/saad-abdul-salaam/profil/spieler/270532,/Players/280551/Show/Saad-Abdul-Salaam,/Teams/5973/Show/USA-Seattle-Sounders-FC,/seattle-sounders-fc/startseite/verein/9636
Yiyoung Park,Park,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/ih-yeong-park/profil/spieler/307397,/Players/333257/Show/Yiyoung-Park,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Kevin Lankford,Lankford,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/kevin-lankford/profil/spieler/338879,/Players/333721/Show/Kevin-Lankford,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Jan-Philipp Kalla,Kalla,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/jan-philipp-kalla/profil/spieler/30985,/Players/39131/Show/Jan-Philipp-Kalla,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Luca-Milan Zander,Zander,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/luca-zander/profil/spieler/139278,/Players/146627/Show/Luca-Milan-Zander,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Johannes Flum,Flum,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/johannes-flum/profil/spieler/38415,/Players/31839/Show/Johannes-Flum,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Waldemar Sobota,Sobota,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/waldemar-sobota/profil/spieler/110852,/Players/77794/Show/Waldemar-Sobota,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Henk Veerman,Veerman,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/henk-veerman/profil/spieler/271743,/Players/261017/Show/Henk-Veerman,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Ryo Miyaichi,Miyaichi,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/ryo-miyaichi/profil/spieler/129688,/Players/97376/Show/Ryo-Miyaichi,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Florian Carstens,Carstens,St. Pauli,Above 200,Bundesliga 2 (GER),GER,/florian-carstens/profil/spieler/334543,/Players/357090/Show/Florian-Carstens,/Teams/283/Show/Germany-St-Pauli,/fc-st-pauli/startseite/verein/35
Antonio Mirante,Mirante,Roma,Top 50,Serie A (ITA),ITA,/antonio-mirante/profil/spieler/22141,/Players/17949/Show/Antonio-Mirante,/Teams/84/Show/Italy-Roma,/as-rom/startseite/verein/12
Nicolò Zaniolo,Zaniolo,Roma,Top 50,Serie A (ITA),ITA,/nicolo-zaniolo/profil/spieler/392085,/Players/332398/Show/Nicolò-Zaniolo,/Teams/84/Show/Italy-Roma,/as-rom/startseite/verein/12
Patrik Schick,Schick,Roma,Top 50,Serie A (ITA),ITA,/patrik-schick/profil/spieler/242086,/Players/243565/Show/Patrik-Schick,/Teams/84/Show/Italy-Roma,/as-rom/startseite/verein/12
Federico Fazio,Fazio,Roma,Top 50,Serie A (ITA),ITA,/federico-fazio/profil/spieler/45314,/Players/29908/Show/Federico-Fazio,/Teams/84/Show/Italy-Roma,/as-rom/startseite/verein/12
Dominic Samuel,Samuel,Blackburn,Above 200,Championship (ENG),ENG,/dominic-samuel/profil/spieler/203784,/Players/122377/Show/Dominic-Samuel,/Teams/158/Show/England-Blackburn,/blackburn-rovers/startseite/verein/164
Richard Smallwood,Smallwood,Blackburn,Above 200,Championship (ENG),ENG,/richard-smallwood/profil/spieler/158713,/Players/90467/Show/Richard-Smallwood,/Teams/158/Show/England-Blackburn,/blackburn-rovers/startseite/verein/164
Adam Armstrong,Armstrong,Blackburn,Above 200,Championship (ENG),ENG,/adam-armstrong/profil/spieler/250426,/Players/136460/Show/Adam-Armstrong,/Teams/158/Show/England-Blackburn,/blackburn-rovers/startseite/verein/164
Daniel Butterworth,Butterworth,Blackburn,Above 200,Championship (ENG),ENG,/daniel-butterworth/profil/spieler/478637,/Players/362823/Show/Daniel-Butterworth,/Teams/158/Show/England-Blackburn,/blackburn-rovers/startseite/verein/164
Nils Butzen,Butzen,Magdeburg,Above 200,Bundesliga 2 (GER),GER,/nils-butzen/profil/spieler/151105,/Players/133021/Show/Nils-Butzen,/Teams/808/Show/Germany-Magdeburg,/1-fc-magdeburg/startseite/verein/187
Steffen Schäfer,Schäfer,Magdeburg,Above 200,Bundesliga 2 (GER),GER,/steffen-schafer/profil/spieler/119291,/Players/320799/Show/Steffen-Schäfer,/Teams/808/Show/Germany-Magdeburg,/1-fc-magdeburg/startseite/verein/187
Christopher Handke,Handke,Magdeburg,Above 200,Bundesliga 2 (GER),GER,/christopher-handke/profil/spieler/57704,/Players/133009/Show/Christopher-Handke,/Teams/808/Show/Germany-Magdeburg,/1-fc-magdeburg/startseite/verein/187
Christian Fernández,Fernández,Real Oviedo,Above 200,La Liga 2 (SPA),SPA,/christian-fernandez/profil/spieler/48294,/Players/71855/Show/Christian-Fernández,/Teams/61/Show/Spain-Real-Oviedo,/real-oviedo/startseite/verein/2497
Carlos Martínez,Martínez,Real Oviedo,Above 200,La Liga 2 (SPA),SPA,/carlos-martinez/profil/spieler/58074,/Players/33462/Show/Carlos-Martínez,/Teams/61/Show/Spain-Real-Oviedo,/real-oviedo/startseite/verein/2497
Juan Forlín,Forlín,Real Oviedo,Above 200,La Liga 2 (SPA),SPA,/juan-forlin/profil/spieler/53332,/Players/39810/Show/Juan-Forlín,/Teams/61/Show/Spain-Real-Oviedo,/real-oviedo/startseite/verein/2497
Yoel Bárcenas,Bárcenas,Real Oviedo,Above 200,La Liga 2 (SPA),SPA,/yoel-barcenas/profil/spieler/283473,/Players/143611/Show/Yoel-Bárcenas,/Teams/61/Show/Spain-Real-Oviedo,/real-oviedo/startseite/verein/2497
Mossa,Mossa,Real Oviedo,Above 200,La Liga 2 (SPA),SPA,/mossa/profil/spieler/96094,/Players/69992/Show/Mossa,/Teams/61/Show/Spain-Real-Oviedo,/real-oviedo/startseite/verein/2497
Djordje Mihailovic,Mihailovic,Chicago Fire,Above 200,MLS (USA),USA,/djordje-mihailovic/profil/spieler/484756,/Players/334726/Show/Djordje-Mihailovic,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Dax McCarty,McCarty,Chicago Fire,Above 200,MLS (USA),USA,/dax-mccarty/profil/spieler/39479,/Players/31740/Show/Dax-McCarty,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Brandt Bronico,Bronico,Chicago Fire,Above 200,MLS (USA),USA,/brandt-bronico/profil/spieler/271183,/Players/334493/Show/Brandt-Bronico,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Marcelo,Marcelo,Chicago Fire,Above 200,MLS (USA),USA,/marcelo/profil/spieler/190185,/Players/121767/Show/Marcelo,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Aleksandar Katai,Katai,Chicago Fire,Above 200,MLS (USA),USA,/aleksandar-katai/profil/spieler/139915,/Players/85047/Show/Aleksandar-Katai,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Cristian Martínez,Martínez,Chicago Fire,Above 200,MLS (USA),USA,/christian-martinez/profil/spieler/419247,/Players/318250/Show/Cristian-Martínez,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Jeremiah Gutjahr,Gutjahr,Chicago Fire,Above 200,MLS (USA),USA,/jeremiah-gutjahr/profil/spieler/402838,/Players/372329/Show/Jeremiah-Gutjahr,/Teams/1118/Show/USA-Chicago-Fire,/chicago-fire/startseite/verein/432
Éder,Éder,Jiangsu Suning FC,Above 200,Super League (CHI),CHI,/eder/profil/spieler/37418,/Players/22377/Show/Éder,/Teams/7125/Show/China-Jiangsu-Suning-FC,/jiangsu-guoxin-sainty/startseite/verein/22219
Abduhamit Abdugheni,Abdugheni,Jiangsu Suning FC,Above 200,Super League (CHI),CHI,/abduhamit-abdugheni/profil/spieler/449191,/Players/354046/Show/Abduhamit-Abdugheni,/Teams/7125/Show/China-Jiangsu-Suning-FC,/jiangsu-guoxin-sainty/startseite/verein/22219
Kyle Vassell,Vassell,Rotherham,Above 200,Championship (ENG),ENG,/kyle-vassell/profil/spieler/293002,/Players/139147/Show/Kyle-Vassell,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Anthony Forde,Forde,Rotherham,Above 200,Championship (ENG),ENG,/anthony-forde/profil/spieler/146494,/Players/105885/Show/Anthony-Forde,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Ben Wiles,Wiles,Rotherham,Above 200,Championship (ENG),ENG,/ben-wiles/profil/spieler/542471,/Players/361321/Show/Ben-Wiles,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Ryan Williams,Williams,Rotherham,Above 200,Championship (ENG),ENG,/ryan-williams/profil/spieler/192239,/Players/105280/Show/Ryan-Williams,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Semi Ajayi,Ajayi,Rotherham,Above 200,Championship (ENG),ENG,/semi-ajayi/profil/spieler/251912,/Players/247815/Show/Semi-Ajayi,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Joe Mattock,Mattock,Rotherham,Above 200,Championship (ENG),ENG,/joe-mattock/profil/spieler/49611,/Players/26124/Show/Joe-Mattock,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Matt Crooks,Crooks,Rotherham,Above 200,Championship (ENG),ENG,/matt-crooks/profil/spieler/169416,/Players/105742/Show/Matt-Crooks,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Michael Ihiekwe,Ihiekwe,Rotherham,Above 200,Championship (ENG),ENG,/michael-ihiekwe/profil/spieler/145923,/Players/105888/Show/Michael-Ihiekwe,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Billy Jones,Jones,Rotherham,Above 200,Championship (ENG),ENG,/billy-jones/profil/spieler/36866,/Players/8236/Show/Billy-Jones,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Darren Potter,Potter,Rotherham,Above 200,Championship (ENG),ENG,/darren-potter/profil/spieler/22231,/Players/131518/Show/Darren-Potter,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Joe Newell,Newell,Rotherham,Above 200,Championship (ENG),ENG,/joe-newell/profil/spieler/185342,/Players/136775/Show/Joe-Newell,/Teams/210/Show/England-Rotherham,/rotherham-united/startseite/verein/1194
Danilo Silva,Silva,Los Angeles FC,Above 200,MLS (USA),USA,/danilo-silva/profil/spieler/61952,/Players/74541/Show/Danilo-Silva,/Teams/27482/Show/USA-Los-Angeles-FC,/los-angeles-football-club/startseite/verein/51828
Mark-Anthony Kaye,Kaye,Los Angeles FC,Above 200,MLS (USA),USA,/mark-anthony-kaye/profil/spieler/343553,/Players/354088/Show/Mark-Anthony-Kaye,/Teams/27482/Show/USA-Los-Angeles-FC,/los-angeles-football-club/startseite/verein/51828
Adama Diomande,Diomande,Los Angeles FC,Above 200,MLS (USA),USA,/adama-diomande/profil/spieler/93145,/Players/243562/Show/Adama-Diomande,/Teams/27482/Show/USA-Los-Angeles-FC,/los-angeles-football-club/startseite/verein/51828
Jordan Harvey,Harvey,Los Angeles FC,Above 200,MLS (USA),USA,/jordan-harvey/profil/spieler/39354,/Players/39096/Show/Jordan-Harvey,/Teams/27482/Show/USA-Los-Angeles-FC,/los-angeles-football-club/startseite/verein/51828
Osvaldo Alonso,Alonso,Minnesota United,Above 200,MLS (USA),USA,/osvaldo-alonso/profil/spieler/62810,/Players/72567/Show/Osvaldo-Alonso,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089
Darwin Quintero,Quintero,Minnesota United,Above 200,MLS (USA),USA,/darwin-quintero/profil/spieler/55666,/Players/24734/Show/Darwin-Quintero,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089
Eric Miller,Miller,Minnesota United,Above 200,MLS (USA),USA,/eric-miller/profil/spieler/245315,/Players/143486/Show/Eric-Miller,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089
Brent Kallman,Kallman,Minnesota United,Above 200,MLS (USA),USA,/brent-kallman/profil/spieler/226643,/Players/298520/Show/Brent-Kallman,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089
Romain Métanire,Métanire,Minnesota United,Above 200,MLS (USA),USA,/romain-metanire/profil/spieler/154209,/Players/93546/Show/Romain-Métanire,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089
Hassani Dotson,Dotson,Minnesota United,Above 200,MLS (USA),USA,/hassani-dotson/profil/spieler/636081,/Players/371031/Show/Hassani-Dotson,/Teams/9293/Show/USA-Minnesota-United,/minnesota-united-fc/startseite/verein/56089
Martin Skrtel,Skrtel,Fenerbahce,Above 200,Super Lig (TUR),TUR,/martin-skrtel/profil/spieler/24180,/Players/19840/Show/Martin-Skrtel,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Eljif Elmas,Elmas,Fenerbahce,Above 200,Super Lig (TUR),TUR,/eljif-elmas/profil/spieler/400489,/Players/339579/Show/Eljif-Elmas,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Jailson,Jailson,Fenerbahce,Above 200,Super Lig (TUR),TUR,/jailson/profil/spieler/366948,/Players/318314/Show/Jailson,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Michael Frey,Frey,Fenerbahce,Above 200,Super Lig (TUR),TUR,/michael-frey/profil/spieler/147043,/Players/110427/Show/Michael-Frey,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Tolgay Arslan,Arslan,Fenerbahce,Above 200,Super Lig (TUR),TUR,/tolgay-arslan/profil/spieler/53536,/Players/77443/Show/Tolgay-Arslan,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Alper Potuk,Potuk,Fenerbahce,Above 200,Super Lig (TUR),TUR,/alper-potuk/profil/spieler/99186,/Players/75461/Show/Alper-Potuk,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Ismail Köybasi,Köybasi,Fenerbahce,Above 200,Super Lig (TUR),TUR,/ismail-koybasi/profil/spieler/74641,/Players/40574/Show/Ismail-Köybasi,/Teams/223/Show/Turkey-Fenerbahce,/fenerbahce-istanbul/startseite/verein/36
Ismael Quílez,Quílez,Aldosivi,Top 150,Primera División (ARG),ARG,/ismael-quilez/profil/spieler/91360,/Players/125600/Show/Ismael-Quílez,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301
Cristian Chávez,Chávez,Aldosivi,Top 150,Primera División (ARG),ARG,/cristian-chavez/profil/spieler/70132,/Players/41277/Show/Cristian-Chávez,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301
Lucas Villalba,Villalba,Aldosivi,Top 150,Primera División (ARG),ARG,/lucas-villalba/profil/spieler/240913,/Players/126251/Show/Lucas-Villalba,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301
Ezequiel Videla,Videla,Aldosivi,Top 150,Primera División (ARG),ARG,/ezequiel-videla/profil/spieler/125889,/Players/142259/Show/Ezequiel-Videla,/Teams/6145/Show/Argentina-Aldosivi,/club-atletico-aldosivi-mdp-/startseite/verein/12301
