link,age_group,days_miss,games_miss,miss_days_per_y
/adrian-semper/profil/spieler/317057,21-23,143.0,18.0,28.6
/leander-dendoncker/profil/spieler/168157,24-26,59.0,8.0,7.375
/florent-muslija/profil/spieler/337036,Sub_20,73.0,8.0,18.25
/cristian-romero/profil/spieler/355915,21-23,143.0,18.0,28.6
/sammy-ameobi/profil/spieler/92381,27-30,157.0,23.0,14.272727272727273
/joshua-king/profil/spieler/91059,27-30,183.0,26.0,16.636363636363637
/marcio-mossoro/profil/spieler/45596,Plus_35,257.0,28.0,13.526315789473685
/ronaldo-vieira/profil/spieler/434676,Sub_20,23.0,5.0,5.75
/carlos-fernandez/profil/spieler/216464,21-23,435.0,51.0,72.5
/patrick-twumasi/profil/spieler/188651,24-26,174.0,23.0,19.333333333333332
/gia-grigalava/profil/spieler/52089,27-30,103.0,9.0,7.923076923076923
/ryan-shawcross/profil/spieler/45861,31-34,230.0,31.0,15.333333333333334
/mossa/profil/spieler/96094,27-30,183.0,26.0,13.071428571428571
/paxton-pomykal/profil/spieler/455978,Sub_20,101.0,17.0,33.666666666666664
/granit-xhaka/profil/spieler/111455,24-26,174.0,23.0,17.4
/goncalo-guedes/profil/spieler/225122,21-23,107.0,20.0,17.833333333333332
/agustin-verdugo/profil/spieler/528270,21-23,143.0,18.0,28.6
/thiago-silva/profil/spieler/29241,31-34,426.0,77.0,23.666666666666668
/seth-sinovic/profil/spieler/144959,31-34,151.0,25.0,9.4375
/henry-wingo/profil/spieler/378478,21-23,112.0,16.0,16.0
/alberto-benito/profil/spieler/263748,24-26,35.0,6.0,3.5
/kei-kamara/profil/spieler/39049,31-34,18.0,3.0,1.0
/egor-sorokin/profil/spieler/288721,21-23,143.0,18.0,20.428571428571427
/sam-mcqueen/profil/spieler/226968,24-26,174.0,23.0,21.75
/stefan-mitrovic/profil/spieler/143029,27-30,176.0,22.0,14.666666666666666
/evan-bush/profil/spieler/148916,31-34,220.0,31.0,12.941176470588236
/paulinho/profil/spieler/211072,24-26,78.0,13.0,7.8
/nicolas-de-la-cruz/profil/spieler/397458,21-23,286.0,35.0,57.2
/jordan-hamilton/profil/spieler/294707,21-23,143.0,18.0,20.428571428571427
/tyrell-malacia/profil/spieler/339340,Sub_20,53.0,6.0,17.666666666666668
/denis-terentjev/profil/spieler/144583,24-26,265.0,29.0,26.5
/kevin-bonifazi/profil/spieler/247377,21-23,137.0,19.0,22.833333333333332
/frederik-ronnow/profil/spieler/107775,24-26,421.0,47.0,42.1
/russell-teibert/profil/spieler/103627,24-26,184.0,20.0,18.4
/fernando-barrientos/profil/spieler/154292,27-30,183.0,26.0,16.636363636363637
/santiago-patino/profil/spieler/644780,21-23,143.0,18.0,23.833333333333332
/franco-di-santo/profil/spieler/59783,27-30,387.0,57.0,27.642857142857142
/lucas-torro/profil/spieler/213670,24-26,187.0,30.0,23.375
/steven-bergwijn/profil/spieler/284165,21-23,99.0,6.0,19.8
/jires-kembo-ekoko/profil/spieler/40446,31-34,85.0,15.0,5.666666666666667
/vanja-vucicevic/profil/spieler/423612,21-23,143.0,18.0,28.6
/lucas-chaves/profil/spieler/360791,21-23,143.0,18.0,20.428571428571427
/alan-schons/profil/spieler/378866,24-26,174.0,23.0,19.333333333333332
/ricardo-esgaio/profil/spieler/139395,24-26,20.0,4.0,2.2222222222222223
/martin-dubravka/profil/spieler/74960,27-30,183.0,26.0,13.071428571428571
/vincent-kompany/profil/spieler/9594,31-34,598.0,108.0,35.1764705882353
/abdullahi-shehu/profil/spieler/262687,24-26,159.0,16.0,15.9
/konstantinos-mavropanos/profil/spieler/415912,21-23,117.0,28.0,23.4
/chico-geraldes/profil/spieler/257456,24-26,102.0,19.0,12.75
/todd-kane/profil/spieler/154287,24-26,318.0,55.0,35.333333333333336
/fedor-kudryashov/profil/spieler/48634,31-34,123.0,7.0,7.6875
/mert-hakan-yandas/profil/spieler/306462,24-26,101.0,14.0,12.625
/jose-izquierdo/profil/spieler/147094,24-26,234.0,37.0,23.4
/memphis-depay/profil/spieler/167850,24-26,48.0,11.0,5.333333333333333
/ander-iturraspe/profil/spieler/71571,27-30,250.0,45.0,17.857142857142858
/dennis-hadzikadunic/profil/spieler/322065,Sub_20,73.0,8.0,18.25
/christian-atsu/profil/spieler/186997,27-30,209.0,27.0,19.0
/kevin-mirallas/profil/spieler/33639,31-34,183.0,31.0,12.2
/angelo-fulgini/profil/spieler/250013,21-23,143.0,18.0,23.833333333333332
/adam-marusic/profil/spieler/239802,24-26,71.0,13.0,7.1
/rodrigo-becao/profil/spieler/410158,21-23,7.0,2.0,1.0
/patrik-sigurdur-gunnarsson/profil/spieler/429563,Sub_20,73.0,8.0,36.5
/mattias-bjarsmyr/profil/spieler/30386,31-34,139.0,20.0,8.176470588235293
/stefan-radu/profil/spieler/44420,31-34,266.0,39.0,16.625
/evgeni-kharin/profil/spieler/193464,21-23,143.0,18.0,20.428571428571427
/edwar-lopez/profil/spieler/572077,24-26,174.0,23.0,21.75
/edu-campabadal/profil/spieler/126722,24-26,378.0,41.0,37.8
/konstantin-pliev/profil/spieler/394400,21-23,143.0,18.0,23.833333333333332
/richard-smallwood/profil/spieler/158713,27-30,183.0,26.0,15.25
/jordy-clasie/profil/spieler/104223,27-30,191.0,25.0,17.363636363636363
/adama-traore/profil/spieler/204103,21-23,116.0,19.0,16.571428571428573
/serge-aurier/profil/spieler/127032,24-26,195.0,43.0,19.5
/hector-bellerin/profil/spieler/191217,24-26,263.0,43.0,32.875
/andres-lioi/profil/spieler/563336,21-23,143.0,18.0,23.833333333333332
/jan-arie-van-der-heijden/profil/spieler/45538,31-34,136.0,20.0,9.066666666666666
/mahmut-tekdemir/profil/spieler/54177,31-34,140.0,26.0,9.333333333333334
/almamy-toure/profil/spieler/216181,21-23,370.0,46.0,52.857142857142854
/jack-lankester/profil/spieler/602544,Sub_20,73.0,8.0,24.333333333333332
/bressan/profil/spieler/256453,24-26,47.0,3.0,4.7
/brandt-bronico/profil/spieler/271183,21-23,143.0,18.0,20.428571428571427
/andres-renteria/profil/spieler/233007,24-26,12.0,3.0,1.2
/erik-durm/profil/spieler/93922,27-30,570.0,94.0,51.81818181818182
/maciej-rybus/profil/spieler/59597,27-30,317.0,57.0,24.384615384615383
/kevin-stewart/profil/spieler/200782,24-26,49.0,9.0,5.444444444444445
/olamide-shodipo/profil/spieler/401268,21-23,143.0,18.0,28.6
/daniel-steininger/profil/spieler/195720,24-26,131.0,18.0,16.375
/georgi-schennikov/profil/spieler/70097,27-30,521.0,67.0,43.416666666666664
/ben-wiles/profil/spieler/542471,Sub_20,73.0,8.0,18.25
/bruno-fernandes/profil/spieler/240306,24-26,174.0,23.0,21.75
/kelyn-rowe/profil/spieler/183118,27-30,78.0,13.0,7.090909090909091
/luca-siligardi/profil/spieler/86079,31-34,294.0,35.0,19.6
/alexander-rossipal/profil/spieler/296188,21-23,142.0,16.0,23.666666666666668
/jubal/profil/spieler/149928,24-26,252.0,5.0,28.0
/vukasin-jovanovic/profil/spieler/264140,21-23,105.0,22.0,17.5
/david-atanga/profil/spieler/254284,21-23,74.0,17.0,12.333333333333334
/davinson-sanchez/profil/spieler/341429,21-23,50.0,15.0,8.333333333333334
/daan-klomp/profil/spieler/400671,Sub_20,73.0,8.0,18.25
/rodrigo-arciero/profil/spieler/322649,24-26,174.0,23.0,17.4
/mauricio-pereyra/profil/spieler/102452,27-30,44.0,9.0,3.3846153846153846
/johannes-flum/profil/spieler/38415,31-34,483.0,64.0,32.2
/josh-tymon/profil/spieler/419929,Sub_20,73.0,8.0,24.333333333333332
/ali-adnan/profil/spieler/261611,24-26,44.0,6.0,4.888888888888889
/kwadwo-asamoah/profil/spieler/63531,27-30,452.0,78.0,32.285714285714285
/lukas-frode/profil/spieler/153628,24-26,66.0,12.0,8.25
/matthias-verreth/profil/spieler/292817,21-23,143.0,18.0,28.6
/tom-barlow/profil/spieler/509916,21-23,143.0,18.0,20.428571428571427
/mauricio-toni/profil/spieler/540299,21-23,143.0,18.0,28.6
/waldemar-sobota/profil/spieler/110852,31-34,156.0,21.0,10.4
/ilya-abaev/profil/spieler/15569,Plus_35,61.0,14.0,2.9047619047619047
/adam-armstrong/profil/spieler/250426,21-23,19.0,3.0,3.1666666666666665
/michael-frey/profil/spieler/147043,24-26,481.0,62.0,60.125
/enzo-loiodice/profil/spieler/581781,Sub_20,30.0,5.0,15.0
/gael-clichy/profil/spieler/7449,31-34,316.0,59.0,18.58823529411765
/jackson-irvine/profil/spieler/192557,24-26,36.0,4.0,3.6
/joao-lopes/profil/spieler/547553,21-23,143.0,18.0,20.428571428571427
/bram-nuytinck/profil/spieler/104597,27-30,258.0,40.0,19.846153846153847
/tin-jedvaj/profil/spieler/206386,21-23,402.0,55.0,57.42857142857143
/claudio-spinelli/profil/spieler/504882,21-23,143.0,18.0,23.833333333333332
/carraca/profil/spieler/291941,24-26,174.0,23.0,17.4
/kikas/profil/spieler/383807,Sub_20,23.0,4.0,5.75
/atakan-akkaynak/profil/spieler/327542,Sub_20,73.0,8.0,18.25
/luca-zidane/profil/spieler/283489,21-23,231.0,32.0,46.2
/dario-melnjak/profil/spieler/238500,24-26,174.0,23.0,17.4
/james-mcclean/profil/spieler/85935,27-30,31.0,3.0,2.2142857142857144
/joaquin-correa/profil/spieler/227081,24-26,79.0,15.0,9.875
/ruben-rochina/profil/spieler/67548,27-30,221.0,29.0,18.416666666666668
/benjamin-pavard/profil/spieler/353366,21-23,92.0,8.0,13.142857142857142
/thomas-bruns/profil/spieler/172202,27-30,29.0,5.0,2.6363636363636362
/chadrac-akolo/profil/spieler/247459,24-26,561.0,35.0,70.125
/chris-mepham/profil/spieler/480987,21-23,143.0,18.0,28.6
/papy-djilobodji/profil/spieler/136610,27-30,21.0,3.0,1.5
/michael-de-leeuw/profil/spieler/110906,31-34,417.0,54.0,26.0625
/gonzalo-asis/profil/spieler/549958,21-23,143.0,18.0,20.428571428571427
/borja-valle/profil/spieler/176067,24-26,41.0,6.0,4.1
/felix-platte/profil/spieler/195782,21-23,773.0,88.0,110.42857142857143
/pol-llonch/profil/spieler/205276,24-26,18.0,3.0,1.8
/callum-elder/profil/spieler/271997,24-26,174.0,23.0,21.75
/abel-hernandez/profil/spieler/76608,27-30,784.0,127.0,65.33333333333333
/joao-novais/profil/spieler/228940,24-26,174.0,23.0,19.333333333333332
/charles/profil/spieler/16335,31-34,108.0,18.0,6.0
/jozabed-sanchez/profil/spieler/207924,27-30,54.0,8.0,4.5
/marcelo/profil/spieler/190185,27-30,232.0,22.0,17.846153846153847
/lionel-carole/profil/spieler/11530,27-30,101.0,20.0,8.416666666666666
/fabio-pacheco/profil/spieler/111200,27-30,39.0,6.0,2.7857142857142856
/sebastian-rode/profil/spieler/44466,27-30,468.0,79.0,39.0
/fredy-montero/profil/spieler/73852,31-34,58.0,13.0,3.8666666666666667
/francesco-magnanelli/profil/spieler/7093,31-34,261.0,38.0,14.5
/pablo-fornals/profil/spieler/357885,21-23,18.0,3.0,2.5714285714285716
/miiko-albornoz/profil/spieler/75852,27-30,207.0,23.0,17.25
/tim-van-de-berg/profil/spieler/447827,21-23,143.0,18.0,28.6
/maximilian-bauer/profil/spieler/388363,Sub_20,13.0,2.0,4.333333333333333
/ryan-williams/profil/spieler/192239,24-26,174.0,23.0,19.333333333333332
/caner-cavlan/profil/spieler/136550,27-30,32.0,1.0,2.909090909090909
/gonzalo-maroni/profil/spieler/441385,Sub_20,73.0,8.0,18.25
/zeki-yavru/profil/spieler/98131,27-30,48.0,11.0,4.363636363636363
/johannes-van-den-bergh/profil/spieler/31218,31-34,242.0,39.0,15.125
/nicolas-linares/profil/spieler/534616,21-23,143.0,18.0,20.428571428571427
/roberto-piccoli/profil/spieler/432092,Sub_20,73.0,8.0,36.5
/jimmy-briand/profil/spieler/18909,31-34,285.0,33.0,16.764705882352942
/sory-kaba/profil/spieler/355689,21-23,14.0,2.0,2.0
/justen-glad/profil/spieler/334597,21-23,58.0,8.0,9.666666666666666
/semi-ajayi/profil/spieler/251912,24-26,174.0,23.0,19.333333333333332
/kike-marquez/profil/spieler/101733,27-30,183.0,26.0,14.076923076923077
/james-chester/profil/spieler/73482,27-30,220.0,33.0,15.714285714285714
/ben-alnwick/profil/spieler/27036,31-34,30.0,5.0,1.875
/hassane-kamara/profil/spieler/290017,24-26,81.0,10.0,9.0
/joe-mattock/profil/spieler/49611,27-30,183.0,26.0,14.076923076923077
/emil-krafth/profil/spieler/184528,24-26,124.0,17.0,15.5
/cyrus-christie/profil/spieler/158623,24-26,95.0,16.0,9.5
/carlos-pita/profil/spieler/34566,31-34,220.0,31.0,12.222222222222221
/nicolas-schiappacasse/profil/spieler/345473,Sub_20,16.0,2.0,4.0
/tolgay-arslan/profil/spieler/53536,27-30,397.0,56.0,33.083333333333336
/tobias-reithmeir/profil/spieler/420298,Sub_20,73.0,8.0,24.333333333333332
/sean-klaiber/profil/spieler/268113,24-26,250.0,34.0,31.25
/jannik-pohl/profil/spieler/288432,21-23,106.0,11.0,15.142857142857142
/gaston-campi/profil/spieler/292174,27-30,183.0,26.0,15.25
/jasmin-kurtic/profil/spieler/85825,27-30,72.0,12.0,5.142857142857143
/matheus-reis/profil/spieler/379249,24-26,174.0,23.0,21.75
/federico-mattiello/profil/spieler/200194,21-23,702.0,58.0,100.28571428571429
/miles-robinson/profil/spieler/468022,21-23,143.0,18.0,23.833333333333332
/jose-luis-palomino/profil/spieler/125020,27-30,55.0,10.0,4.230769230769231
/nathaniel-clyne/profil/spieler/85177,27-30,302.0,52.0,25.166666666666668
/francesco-acerbi/profil/spieler/131075,31-34,199.0,30.0,13.266666666666667
/tim-chow/profil/spieler/196693,24-26,9.0,2.0,1.0
/cole-skuse/profil/spieler/48094,31-34,220.0,31.0,12.941176470588236
/daniel-lasure/profil/spieler/336736,24-26,77.0,15.0,8.555555555555555
/sergi-palencia/profil/spieler/268176,21-23,210.0,22.0,30.0
/kevin-vazquez/profil/spieler/221315,24-26,78.0,9.0,7.8
/raphael-framberger/profil/spieler/146163,21-23,621.0,69.0,88.71428571428571
/anton-belov/profil/spieler/425746,21-23,143.0,18.0,20.428571428571427
/nelson-semedo/profil/spieler/231572,24-26,143.0,28.0,15.88888888888889
/andre-zambo-anguissa/profil/spieler/354361,21-23,78.0,13.0,11.142857142857142
/marc-aurele-caillard/profil/spieler/205465,24-26,174.0,23.0,19.333333333333332
/arturo-vidal/profil/spieler/37666,31-34,174.0,21.0,11.6
/luciano-abecasis/profil/spieler/149435,27-30,183.0,26.0,15.25
/alexis-maldonado/profil/spieler/444100,21-23,143.0,18.0,28.6
/filip-kusic/profil/spieler/217285,21-23,143.0,18.0,23.833333333333332
/laurent-depoitre/profil/spieler/90583,27-30,32.0,6.0,2.2857142857142856
/michel-vorm/profil/spieler/26276,Plus_35,267.0,32.0,14.052631578947368
/theodor-gebre-selassie/profil/spieler/60632,31-34,125.0,16.0,7.8125
/vladimir-poluyakhtov/profil/spieler/58429,27-30,183.0,26.0,14.076923076923077
/oussama-tannane/profil/spieler/235540,24-26,316.0,47.0,35.111111111111114
/dusan-vlahovic/profil/spieler/357498,Sub_20,73.0,8.0,24.333333333333332
/diego-lainez/profil/spieler/371174,Sub_20,23.0,4.0,11.5
/thomas-amilivia/profil/spieler/639767,Sub_20,73.0,8.0,18.25
/stefan-posch/profil/spieler/223974,21-23,169.0,18.0,28.166666666666668
/agustin-allione/profil/spieler/189411,24-26,144.0,20.0,18.0
/romain-metanire/profil/spieler/154209,27-30,183.0,26.0,14.076923076923077
/nahitan-nandez/profil/spieler/315063,21-23,31.0,9.0,4.428571428571429
/jake-livermore/profil/spieler/61832,27-30,183.0,26.0,14.076923076923077
/paolo-goltz/profil/spieler/55183,31-34,104.0,18.0,5.777777777777778
/aleksandar-katai/profil/spieler/139915,27-30,20.0,2.0,1.6666666666666667
/oumar-niasse/profil/spieler/209781,27-30,183.0,26.0,14.076923076923077
/aymen-barkok/profil/spieler/315332,Sub_20,44.0,2.0,11.0
/filip-djuricic/profil/spieler/94307,27-30,70.0,8.0,6.363636363636363
/klaus-gjasula/profil/spieler/57598,27-30,209.0,22.0,16.076923076923077
/benjamin-mendy/profil/spieler/157495,24-26,506.0,101.0,63.25
/luciano-slagveer/profil/spieler/187298,24-26,123.0,21.0,13.666666666666666
/marc-muniesa/profil/spieler/74228,27-30,461.0,54.0,41.90909090909091
/lechii-sadulaev/profil/spieler/623553,Sub_20,73.0,8.0,24.333333333333332
/kenedy/profil/spieler/281404,21-23,121.0,12.0,17.285714285714285
/melvyn-lorenzen/profil/spieler/143121,24-26,568.0,65.0,71.0
/manu-garcia/profil/spieler/76273,31-34,220.0,31.0,12.941176470588236
/leon-musaev/profil/spieler/375668,Sub_20,73.0,8.0,18.25
/denis-glushakov/profil/spieler/55336,31-34,80.0,17.0,5.0
/tiago-mesquita/profil/spieler/130622,27-30,229.0,28.0,19.083333333333332
/murat-yildirim/profil/spieler/35530,31-34,31.0,4.0,2.066666666666667
/jose-valencia/profil/spieler/119183,27-30,333.0,43.0,30.272727272727273
/filippo-costa/profil/spieler/197743,21-23,64.0,10.0,9.142857142857142
/marcel-schmelzer/profil/spieler/35208,31-34,245.0,40.0,16.333333333333332
/jean-kevin-augustin/profil/spieler/264956,21-23,33.0,6.0,6.6
/cheikh-mbengue/profil/spieler/56795,27-30,133.0,25.0,9.5
/jonathan-sandoval/profil/spieler/74268,31-34,220.0,31.0,14.666666666666666
/luciano-vietto/profil/spieler/214316,24-26,59.0,10.0,6.555555555555555
/ivan-radovanovic/profil/spieler/46105,27-30,564.0,60.0,40.285714285714285
/nicklas-pedersen/profil/spieler/44588,31-34,191.0,21.0,12.733333333333333
/alfie-mawson/profil/spieler/287431,24-26,193.0,27.0,21.444444444444443
/enzo-kalinski/profil/spieler/67818,31-34,220.0,31.0,13.75
/reece-burke/profil/spieler/264220,21-23,143.0,18.0,23.833333333333332
/yuri-nesterenko/profil/spieler/147072,27-30,183.0,26.0,16.636363636363637
/daniel-bentley/profil/spieler/136401,24-26,174.0,23.0,19.333333333333332
/manuel-fernandes/profil/spieler/16791,31-34,391.0,54.0,23.0
/federico-marchetti/profil/spieler/22318,Plus_35,353.0,53.0,17.65
/willian-jose/profil/spieler/122155,27-30,137.0,18.0,12.454545454545455
/elias-gomez/profil/spieler/302139,24-26,174.0,23.0,21.75
/manu-barreiro/profil/spieler/72484,31-34,13.0,0.0,0.8125
/oliver-norwood/profil/spieler/73547,27-30,183.0,26.0,15.25
/eric-alexander/profil/spieler/146031,31-34,140.0,23.0,9.333333333333334
/mevlut-erdinc/profil/spieler/38360,31-34,100.0,21.0,6.25
/takashi-usami/profil/spieler/111881,27-30,153.0,27.0,13.909090909090908
/lucas-woudenberg/profil/spieler/221766,24-26,10.0,2.0,1.1111111111111112
/jonas-knudsen/profil/spieler/144904,24-26,174.0,23.0,17.4
/caleb-stanko/profil/spieler/190269,24-26,384.0,46.0,42.666666666666664
/ponck/profil/spieler/341516,24-26,174.0,23.0,21.75
/dairon-asprilla/profil/spieler/260381,24-26,30.0,5.0,3.0
/lucas-moura/profil/spieler/77100,24-26,88.0,16.0,8.8
/andrew-surman/profil/spieler/29975,31-34,317.0,48.0,19.8125
/robin-koch/profil/spieler/328784,21-23,143.0,18.0,23.833333333333332
/viktor-vasin/profil/spieler/60134,27-30,661.0,82.0,47.214285714285715
/lucas-melano/profil/spieler/220753,24-26,174.0,23.0,17.4
/grzegorz-krychowiak/profil/spieler/45184,27-30,88.0,22.0,6.769230769230769
/iago-herrerin/profil/spieler/71570,31-34,91.0,11.0,6.066666666666666
/mikhail-lysov/profil/spieler/289590,21-23,143.0,18.0,28.6
/ben-thompson/profil/spieler/337062,21-23,143.0,18.0,20.428571428571427
/joe-bryan/profil/spieler/194460,24-26,47.0,7.0,5.222222222222222
/brian-rowe/profil/spieler/213545,27-30,48.0,10.0,3.4285714285714284
/matt-crooks/profil/spieler/169416,24-26,60.0,9.0,6.666666666666667
/omer-sismanoglu/profil/spieler/50774,27-30,360.0,60.0,27.692307692307693
/kirill-panchenko/profil/spieler/106675,27-30,230.0,30.0,17.692307692307693
/delano-van-crooij/profil/spieler/159143,27-30,183.0,26.0,16.636363636363637
/hilal-ben-moussa/profil/spieler/223405,24-26,344.0,46.0,34.4
/tyler-adams/profil/spieler/332705,Sub_20,63.0,10.0,15.75
/henk-veerman/profil/spieler/271743,27-30,212.0,24.0,17.666666666666668
/hakan-ozmert/profil/spieler/17465,31-34,327.0,52.0,19.235294117647058
/eric-remedi/profil/spieler/362364,21-23,10.0,1.0,1.4285714285714286
/anibal-godoy/profil/spieler/161671,27-30,30.0,4.0,2.3076923076923075
/alper-potuk/profil/spieler/99186,27-30,185.0,32.0,15.416666666666666
/christian-martinez/profil/spieler/419247,21-23,10.0,1.0,1.6666666666666667
/mikhail-levashov/profil/spieler/148028,27-30,26.0,5.0,2.3636363636363638
/washington-camacho/profil/spieler/76490,31-34,32.0,4.0,1.8823529411764706
/yvon-mvogo/profil/spieler/147051,24-26,53.0,8.0,6.625
/rafael-crivellaro/profil/spieler/145692,27-30,76.0,10.0,5.428571428571429
/christopher-handke/profil/spieler/57704,27-30,78.0,8.0,5.571428571428571
/jamilu-collins/profil/spieler/254934,24-26,174.0,23.0,21.75
/florian-baak/profil/spieler/296345,Sub_20,83.0,11.0,20.75
/alex-tayo-akande/profil/spieler/209778,27-30,72.0,7.0,5.142857142857143
/aytac-kara/profil/spieler/159908,24-26,343.0,37.0,34.3
/ozer-hurmaci/profil/spieler/45004,31-34,464.0,66.0,29.0
/malcom/profil/spieler/323704,21-23,143.0,18.0,23.833333333333332
/brad-smith/profil/spieler/175745,24-26,338.0,36.0,37.55555555555556
/saad-abdul-salaam/profil/spieler/270532,27-30,20.0,2.0,1.8181818181818181
/ibrahima-cisse/profil/spieler/160380,24-26,148.0,18.0,16.444444444444443
/gavin-massey/profil/spieler/148258,24-26,174.0,23.0,17.4
/konrad-laimer/profil/spieler/223967,21-23,130.0,14.0,26.0
/aleksey-gritsaenko/profil/spieler/379634,21-23,40.0,4.0,5.714285714285714
/artem-golubev/profil/spieler/375663,Sub_20,73.0,8.0,18.25
/jack-price/profil/spieler/129062,24-26,174.0,23.0,17.4
/michael-ihiekwe/profil/spieler/145923,24-26,174.0,23.0,17.4
/adrian-dalmau/profil/spieler/288228,24-26,49.0,5.0,5.444444444444445
/matias-vecino/profil/spieler/143812,27-30,160.0,25.0,14.545454545454545
/enis-bardhi/profil/spieler/245014,21-23,7.0,2.0,1.0
/chechu-dorado/profil/spieler/70898,Plus_35,179.0,27.0,8.95
/mikel-merino/profil/spieler/338424,21-23,130.0,18.0,21.666666666666668
/johannes-wurtz/profil/spieler/93926,24-26,163.0,14.0,16.3
/sebastian-villa/profil/spieler/493000,21-23,143.0,18.0,23.833333333333332
/michael-ratajczak/profil/spieler/1257,Plus_35,22.0,4.0,1.0476190476190477
/mbilla-etame/profil/spieler/78798,27-30,486.0,71.0,34.714285714285715
/josh-vela/profil/spieler/173804,24-26,68.0,14.0,7.555555555555555
/vladislav-ignatjev/profil/spieler/51897,31-34,29.0,6.0,1.8125
/makhete-diop/profil/spieler/124757,31-34,220.0,31.0,14.666666666666666
/leandro-sapetti/profil/spieler/149486,27-30,29.0,3.0,2.0714285714285716
/ferhat-oztorun/profil/spieler/37839,31-34,82.0,18.0,5.125
/santi-mina/profil/spieler/255653,21-23,88.0,13.0,12.571428571428571
/calvin-verdonk/profil/spieler/258364,21-23,3.0,2.0,0.5
/hassani-dotson/profil/spieler/636081,21-23,143.0,18.0,28.6
/mike-te-wierik/profil/spieler/155806,24-26,97.0,15.0,9.7
/victor-cabrera/profil/spieler/353463,24-26,149.0,24.0,14.9
/matteo-scozzarella/profil/spieler/85208,27-30,288.0,32.0,20.571428571428573
/ryan-bennett/profil/spieler/67252,27-30,54.0,10.0,4.153846153846154
/mads-bech-sorensen/profil/spieler/372240,Sub_20,73.0,8.0,18.25
/oliver-baumann/profil/spieler/55089,27-30,8.0,2.0,0.6666666666666666
/ogenyi-onazi/profil/spieler/131709,24-26,316.0,43.0,31.6
/baptiste-santamaria/profil/spieler/285323,24-26,174.0,23.0,21.75
/fede-vico/profil/spieler/162079,24-26,174.0,23.0,21.75
/joao-camacho/profil/spieler/268732,24-26,53.0,9.0,6.625
/arkadiusz-milik/profil/spieler/191891,24-26,394.0,72.0,43.77777777777778
/joao-palhinha/profil/spieler/257455,21-23,4.0,1.0,0.5714285714285714
/karl-toko-ekambi/profil/spieler/315110,24-26,174.0,23.0,17.4
/bilal-kisa/profil/spieler/7444,Plus_35,435.0,73.0,22.894736842105264
/rudy-gestede/profil/spieler/39908,27-30,183.0,26.0,13.071428571428571
/lucas-olaza/profil/spieler/216240,24-26,131.0,16.0,16.375
/vitor-bruno/profil/spieler/130635,27-30,183.0,26.0,14.076923076923077
/otavio/profil/spieler/312314,24-26,174.0,23.0,19.333333333333332
/cristian-borja/profil/spieler/356099,24-26,15.0,2.0,1.5
/ollie-watkins/profil/spieler/324358,21-23,143.0,18.0,20.428571428571427
/leandro-paredes/profil/spieler/166237,24-26,145.0,17.0,18.125
/duvan-vergara/profil/spieler/413658,21-23,143.0,18.0,23.833333333333332
/dmitri-kombarov/profil/spieler/38782,31-34,38.0,6.0,2.375
/fernando-monetti/profil/spieler/69815,27-30,182.0,21.0,13.0
/carlos-pomares/profil/spieler/238872,24-26,174.0,23.0,17.4
/bastos/profil/spieler/195810,27-30,88.0,16.0,7.333333333333333
/daniel-carvajal/profil/spieler/138927,27-30,388.0,61.0,35.27272727272727
/abduhamit-abdugheni/profil/spieler/449191,21-23,143.0,18.0,28.6
/ceyhun-gulselam/profil/spieler/37216,31-34,48.0,9.0,3.2
/lorenzo-de-silvestri/profil/spieler/33571,27-30,276.0,31.0,19.714285714285715
/kevin-muller/profil/spieler/43824,27-30,44.0,6.0,3.6666666666666665
/facundo-roncaglia/profil/spieler/61546,31-34,119.0,15.0,7.4375
/dominic-calvert-lewin/profil/spieler/306024,21-23,122.0,12.0,20.333333333333332
/remi-matthews/profil/spieler/196722,24-26,92.0,14.0,10.222222222222221
/nayef-aguerd/profil/spieler/361914,21-23,143.0,18.0,20.428571428571427
/billy-jones/profil/spieler/36866,31-34,196.0,24.0,12.25
/wilfried-kanga/profil/spieler/395523,21-23,143.0,18.0,28.6
/filipe-melo/profil/spieler/134580,27-30,272.0,45.0,20.923076923076923
/mike-maignan/profil/spieler/182906,21-23,113.0,19.0,16.142857142857142
/nicky-beloko/profil/spieler/382774,Sub_20,73.0,8.0,24.333333333333332
/riccardo-meggiorini/profil/spieler/28936,31-34,315.0,37.0,18.529411764705884
/karim-benzema/profil/spieler/18922,31-34,244.0,40.0,16.266666666666666
/emmanuel-mas/profil/spieler/77153,27-30,6.0,0.0,0.42857142857142855
/damian-szymanski/profil/spieler/259881,21-23,159.0,20.0,22.714285714285715
/diego-mercado/profil/spieler/556049,21-23,143.0,18.0,23.833333333333332
/bernardo/profil/spieler/364258,24-26,86.0,11.0,10.75
/emanuel-taffertshofer/profil/spieler/196785,24-26,40.0,6.0,5.0
/mathias-jensen/profil/spieler/319859,21-23,157.0,23.0,22.428571428571427
/edin-visca/profil/spieler/109217,27-30,119.0,21.0,9.153846153846153
/ramon-azeez/profil/spieler/131667,24-26,84.0,11.0,8.4
/cris/profil/spieler/24946,Plus_35,69.0,12.0,3.6315789473684212
/luke-steele/profil/spieler/3539,31-34,220.0,31.0,12.222222222222221
/niklas-moisander/profil/spieler/5017,31-34,353.0,60.0,20.764705882352942
/abdoulay-diaby/profil/spieler/148396,27-30,156.0,20.0,14.181818181818182
