current_value,highest_value,last_team,prev_team,prev_prev_team,link,value_loss,current_log,double_trans
540000,540000,ADO Den Haag,Vendsyssel FF,Ermis Aradippou,/elson-hooi/profil/spieler/229228,0,13.199324418540456,2.580165647868961
1080000,1080000,Rostov,Zenit S-Pb,Tosno,/evgeni-chernov/profil/spieler/187024,0,13.892471599100402,2.6313470818366054
1350000,2250000,Heerenveen,Feyenoord,Excelsior,/warner-hahn/profil/spieler/111180,-900000,14.115615150414612,2.647281642081681
270000,270000,Valencia B,Alavés,Valencia B,/alex-blanco/profil/spieler/328914,0,12.506177237980511,2.5262227012804486
2250000,2250000,Atlanta United,Friars,TSV Neustadt/Aisch,/julian-gressel/profil/spieler/229640,0,14.626440774180603,2.6828309027395756
3600000,14400000,Genoa,Zenit S-Pb,Genoa,/domenico-criscito/profil/spieler/44136,-10800000,15.096444403426338,2.7144592461217063
900000,1350000,Nottm Forest,AIK,AIK,/alexander-milosevic/profil/spieler/171376,-450000,13.710150042306449,2.6181364375191847
630000,630000,SC Amiens,Quevilly-Rouen,SC Amiens,/jordan-lefort/profil/spieler/192492,0,13.353475098367715,2.5917766579661077
2700000,3150000,CA Rosario,CA Tucumán,CDJUG,/fernando-zampedri/profil/spieler/104006,-450000,14.808762330974558,2.6952190549681467
450000,450000,Colorado,Vancouver,Whitecaps FC 2,/deklan-wynne/profil/spieler/298228,0,13.017002861746503,2.5662564153311536
25200000,25200000,Liverpool,Sunderland,Coventry,/jordan-henderson/profil/spieler/61651,0,17.04235455248165,2.8357016898180127
315000,315000,Anzhi,Anzhi II,Akad. Krasnodar,/kamil-zakirov/profil/spieler/494353,0,12.66032791780777,2.5384733182611328
3150000,3150000,F. Düsseldorf,Greuther Fürth,Hannover 96,/niko-giesselmann/profil/spieler/72792,0,14.962913010801817,2.705574673564241
45000,45000,FC Dallas,Dallas Academy,No_team,/thomas-roberts/profil/spieler/513967,0,10.714417768752456,2.3715902894886067
450000,720000,Brentford B,SK Slavia Prag U19,No_team,/jan-zamburek/profil/spieler/487924,-270000,13.017002861746503,2.5662564153311536
1350000,1350000,F. Düsseldorf,F. Düsseldorf II,Düsseldorf U19,/robin-bormuth/profil/spieler/283286,0,14.115615150414612,2.647281642081681
9000000,9000000,Hertha BSC,Hertha BSC II,Hertha BSC U19,/jordan-torunarigha/profil/spieler/227110,0,16.012735135300492,2.773384351599064
1800000,5400000,Aston Villa,Crystal Palace,Genclerbirligi,/mile-jedinak/profil/spieler/28336,-3600000,14.403297222866392,2.667457154181619
3150000,5400000,Bournemouth,Aston Villa,Bournemouth,/tyrone-mings/profil/spieler/253677,-2250000,14.962913010801817,2.705574673564241
3150000,3150000,Aston Villa,Hibernian FC,St. Mirren,/john-mcginn/profil/spieler/193116,0,14.962913010801817,2.705574673564241
16200000,16200000,Wolves,Atlético Madrid,Wolves,/diogo-jota/profil/spieler/340950,0,16.600521800202614,2.8094341286156133
450000,720000,NY Red Bulls,Demon Deacons,NYRB U-23,/omir-fernandez/profil/spieler/467271,-270000,13.017002861746503,2.5662564153311536
3600000,4500000,SD Eibar,Catania,SD Eibar,/gonzalo-escalante/profil/spieler/266795,-900000,15.096444403426338,2.7144592461217063
5400000,5400000,San Lorenzo,Évian,San Lorenzo,/nicolas-blandi/profil/spieler/153022,0,15.501909511534503,2.740963210629956
900000,900000,ADO Den Haag,ADO U19,ADO U17,/danny-bakker/profil/spieler/250440,0,13.710150042306449,2.6181364375191847
1800000,2700000,SD Eibar,Málaga CF,Celta de Vigo,/charles/profil/spieler/154059,-900000,14.403297222866392,2.667457154181619
1350000,3600000,Independiente,Vélez Sarsfield,Independiente,/leandro-fernandez/profil/spieler/131840,-2250000,14.115615150414612,2.647281642081681
10800000,18000000,CSKA Moscow,CSKA Moscow II,DYuSSh CSKA,/igor-akinfeev/profil/spieler/15570,-7200000,16.195056692094447,2.7847060532095984
450000,720000,Colorado,Denver Pioneers,Colorado U23,/andre-shinyashiki/profil/spieler/636331,-270000,13.017002861746503,2.5662564153311536
1800000,1800000,Millwall,Reading,Millwall,/jake-cooper/profil/spieler/243603,0,14.403297222866392,2.667457154181619
162000000,162000000,Paris SG,FC Barcelona,Santos FC,/neymar/profil/spieler/68290,0,18.903106893196657,2.9393262944391387
67500000,67500000,Arsenal,Bor. Dortmund,Saint-Étienne,/pierre-emerick-aubameyang/profil/spieler/58864,0,18.02763815584276,2.891906033395707
810000,810000,SV Darmstadt 98,Greuther Fürth,Fatih Karagümrük,/serdar-dursun/profil/spieler/80059,0,13.604789526648622,2.6104219018214327
1350000,14400000,Udinese Calcio,Watford,Hamburger SV,/valon-behrami/profil/spieler/21905,-13050000,14.115615150414612,2.647281642081681
630000,1350000,CD Lugo,Girona,UD Almería,/cristian-herrera/profil/spieler/237617,-720000,13.353475098367715,2.5917766579661077
675000,675000,Nacional,Anápolis-GO,Penafiel,/kalindi/profil/spieler/379377,0,13.422467969854667,2.5969300170092384
7200000,7650000,SSC Napoli,Sampdoria,SSC Napoli,/lorenzo-tonelli/profil/spieler/111347,-450000,15.789591583986283,2.7593509624476806
900000,2250000,Lausanne-Sport,R. Majadahonda,Lausanne-Sport,/enzo-zidane/profil/spieler/106825,-1350000,13.710150042306449,2.6181364375191847
9000000,10800000,Paris SG,E. Frankfurt,Paris SG,/kevin-trapp/profil/spieler/45672,-1800000,16.012735135300492,2.773384351599064
1800000,3150000,1. FC Köln,SC Amiens,1. FC Köln,/serhou-guirassy/profil/spieler/270541,-1350000,14.403297222866392,2.667457154181619
22500000,22500000,Bay. Leverkusen,TSG Hoffenheim,Hamburger SV,/kerem-demirbay/profil/spieler/125858,0,16.929025867174648,2.829029655634018
270000,900000,Y. Malatyaspor,Balikesirspor,Manisaspor,/bulent-cevahir/profil/spieler/147518,-630000,12.506177237980511,2.5262227012804486
360000,450000,SD Huesca,Mumbai City,Platanias,/juan-aguilera/profil/spieler/75820,-90000,12.793859310432293,2.5489653144403843
270000,270000,CD Lugo,Elche CF,Real Oviedo,/josete/profil/spieler/77037,0,12.506177237980511,2.5262227012804486
675000,675000,VVV-Venlo,FC Den Bosch,Feyenoord U19,/moreno-rutten/profil/spieler/187296,0,13.422467969854667,2.5969300170092384
675000,675000,Timbers,Minnesota Utd.,Salt Lake,/jeff-attinella/profil/spieler/179323,0,13.422467969854667,2.5969300170092384
9000000,9000000,VfB Stuttgart,Galatasaray,Galatasaray U21,/ozan-kabak/profil/spieler/361260,0,16.012735135300492,2.773384351599064
900000,1580000,Bor. M'gladbach,Holstein Kiel,Bor. M'gladbach,/laszlo-benes/profil/spieler/243188,-680000,13.710150042306449,2.6181364375191847
6300000,11700000,TSG Hoffenheim,Standard Liège,Werder Bremen,/ishak-belfodil/profil/spieler/111039,-5400000,15.65606019136176,2.7508580747058122
225000,360000,Nacional,Moura,Naval,/mauro-cerqueira/profil/spieler/352847,-135000,12.323855681186558,2.5115368702785252
13500000,13500000,SSC Napoli,AS Roma,SSC Napoli,/mario-rui/profil/spieler/87884,0,16.41820024340866,2.798390490429152
13500000,13500000,Huddersfield,Monaco,Huddersfield,/terence-kongolo/profil/spieler/152651,0,16.41820024340866,2.798390490429152
720000,3150000,KS Samara,Anzhi,Spartak Moscow,/pavel-yakovlev/profil/spieler/63170,-2430000,13.487006490992238,2.601726739812297
6300000,14400000,Villarreal,Bologna,Villarreal,/nicola-sansone/profil/spieler/82048,-8100000,15.65606019136176,2.7508580747058122
9000000,9000000,FC Barcelona,FC Barcelona B,SD Eibar,/marc-cucurella/profil/spieler/284857,0,16.012735135300492,2.773384351599064
135000,2250000,FC Augsburg,1.FC K'lautern,FC Augsburg,/jan-ingwer-callsen-bracker/profil/spieler/3851,-2115000,11.813030057420567,2.469203164398985
45000000,45000000,FC Barcelona,Sevilla FC,AS Nancy,/clement-lenglet/profil/spieler/182904,0,17.622173047734595,2.8691579413789916
2700000,9000000,E. Frankfurt,SSC Napoli,Chievo Verona,/jonathan-de-guzman/profil/spieler/31067,-6300000,14.808762330974558,2.6952190549681467
13500000,13500000,Boca Juniors,América,Club Tijuana,/dario-benedetto/profil/spieler/92693,0,16.41820024340866,2.798390490429152
1800000,2250000,Braga,Anápolis-GO,Coimbra,/marcelo-goiano/profil/spieler/248903,-450000,14.403297222866392,2.667457154181619
360000,360000,CD Lugo,Dep. Aragón,Zaragoza Juv. A,/sergio-gil/profil/spieler/255994,0,12.793859310432293,2.5489653144403843
5400000,5400000,Boca Juniors,Huracán,Boca Juniors,/ramon-abila/profil/spieler/88049,0,15.501909511534503,2.740963210629956
1130000,1130000,Kansas,KV Mechelen,OH Leuven,/yohan-croizet/profil/spieler/195910,0,13.937728190688523,2.634599421512393
630000,630000,Erzgebirge Aue,K'lautern II,K'lautern U19,/calogero-rizzuto/profil/spieler/93753,0,13.353475098367715,2.5917766579661077
720000,9000000,KS Samara,Spartak Moscow,Loko Moscow,/aleksandr-samedov/profil/spieler/15076,-8280000,13.487006490992238,2.601726739812297
900000,3600000,Sunderland,Wigan,Everton,/darron-gibson/profil/spieler/42413,-2700000,13.710150042306449,2.6181364375191847
1350000,4050000,Sivasspor,Dynamo Kyiv,Sivasspor,/serhii-rybalka/profil/spieler/81649,-2700000,14.115615150414612,2.647281642081681
540000,720000,Benfica B,Santa Clara,Benfica B,/martin-chrien/profil/spieler/252712,-180000,13.199324418540456,2.580165647868961
2700000,2700000,SD Huesca,Sint-Truiden,Albacete,/jorge-pulido/profil/spieler/67546,0,14.808762330974558,2.6952190549681467
3150000,5850000,West Brom,Nottm Forest,Racing Club,/claudio-yacob/profil/spieler/45330,-2700000,14.962913010801817,2.705574673564241
1350000,1800000,Granada CF,CQ Dangdai Lif.,Lanús,/nicolas-aguirre/profil/spieler/88166,-450000,14.115615150414612,2.647281642081681
1260000,2700000,Vélez Sarsfield,Vélez II,Vélez U20,/lautaro-gianetti/profil/spieler/225963,-1440000,14.04662227892766,2.642381959683552
2700000,5400000,Cardiff,FC Lorient,SCO Angers,/bruno-ecuele-manga/profil/spieler/60990,-2700000,14.808762330974558,2.6952190549681467
4500000,4500000,Swansea,Barnsley FC,Swansea,/oliver-mcburnie/profil/spieler/298477,0,15.319587954740548,2.72913226804608
180000,720000,Antalyaspor,Genclerbirligi,Dardanelspor,/ferhat-kaplan/profil/spieler/93104,-540000,12.100712129872347,2.493264304579342
1130000,4500000,Konyaspor,Werder Bremen,FC Metz,/fallou-diagne/profil/spieler/82389,-3370000,13.937728190688523,2.634599421512393
12600000,12600000,Real Betis,Reims,Stade Reims B,/aissa-mandi/profil/spieler/80293,0,16.349207371921707,2.7941794173865815
450000,450000,1.FSV Mainz 05,Holstein Kiel,1.FSV Mainz 05,/aaron-seydel/profil/spieler/187499,0,13.017002861746503,2.5662564153311536
31500000,31500000,Celta de Vigo,Defensor,Defensor U19,/maximiliano-gomez/profil/spieler/396894,0,17.26549810379586,2.84871018092077
8100000,8100000,Krasnodar,Torpedo Moscow,Luch Vladivostok,/yuri-gazinskiy/profil/spieler/159957,0,15.907374619642667,2.766782814254532
2700000,3600000,Guingamp,Évian,SM Caen,/nicolas-benezet/profil/spieler/164230,-900000,14.808762330974558,2.6952190549681467
225000,1130000,Chicago Fire,ADO Den Haag,FC Voluntari,/john-goossens/profil/spieler/35527,-905000,12.323855681186558,2.5115368702785252
495000,3380000,Antalyaspor,Eskisehirspor,West Ham,/ruud-boffin/profil/spieler/31336,-2885000,13.112313041550827,2.57355171558842
450000,9000000,Marseille,Trabzonspor,Marseille,/tomas-hubocan/profil/spieler/63252,-8550000,13.017002861746503,2.5662564153311536
405000,405000,ADO Den Haag,FC Emmen,ADO Den Haag,/nick-kuipers/profil/spieler/159032,0,12.911642346088676,2.5581294118013846
1800000,17100000,Alanyaspor,SD Luneng,Newcastle,/papiss-demba-cisse/profil/spieler/33952,-15300000,14.403297222866392,2.667457154181619
675000,900000,Bolton,Millwall,Bolton,/ben-amos/profil/spieler/73472,-225000,13.422467969854667,2.5969300170092384
1350000,1800000,Chaves,Rad,Rad U19,/nikola-maras/profil/spieler/258475,-450000,14.115615150414612,2.647281642081681
225000,225000,1. FC Köln,Holstein Kiel,1. FC Köln,/yann-aurel-bisseck/profil/spieler/441986,0,12.323855681186558,2.5115368702785252
13500000,13500000,Athletic,Bilbao Athletic,CD Basconia,/yeray-alvarez/profil/spieler/255488,0,16.41820024340866,2.798390490429152
765000,765000,Estudiantes,Estudiantes II,Estudiantes U20,/ivan-gomez/profil/spieler/459318,0,13.547631112808673,2.606211706418953
900000,31500000,FC Porto,Real Madrid,Real Madrid B,/iker-casillas/profil/spieler/3979,-30600000,13.710150042306449,2.6181364375191847
360000,405000,SV Sandhausen,Hallescher FC,VfL Bochum II,/maximilian-jansen/profil/spieler/149209,-45000,12.793859310432293,2.5489653144403843
360000,360000,VfL Bochum,FC Wacker,Grödig,/dominik-baumgartner/profil/spieler/206906,0,12.793859310432293,2.5489653144403843
180000,180000,Colorado,Charlotte Ind.,Colorado,/niki-jackson/profil/spieler/544390,0,12.100712129872347,2.493264304579342
900000,900000,Montpellier,Defensor,Defensor U19,/mathias-suarez/profil/spieler/294895,0,13.710150042306449,2.6181364375191847
900000,2930000,Braga,RCD Mallorca,Braga,/nikola-stojiljkovic/profil/spieler/113504,-2030000,13.710150042306449,2.6181364375191847
360000,360000,PSV U21,PSV U19,PSV U17,/jordan-teze/profil/spieler/364245,0,12.793859310432293,2.5489653144403843
2250000,6750000,Levante,Braga,Braga B,/nikola-vukcevic/profil/spieler/151470,-4500000,14.626440774180603,2.6828309027395756
22500000,22500000,Real Sociedad,Real Madrid,Real Sociedad,/asier-illarramendi/profil/spieler/59344,0,16.929025867174648,2.829029655634018
4950000,27900000,Zenit S-Pb,Juventus,FC Empoli,/claudio-marchisio/profil/spieler/44716,-22950000,15.414898134544874,2.735334453112898
270000,270000,RCD Mallorca,RCD Mallorca B,Barakaldo CF,/iddrisu-baba/profil/spieler/442805,0,12.506177237980511,2.5262227012804486
4050000,4050000,Krasnodar,AIK,FC Midtjylland,/kristoffer-olsson/profil/spieler/193592,0,15.214227439082721,2.7222310057917984
5850000,5850000,CSKA Moscow,Rubin Kazan,Rubin Kazan II,/ilzat-akhmetov/profil/spieler/334440,0,15.58195221920804,2.746113335494521
22500000,22500000,Everton,FC Barcelona,Paris SG,/lucas-digne/profil/spieler/126664,0,16.929025867174648,2.829029655634018
900000,900000,Akhmat Grozny,Ponte Preta,Ponte Preta U17,/ravanelli/profil/spieler/390370,0,13.710150042306449,2.6181364375191847
144000000,162000000,FC Barcelona,FC Barcelona B,Barcelona C,/lionel-messi/profil/spieler/28003,-18000000,18.785323857540273,2.9330759190977247
7200000,16200000,SSC Napoli,Real Madrid,Valencia,/raul-albiol/profil/spieler/15452,-9000000,15.789591583986283,2.7593509624476806
158000,2250000,Quilmes,Estudiantes,Estudiantes,/rodrigo-brana/profil/spieler/56001,-2092000,11.970350312009105,2.482432784973651
2700000,2700000,Werder Bremen,W. Bremen II,St. Louis SGM,/josh-sargent/profil/spieler/393325,0,14.808762330974558,2.6952190549681467
720000,1130000,San Lorenzo,Atl. Nacional,Boca Juniors,/gonzalo-castellani/profil/spieler/87840,-410000,13.487006490992238,2.601726739812297
4500000,4500000,Bay. Leverkusen,FC Augsburg,Bay. Leverkusen,/dominik-kohr/profil/spieler/118847,0,15.319587954740548,2.72913226804608
1080000,1080000,CSKA Moscow,Lech Poznan,CSKA Moscow,/timur-zhamaletdinov/profil/spieler/315557,0,13.892471599100402,2.6313470818366054
360000,450000,Chievo Verona,Cracovia Kraków,Cracovia II,/pawel-jaroszynski/profil/spieler/287600,-90000,12.793859310432293,2.5489653144403843
5400000,5400000,FC Augsburg,RB Leipzig,VfB Stuttgart,/rani-khedira/profil/spieler/124410,0,15.501909511534503,2.740963210629956
5400000,5400000,Defensa,Newell's II,Defensa,/lisandro-martinez/profil/spieler/480762,0,15.501909511534503,2.740963210629956
675000,675000,Y. Malatyaspor,Kasimpasa,Rapid Wien II,/ahmed-ildiz/profil/spieler/226169,0,13.422467969854667,2.5969300170092384
3600000,3600000,Levante,Nacional,Levante,/erick-cabaco/profil/spieler/302991,0,15.096444403426338,2.7144592461217063
158000,3150000,Antalyaspor,Galatasaray,Antalyaspor,/salih-dursun/profil/spieler/176961,-2992000,11.970350312009105,2.482432784973651
1350000,1800000,F. Düsseldorf,Burnley,F. Düsseldorf,/rouwen-hennings/profil/spieler/16311,-450000,14.115615150414612,2.647281642081681
4500000,5400000,Newcastle,Atlético Madrid,Sunderland,/javier-manquillo/profil/spieler/162029,-900000,15.319587954740548,2.72913226804608
1800000,1800000,SCO Angers,SCO Angers B,No_team,/vincent-manceau/profil/spieler/83132,0,14.403297222866392,2.667457154181619
1080000,1580000,Konyaspor,Göztepe,KS Samara,/adis-jahovic/profil/spieler/98536,-500000,13.892471599100402,2.6313470818366054
6300000,6300000,Swansea,Aston Villa,Swansea,/tom-carroll/profil/spieler/121279,0,15.65606019136176,2.7508580747058122
1530000,8550000,Parma,Inter,Sparta Praha,/jonathan-biabiany/profil/spieler/45567,-7020000,14.240778293368619,2.6561095599234656
675000,900000,Boca Juniors,CA Rosario,Boca Juniors,/nahuel-molina/profil/spieler/424042,-225000,13.422467969854667,2.5969300170092384
4500000,4500000,R. Strasbourg,Real Betis,Montpellier,/jonas-martin/profil/spieler/127142,0,15.319587954740548,2.72913226804608
450000,450000,SC Paderborn,F. Düsseldorf,SC Paderborn,/marlon-ritter/profil/spieler/151636,0,13.017002861746503,2.5662564153311536
1800000,1800000,HB CFFC,RS Berkane,RAC Casablanca,/ayoub-el-kaabi/profil/spieler/521127,0,14.403297222866392,2.667457154181619
4500000,4500000,Bournemouth,Spurs,Derby,/adam-smith/profil/spieler/61841,0,15.319587954740548,2.72913226804608
1800000,1800000,Huddersfield,1.FC K'lautern,Bor. Dortmund,/chris-lowe/profil/spieler/55125,0,14.403297222866392,2.667457154181619
68000,68000,ADO U19,VVV-Venlo,ADO U19,/sem-steijn/profil/spieler/593519,0,11.127262984158243,2.409398221672778
27000000,27000000,FC Porto,Galatasaray,Inter,/alex-telles/profil/spieler/255755,0,17.111347423968603,2.8397418354737174
9000000,9000000,PSV Eindhoven,PSV U19,PSV U17,/jorrit-hendrix/profil/spieler/205004,0,16.012735135300492,2.773384351599064
72000000,81000000,Real Madrid,Espanyol,Real Madrid,/marco-asensio/profil/spieler/296622,-9000000,18.09217667698033,2.8954796170432813
13500000,13500000,VfB Stuttgart,Stuttgart II,Stuttgart U19,/timo-baumgartl/profil/spieler/187491,0,16.41820024340866,2.798390490429152
720000,6750000,Villarreal,Espanyol,Valencia,/javi-fuego/profil/spieler/56134,-6030000,13.487006490992238,2.601726739812297
540000,900000,Chaves,Benfica B,Vitória Setúbal,/joao-teixeira/profil/spieler/182710,-360000,13.199324418540456,2.580165647868961
1350000,2520000,Montpellier,Akhmat Grozny,Montpellier,/facundo-piriz/profil/spieler/148607,-1170000,14.115615150414612,2.647281642081681
2250000,2250000,PEC Zwolle,Heerenveen,Akademisk BK,/younes-namli/profil/spieler/227039,0,14.626440774180603,2.6828309027395756
1800000,1800000,Bologna,AS Roma,Foggia,/arturo-calabresi/profil/spieler/240897,0,14.403297222866392,2.667457154181619
45000000,45000000,Bayern Munich,TSG Hoffenheim,Hoffenheim II,/niklas-sule/profil/spieler/166601,0,17.622173047734595,2.8691579413789916
3600000,3600000,West Brom,Swansea,Leeds,/kyle-bartley/profil/spieler/67421,0,15.096444403426338,2.7144592461217063
225000,225000,QPR,Rotherham,QPR,/ryan-manning/profil/spieler/262300,0,12.323855681186558,2.5115368702785252
450000,720000,CA Independient,Montreal Impact,CA Independient,/omar-browne/profil/spieler/189523,-270000,13.017002861746503,2.5662564153311536
3150000,3150000,Krasnodar,Zenit S-Pb,KS Samara,/sergey-petrov/profil/spieler/102581,0,14.962913010801817,2.705574673564241
2700000,2700000,Defensa,Newell's,Newell's II,/ezequiel-unsain/profil/spieler/337600,0,14.808762330974558,2.6952190549681467
5400000,7200000,Monaco,Nottm Forest,Monaco,/pele/profil/spieler/99189,-1800000,15.501909511534503,2.740963210629956
1800000,15750000,Sampdoria,Torino,Sampdoria,/fabio-quagliarella/profil/spieler/22328,-13950000,14.403297222866392,2.667457154181619
1350000,4500000,Alavés,Panathinaikos,Granada CF,/mubarak-wakaso/profil/spieler/45639,-3150000,14.115615150414612,2.647281642081681
630000,1530000,Rio Ave FC,Chaves,CFR Cluj,/lionn/profil/spieler/75116,-900000,13.353475098367715,2.5917766579661077
180000,225000,Argentinos Jrs,Tigre,CA Temperley,/gaston-bojanich/profil/spieler/357337,-45000,12.100712129872347,2.493264304579342
16200000,16200000,Udinese Calcio,Valencia,Racing Club,/rodrigo-de-paul/profil/spieler/255901,0,16.600521800202614,2.8094341286156133
7200000,10350000,Stoke City,FC Porto,Stoke City,/bruno-martins-indi/profil/spieler/112052,-3150000,15.789591583986283,2.7593509624476806
1800000,1800000,SCO Angers,Clermont Foot,Quevilly-Rouen,/pierrick-capelle/profil/spieler/214532,0,14.403297222866392,2.667457154181619
1800000,1800000,Toronto FC,TFC Academy,SC Toronto,/jonathan-osorio/profil/spieler/260807,0,14.403297222866392,2.667457154181619
720000,720000,Real Zaragoza,Dinamo Tbilisi,W. Bremen II,/giorgi-papunashvili/profil/spieler/214259,0,13.487006490992238,2.601726739812297
270000,450000,Toronto FC,Colorado,FC Dallas,/drew-moor/profil/spieler/39503,-180000,12.506177237980511,2.5262227012804486
40500000,40500000,Bay. Leverkusen,Wolfsburg U19,Wolfsburg U17,/julian-brandt/profil/spieler/187492,0,17.516812532076766,2.86316113585577
630000,675000,1.FC Heidenheim,Lech Poznan,1.FC Heidenheim,/denis-thomalla/profil/spieler/94030,-45000,13.353475098367715,2.5917766579661077
27000000,45000000,Real Madrid,Sevilla FC,Sevilla B,/sergio-ramos/profil/spieler/25557,-18000000,17.111347423968603,2.8397418354737174
720000,900000,Sevilla FC,CD Lugo,Sevilla FC,/giorgi-aburjania/profil/spieler/186848,-180000,13.487006490992238,2.601726739812297
450000,675000,Wigan,Charlton,Wigan,/nathan-byrne/profil/spieler/121276,-225000,13.017002861746503,2.5662564153311536
3150000,3600000,SM Caen,Getafe,Dep. La Coruña,/faycal-fajr/profil/spieler/174344,-450000,14.962913010801817,2.705574673564241
450000,720000,Vitesse U19,Vitesse U21,Vitesse U21,/richonell-margaret/profil/spieler/465326,-270000,13.017002861746503,2.5662564153311536
68000,68000,Belenenses SAD,Belenenses U23,Sporting B,/guilherme-oliveira/profil/spieler/257369,0,11.127262984158243,2.409398221672778
540000,1620000,Spartak Moscow,Shinnik,Saturn,/artem-rebrov/profil/spieler/15680,-1080000,13.199324418540456,2.580165647868961
900000,3150000,Nottm Forest,Leicester,Fiorentina,/yohan-benalouane/profil/spieler/50477,-2250000,13.710150042306449,2.6181364375191847
450000,720000,Independiente,CD Morón,Colegiales,/milton-alvarez/profil/spieler/526527,-270000,13.017002861746503,2.5662564153311536
630000,720000,Colorado,AIK,Halmstad,/johan-blomberg/profil/spieler/107539,-90000,13.353475098367715,2.5917766579661077
585000,585000,CD La Equidad,CA Talleres,CD La Equidad,/diego-valoyes/profil/spieler/413983,0,13.279367126213993,2.586211486754112
270000,900000,Akhisar Belediye,Partizan,OFK Beograd,/milan-lukac/profil/spieler/47024,-630000,12.506177237980511,2.5262227012804486
720000,720000,SC Paderborn,Energie Cottbus,M'gladbach II,/sven-michel/profil/spieler/186988,0,13.487006490992238,2.601726739812297
900000,900000,Holstein Kiel,Hoffenheim II,Karlsruhe II,/jannik-dehm/profil/spieler/211671,0,13.710150042306449,2.6181364375191847
13500000,18900000,Liverpool,Man City,Aston Villa,/james-milner/profil/spieler/3333,-5400000,16.41820024340866,2.798390490429152
1800000,10350000,Genoa,Genoa,Dynamo Kyiv,/miguel-veloso/profil/spieler/43848,-8550000,14.403297222866392,2.667457154181619
4500000,10800000,Torino,Inter,Torino,/cristian-ansaldi/profil/spieler/55854,-6300000,15.319587954740548,2.72913226804608
675000,675000,Godoy Cruz,Godoy Cruz II,Godoy Cruz U20,/fabian-henriquez/profil/spieler/400611,0,13.422467969854667,2.5969300170092384
3600000,3600000,Alavés,Espanyol,RCD Espanyol B,/ruben-duarte/profil/spieler/177046,0,15.096444403426338,2.7144592461217063
270000,1080000,Taawon,Desportivo Aves,Moreirense,/nildo-petrolina/profil/spieler/158427,-810000,12.506177237980511,2.5262227012804486
1350000,3600000,Rayo Vallecano,Atlético Madrid,Rayo Vallecano,/emiliano-velazquez/profil/spieler/189458,-2250000,14.115615150414612,2.647281642081681
450000,900000,Sheffield Utd.,Blackpool,Bolton,/chris-basham/profil/spieler/52495,-450000,13.017002861746503,2.5662564153311536
1080000,1080000,Rostov,Lech Poznan,Korona Kielce,/maciej-wilusz/profil/spieler/42109,0,13.892471599100402,2.6313470818366054
15750000,18000000,Villarreal,Espanyol,Villarreal,/gerard-moreno/profil/spieler/177467,-2250000,16.572350923235916,2.807735699662926
630000,900000,Defensa,Lanús,Defensa,/ciro-rius/profil/spieler/101875,-270000,13.353475098367715,2.5917766579661077
90000,900000,Krasnodar,Kuban Krasnodar,Krasnodar,/nikolay-markov/profil/spieler/89088,-810000,11.407564949312402,2.4342767273655532
1800000,1800000,Spartak Moscow,Arsenal Tula,Spartak Moscow,/zelimkhan-bakaev/profil/spieler/279242,0,14.403297222866392,2.667457154181619
4500000,4500000,Fulham,OGC Nice,AC Le Havre,/maxime-le-marchand/profil/spieler/60558,0,15.319587954740548,2.72913226804608
2700000,7200000,Alavés,Celta de Vigo,Alavés,/john-guidetti/profil/spieler/98596,-4500000,14.808762330974558,2.6952190549681467
450000,720000,Stuttgart U19,Hoffenheim U17,Hoffenheim Jgd.,/antonis-aidonis/profil/spieler/405674,-270000,13.017002861746503,2.5662564153311536
450000,720000,No_team,No_team,No_team,/assil-jaziri/profil/spieler/633398,-270000,13.017002861746503,2.5662564153311536
2700000,7200000,Loko Moscow,Atlético-PR,PSTC,/guilherme/profil/spieler/55369,-4500000,14.808762330974558,2.6952190549681467
1800000,1800000,F. Düsseldorf,FC Ingolstadt,Hertha BSC,/alfredo-morales/profil/spieler/58500,0,14.403297222866392,2.667457154181619
450000,540000,Desportivo Aves,Aves B,Independente-SP,/claudio-falcao/profil/spieler/437566,-90000,13.017002861746503,2.5662564153311536
23000,180000,Inter Baku,Santa Clara,Santa Clara,/accioly/profil/spieler/56054,-157000,10.043249494911286,2.3069007167702855
31500000,31500000,Valencia,Valencia B,Valencia U19,/carlos-soler/profil/spieler/372246,0,17.26549810379586,2.84871018092077
630000,1800000,Extremadura,Pyramids FC,Roda JC,/dani-schahin/profil/spieler/58437,-1170000,13.353475098367715,2.5917766579661077
360000,720000,Real Zaragoza,Reus Deportiu,Real Oviedo,/miguel-linares/profil/spieler/95504,-360000,12.793859310432293,2.5489653144403843
315000,315000,Dinamo M II,Dinamo 2,Akademia Dinamo,/danil-lipovoy/profil/spieler/462988,0,12.66032791780777,2.5384733182611328
225000,2250000,Greuther Fürth,FC Augsburg,1.FC Nuremberg,/shawn-parker/profil/spieler/89659,-2025000,12.323855681186558,2.5115368702785252
810000,4500000,Granada CF,SD Huesca,Real Betis,/alvaro-vadillo/profil/spieler/162074,-3690000,13.604789526648622,2.6104219018214327
3600000,4050000,Fulham,West Brom,Fulham,/stefan-johansen/profil/spieler/62008,-450000,15.096444403426338,2.7144592461217063
9000000,19800000,Athletic,Bilbao Athletic,Bilbao U19,/iker-muniain/profil/spieler/54235,-10800000,16.012735135300492,2.773384351599064
810000,900000,SV Darmstadt 98,SC Paderborn,VfL Osnabrück,/daniel-heuer-fernandes/profil/spieler/84993,-90000,13.604789526648622,2.6104219018214327
