current_value,highest_value,last_team,prev_team,prev_prev_team,link,value_loss,current_log,double_trans
3600000,4950000,Crystal Palace,Huddersfield,Crystal Palace,/jason-puncheon/profil/spieler/47995,-1350000,15.096444403426338,2.7144592461217063
225000,225000,Swansea,Coventry,Cheltenham Town,/cian-harries/profil/spieler/319300,0,12.323855681186558,2.5115368702785252
450000,720000,Spurs,Tottenham U23,Tottenham U18,/oliver-skipp/profil/spieler/406638,-270000,13.017002861746503,2.5662564153311536
180000000,180000000,Paris SG,Monaco,Paris SG,/kylian-mbappe/profil/spieler/342229,0,19.008467408854486,2.9448845329901965
7200000,7200000,West Ham,Fiorentina,West Ham,/edimilson-fernandes/profil/spieler/247555,0,15.789591583986283,2.7593509624476806
900000,900000,Wolves,Aston Villa,Wolves,/kortney-hause/profil/spieler/233124,0,13.710150042306449,2.6181364375191847
270000,1260000,Santa Clara,Paços Ferreira,Santa Clara,/minhoca/profil/spieler/194177,-990000,12.506177237980511,2.5262227012804486
315000,315000,FC Emmen,HHC Hardenberg,Go Ahead Eagles,/gersom-klok/profil/spieler/56325,0,12.66032791780777,2.5384733182611328
1130000,2700000,Alanyaspor,PAOK Salonika,Monaco,/georgios-tzavellas/profil/spieler/42942,-1570000,13.937728190688523,2.634599421512393
2700000,3150000,Celta de Vigo,FC Barcelona B,Celta de Vigo,/david-costas/profil/spieler/276111,-450000,14.808762330974558,2.6952190549681467
270000,405000,NY Red Bulls,Philadelphia,Bethlehem Steel,/marcus-epps/profil/spieler/482646,-135000,12.506177237980511,2.5262227012804486
5400000,8100000,SIPG,Krasnodar,Anzhi,/odil-akhmedov/profil/spieler/63606,-2700000,15.501909511534503,2.740963210629956
113000,1980000,CA Talleres,Club Tijuana,Jaguares,/javier-gandolfi/profil/spieler/26242,-1867000,11.635143097694478,2.4540300955780205
1130000,1130000,Kansas,Swope Park,Kansas,/daniel-salloi/profil/spieler/321946,0,13.937728190688523,2.634599421512393
675000,675000,Wigan,Oxford United,Kidderminster,/chey-dunkley/profil/spieler/217094,0,13.422467969854667,2.5969300170092384
9000000,9000000,FC Augsburg,E. Frankfurt,FC Augsburg,/martin-hinteregger/profil/spieler/85789,0,16.012735135300492,2.773384351599064
450000,720000,Salt Lake,UCLA Bruins,Golden State,/erik-holt/profil/spieler/510344,-270000,13.017002861746503,2.5662564153311536
900000,900000,SV Sandhausen,M'gladbach II,Saarbrücken,/tim-knipping/profil/spieler/185520,0,13.710150042306449,2.6181364375191847
5400000,9000000,Real Betis,Celta de Vigo,Real Betis,/ryad-boudebouz/profil/spieler/77826,-3600000,15.501909511534503,2.740963210629956
19800000,36000000,DL Yifang,SSC Napoli,Brescia,/marek-hamsik/profil/spieler/38593,-16200000,16.801192495664765,2.821449865774926
270000,270000,Desportivo Aves,Aves U23,Desportivo Aves,/luquinhas/profil/spieler/402825,0,12.506177237980511,2.5262227012804486
2250000,21600000,Zenit S-Pb,Chelsea,Loko Moscow,/branislav-ivanovic/profil/spieler/36827,-19350000,14.626440774180603,2.6828309027395756
360000,360000,Erzgebirge Aue,Schalke 04 U19,Schalke 04 U17,/florian-kruger/profil/spieler/317740,0,12.793859310432293,2.5489653144403843
1350000,1350000,Spurs,Swansea,Spurs,/cameron-carter-vickers/profil/spieler/341049,0,14.115615150414612,2.647281642081681
450000,720000,Derby U23,QPR U23,Derby U18,/lewis-walker/profil/spieler/430801,-270000,13.017002861746503,2.5662564153311536
16200000,18000000,Wolves,Sporting CP,Sporting U19,/rui-patricio/profil/spieler/45026,-1800000,16.600521800202614,2.8094341286156133
180000,180000,Anzhi 2,Anzhi,Anzhi II,/magomed-elmurzaev/profil/spieler/450282,0,12.100712129872347,2.493264304579342
3150000,3150000,CA Banfield,Banfield II,Banfield U20,/ivan-arboleda/profil/spieler/260740,0,14.962913010801817,2.705574673564241
360000,360000,Real Zaragoza,Dep. Aragón,Villanovense,/alvaro-raton/profil/spieler/248551,0,12.793859310432293,2.5489653144403843
1800000,2700000,Dijon,FC Lorient,CS Sedan,/wesley-lautoa/profil/spieler/154199,-900000,14.403297222866392,2.667457154181619
2250000,2700000,Benfica,Nottm Forest,Benfica,/diogo-goncalves/profil/spieler/258015,-450000,14.626440774180603,2.6828309027395756
7200000,8100000,Torino,Juventus,Torino,/tomas-rincon/profil/spieler/75942,-900000,15.789591583986283,2.7593509624476806
9000000,9000000,Villarreal,Villarreal CF B,Villarreal U19,/samuel-chukwueze/profil/spieler/401922,0,16.012735135300492,2.773384351599064
720000,720000,Parma,Virtus Entella,Südtirol,/simone-iacoponi/profil/spieler/59699,0,13.487006490992238,2.601726739812297
2250000,3600000,Hannover 96,SC Freiburg,SC Freiburg II,/oliver-sorg/profil/spieler/55114,-1350000,14.626440774180603,2.6828309027395756
13500000,13500000,Sporting CP,Racing Club,Ferro,/marcos-acuna/profil/spieler/60410,0,16.41820024340866,2.798390490429152
5850000,6750000,Braga,Braga B,Braga U19,/xadas/profil/spieler/345345,-900000,15.58195221920804,2.746113335494521
900000,990000,Genoa,RC Cesena,Cesena U19,/nicola-dalmonte/profil/spieler/301237,-90000,13.710150042306449,2.6181364375191847
630000,900000,PEC Zwolle,BB Erzurumspor,Werder Bremen,/lennart-thy/profil/spieler/23553,-270000,13.353475098367715,2.5917766579661077
900000,900000,Godoy Cruz,Godoy Cruz II,Godoy Cruz U20,/juan-andrada/profil/spieler/457212,0,13.710150042306449,2.6181364375191847
675000,3150000,FC Augsburg,FC Schalke 04,FC Augsburg,/jan-moravek/profil/spieler/63022,-2475000,13.422467969854667,2.5969300170092384
540000,720000,Independiente,River Plate,CA Banfield,/nicolas-domingo/profil/spieler/39150,-180000,13.199324418540456,2.580165647868961
19800000,19800000,RB Leipzig,Bay. Leverkusen,Bor. Dortmund,/kevin-kampl/profil/spieler/53418,0,16.801192495664765,2.821449865774926
450000,518000,Colorado,Switchbacks FC,Colorado,/kofi-opare/profil/spieler/256357,-68000,13.017002861746503,2.5662564153311536
1170000,3600000,Bologna,Ajax,Norwich,/mitchell-dijks/profil/spieler/187245,-2430000,13.972514306773938,2.637092136084895
1350000,3600000,Hamburger SV,VfB Stuttgart,Albirex Niigata,/gotoku-sakai/profil/spieler/103310,-2250000,14.115615150414612,2.647281642081681
4050000,9900000,SSC Napoli,Spurs,Steaua Bukarest,/vlad-chiriches/profil/spieler/123261,-5850000,15.214227439082721,2.7222310057917984
810000,810000,Arsenal Tula,Amkar Perm,Tosno,/artur-nigmatullin/profil/spieler/70074,0,13.604789526648622,2.6104219018214327
3150000,3150000,SCO Angers,Carquefou,Stade Brest 29,/romain-thomas/profil/spieler/57467,0,14.962913010801817,2.705574673564241
3150000,4050000,PSV Eindhoven,Hertha BSC,PSV Eindhoven,/derrick-luckassen/profil/spieler/241457,-900000,14.962913010801817,2.705574673564241
2250000,3600000,Rayo Vallecano,Toulouse,Sporting Gijón,/oscar-trejo/profil/spieler/30321,-1350000,14.626440774180603,2.6828309027395756
180000,180000,Holstein Kiel,Bor. Dortmund,B. Dortmund II,/dominik-reimann/profil/spieler/238722,0,12.100712129872347,2.493264304579342
225000,225000,R. Strasbourg,Club Africain,No_team,/moataz-zemzemi/profil/spieler/422893,0,12.323855681186558,2.5115368702785252
630000,630000,VVV-Venlo,Chemnitzer FC,FC Twente U21,/nils-roseler/profil/spieler/47740,0,13.353475098367715,2.5917766579661077
2250000,3150000,Brighton,QPR,Brighton,/tomer-hemed/profil/spieler/112668,-900000,14.626440774180603,2.6828309027395756
2700000,2700000,OGC Nice,Nîmes Olympique,OGC Nice,/olivier-boscagli/profil/spieler/318508,0,14.808762330974558,2.6952190549681467
315000,315000,VVV-Venlo,ADO U19,ADO Youth,/tristan-dekker/profil/spieler/315124,0,12.66032791780777,2.5384733182611328
225000,225000,Mladá Boleslav,Erzgebirge Aue,Mladá Boleslav,/jan-kral/profil/spieler/358132,0,12.323855681186558,2.5115368702785252
6300000,6300000,Sporting CP,Sporting B,Sporting U19,/jovane-cabral/profil/spieler/448466,0,15.65606019136176,2.7508580747058122
1350000,1350000,Sampdoria,Bologna,Sampdoria,/alex-ferrari/profil/spieler/197491,0,14.115615150414612,2.647281642081681
90000,90000,NAC Breda,NAC Breda U19,NAC Breda U17,/marwin-reuvers/profil/spieler/470910,0,11.407564949312402,2.4342767273655532
158000,158000,Toronto FC,Toronto FC II,Toronto FC,/ayo-akinola/profil/spieler/370979,0,11.970350312009105,2.482432784973651
4500000,5400000,Lazio,SPAL,Lazio,/alessandro-murgia/profil/spieler/289061,-900000,15.319587954740548,2.72913226804608
5400000,6300000,VfB Stuttgart,VfL Wolfsburg,VfB Stuttgart,/daniel-didavi/profil/spieler/57995,-900000,15.501909511534503,2.740963210629956
9000000,9000000,Zenit S-Pb,Ufa,Saturn,/andrey-lunev/profil/spieler/112541,0,16.012735135300492,2.773384351599064
36000000,36000000,Man City,Bor. Dortmund,1.FC Nuremberg,/ilkay-gundogan/profil/spieler/53622,0,17.399029496420383,2.8564144285971467
18000000,19800000,Valencia,Getafe,Real Madrid,/dani-parejo/profil/spieler/59561,-1800000,16.70588231586044,2.8157608918853683
5400000,11700000,TJ Teda,Bayern Munich,TSG Hoffenheim,/sandro-wagner/profil/spieler/39743,-6300000,15.501909511534503,2.740963210629956
16200000,16200000,Everton,CSKA Moscow,Everton,/nikola-vlasic/profil/spieler/293200,0,16.600521800202614,2.8094341286156133
810000,810000,Udinese Calcio,Kalmar FF,Kalmar U19,/svante-ingelsson/profil/spieler/321079,0,13.604789526648622,2.6104219018214327
450000,1080000,SV Darmstadt 98,FSV Frankfurt,SV Darmstadt 98,/yannick-stark/profil/spieler/49737,-630000,13.017002861746503,2.5662564153311536
630000,675000,Man City,Dep. La Coruña,Man City,/pablo-mari/profil/spieler/210178,-45000,13.353475098367715,2.5917766579661077
900000,900000,Granada CF,Nacional,Nacional U19,/rui-silva/profil/spieler/234811,0,13.710150042306449,2.6181364375191847
225000,270000,Kansas,Arsenal U23,VVV-Venlo,/gedion-zelalem/profil/spieler/228370,-45000,12.323855681186558,2.5115368702785252
360000,360000,ADO Den Haag,ADO U21,NEC U21,/thijmen-goppel/profil/spieler/342240,0,12.793859310432293,2.5489653144403843
540000,540000,Reims,Guimarães B,LOSC Lille,/nolan-mbemba/profil/spieler/276768,0,13.199324418540456,2.580165647868961
5850000,5850000,TJ Teda,RSC Anderlecht,TJ Teda,/frank-acheampong/profil/spieler/157160,0,15.58195221920804,2.746113335494521
2700000,4050000,CF Pachuca,CA Talleres,CF Pachuca,/sebastian-palacios/profil/spieler/262861,-1350000,14.808762330974558,2.6952190549681467
450000,2700000,Levante,Recr. Huelva,Villarreal CF B,/tono/profil/spieler/125931,-2250000,13.017002861746503,2.5662564153311536
13500000,13500000,Marseille,Marseille U19,Marseille Yth,/boubacar-kamara/profil/spieler/394327,0,16.41820024340866,2.798390490429152
3600000,3600000,Guingamp,Paris SG B,Paris SG U19,/felix-eboa-eboa/profil/spieler/296359,0,15.096444403426338,2.7144592461217063
900000,1800000,Udinese Calcio,Nottm Forest,Udinese Calcio,/molla-wague/profil/spieler/129893,-900000,13.710150042306449,2.6181364375191847
36000000,36000000,Spurs,Sporting CP,Sporting U19,/eric-dier/profil/spieler/175722,0,17.399029496420383,2.8564144285971467
450000,720000,Salt Lake,Cardinals,ZBR Academy,/tate-schmitt/profil/spieler/637658,-270000,13.017002861746503,2.5662564153311536
540000,1350000,1.FC Heidenheim,FC Ingolstadt,FC Schalke 04,/robert-leipertz/profil/spieler/119120,-810000,13.199324418540456,2.580165647868961
2250000,2250000,SC Amiens,Corinthians,EC Bahia,/stiven-mendoza/profil/spieler/131101,0,14.626440774180603,2.6828309027395756
1130000,2700000,Y. Malatyaspor,River Plate,Independiente,/arturo-mina/profil/spieler/263628,-1570000,13.937728190688523,2.634599421512393
450000,1580000,Boavista,Estoril,Vitória Setúbal,/andre-claro/profil/spieler/86804,-1130000,13.017002861746503,2.5662564153311536
18000000,22500000,Olympique Lyon,Valenciennes FC,Valencienne U19,/lucas-tousart/profil/spieler/353948,-4500000,16.70588231586044,2.8157608918853683
1130000,7430000,Osmanlispor,Akhisarspor,FC Porto,/josue/profil/spieler/72772,-6300000,13.937728190688523,2.634599421512393
7200000,7200000,Toronto FC,KRC Genk,Rayo Vallecano,/alejandro-pozuelo/profil/spieler/188853,0,15.789591583986283,2.7593509624476806
270000,9900000,SPAL,Bologna,Sassuolo,/sergio-floccari/profil/spieler/30638,-9630000,12.506177237980511,2.5262227012804486
10800000,10800000,Genoa,Inter,Genoa,/ionut-radu/profil/spieler/303657,0,16.195056692094447,2.7847060532095984
900000,3830000,Konyaspor,Karabükspor,Konyaspor,/abdou-traore/profil/spieler/42941,-2930000,13.710150042306449,2.6181364375191847
72000000,72000000,FC Barcelona,Bor. M'gladbach,M'gladbach U19,/marc-andre-ter-stegen/profil/spieler/74857,0,18.09217667698033,2.8954796170432813
1130000,1800000,Argentinos Jrs,Argentinos II,Argentinos U20,/damian-batallini/profil/spieler/421998,-670000,13.937728190688523,2.634599421512393
16200000,16200000,Brighton,AZ Alkmaar,NEC Nijmegen,/alireza-jahanbakhsh/profil/spieler/213268,0,16.600521800202614,2.8094341286156133
18000000,18000000,Everton,RB Leipzig,Everton,/ademola-lookman/profil/spieler/406040,0,16.70588231586044,2.8157608918853683
585000,900000,Akhisarspor,Kayserispor,Göztepe,/rajko-rotman/profil/spieler/100303,-315000,13.279367126213993,2.586211486754112
1130000,1130000,NY Red Bulls,San Francisco,NY Red Bulls,/michael-murillo/profil/spieler/354482,0,13.937728190688523,2.634599421512393
450000,900000,Chaves,Feirense,Anápolis-GO,/platiny/profil/spieler/248901,-450000,13.017002861746503,2.5662564153311536
720000,720000,Cincinnati,FC St. Gallen,CF Pachuca,/kekuta-manneh/profil/spieler/253053,0,13.487006490992238,2.601726739812297
3150000,3150000,Brentford,OGC Nice,LB Châteauroux,/said-benrahma/profil/spieler/290532,0,14.962913010801817,2.705574673564241
1350000,1800000,Nottm Forest,Newcastle,Ipswich,/daryl-murphy/profil/spieler/31312,-450000,14.115615150414612,2.647281642081681
4500000,6300000,LOSC Lille,Aston Villa,LOSC Lille,/anwar-el-ghazi/profil/spieler/183720,-1800000,15.319587954740548,2.72913226804608
540000,720000,Ajax,PEC Zwolle,PEC Zwolle,/mickey-van-der-hart/profil/spieler/207048,-180000,13.199324418540456,2.580165647868961
900000,900000,Sounders FC,Stanford Card.,Sounders U23,/jordan-morris/profil/spieler/337807,0,13.710150042306449,2.6181364375191847
4500000,13500000,Marseille,Spurs,Marseille,/clinton-njie/profil/spieler/241119,-9000000,15.319587954740548,2.72913226804608
3600000,3600000,Rayo Vallecano,Coruxo FC,Val Miñor,/santi-comesana/profil/spieler/380598,0,15.096444403426338,2.7144592461217063
495000,900000,Akhisar Belediye,Karabükspor,Elazigspor,/onur-ayik/profil/spieler/52006,-405000,13.112313041550827,2.57355171558842
9000000,9000000,Sporting CP,Braga,Chaves,/rodrigo-battaglia/profil/spieler/89297,0,16.012735135300492,2.773384351599064
270000,450000,FC St. Pauli,FC St. Pauli II,FC St. Pauli II,/ih-yeong-park/profil/spieler/307397,-180000,12.506177237980511,2.5262227012804486
675000,1800000,Alanyaspor,Al Khor,Flamengo,/welinton/profil/spieler/95152,-1125000,13.422467969854667,2.5969300170092384
720000,5400000,AS Roma,Bologna,Parma,/antonio-mirante/profil/spieler/22141,-4680000,13.487006490992238,2.601726739812297
315000,315000,Blackburn,Reading,Ipswich,/dominic-samuel/profil/spieler/203784,0,12.66032791780777,2.5384733182611328
900000,900000,Antalyaspor,Kemerspor 2003,Antalyaspor,/dogukan-sinik/profil/spieler/370833,0,13.710150042306449,2.6181364375191847
675000,675000,Spartak Moscow,Spartak 2,Spartak II,/mikhail-ignatov/profil/spieler/419672,0,13.422467969854667,2.5969300170092384
4950000,4950000,VfB Stuttgart,Hamburger SV,VfB Stuttgart,/orel-mangala/profil/spieler/289592,0,15.414898134544874,2.735334453112898
405000,540000,1.FC Magdeburg,Magdeburg U19,Magdeburg U17,/nils-butzen/profil/spieler/151105,-135000,12.911642346088676,2.5581294118013846
405000,540000,1.FC Magdeburg,FSV Frankfurt,Saarbrücken,/steffen-schafer/profil/spieler/119291,-135000,12.911642346088676,2.5581294118013846
2250000,2250000,Real Sociedad,Real Sociedad B,R. Sociedad U19,/luca-sangalli/profil/spieler/289286,0,14.626440774180603,2.6828309027395756
1800000,2700000,Aston Villa,Hull City,Aston Villa,/tommy-elphick/profil/spieler/37152,-900000,14.403297222866392,2.667457154181619
5400000,19350000,Torino,Paris SG,CA Osasuna,/salvatore-sirigu/profil/spieler/25508,-13950000,15.501909511534503,2.740963210629956
2700000,4500000,Athletic,SD Eibar,SD Eibar B,/ander-capa/profil/spieler/197545,-1800000,14.808762330974558,2.6952190549681467
720000,720000,RCD Mallorca,CD Numancia,CD Numancia B,/pablo-valcarce/profil/spieler/365313,0,13.487006490992238,2.601726739812297
1080000,1080000,KS Samara,Kuban Krasnodar,Anzhi,/georgi-zotov/profil/spieler/113235,0,13.892471599100402,2.6313470818366054
450000,1800000,Real Oviedo,UD Las Palmas,SD Huesca,/christian-fernandez/profil/spieler/48294,-1350000,13.017002861746503,2.5662564153311536
765000,765000,Chicago Fire,Tar Heels,Fire Premier,/djordje-mihailovic/profil/spieler/484756,0,13.547631112808673,2.606211706418953
10800000,10800000,Spurs,Estudiantes,Estudiantes II,/juan-foyth/profil/spieler/480763,0,16.195056692094447,2.7847060532095984
6300000,13500000,JS Suning,Inter,Sampdoria,/eder/profil/spieler/37418,-7200000,15.65606019136176,2.7508580747058122
4500000,5400000,FC Porto,FC Porto B,FC Porto U19,/diogo-leite/profil/spieler/357156,-900000,15.319587954740548,2.72913226804608
225000,225000,Rotherham,Blackpool,Peterborough,/kyle-vassell/profil/spieler/293002,0,12.323855681186558,2.5115368702785252
2700000,2700000,Ajax,Heerenveen,Heerenveen U19,/kik-pierie/profil/spieler/361207,0,14.808762330974558,2.6952190549681467
720000,720000,Greuther Fürth,Hammarby,FC Aarau,/richard-magyar/profil/spieler/148727,0,13.487006490992238,2.601726739812297
54000000,54000000,FC Barcelona,Grêmio,Grêmio B,/arthur/profil/spieler/362842,0,17.80449460452855,2.8794509312961876
1620000,1800000,Fiorentina,FC Empoli,Fiorentina,/vincent-laurini/profil/spieler/94936,-180000,14.297936707208567,2.660115240646414
1350000,4950000,Internacional,Los Angeles FC,Internacional,/danilo-silva/profil/spieler/61952,-3600000,14.115615150414612,2.647281642081681
450000,720000,Minnesota Utd.,Sounders FC,Charleston,/osvaldo-alonso/profil/spieler/62810,-270000,13.017002861746503,2.5662564153311536
675000,675000,Greuther Fürth,Alem. Aachen,Aachen U19,/tobias-mohr/profil/spieler/153661,0,13.422467969854667,2.5969300170092384
4500000,9000000,RB Salzburg,Hamburger SV,RB Salzburg,/hee-chan-hwang/profil/spieler/292246,-4500000,15.319587954740548,2.72913226804608
450000,720000,CA Talleres,CA Talleres II,No_team,/lautaro-guzman/profil/spieler/626916,-270000,13.017002861746503,2.5662564153311536
1800000,16200000,Liverpool,Fenerbahce,Fenerbahce,/martin-skrtel/profil/spieler/24180,-14400000,14.403297222866392,2.667457154181619
2700000,2700000,Hamburger SV,1.FC K'lautern,K'lautern II,/julian-pollersbeck/profil/spieler/228975,0,14.808762330974558,2.6952190549681467
1800000,1800000,Konyaspor,Standard Liège,Waasl.-Beveren,/deni-milosevic/profil/spieler/168163,0,14.403297222866392,2.667457154181619
6300000,6300000,Spartak Moscow,Braga,Videoton FC,/ze-luis/profil/spieler/134602,0,15.65606019136176,2.7508580747058122
1350000,1350000,Rostov,Brighton,Molde FK,/mathias-normann/profil/spieler/257805,0,14.115615150414612,2.647281642081681
58500000,58500000,RB Leipzig,VfB Stuttgart,Stuttgart U19,/timo-werner/profil/spieler/170527,0,17.884537312202085,2.8839365022171077
180000,1260000,Aldosivi,Racing Club,Quilmes,/ismael-quilez/profil/spieler/91360,-1080000,12.100712129872347,2.493264304579342
1350000,4050000,Brighton,Celtic,Maccabi Haifa,/beram-kayal/profil/spieler/44741,-2700000,14.115615150414612,2.647281642081681
2700000,4050000,Cagliari Calcio,Chievo Verona,AC Milan,/valter-birsa/profil/spieler/26105,-1350000,14.808762330974558,2.6952190549681467
675000,720000,NY Red Bulls,NY Red Bulls II,NY Red Bulls,/alex-muyl/profil/spieler/413690,-45000,13.422467969854667,2.5969300170092384
1800000,1800000,SM Caen,OGC Nice,Tours FC,/romain-genevois/profil/spieler/57525,0,14.403297222866392,2.667457154181619
9000000,9000000,Arsenal,FC Basel,Arab Contr.,/mohamed-elneny/profil/spieler/160438,0,16.012735135300492,2.773384351599064
13500000,13500000,Everton,Everton U23,Everton U18,/tom-davies/profil/spieler/314210,0,16.41820024340866,2.798390490429152
158000,158000,Colorado,Charlotte Ind.,Colorado,/sam-vines/profil/spieler/535282,0,11.970350312009105,2.482432784973651
1800000,1800000,Salt Lake,FC Groningen,Man City,/albert-rusnak/profil/spieler/43228,0,14.403297222866392,2.667457154181619
450000,720000,Argentinos Jrs,General Diaz,Cerro Porteño,/enrique-borja/profil/spieler/417326,-270000,13.017002861746503,2.5662564153311536
8100000,8100000,Guingamp,FC Sochaux,FC Sochaux B,/marcus-thuram/profil/spieler/318528,0,15.907374619642667,2.766782814254532
405000,405000,1.FC Heidenheim,Wehen Wiesbaden,Dynamo Dresden,/robert-andrich/profil/spieler/159088,0,12.911642346088676,2.5581294118013846
360000,608000,Vancouver,Colorado,Philadelphia,/zac-macmath/profil/spieler/156300,-248000,12.793859310432293,2.5489653144403843
405000,405000,NEC Nijmegen,FC Emmen,NEC Nijmegen,/sven-braken/profil/spieler/185400,0,12.911642346088676,2.5581294118013846
1350000,1350000,Pyramids FC,C. Rizespor,Pyramids FC,/okechukwu-azubuike/profil/spieler/386126,0,14.115615150414612,2.647281642081681
90000,90000,Heracles Almelo,Heracles U21,AGOVV Apeldoorn,/michael-brouwer/profil/spieler/231650,0,11.407564949312402,2.4342767273655532
540000,540000,Zenit 2 S-Pb,Rubin Kazan,Zenit 2 S-Pb,/egor-baburin/profil/spieler/146918,0,13.199324418540456,2.580165647868961
76500000,76500000,Liverpool,Southampton,RB Salzburg,/sadio-mane/profil/spieler/200512,0,18.152801298796764,2.898824890332933
315000,315000,Willem II U21,Willem II,Willem II,/kristofer-kristinsson/profil/spieler/400174,0,12.66032791780777,2.5384733182611328
450000,720000,SM Caen,SM Caen U19,No_team,/evens-joseph/profil/spieler/593320,-270000,13.017002861746503,2.5662564153311536
2250000,2250000,SC Freiburg,SV Sandhausen,1. FC Köln,/lukas-kubler/profil/spieler/93604,0,14.626440774180603,2.6828309027395756
10800000,15300000,Hertha BSC,1.FC Nuremberg,Nuremberg II,/marvin-plattenhardt/profil/spieler/89592,-4500000,16.195056692094447,2.7847060532095984
900000,900000,Bournemouth,Hibernian FC,Bournemouth,/emerson-hyndman/profil/spieler/223047,0,13.710150042306449,2.6181364375191847
2250000,3600000,Minnesota Utd.,América,Santos Laguna,/darwin-quintero/profil/spieler/55666,-1350000,14.626440774180603,2.6828309027395756
360000,360000,Estudiantes,Wanderers,Wanderers U19,/manuel-castro/profil/spieler/335984,0,12.793859310432293,2.5489653144403843
405000,675000,SV Darmstadt 98,Panetolikos,Sturm Graz,/wilson-kamavuaka/profil/spieler/55512,-270000,12.911642346088676,2.5581294118013846
4500000,13500000,Paris SG,Real Betis,Paris SG,/jese/profil/spieler/134936,-9000000,15.319587954740548,2.72913226804608
1800000,2250000,Atalanta,Udinese Calcio,Atalanta,/marco-dalessandro/profil/spieler/99232,-450000,14.403297222866392,2.667457154181619
22500000,22500000,Real Madrid,Espanyol,RM Castilla,/lucas-vazquez/profil/spieler/221316,0,16.929025867174648,2.829029655634018
315000,3600000,Antalyaspor,Sivasspor,Galatasaray,/yekta-kurtulus/profil/spieler/63204,-3285000,12.66032791780777,2.5384733182611328
630000,675000,Real Zaragoza,Dep. Aragón,Zaragoza Juv. A,/raul-guti/profil/spieler/330352,-45000,13.353475098367715,2.5917766579661077
1800000,1800000,Dinamo Moscow,Lech Poznan,Platanias,/abdul-aziz-tetteh/profil/spieler/157003,0,14.403297222866392,2.667457154181619
315000,315000,FC Bayern II,Holstein Kiel,FC Bayern II,/franck-evina/profil/spieler/336331,0,12.66032791780777,2.5384733182611328
9000000,9000000,SD Eibar,CD Leganés,CD Guijuelo,/ruben-pena/profil/spieler/238868,0,16.012735135300492,2.773384351599064
1350000,1350000,Montpellier,Sundowns,Ajax Cape Town,/keagan-dolly/profil/spieler/234006,0,14.115615150414612,2.647281642081681
900000,900000,Middlesbrough,Yeovil Town,Middlesbrough,/lewis-wing/profil/spieler/517286,0,13.710150042306449,2.6181364375191847
1800000,4500000,Dep. La Coruña,Braga,Dep. La Coruña,/federico-cartabia/profil/spieler/242548,-2700000,14.403297222866392,2.667457154181619
6300000,6300000,Newcastle,Arsenal U23,Hull City,/isaac-hayden/profil/spieler/206225,0,15.65606019136176,2.7508580747058122
16200000,19800000,Stoke City,Derby,Stoke City,/jack-butland/profil/spieler/128899,-3600000,16.600521800202614,2.8094341286156133
900000,10800000,Nottm Forest,Hull City,Spurs,/michael-dawson/profil/spieler/9988,-9900000,13.710150042306449,2.6181364375191847
540000,2250000,Feirense,Vancouver,GZ Hengfeng,/aly-ghazal/profil/spieler/254981,-1710000,13.199324418540456,2.580165647868961
7200000,13500000,Brighton,Valencia,FC Barcelona,/martin-montoya/profil/spieler/68645,-6300000,15.789591583986283,2.7593509624476806
18000000,18000000,Boca Juniors,Colón,Boca Juniors,/cristian-pavon/profil/spieler/373170,0,16.70588231586044,2.8157608918853683
1350000,2250000,Valencia,Rayo Vallecano,Valencia,/alvaro-medran/profil/spieler/253839,-900000,14.115615150414612,2.647281642081681
2250000,2250000,Dinamo Moscow,Kayserispor,Karabükspor,/samba-sow/profil/spieler/89461,0,14.626440774180603,2.6828309027395756
4050000,4050000,NY Red Bulls,Huracán,Huracán U20,/alejandro-romero-gamarra/profil/spieler/355817,0,15.214227439082721,2.7222310057917984
6300000,6300000,Stoke City,Feirense,UD Las Palmas,/oghenekaro-etebo/profil/spieler/409106,0,15.65606019136176,2.7508580747058122
450000,1080000,SC Amiens,Luçon VF,Luçon VF,/khaled-adenon/profil/spieler/39174,-630000,13.017002861746503,2.5662564153311536
900000,1350000,Nottm Forest,Huddersfield,Dynamo Dresden,/michael-hefele/profil/spieler/102382,-450000,13.710150042306449,2.6181364375191847
450000,6300000,C. Rizespor,Fenerbahce,Sivasspor,/aatif-chahechouhe/profil/spieler/73480,-5850000,13.017002861746503,2.5662564153311536
360000,360000,NAC Breda,PSV Eindhoven,PSV U21,/ramon-pascal-lundqvist/profil/spieler/238084,0,12.793859310432293,2.5489653144403843
1800000,2250000,Hull City,Wolves,Wigan,/nouha-dicko/profil/spieler/173750,-450000,14.403297222866392,2.667457154181619
450000,1800000,Trabzonspor,Y. Malatyaspor,Kayserispor,/mustafa-akbas/profil/spieler/98113,-1350000,13.017002861746503,2.5662564153311536
315000,450000,União Madeira,Nacional,Ermis Aradippou,/marakis/profil/spieler/188669,-135000,12.66032791780777,2.5384733182611328
540000,1130000,Aldosivi,Guaraní,Brown Adrogue,/cristian-chavez/profil/spieler/70132,-590000,13.199324418540456,2.580165647868961
4500000,18000000,Fulham,Liverpool,RSC Anderlecht,/lazar-markovic/profil/spieler/144303,-13500000,15.319587954740548,2.72913226804608
23000,270000,Enisey,Ufa,Enisey,/maksim-semakin/profil/spieler/72165,-247000,10.043249494911286,2.3069007167702855
810000,810000,PEC Zwolle,Ajax U21,Ajax U19,/zian-flemming/profil/spieler/411537,0,13.604789526648622,2.6104219018214327
