link,search,results,res_stand
/arturo-calabresi/profil/spieler/240897,Arturo+Calabresi+Bologna,442000.0,-0.11547983791580285
/niklas-sule/profil/spieler/166601,Niklas+Süle+Bayern+Munich,457000.0,-0.11116607551457573
/kyle-bartley/profil/spieler/67421,Kyle+Bartley+West+Bromwich+Albion,108000.0,-0.21153294738312667
/ryan-manning/profil/spieler/262300,Ryan+Manning+Queens+Park+Rangers,2150000.0,0.3757139075039249
/omar-browne/profil/spieler/189523,Omar+Browne+Montreal+Impact,295000.0,-0.1577547094478286
/sergey-petrov/profil/spieler/102581,Sergey+Petrov+FC+Krasnodar,73400.0,-0.22148335932195723
/ezequiel-unsain/profil/spieler/337600,Luis+Unsain+Defensa+y+Justicia,42800.0,-0.23028343462046055
/pele/profil/spieler/99189,Pelé+Nottingham+Forest,570000.0,-0.07866906542533145
/fabio-quagliarella/profil/spieler/22328,Fabio+Quagliarella+Sampdoria,886000.0,0.012207529160519837
/mubarak-wakaso/profil/spieler/45639,Mubarak+Wakaso+Deportivo+Alaves,126000.0,-0.20635643250165414
/lionn/profil/spieler/75116,Lionn+Chaves,48000.0,-0.22878799698803515
/gaston-bojanich/profil/spieler/357337,Gastón+Bojanich+Argentinos+Juniors,54500.0,-0.22691869994750338
/rodrigo-de-paul/profil/spieler/255901,Rodrigo+de+Paul+Udinese,374000.0,-0.13503556080136578
/bruno-martins-indi/profil/spieler/112052,Bruno+Martins+Indi+Stoke,130000.0,-0.2052060958613269
/pierrick-capelle/profil/spieler/214532,Pierrick+Capelle+Angers,81200.0,-0.21924020287331913
/jonathan-osorio/profil/spieler/260807,Jonathan+Osorio+Toronto+FC,262000.0,-0.16724498673052826
/giorgi-papunashvili/profil/spieler/214259,Giorgi+Papunashvili+Real+Zaragoza,22600.0,-0.23609263465411306
/lukas-gugganig/profil/spieler/164142,Lukas+Gugganig+Greuther+Fuerth,54300.0,-0.22697621677951976
/drew-moor/profil/spieler/39503,Drew+Moor+Toronto+FC,298000.0,-0.15689195696758318
/julian-brandt/profil/spieler/187492,Julian+Brandt+Bayer+Leverkusen,801000.0,-0.012237124446433831
/denis-thomalla/profil/spieler/94030,Denis+Thomalla+FC+Heidenheim,69000.0,-0.22274872962631717
/sergio-ramos/profil/spieler/25557,Sergio+Ramos+Real+Madrid,26800000.0,7.464663453520489
/giorgi-aburjania/profil/spieler/186848,Giorgi+Aburjania+Lugo,24700.0,-0.23548870791794127
/nathan-byrne/profil/spieler/121276,Nathan+Byrne+Wigan,247000.0,-0.1715587491317554
/faycal-fajr/profil/spieler/174344,Faycal+Fajr+Caen,160000.0,-0.19657857105887266
/richonell-margaret/profil/spieler/465326,Richonell+Margaret+Vitesse,17300.0,-0.23761683070254663
/guilherme-oliveira/profil/spieler/257369,Guilherme+Oliveira+Belenenses+SAD,37900.0,-0.23169259700486142
/artem-rebrov/profil/spieler/15680,Artyom+Rebrov+Spartak+Moscow,41500.0,-0.23065729402856688
/yohan-benalouane/profil/spieler/50477,Yohan+Benalouane+Nottingham+Forest,64800.0,-0.22395658309866076
/milton-alvarez/profil/spieler/526527,Milton+Álvarez+Independiente,1360000.0,0.14852242103929675
/johan-blomberg/profil/spieler/107539,Johan+Blomberg+Colorado+Rapids,42000.0,-0.230513501948526
/diego-valoyes/profil/spieler/413983,Diego+Valoyes+Talleres,30300.0,-0.23387823662148313
/milan-lukac/profil/spieler/47024,Milan+Lukac+Akhisarspor,31700.0,-0.2334756187973686
/sven-michel/profil/spieler/186988,Sven+Michel+Paderborn,352000.0,-0.14136241232316557
/jannik-dehm/profil/spieler/211671,Jannik+Dehm+Holstein+Kiel,32600.0,-0.23321679305329499
/james-milner/profil/spieler/3333,James+Milner+Liverpool,6920000.0,1.7474903510941484
/miguel-veloso/profil/spieler/43848,Miguel+Veloso+Genoa,173000.0,-0.19283997697780916
/cristian-ansaldi/profil/spieler/55854,Cristian+Ansaldi+Torino,207000.0,-0.1830621155350277
/fabian-henriquez/profil/spieler/400611,Fabián+Henríquez+Godoy+Cruz,606000.0,-0.06831603566238637
/ruben-duarte/profil/spieler/177046,Rubén+Duarte+Deportivo+Alaves,52450.0,-0.2275082474756711
/nildo-petrolina/profil/spieler/158427,Nildo+Petrolina+Aves,37000.0,-0.23195142274893504
/emiliano-velazquez/profil/spieler/189458,Emiliano+Velázquez+Rayo+Vallecano,93700.0,-0.21564540087229653
/chris-basham/profil/spieler/52495,Chris+Basham+Sheffield+United,103000.0,-0.21297086818353572
/maciej-wilusz/profil/spieler/42109,Maciej+Wilusz+FC+Rostov,22900.0,-0.23600635940608852
/gerard-moreno/profil/spieler/177467,Gerard+Moreno+Villarreal,1790000.0,0.27218360987447415
/ciro-rius/profil/spieler/101875,Ciro+Rius+Defensa+y+Justicia,146000.0,-0.20060474930001798
/nikolay-markov/profil/spieler/89088,Nikolai+Markov+FC+Krasnodar,41700.0,-0.23059977719655053
/zelimkhan-bakaev/profil/spieler/279242,Zelimkhan+Bakaev+Arsenal+Tula,17500.0,-0.23755931387053028
/maxime-le-marchand/profil/spieler/60558,Maxime+Le+Marchand+Fulham,120000.0,-0.20808193746214498
/john-guidetti/profil/spieler/98596,John+Guidetti+Deportivo+Alaves,155000.0,-0.1980164918592817
/antonis-aidonis/profil/spieler/405674,Antonis+Aidonis+VfB+Stuttgart,125000.0,-0.20664401666173593
/assil-jaziri/profil/spieler/633398,Assil+Jaziri+Nice,13400.0,-0.2387384089268657
/guilherme/profil/spieler/55369,Guilherme+Lokomotiv+Moscow,101000.0,-0.21354603650369933
/alfredo-morales/profil/spieler/58500,Alfredo+Morales+Fortuna+Duesseldorf,325000.0,-0.14912718464537436
/claudio-falcao/profil/spieler/437566,Falcão+Aves,2240000.0,0.40159648191128766
/accioly/profil/spieler/56054,Accioly+Santa+Clara,277000.0,-0.16293122432930116
/carlos-soler/profil/spieler/372246,Carlos+Soler+Valencia,8640000.0,2.242135106434858
/dani-schahin/profil/spieler/58437,Dani+Schahin+Extremadura,10800.0,-0.2394861277430784
/miguel-linares/profil/spieler/95504,Miguel+Linares+Real+Zaragoza,3760000.0,0.8387244052356355
/danil-lipovoy/profil/spieler/462988,Danil+Lipovoy+Dinamo+Moscow,16400.0,-0.23787565644662026
/shawn-parker/profil/spieler/89659,Shawn+Parker+Greuther+Fuerth,61700.0,-0.22484809399491437
/alvaro-vadillo/profil/spieler/162074,Álvaro+Vadillo+Granada,382000.0,-0.13273488752071133
/stefan-johansen/profil/spieler/62008,Stefan+Johansen+West+Bromwich+Albion,140000.0,-0.20233025426050882
/iker-muniain/profil/spieler/54235,Iker+Muniain+Athletic+Bilbao,272000.0,-0.16436914512971018
/daniel-heuer-fernandes/profil/spieler/84993,Daniel+Heuer+Fernandes+Darmstadt,111000.0,-0.21067019490288125
/jason-puncheon/profil/spieler/47995,Jason+Puncheon+Huddersfield,83000.0,-0.21872255138517188
/cian-harries/profil/spieler/319300,Cian+Harries+Swansea,26400.0,-0.2349998148458022
/oliver-skipp/profil/spieler/406638,Oliver+Skipp+Tottenham,103000.0,-0.21297086818353572
/kylian-mbappe/profil/spieler/342229,Kylian+Mbappé+Paris+Saint-Germain,7560000.0,1.9315442135465055
/edimilson-fernandes/profil/spieler/247555,Edimilson+Fernandes+Fiorentina,168000.0,-0.1942778977782182
/kortney-hause/profil/spieler/233124,Kortney+Hause+Aston+Villa,113000.0,-0.21009502658271764
/minhoca/profil/spieler/194177,Minhoca+Santa+Clara,107000.0,-0.21182053154320848
/gersom-klok/profil/spieler/56325,Gersom+Klok+FC+Emmen,26800.0,-0.23488478118176948
/georgios-tzavellas/profil/spieler/42942,Georgios+Tzavellas+Alanyaspor,32500.0,-0.23324555146930318
/david-costas/profil/spieler/276111,David+Costas+Celta+Vigo,413000.0,-0.12381977855817528
/marcus-epps/profil/spieler/482646,Marcus+Epps+New+York+Red+Bulls,969000.0,0.03607701444730989
/odil-akhmedov/profil/spieler/63606,Odil+Akhmedov+Shanghai+SIPG+FC,34600.0,-0.23264162473313138
/javier-gandolfi/profil/spieler/26242,Javier+Gandolfi+Talleres,82700.0,-0.21880882663319642
/daniel-salloi/profil/spieler/321946,Dániel+Sallói+Sporting+Kansas+City,62200.0,-0.22470430191487348
/chey-dunkley/profil/spieler/217094,Cheyenne+Dunkley+Wigan,18400.0,-0.23730048812645665
/martin-hinteregger/profil/spieler/85789,Martin+Hinteregger+Eintracht+Frankfurt,225000.0,-0.17788560065355516
/erik-holt/profil/spieler/510344,Erik+Holt+Real+Salt+Lake,923000.0,0.022848143083546726
/tim-knipping/profil/spieler/185520,Tim+Knipping+Sandhausen,37100.0,-0.23192266433292685
/ryad-boudebouz/profil/spieler/77826,Ryad+Boudebouz+Celta+Vigo,156000.0,-0.1977289076991999
/marek-hamsik/profil/spieler/38593,Marek+Hamsik+Dalian+Yifang,97000.0,-0.21469637314402656
/luquinhas/profil/spieler/402825,Luquinhas+Aves,30800.0,-0.23373444454144224
/branislav-ivanovic/profil/spieler/36827,Branislav+Ivanovic+Zenit+St.+Petersburg,96500.0,-0.21484016522406746
/florian-kruger/profil/spieler/317740,Florian+Krüger+Erzgebirge+Aue,60500.0,-0.22519319498701254
/cameron-carter-vickers/profil/spieler/341049,Cameron+Carter-Vickers+Swansea,183000.0,-0.18996413537699108
/lewis-walker/profil/spieler/430801,Lewis+Walker+Queens+Park+Rangers,1780000.0,0.26930776827365605
/rui-patricio/profil/spieler/45026,Rui+Patrício+Wolverhampton+Wanderers,174000.0,-0.19255239281772735
/magomed-elmurzaev/profil/spieler/450282,Magomed+Elmurzaev+Anzhi+Makhachkala,18300.0,-0.23732924654246484
/ivan-arboleda/profil/spieler/260740,Mauricio+Arboleda+Banfield,51800.0,-0.22769517717972426
/alvaro-raton/profil/spieler/248551,Álvaro+Ratón+Real+Zaragoza,732000.0,-0.03208043149207857
/wesley-lautoa/profil/spieler/154199,Wesley+Lautoa+Dijon,52300.0,-0.22755138509968337
/diogo-goncalves/profil/spieler/258015,Diogo+Gonçalves+Nottingham+Forest,365000.0,-0.13762381824210204
/tomas-rincon/profil/spieler/75942,Tomás+Rincón+Torino,643000.0,-0.057675421739359474
/samuel-chukwueze/profil/spieler/401922,Samuel+Chukwueze+Villarreal,188000.0,-0.18852621457658206
/simone-iacoponi/profil/spieler/59699,Simone+Iacoponi+Parma+Calcio+1913,25800.0,-0.2351723653418513
/oliver-sorg/profil/spieler/55114,Oliver+Sorg+Hannover+96,136000.0,-0.20348059090083606
/marcos-acuna/profil/spieler/60410,Marcos+Acuña+Sporting+CP,140000.0,-0.20233025426050882
/xadas/profil/spieler/345345,Bruno+Xadas+Braga,87500.0,-0.21742842266480372
/nicola-dalmonte/profil/spieler/301237,Nicola+Dalmonte+Genoa,163000.0,-0.19571581857862724
