age_group_Plus_35,age_group_31-34,league_Bundesliga 2 (GER),team_clas_Top 10,last_rating,league_Premier League (ENG),league_MLS (USA),league_Eredivise (NET),league_Super Lig (TUR),team_clas_Top 50,league_Primera División (ARG),team_clas_Top 100,previous_offsideswon,league_Liga NOS (POR),league_Ligue 1 (FRA),league_Serie A (ITA),age_group_27-30,league_Championship (ENG),team_clas_Top 150,league_La Liga (SPA),previous_shots,pos_def_Defensive Midfielder,pref_side_None,previous_offsidesdone,type_agent_No agent,league_Premier Liga (RUS),pos_def_Goalkeeper,previous_badcontrol,age_group_24-26,Top individuals ,league_Super League (CHI),last_wasdribbled,type_agent_Small,FIFA Club World Cup winner ,pref_side_Left,last_disposeseed,pos_def_Midfielder,last_red,Continental Club Winner,previous_interception,Continental Nat Winner,Olympic medalist ,League T1 Club Winner,previous_clearence,previous_aerial,last_interception,last_fouled,type_agent_Relatives,last_blocks,last_clearence,last_fouls,League T1 Runner-up,last_mom,type_agent_Medium,total_awards,last_dribbles,previous_red,sides,World Cup third place ,League T2 Club Winner,previous_dribbles,Major individuals ,Continental Club Runner-up,last_yellow,Minor individuals ,previous_mom,miss_days_per_y,last_goals,last_badcontrol,previous_passes,last_passes,previous_goals,previous_rating,previous_assist,previous_fouls,days_miss,last_assist,previous_yellow,weight,last_mins,tw_index,height,previous_mins,previous_tackles,nat_team_min_pond,nat_team_min,games_miss,highest_value,google_res
0,0,0,1,7.11,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1.625,0,0,0.35,0,0,0,2.45,0,0.0,0,1.1,1,0.0,1,1.4,1,0.0,0.0,0.575,0.0,0.0,0.0,0.07500000000000001,0.7,0.8,1.4,0,0.0,0.2,0.7,0.0,3.0,0,3.0,1.5,0.0,2,0.0,3.0,1.325,0.0,0.0,0.0,0.0,7.0,9.714285714285714,4.0,2.2,73.4,74.6,15.0,6.87,20.0,0.7250000000000001,68.0,3.0,5.0,65.0,1151.0,0.0,167.0,5227.0,1.15,35.09090909090909,386,9.0,18000000,504000.0
0,0,0,1,7.29,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0.0,0,1,0.0,0,0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,0.1,0.0,0.0,0.0,0.65,0.6499999999999999,0.1,0.3,0,0.0,1.6,0.0,0.0,2.0,1,3.0,0.0,0.0,1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,4.333333333333333,0.0,0.0,78.75,59.6,0.0,6.955,0.0,0.05,52.0,0.0,3.0,85.0,1620.0,0.0,193.0,3060.0,0.0,6.090909090909091,67,10.0,4500000,240000.0
0,0,0,1,6.96,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.65,1,1,0.1,0,0,0,1.75,0,0.0,0,0.9,0,0.0,0,1.7,0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.7,1.5,0.7,1.5,0,0.1,0.7,1.3,0.0,0.0,1,5.0,0.9,0.0,1,0.0,3.0,0.8500000000000001,0.0,0.0,7.0,0.0,0.0,4.428571428571429,2.0,1.6,80.15,79.4,4.0,6.785,0.0,1.45,31.0,1.0,5.0,70.0,912.0,0.0,172.0,2180.0,2.1,201.5,1209,9.0,11250000,303000.0
0,1,0,1,7.17,0,0,0,0,0,1,0,0.6,0,0,0,0,0,0,0,0.3,0,0,0.1,1,0,0,0.3,0,0.0,0,0.3,0,0.0,0,0.1,0,0.0,3.0,1.8,0.0,0.0,0.0,4.8,1.8,1.4,0.4,0,1.2,7.0,1.0,0.0,0.0,0,5.0,0.1,1.0,1,0.0,2.0,0.1,0.0,0.0,4.0,0.0,1.0,5.777777777777778,0.0,0.0,88.2,82.8,0.0,6.91,0.0,0.5,104.0,1.0,0.0,80.0,894.0,0.0,183.0,1581.0,1.3,6.363636363636362,70,18.0,1620000,102000.0
0,0,0,1,6.83,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.8,0,0.0,0,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0,0.0,0.1,1.0,0.0,1.0,1,0.0,1.7,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.83333333333333,3.0,3.2,0.0,72.7,0.0,0.0,0.0,0.0,143.0,2.0,0.0,65.0,893.0,0.0,178.0,0.0,0.0,12.25,147,18.0,3150000,4020000.0
0,0,0,1,6.97,0,0,0,0,0,1,0,0.25,0,0,0,1,0,0,0,0.5,0,0,0.07500000000000001,0,0,0,1.3,0,0.0,0,0.6,0,0.0,1,0.9,0,0.0,1.0,2.225,0.0,0.0,0.0,2.225,1.025,1.4,0.6,0,0.2,2.4,1.1,0.0,0.0,1,2.0,0.5,0.0,1,0.0,1.0,0.6,0.0,0.0,4.0,0.0,0.0,0.42857142857142855,2.0,0.9,78.05,75.6,3.0,6.8825,2.0,0.975,6.0,1.0,7.0,73.0,1576.0,0.0,180.0,4355.0,2.05,59.0,649,0.0,4050000,2980000.0
0,0,0,1,6.9,0,0,0,0,0,1,0,0.2333333333333333,0,0,0,0,0,0,0,0.5333333333333333,0,0,0.06666666666666668,0,0,0,1.4,0,0.0,0,1.5,0,0.0,1,0.0,0,0.0,0.0,3.4,0.0,0.0,0.0,2.966666666666667,1.8333333333333333,1.0,2.0,0,0.0,0.5,2.5,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,2.0,24.0,0.0,0.0,72.63333333333333,76.7,1.0,7.043333333333334,0.0,2.6,120.0,0.0,8.0,72.0,110.0,0.0,175.0,2090.0,3.8,0.0,0,0.0,1800000,131000.0
0,0,0,0,7.02,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,1.5,0,0,0.1,1,0,0,1.3,0,0.0,0,1.2,0,0.0,0,1.5,1,1.0,0.0,0.6,0.0,0.0,0.0,0.25,0.2,0.7,1.1,0,0.0,0.1,1.4,0.0,2.0,0,0.0,0.6,0.0,2,0.0,0.0,0.7,0.0,0.0,5.0,0.0,1.0,16.636363636363637,5.0,1.4,87.6,87.0,7.0,6.505,2.0,1.15,183.0,4.0,10.0,67.0,2490.0,0.0,174.0,2300.0,0.95,0.0,0,26.0,6300000,190000.0
0,0,0,0,6.56,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0.0,1,0,0,0.0,0,0.0,0,1.1,0,0.0,0,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.7,0,0.0,1.8,1.6,0.0,0.0,0,1.0,0.2,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.833333333333333,0.0,0.7,0.0,77.8,0.0,0.0,0.0,0.0,17.0,0.0,0.0,80.0,508.0,0.0,182.0,0.0,0.0,31.83333333333333,191,3.0,900000,173000.0
0,0,0,0,6.24,0,0,0,0,0,0,0,0.02,0,1,0,1,0,0,0,0.48,1,1,0.04,0,0,0,0.48,0,0.0,0,0.8,0,0.0,0,0.0,0,0.0,0.0,1.66,0.0,0.0,0.0,1.02,0.96,0.0,0.0,0,0.2,0.3,0.3,0.0,0.0,1,2.0,0.2,1.0,1,0.0,2.0,0.18,0.0,0.0,0.0,0.0,1.0,6.384615384615384,0.0,0.7,84.56,79.7,2.0,6.608,0.0,1.02,83.0,0.0,12.0,81.0,112.0,0.0,187.0,4852.0,1.88,0.0,0,16.0,2520000,30000.0
0,0,0,0,6.07,0,0,0,0,0,0,0,0.05,0,1,0,0,0,0,0,0.95,0,0,0.05,0,0,0,0.95,1,0.0,0,1.0,1,0.0,0,1.3,1,0.0,1.0,0.55,0.0,0.0,0.0,0.25,0.2,0.0,0.7,0,0.0,0.0,0.7,0.0,0.0,0,3.0,0.0,0.0,2,0.0,2.0,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.3,79.75,83.8,1.0,6.405,2.0,0.25,35.0,0.0,1.0,70.0,89.0,128.57142857142858,170.0,1328.0,0.55,14.081081081081082,1042,5.0,1350000,79700.0
0,0,0,0,6.02,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0.0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,70.0,1.0,0.0,182.0,0.0,0.0,0.0,0,8.0,720000,16500.0
0,0,0,0,7.13,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0.5,0,0,0.1,1,0,0,1.1,1,0.0,0,1.0,0,0.0,0,0.9,0,0.0,0.0,1.2,0.0,0.0,0.0,2.5,1.0,1.2,1.4,0,0.1,1.6,1.3,0.0,2.0,0,0.0,1.3,0.0,1,0.0,0.0,0.9,0.0,0.0,8.0,0.0,2.0,17.4,1.0,1.5,79.6,83.1,0.0,7.08,2.0,0.9,174.0,4.0,2.0,71.0,2441.0,0.0,172.0,2459.0,2.9,0.0,0,23.0,5400000,298000.0
