team_clas_Top 10,team_clas_Top 100,team_clas_Top 150,team_clas_Top 50,league_Bundesliga 2 (GER),league_Championship (ENG),league_Eredivise (NET),league_La Liga (SPA),league_La Liga 2 (SPA),league_Liga NOS (POR),league_Ligue 1 (FRA),league_MLS (USA),league_Premier League (ENG),league_Premier Liga (RUS),league_Primera División (ARG),league_Serie A (ITA),league_Super League (CHI),league_Super Lig (TUR),pos_def_Defensive Midfielder,pos_def_Forward,pos_def_Goalkeeper,pos_def_Midfielder,pref_side_Left,pref_side_None,pref_side_Right,type_agent_Medium,type_agent_No agent,type_agent_Relatives,type_agent_Small,age_group_24-26,age_group_27-30,age_group_31-34,age_group_Plus_35,age_group_Sub_20,height,weight,sides,highest_value,current_log,double_trans,nat_team_min,nat_team_min_pond,days_miss,games_miss,miss_days_per_y,google_res,stand_goog_res,tw_index,last_interception,last_tackles,last_fouls,last_offsideswon,last_clearence,last_wasdribbled,last_blocks,last_owngoals,last_keypasses,last_dribbles,last_fouled,last_offsidesdone,last_disposeseed,last_badcontrol,last_mins,last_goals,last_assist,last_yellow,last_red,last_shots,last_passes,last_aerial,last_mom,last_rating,last_goals_permin,last_assist_permin,last_yellow_permin,last_red_permin,last_mom_permin,previous_interception,previous_tackles,previous_fouls,previous_offsideswon,previous_clearence,previous_wasdribbled,previous_blocks,previous_owngoals,previous_keypasses,previous_dribbles,previous_fouled,previous_offsidesdone,previous_disposeseed,previous_badcontrol,previous_shots,previous_passes,previous_aerial,previous_rating,previous_mins,previous_goals,previous_assist,previous_yellow,previous_red,previous_mom,previous_goals_permin,previous_assist_permin,previous_yellow_permin,previous_red_permin,previous_mom_permin,Continental Club Winner,Continental Nat Winner,Minor individuals ,League T2 Club Winner,Top individuals ,League T1 Club Winner,Continental Club Runner-up,Continental Nat Runner-up,Major individuals ,League T1 Runner-up,Under Continental Runner-up,Under Continental Winner,FIFA Club World Cup participant ,FIFA Club World Cup winner ,Olympic medalist ,League T2 Runner-up,Second place at the Olympic Games ,Third place at the Olympic Games ,World Cup participant ,World Cup runner-up ,World Cup third place ,World Cup winner ,total_awards
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,182.0,80.0,2,5400000,15.501909511534505,2.740963210629956,0,0.0,74.0,10.0,8.222222222222221,177000.0,-0.19168964033748195,0.0,1.4,1.6,1.1,0.4,5.8,0.5,1.4,0.0,0.1,0.4,0.8,0.1,0.2,0.6,1250.0,2.0,0.0,4.0,0.0,0.5,76.6,1.9,0.0,6.89,0.0016,0.0,0.0032,0.0,0.0,2.1,1.7,0.94,0.5799999999999998,3.22,0.5800000000000001,0.4199999999999999,0.1,0.25,0.33,0.6700000000000002,0.030000000000000006,0.11,0.37,0.30999999999999994,81.39,1.78,6.747999999999999,5911.0,2.0,2.0,9.0,3.0,1.0,0.0003383522246658772,0.0003383522246658772,0.0015225850109964474,0.0005075283369988157,0.0001691761123329386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,182.0,76.0,3,3150000,14.808762330974558,2.6952190549681467,290,32.22222222222222,221.0,29.0,18.416666666666668,144000.0,-0.2011799176201816,0.0,0.8,2.0,1.8,0.0,0.6,2.2,0.0,0.0,1.2,2.4,2.0,0.0,2.1,2.0,1782.0,4.0,5.0,9.0,2.0,1.8,72.6,0.9,2.0,7.07,0.002244668911335578,0.0028058361391694727,0.005050505050505051,0.001122334455667789,0.001122334455667789,0.5800000000000001,1.22,0.77,0.0,0.35,0.65,0.09,0.0,0.74,1.33,1.5100000000000002,0.030000000000000006,1.58,1.0799999999999998,1.8500000000000003,74.69,0.51,6.671000000000001,8136.0,17.0,11.0,22.0,1.0,9.0,0.002089478859390364,0.001352015732546706,0.002704031465093412,0.00012291052114060964,0.0011061946902654867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,172.0,67.0,2,9000000,16.012735135300492,2.7733843515990637,1355,19.63768115942029,7.0,2.0,1.0,152000.0,-0.19887924433952714,0.0,0.9,2.0,1.7,0.0,0.9,1.6,0.1,0.0,0.8,1.1,1.3,0.1,1.5,1.9,2752.0,3.0,4.0,6.0,0.0,1.8,76.3,0.3,0.0,6.74,0.0010901162790697674,0.0014534883720930232,0.0021802325581395353,0.0,0.0,0.8999999999999999,1.9,1.25,0.0,0.1,0.7000000000000001,0.1,0.0,0.8,1.05,1.1,0.05,1.5,1.8,2.35,83.19999999999997,0.25,7.17,2075.0,11.0,1.0,9.0,0.0,1.0,0.005301204819277107,0.0004819277108433735,0.004337349397590362,0.0,0.0004819277108433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,189.0,82.0,1,630000,13.199324418540455,2.5801656478689607,0,0.0,3.0,0.0,0.25,67900.0,-0.2230650722024072,0.0,0.2,0.7,1.5,0.0,1.0,0.4,0.0,0.0,0.9,0.2,1.3,0.3,0.9,1.6,1899.0,4.0,1.0,8.0,0.0,1.3,59.0,4.1,0.0,6.63,0.00210637177461822,0.000526592943654555,0.00421274354923644,0.0,0.0,0.4,0.5,1.6,0.05,0.65,0.55,0.15000000000000002,0.0,0.75,0.2,1.4500000000000002,0.25,0.8500000000000001,1.6,1.3,67.55,2.55,6.635,3129.0,10.0,4.0,8.0,0.0,1.0,0.003195909236177693,0.001278363694471077,0.002556727388942154,0.0,0.0003195909236177693,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,187.0,74.0,2,540000,12.100712129872349,2.4932643045793417,0,0.0,214.0,24.0,10.7,49200.0,-0.22844289599593695,0.0,1.6,1.4,1.5,0.3,2.9,1.5,0.5,0.0,0.5,0.1,1.4,0.1,0.1,0.4,1097.0,1.0,0.0,4.0,1.0,0.6,74.6,3.0,0.0,6.55,0.0009115770282588881,0.0,0.0036463081130355523,0.0009115770282588881,0.0,1.7,1.35,2.05,0.2,2.25,0.65,0.25,0.0,0.35,0.5,1.75,0.0,0.55,0.8,0.55,68.6,4.9,6.71,2258.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.006643046944198407,0.00044286979627989367,0.00044286979627989367,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,192.0,90.0,1,900000,13.422467969854667,2.5969300170092384,0,0.0,184.0,20.0,20.444444444444443,37200.0,-0.23189390591691866,0.0,0.3,0.7,1.7,0.0,0.4,0.6,0.1,0.0,0.7,0.4,1.9,0.3,1.4,2.1,1142.0,1.0,1.0,3.0,0.0,1.4,72.7,2.8,0.0,6.52,0.0008756567425569178,0.0008756567425569178,0.002626970227670753,0.0,0.0,0.3,0.4,1.3333333333333333,0.0,0.36666666666666653,0.2333333333333333,0.13333333333333333,0.0,0.5,0.3333333333333333,0.9666666666666668,0.13333333333333333,0.9333333333333336,0.8666666666666667,0.6666666666666666,68.2,1.9666666666666663,6.413333333333332,2885.0,11.0,3.0,4.0,0.0,2.0,0.0038128249566724438,0.0010398613518197574,0.0013864818024263432,0.0,0.0006932409012131716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,190.0,82.0,1,2250000,13.199324418540455,2.5801656478689607,0,0.0,163.0,19.0,12.538461538461537,43100.0,-0.23019715937243598,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,56.4,0.4,3.0,6.9,0.0,0.0,0.0,0.0,0.0022222222222222227,0.0,0.03333333333333333,0.016666666666666666,0.0,0.6666666666666666,0.05000000000000001,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,60.06666666666667,0.43333333333333335,6.535,8705.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0008041355542791499,0.0,0.00034462952326249285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,187.0,80.0,2,1800000,13.422467969854667,2.5969300170092384,575,11.5,291.0,35.0,32.333333333333336,70300.0,-0.22237487021821084,0.0,0.2,0.7,1.7,0.0,0.9,0.5,0.1,0.0,0.6,0.4,1.8,0.1,1.5,1.5,1111.0,4.0,0.0,0.0,0.0,1.7,73.8,2.7,0.0,6.73,0.0036003600360036,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.7666666666666666,0.0,0.26666666666666666,0.6833333333333332,0.1,0.0,0.6333333333333333,0.7999999999999999,1.1166666666666667,0.26666666666666666,0.75,0.7000000000000001,0.6499999999999999,66.63333333333334,1.55,6.496666666666666,2591.0,2.0,6.0,1.0,0.0,0.0,0.0007719027402547278,0.0023157082207641835,0.000385951370127364,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,192.0,85.0,1,810000,13.422467969854667,2.5969300170092384,0,0.0,66.0,12.0,8.25,39700.0,-0.2311749455167141,0.0,2.0,1.3,1.4,0.1,2.8,0.8,0.6,0.0,0.5,0.0,1.7,0.0,0.3,0.5,1847.0,2.0,0.0,9.0,1.0,1.0,74.8,4.4,0.0,6.86,0.0010828370330265298,0.0,0.004872766648619383,0.0005414185165132649,0.0,1.16,1.0,1.2999999999999998,0.06000000000000001,0.98,0.76,0.1,0.0,0.12000000000000002,0.08,0.8400000000000001,0.02,0.46,0.38,0.32,51.46,2.8,6.472,3960.0,2.0,1.0,16.0,1.0,2.0,0.0005050505050505049,0.00025252525252525247,0.0040404040404040395,0.00025252525252525247,0.0005050505050505049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,184.0,79.0,1,6750000,15.725053062848714,2.755255177006802,0,0.0,183.0,26.0,15.25,183000.0,-0.18996413537699108,0.0,2.0,3.8,1.7,0.0,1.9,2.0,0.3,0.0,0.4,1.8,2.0,0.0,0.4,1.4,990.0,0.0,0.0,5.0,0.0,0.0,90.8,1.1,1.0,7.47,0.0,0.0,0.005050505050505051,0.0,0.0010101010101010099,2.15,3.45,1.0,0.1,0.8500000000000001,1.25,0.25,0.0,0.25,0.8999999999999999,1.5,0.0,0.9,0.8500000000000001,0.30000000000000004,88.25,0.5,7.025,3762.0,0.0,0.0,15.0,1.0,2.0,0.0,0.0,0.003987240829346092,0.0002658160552897395,0.000531632110579479,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,175.0,75.0,1,13500000,16.41820024340866,2.7983904904291514,257,23.363636363636363,288.0,31.0,24.0,679000.0,-0.047322391976414385,0.0,0.1,0.3,0.5,0.1,0.5,0.3,0.1,0.0,0.6,0.4,0.9,0.5,1.3,2.4,872.0,2.0,1.0,4.0,0.0,1.9,69.8,0.9,0.0,6.45,0.0022935779816513767,0.0011467889908256881,0.004587155963302753,0.0,0.0,0.05,0.25,1.15,0.05,0.6499999999999999,0.25,0.2,0.0,0.95,0.8999999999999999,1.4,0.55,1.7,2.65,3.1,74.05000000000003,1.1,7.58,2617.0,30.0,6.0,7.0,0.0,9.0,0.011463507833397021,0.0022927015666794038,0.0026748184944593045,0.0,0.003439052350019106,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,175.0,84.0,1,5400000,15.501909511534505,2.740963210629956,0,0.0,34.0,7.0,2.6153846153846154,163000.0,-0.19571581857862724,0.0,0.0,0.2,0.5,0.0,0.5,0.1,0.0,0.0,0.7,0.3,0.8,1.1,0.9,1.6,800.0,6.0,5.0,2.0,0.0,1.2,66.1,0.6,0.0,6.7,0.0075,0.00625,0.0025,0.0,0.0,0.06000000000000001,0.12,0.5,0.02,0.5,0.2,0.04,0.2,0.9,0.46,1.2399999999999998,1.28,0.86,2.3,1.7,65.42,0.4800000000000001,6.757999999999999,4451.0,31.0,8.0,14.0,0.0,7.0,0.006964727027634239,0.001797348910357223,0.003145360593125141,0.0,0.0015726802965625704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
