team_clas_Top 10,team_clas_Top 100,team_clas_Top 150,team_clas_Top 50,league_Bundesliga 2 (GER),league_Championship (ENG),league_Eredivise (NET),league_La Liga (SPA),league_La Liga 2 (SPA),league_Liga NOS (POR),league_Ligue 1 (FRA),league_MLS (USA),league_Premier League (ENG),league_Premier Liga (RUS),league_Primera División (ARG),league_Serie A (ITA),league_Super League (CHI),league_Super Lig (TUR),pos_def_Defensive Midfielder,pos_def_Forward,pos_def_Goalkeeper,pos_def_Midfielder,pref_side_Left,pref_side_None,pref_side_Right,type_agent_Medium,type_agent_No agent,type_agent_Relatives,type_agent_Small,age_group_24-26,age_group_27-30,age_group_31-34,age_group_Plus_35,age_group_Sub_20,height,weight,sides,highest_value,current_log,double_trans,nat_team_min,nat_team_min_pond,days_miss,games_miss,miss_days_per_y,google_res,stand_goog_res,tw_index,last_interception,last_tackles,last_fouls,last_offsideswon,last_clearence,last_wasdribbled,last_blocks,last_owngoals,last_keypasses,last_dribbles,last_fouled,last_offsidesdone,last_disposeseed,last_badcontrol,last_mins,last_goals,last_assist,last_yellow,last_red,last_shots,last_passes,last_aerial,last_mom,last_rating,last_goals_permin,last_assist_permin,last_yellow_permin,last_red_permin,last_mom_permin,previous_interception,previous_tackles,previous_fouls,previous_offsideswon,previous_clearence,previous_wasdribbled,previous_blocks,previous_owngoals,previous_keypasses,previous_dribbles,previous_fouled,previous_offsidesdone,previous_disposeseed,previous_badcontrol,previous_shots,previous_passes,previous_aerial,previous_rating,previous_mins,previous_goals,previous_assist,previous_yellow,previous_red,previous_mom,previous_goals_permin,previous_assist_permin,previous_yellow_permin,previous_red_permin,previous_mom_permin,Continental Club Winner,Continental Nat Winner,Minor individuals ,League T2 Club Winner,Top individuals ,League T1 Club Winner,Continental Club Runner-up,Continental Nat Runner-up,Major individuals ,League T1 Runner-up,Under Continental Runner-up,Under Continental Winner,FIFA Club World Cup participant ,FIFA Club World Cup winner ,Olympic medalist ,League T2 Runner-up,Second place at the Olympic Games ,Third place at the Olympic Games ,World Cup participant ,World Cup runner-up ,World Cup third place ,World Cup winner ,total_awards
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,180.0,73.0,1,450000,13.017002861746507,2.5662564153311536,0,0.0,143.0,18.0,20.428571428571427,1290000.0,0.12839152983357022,0.0,1.1,2.3,0.5,0.1,2.2,1.2,0.2,1.0,1.0,0.3,0.6,0.0,0.8,0.9,1480.0,1.0,3.0,4.0,1.0,0.8,68.6,1.5,1.0,6.78,0.0006756756756756758,0.002027027027027027,0.0027027027027027033,0.0006756756756756758,0.0006756756756756758,1.3,2.8,1.3,0.4,4.0,1.3,0.4,0.0,0.5,0.6,0.6,0.0,0.4,0.8,0.4,65.0,3.2,7.03,2270.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.001762114537444934,0.0,0.0004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,176.82833333333335,72.9825,1,720000,13.017002861746507,2.5662564153311536,0,0.0,73.0,8.0,36.5,17300.0,-0.23761683070254666,0.0,0.3,0.3,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.5,0.5,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.3,70.6,0.3,0.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,188.0,81.0,1,6300000,14.626440774180605,2.682830902739576,1911,29.859375,501.0,92.0,35.785714285714285,86100.0,-0.21783104048891827,0.0,0.2,0.3,0.6,0.0,0.8,0.2,0.1,0.0,0.8,0.2,0.5,0.5,0.7,1.0,694.0,6.0,1.0,0.0,0.0,1.7,55.7,1.8,1.0,6.9,0.008645533141210375,0.001440922190201729,0.0,0.0,0.001440922190201729,0.13636363636363635,0.4545454545454545,0.8363636363636364,0.0,0.3272727272727272,0.3545454545454545,0.027272727272727282,0.0,0.6272727272727272,0.28181818181818186,0.5363636363636364,0.8090909090909091,0.6909090909090909,1.1181818181818182,1.5454545454545452,58.4,2.1000000000000005,6.5245454545454535,7362.0,30.0,8.0,6.0,0.0,6.0,0.004074979625101874,0.0010866612333604998,0.0008149959250203749,0.0,0.0008149959250203749,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,174.0,75.0,1,5400000,13.604789526648624,2.6104219018214327,0,0.0,29.0,4.0,2.071428571428572,103000.0,-0.21297086818353567,0.0,1.0,1.7,1.0,0.1,1.7,0.6,0.2,0.0,1.5,0.7,2.2,0.1,1.3,1.7,2215.0,2.0,4.0,7.0,1.0,1.2,77.1,0.8,0.0,6.86,0.0009029345372460496,0.0018058690744920992,0.003160270880361174,0.0004514672686230248,0.0,1.1454545454545455,1.481818181818182,1.2545454545454544,0.17272727272727273,2.263636363636364,0.6636363636363636,0.2272727272727273,0.0,0.7545454545454546,0.8454545454545453,1.6909090909090907,0.054545454545454564,0.7363636363636363,0.9909090909090909,0.7909090909090909,79.6,0.7636363636363637,6.755454545454546,5839.0,2.0,11.0,18.0,3.0,2.0,0.00034252440486384647,0.0018838842267511558,0.003082719643774619,0.0005137866072957698,0.00034252440486384647,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,190.0,87.0,1,1130000,13.710150042306447,2.6181364375191847,0,0.0,547.0,73.0,49.72727272727273,33900.0,-0.23284293364518865,0.0,0.8,0.7,1.0,0.3,3.0,0.0,0.4,0.0,0.1,0.0,0.3,0.0,0.0,0.1,562.0,0.0,0.0,2.0,0.0,0.6,81.6,3.8,0.0,6.54,0.0,0.0,0.0035587188612099642,0.0,0.0,2.5,1.6,1.6,1.1,7.1,0.1,0.5,0.0,0.1,0.4,0.5,0.0,0.4,0.1,0.4,85.1,3.5,7.07,720.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0027777777777777783,0.0,0.0013888888888888892,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,173.0,63.0,3,4500000,14.115615150414612,2.647281642081681,34,2.125,320.0,34.0,21.33333333333333,73500.0,-0.22145460090594904,0.0,0.2,0.9,0.8,0.0,0.1,0.3,0.0,0.0,1.8,0.5,1.3,0.2,1.1,1.5,1033.0,1.0,4.0,0.0,0.0,1.3,76.4,0.0,1.0,6.81,0.0009680542110358179,0.0038722168441432717,0.0,0.0,0.0009680542110358179,0.5,0.7000000000000001,1.042857142857143,0.0,0.14285714285714285,0.7999999999999999,0.014285714285714287,0.0,1.1571428571428568,1.2857142857142858,1.4428571428571428,0.31428571428571433,1.6428571428571428,1.5142857142857142,1.2,80.47142857142858,0.08571428571428573,6.639999999999999,11001.0,18.0,15.0,5.0,1.0,3.0,0.001636214889555495,0.0013635124079629125,0.0004545041359876375,9.09008271975275e-05,0.00027270248159258254,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184.0,78.0,1,2700000,14.808762330974558,2.6952190549681467,0,0.0,89.0,13.0,6.357142857142858,173000.0,-0.1928399769778092,0.0,1.0,1.3,0.6,0.7,3.7,0.2,0.6,0.0,0.2,0.0,0.2,0.0,0.1,0.3,1392.0,1.0,1.0,4.0,1.0,0.3,77.8,1.0,0.0,6.45,0.0007183908045977011,0.0007183908045977011,0.002873563218390805,0.0007183908045977011,0.0,1.3,1.2,0.4,1.2,4.7,0.5,0.4,1.0,0.2,0.3,0.5,0.0,0.1,0.4,0.2,80.3,0.9,6.61,2426.0,1.0,0.0,6.0,0.0,0.0,0.00041220115416323167,0.0,0.00247320692497939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,184.0,76.0,1,6750000,14.626440774180605,2.682830902739576,2718,51.283018867924525,56.0,7.0,5.090909090909091,93100.0,-0.2158179513683456,0.0,0.7,1.3,1.3,0.1,0.8,0.9,0.3,0.0,0.1,0.3,0.7,0.0,0.3,0.2,581.0,0.0,1.0,3.0,1.0,0.0,83.1,0.9,0.0,6.35,0.0,0.0017211703958691911,0.005163511187607574,0.0017211703958691911,0.0,1.7333333333333332,2.25,1.8333333333333333,0.06666666666666668,1.4500000000000002,1.116666666666667,0.15,0.0,0.6666666666666666,0.5166666666666666,1.75,0.016666666666666666,0.6999999999999998,0.4333333333333333,0.5000000000000001,84.94999999999997,1.4666666666666668,6.878333333333333,6878.0,3.0,4.0,27.0,2.0,0.0,0.00043617330619366096,0.0005815644082582147,0.0039255597557429495,0.00029078220412910734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,185.0,84.0,1,3600000,15.096444403426338,2.7144592461217063,0,0.0,55.0,10.0,6.875,120000.0,-0.20808193746214496,0.0,1.4,1.1,1.7,0.5,3.3,0.8,0.6,0.0,0.2,0.1,0.6,0.1,0.2,0.4,1538.0,1.0,0.0,8.0,2.0,0.4,72.1,1.9,0.0,6.31,0.0006501950585175553,0.0,0.005201560468140442,0.0013003901170351106,0.0,1.6,1.65,0.8,0.8500000000000001,5.25,0.55,0.7,0.0,0.1,0.05,0.8500000000000001,0.05,0.05,0.3,0.35,71.19999999999997,1.8,6.68,2652.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0003770739064856712,0.0022624434389140274,0.0003770739064856712,0.0003770739064856712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,179.0,69.0,1,2700000,13.017002861746507,2.5662564153311536,0,0.0,439.0,35.0,33.769230769230774,436000.0,-0.1172053428762937,0.0,0.7,0.8,0.5,0.1,1.3,0.5,0.2,1.0,0.7,1.6,0.9,0.4,0.8,1.0,1767.0,1.0,2.0,4.0,0.0,0.7,74.8,0.4,0.0,6.68,0.0005659309564233164,0.0011318619128466328,0.0022637238256932647,0.0,0.0,1.3666666666666665,1.5333333333333332,1.0666666666666669,0.26666666666666666,2.1333333333333333,0.5333333333333333,0.10000000000000002,0.0,0.6999999999999998,1.7,1.1666666666666667,0.06666666666666668,0.8333333333333334,0.8666666666666666,0.30000000000000004,72.83333333333333,0.7333333333333334,6.6933333333333325,5215.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0007670182166826463,0.0032598274209012464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
