player,lastname,team,team_clas,league,team_country,player_link_tm,player_link_ws,team_ws_link,team_tm_link,position,height,weight,pos_def,pref_side,sides,highest_value,current_log,double_trans,nationality,nat_team_min,type_agent,nat_team_min_pond,age_group,days_miss,games_miss,miss_days_per_y,search,google_res,stand_goog_res,tw_index,last_interception,last_tackles,last_fouls,last_offsideswon,last_clearence,last_wasdribbled,last_blocks,last_owngoals,last_team_x,last_keypasses,last_dribbles,last_fouled,last_offsidesdone,last_disposeseed,last_badcontrol,last_team_y,last_team,last_mins,last_goals,last_assist,last_yellow,last_red,last_shots,last_passes,last_aerial,last_mom,last_rating,last_season,last_goals_permin,last_assist_permin,last_yellow_permin,last_red_permin,last_mom_permin,previous_interception,previous_tackles,previous_fouls,previous_offsideswon,previous_clearence,previous_wasdribbled,previous_blocks,previous_owngoals,previous_keypasses,previous_dribbles,previous_fouled,previous_offsidesdone,previous_disposeseed,previous_badcontrol,previous_shots,previous_passes,previous_aerial,previous_rating,previous_mins,previous_goals,previous_assist,previous_yellow,previous_red,previous_mom,previous_goals_permin,previous_assist_permin,previous_yellow_permin,previous_red_permin,previous_mom_permin,Continental Club Winner,Continental Nat Winner,Minor individuals ,League T2 Club Winner,Top individuals ,League T1 Club Winner,Continental Club Runner-up,Continental Nat Runner-up,Major individuals ,League T1 Runner-up,Under Continental Runner-up,Under Continental Winner,FIFA Club World Cup participant ,FIFA Club World Cup winner ,Olympic medalist ,League T2 Runner-up,Second place at the Olympic Games ,Third place at the Olympic Games ,World Cup participant ,World Cup runner-up ,World Cup third place ,World Cup winner ,total_awards
Daniel Bentley,Bentley,Brentford,Above 200,Championship (ENG),ENG,/daniel-bentley/profil/spieler/136401,/Players/134543/Show/Daniel-Bentley,/Teams/189/Show/England-Brentford,/fc-brentford/startseite/verein/1148,Goalkeeper,188.0,72.0,Goalkeeper,None,1,1350000,14.115615150414612,2.647281642081681,England,0,Small,0.0,24-26,174.0,23.0,19.33333333333333,Daniel+Bentley+Brentford,639000.0,-0.05882575837968671,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,Brentford,0.0,0.0,0.1,0.0,0.0,0.0,Brentford,Brentford,2955.0,0.0,0.0,0.0,0.0,0.0,58.3,0.7,0.0,6.4,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,59.75,0.5,6.75,8100.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0001234567901234568,0.0,0.0002469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Bech Sörensen,Sörensen,Brentford,Above 200,Championship (ENG),ENG,/mads-bech-sorensen/profil/spieler/372240,/Players/346304/Show/Mads-Bech-Sörensen,/Teams/189/Show/England-Brentford,/fc-brentford/startseite/verein/1148,Defender (Centre),176.82833333333335,72.9825,Defender,Centre,1,135000,11.813030057420569,2.469203164398985,Denmark,0,Medium,0.0,Sub_20,73.0,8.0,18.25,Mads+Bech+Sörensen+Brentford,15900.0,-0.2380194485266612,0.0,1.4,0.4,0.9,0.8,4.4,0.5,0.3,0.0,Brentford,0.1,0.0,0.8,0.0,0.4,0.4,Brentford,Brentford,672.0,0.0,0.0,3.0,0.0,0.3,77.1,2.9,0.0,6.44,2018/2019,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ollie Watkins,Watkins,Brentford,Above 200,Championship (ENG),ENG,/ollie-watkins/profil/spieler/324358,/Players/148503/Show/Ollie-Watkins,/Teams/189/Show/England-Brentford,/fc-brentford/startseite/verein/1148,"Attacking Midfielder (Left, Right)",180.0,72.9825,Midfielder,Left,2,7200000,15.789591583986285,2.7593509624476806,England,0,Small,0.0,21-23,143.0,18.0,20.428571428571427,Ollie+Watkins+Brentford,103000.0,-0.21297086818353567,100.0,0.3,0.7,0.9,0.0,0.2,0.6,0.0,0.0,Brentford,1.7,1.0,1.5,0.2,2.0,2.6,Brentford,Brentford,3127.0,10.0,6.0,5.0,0.0,2.2,77.2,1.4,1.0,6.91,2018/2019,0.003197953309881676,0.001918771985929005,0.001598976654940838,0.0,0.00031979533098816764,0.4,0.7,0.6,0.0,0.6,0.7,0.1,0.0,2.2,2.7,1.8,0.3,1.9,3.0,3.1,78.7,1.5,7.24,3531.0,10.0,4.0,8.0,0.0,8.0,0.002832058906825262,0.0011328235627301047,0.002265647125460209,0.0,0.002265647125460209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Torunarigha,Torunarigha,Hertha Berlin,Above 200,Bundesliga (GER),GER,/jordan-torunarigha/profil/spieler/227110,/Players/332120/Show/Jordan-Torunarigha,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,Defender (Centre),191.0,80.0,Defender,Centre,1,9000000,16.012735135300492,2.7733843515990637,Germany,242,Big,18.615384615384613,21-23,137.0,15.0,27.4,Jordan+Torunarigha+Hertha+Berlin,133000.0,-0.20434334338108148,0.0,2.1,2.4,1.9,0.3,3.9,0.7,0.5,0.0,Hertha Berlin,0.4,0.1,0.4,0.0,0.4,0.7,Hertha Berlin,Hertha Berlin,1161.0,2.0,2.0,2.0,1.0,0.5,79.4,2.7,1.0,7.09,2018/2019,0.0017226528854435831,0.0017226528854435831,0.0017226528854435831,0.0008613264427217916,0.0008613264427217916,2.2333333333333334,1.8,1.1,0.5666666666666668,3.1333333333333333,0.5,0.4000000000000001,0.0,0.16666666666666666,0.06666666666666668,0.8666666666666667,0.1,0.26666666666666666,0.5666666666666668,0.4,77.0,3.1333333333333333,6.826666666666667,1413.0,2.0,0.0,1.0,1.0,1.0,0.0014154281670205238,0.0,0.0007077140835102619,0.0007077140835102619,0.0007077140835102619,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Derrick Luckassen,Luckassen,Hertha Berlin,Above 200,Bundesliga (GER),GER,/derrick-luckassen/profil/spieler/241457,/Players/231140/Show/Derrick-Luckassen,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,"Defender (Centre, Right)",186.0,78.0,Defender,Centre,2,4050000,14.962913010801813,2.7055746735642408,Netherlands,0,Small,0.0,21-23,206.0,25.0,29.42857142857143,Derrick+Luckassen+Hertha+Berlin,50700.0,-0.2280115197558143,0.0,0.0,1.0,0.0,0.5,3.3,0.5,0.0,0.0,Hertha Berlin,0.0,0.5,1.0,0.3,0.0,0.5,Hertha Berlin,Hertha Berlin,248.0,0.0,0.0,0.0,0.0,0.0,89.7,1.3,0.0,6.31,2018/2019,0.0,0.0,0.0,0.0,0.0,1.7333333333333332,1.6333333333333335,1.4833333333333334,0.3333333333333333,2.9333333333333336,0.7999999999999999,0.4166666666666667,0.3333333333333333,0.45,0.5833333333333334,0.9833333333333334,0.05000000000000001,0.5499999999999999,0.7666666666666666,0.8333333333333334,81.33333333333333,1.7833333333333332,6.718333333333334,7280.0,5.0,1.0,22.0,4.0,2.0,0.0006868131868131869,0.00013736263736263736,0.003021978021978022,0.0005494505494505496,0.0002747252747252747,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Marvin Plattenhardt,Plattenhardt,Hertha Berlin,Above 200,Bundesliga (GER),GER,/marvin-plattenhardt/profil/spieler/89592,/Players/92934/Show/Marvin-Plattenhardt,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,Defender (Left),181.0,76.0,Defender,Left,1,15300000,16.195056692094447,2.7847060532095984,Germany,476,Small,36.61538461538462,27-30,106.0,16.0,9.636363636363637,Marvin+Plattenhardt+Hertha+Berlin,159000.0,-0.19686615521895448,0.0,0.3,1.2,1.1,0.0,2.1,0.3,0.1,0.0,Hertha Berlin,1.5,0.4,1.0,0.1,0.6,0.7,Hertha Berlin,Hertha Berlin,1836.0,1.0,2.0,4.0,0.0,0.5,79.4,0.5,0.0,6.68,2018/2019,0.0005446623093681918,0.0010893246187363835,0.002178649237472767,0.0,0.0,1.2,1.6300000000000003,0.91,0.27,1.6700000000000004,0.46,0.18,0.0,0.97,0.5499999999999999,0.99,0.01,0.36,0.26,0.4500000000000001,78.26,1.0399999999999998,6.772,14603.0,7.0,21.0,25.0,0.0,7.0,0.0004793535574881874,0.001438060672464562,0.0017119769910292405,0.0,0.0004793535574881874,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Maximilian Mittelstädt,Mittelstädt,Hertha Berlin,Above 200,Bundesliga (GER),GER,/maximilian-mittelstadt/profil/spieler/282660,/Players/261020/Show/Maximilian-Mittelstädt,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,Defender (Left),180.0,71.0,Defender,Left,1,8100000,15.907374619642669,2.766782814254532,Germany,302,Medium,23.230769230769234,21-23,90.0,12.0,15.0,Maximilian+Mittelstädt+Hertha+Berlin,57500.0,-0.226055947467258,0.0,1.8,2.5,0.6,0.0,2.2,1.1,0.2,0.0,Hertha Berlin,0.8,1.0,0.9,0.0,1.0,1.3,Hertha Berlin,Hertha Berlin,1758.0,1.0,1.0,2.0,1.0,1.0,72.5,1.8,1.0,6.98,2018/2019,0.0005688282138794084,0.0005688282138794084,0.0011376564277588168,0.0005688282138794084,0.0005688282138794084,2.25,2.25,0.525,0.1,1.275,1.1,0.05,0.0,0.7749999999999999,0.55,0.85,0.025,0.675,0.7749999999999999,0.35000000000000003,71.35,1.475,6.9375,1335.0,0.0,5.0,3.0,1.0,2.0,0.0,0.003745318352059925,0.0022471910112359553,0.0007490636704119849,0.0014981273408239699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vedad Ibisevic,Ibisevic,Hertha Berlin,Above 200,Bundesliga (GER),GER,/vedad-ibisevic/profil/spieler/21175,/Players/10103/Show/Vedad-Ibisevic,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,Forward,188.0,83.0,Forward,None,1,9000000,14.403297222866392,2.667457154181619,Bosnia-Herzegovina,5259,Big,150.25714285714284,31-34,314.0,37.0,17.444444444444443,Vedad+Ibisevic+Hertha+Berlin,239000.0,-0.17385942241240984,0.0,0.1,0.4,1.3,0.0,0.7,0.4,0.1,1.0,Hertha Berlin,0.6,0.5,0.4,0.9,1.0,2.4,Hertha Berlin,Hertha Berlin,1753.0,10.0,2.0,5.0,1.0,1.8,72.1,2.4,1.0,6.7,2018/2019,0.005704506560182543,0.0011409013120365088,0.0028522532800912717,0.0005704506560182544,0.0005704506560182544,0.23846153846153845,0.5230769230769231,1.6384615384615384,0.0,0.5615384615384615,0.5230769230769232,0.05384615384615385,0.0,0.7923076923076924,0.6923076923076923,1.446153846153846,0.8692307692307693,1.669230769230769,1.7307692307692308,2.1,68.77692307692307,2.3307692307692305,6.806923076923077,19604.0,89.0,31.0,51.0,5.0,15.0,0.004539889818404408,0.0015813099367476026,0.0026015098959396047,0.00025504998979800043,0.0007651499693940013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Florian Baak,Baak,Hertha Berlin,Above 200,Bundesliga (GER),GER,/florian-baak/profil/spieler/296345,/Players/329682/Show/Florian-Baak,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,Defender,191.0,90.0,Defender,None,1,360000,12.793859310432293,2.5489653144403843,Germany,180,Small,13.846153846153848,Sub_20,83.0,11.0,20.75,Florian+Baak+Hertha+Berlin,93400.0,-0.21573167612032107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hertha Berlin,0.0,0.0,0.0,0.0,0.0,0.0,Hertha Berlin,Hertha Berlin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2018/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,66.7,0.0,5.96,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karim Rekik,Rekik,Hertha Berlin,Above 200,Bundesliga (GER),GER,/karim-rekik/profil/spieler/182579,/Players/106530/Show/Karim-Rekik,/Teams/47/Show/Germany-Hertha-Berlin,/hertha-bsc/startseite/verein/44,"Defender (Centre, Left)",186.0,84.0,Defender,Centre,2,13500000,16.41820024340866,2.7983904904291514,Netherlands,308,Medium,19.25,24-26,281.0,72.0,35.125,Karim+Rekik+Hertha+Berlin,111000.0,-0.21067019490288125,0.0,1.5,1.5,0.7,0.8,3.6,0.3,0.7,0.0,Hertha Berlin,0.1,0.2,1.0,0.0,0.3,0.6,Hertha Berlin,Hertha Berlin,1980.0,0.0,0.0,4.0,1.0,0.3,88.3,2.0,0.0,6.67,2018/2019,0.0,0.0,0.0020202020202020198,0.0005050505050505049,0.0,1.6700000000000004,1.4200000000000002,1.5699999999999998,0.62,4.119999999999999,0.2,0.52,0.2,0.18,0.3,0.9600000000000002,0.01,0.42,0.32,0.30000000000000004,88.02,2.48,6.8820000000000014,11382.0,5.0,3.0,21.0,0.0,2.0,0.0004392901071867861,0.00026357406431207165,0.0018450184501845016,0.0,0.00017571604287471446,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Mile Jedinak,Jedinak,Aston Villa,Above 200,Championship (ENG),ENG,/mile-jedinak/profil/spieler/28336,/Players/13727/Show/Mile-Jedinak,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,Defender (Centre),189.0,81.0,Defender,Centre,1,5400000,14.403297222866392,2.667457154181619,Australia,5641,Small,134.3095238095238,31-34,30.0,5.0,1.6666666666666667,Mile+Jedinak+Aston+Villa,152000.0,-0.19887924433952714,0.0,1.8,1.2,1.4,0.3,5.5,0.6,0.4,0.0,Aston Villa,0.2,0.0,0.6,0.0,0.1,0.3,Aston Villa,Aston Villa,1129.0,0.0,0.0,1.0,0.0,0.5,72.5,6.8,2.0,7.04,2018/2019,0.0,0.0,0.0008857395925597873,0.0,0.001771479185119575,2.0375,2.825,1.975,0.0625,2.5625,0.8250000000000001,0.45,0.0,0.575,0.1875,1.0625,0.025,0.3375,0.3625,0.8125000000000001,73.0125,4.1875,7.1099999999999985,12270.0,11.0,6.0,30.0,1.0,11.0,0.0008964955175224123,0.0004889975550122249,0.002444987775061125,8.149959250203749e-05,0.0008964955175224123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
Tyrone Mings,Mings,Aston Villa,Above 200,Championship (ENG),ENG,/tyrone-mings/profil/spieler/253677,/Players/123167/Show/Tyrone-Mings,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,"Defender (Centre, Left)",191.0,77.0,Defender,Centre,2,5400000,14.962913010801813,2.7055746735642408,England,0,Medium,0.0,24-26,608.0,81.0,60.8,Tyrone+Mings+Aston+Villa,149000.0,-0.19974199681977256,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Aston Villa,0.0,0.0,0.0,0.0,1.0,1.0,Aston Villa,Aston Villa,90.0,0.0,0.0,0.0,0.0,1.0,83.3,2.0,0.0,6.48,2018/2019,0.0,0.0,0.0,0.0,0.0,1.3833333333333335,0.9166666666666666,0.5166666666666667,0.3166666666666666,2.833333333333333,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.36666666666666653,0.38333333333333336,0.4166666666666667,0.0,0.55,0.4166666666666667,0.23333333333333334,78.28333333333333,1.0333333333333332,6.458333333333332,4965.0,1.0,6.0,12.0,0.0,2.0,0.0002014098690835851,0.0012084592145015106,0.002416918429003021,0.0,0.0004028197381671702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John McGinn,McGinn,Aston Villa,Above 200,Championship (ENG),ENG,/john-mcginn/profil/spieler/193116,/Players/318449/Show/John-McGinn,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,Midfielder (Centre),173.0,68.0,Midfielder,Centre,1,3150000,14.962913010801813,2.7055746735642408,Scotland,799,No agent,19.48780487804878,24-26,123.0,16.0,15.375,John+McGinn+Aston+Villa,186000.0,-0.18910138289674566,123.52941176470587,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Aston Villa,2.0,1.0,2.0,0.0,4.0,1.0,Aston Villa,Aston Villa,90.0,0.0,0.0,0.0,0.0,3.0,73.3,1.0,0.0,6.87,2018/2019,0.0,0.0,0.0,0.0,0.0,1.5,4.0,1.0,0.0,1.0,1.5,0.0,0.0,1.0,2.5,2.5,0.0,0.0,1.0,1.5,83.9,1.0,7.54,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005555555555555557,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Kortney Hause,Hause,Aston Villa,Above 200,Championship (ENG),ENG,/kortney-hause/profil/spieler/233124,/Players/134207/Show/Kortney-Hause,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,"Defender (Centre, Left)",189.0,77.0,Defender,Centre,2,900000,13.710150042306447,2.6181364375191847,England,758,Small,189.5,21-23,129.0,23.0,18.428571428571427,Kortney+Hause+Aston+Villa,113000.0,-0.21009502658271764,0.0,0.5,0.8,1.4,0.1,3.9,0.2,0.7,0.0,Aston Villa,0.3,0.5,0.7,0.0,0.6,0.6,Aston Villa,Aston Villa,890.0,1.0,0.0,5.0,0.0,0.5,78.0,4.9,0.0,6.92,2018/2019,0.0011235955056179776,0.0,0.005617977528089888,0.0,0.0,0.825,1.3,0.675,0.225,3.75,0.2,0.375,0.0,0.2,0.525,0.6,0.025,0.375,0.425,0.275,76.19999999999997,2.85,6.745,5460.0,2.0,1.0,5.0,0.0,1.0,0.0003663003663003663,0.00018315018315018315,0.0009157509157509159,0.0,0.00018315018315018315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anwar El Ghazi,Ghazi,Aston Villa,Above 200,Championship (ENG),ENG,/anwar-el-ghazi/profil/spieler/183720,/Players/232261/Show/Anwar-El-Ghazi,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,"Attacking Midfielder (Left, Right)",189.0,90.0,Midfielder,Left,2,6300000,15.319587954740546,2.72913226804608,Netherlands,159,Big,9.9375,24-26,74.0,12.0,9.25,Anwar+El+Ghazi+Aston+Villa,283000.0,-0.16120571936881029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,3.0,1.0,1.0,0.0,2.0,6.0,Aston Villa,Aston Villa,90.0,0.0,0.0,0.0,0.0,3.0,95.5,0.0,0.0,6.63,2018/2019,0.0,0.0,0.0,0.0,0.0,0.4,0.5555555555555556,0.7666666666666667,0.011111111111111113,0.25555555555555554,0.3555555555555555,0.0,0.0,0.7888888888888889,1.3,1.0111111111111108,0.3444444444444444,1.4888888888888892,1.7111111111111112,1.7888888888888892,76.22222222222223,1.0111111111111108,6.742222222222222,7863.0,27.0,16.0,11.0,1.0,6.0,0.003433803891644411,0.0020348467506040952,0.0013989571410403154,0.00012717792191275595,0.0007630675314765357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tommy Elphick,Elphick,Aston Villa,Above 200,Championship (ENG),ENG,/tommy-elphick/profil/spieler/37152,/Players/13932/Show/Tommy-Elphick,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,Defender (Centre),180.0,85.0,Defender,Centre,1,2700000,14.403297222866392,2.667457154181619,England,0,Medium,0.0,31-34,163.0,27.0,10.866666666666667,Tommy+Elphick+Aston+Villa,122000.0,-0.20750676914198132,0.0,1.3,0.4,0.8,0.4,6.4,0.1,0.8,0.0,Aston Villa,0.2,0.0,0.4,0.0,0.2,0.2,Aston Villa,Aston Villa,1620.0,1.0,1.0,3.0,0.0,0.4,77.0,5.1,1.0,6.88,2018/2019,0.0006172839506172839,0.0006172839506172839,0.001851851851851852,0.0,0.0006172839506172839,1.7428571428571429,0.9285714285714288,0.6857142857142857,0.6285714285714287,5.628571428571428,0.31428571428571433,0.8285714285714285,0.14285714285714285,0.14285714285714285,0.1,0.5142857142857143,0.014285714285714287,0.1,0.17142857142857146,0.4714285714285714,80.02857142857144,3.6428571428571432,6.948571428571429,11533.0,4.0,2.0,19.0,0.0,7.0,0.00034683083326107685,0.00017341541663053845,0.0016474464579901151,0.0,0.0006069539582068846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Grealish,Grealish,Aston Villa,Above 200,Championship (ENG),ENG,/jack-grealish/profil/spieler/203460,/Players/113069/Show/Jack-Grealish,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,"Attacking Midfielder (Centre, Left)",175.0,68.0,Midfielder,Centre,2,18000000,16.70588231586044,2.8157608918853683,England,420,Big,105.0,21-23,143.0,18.0,20.428571428571427,Jack+Grealish+Aston+Villa,1350000.0,0.14564657943847867,124.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,3.0,3.0,5.0,0.0,2.0,1.0,Aston Villa,Aston Villa,90.0,0.0,1.0,0.0,0.0,2.0,91.2,3.0,1.0,8.33,2018/2019,0.0,0.011111111111111113,0.0,0.0,0.011111111111111113,0.5,0.64,0.4199999999999999,0.0,0.2,0.24,0.04,0.0,1.16,1.4,1.88,0.04,1.2,1.0,1.02,89.05999999999997,0.26,6.604000000000001,5661.0,9.0,9.0,12.0,1.0,5.0,0.001589825119236884,0.001589825119236884,0.0021197668256491787,0.00017664723547076492,0.0008832361773538244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Adomah,Adomah,Aston Villa,Above 200,Championship (ENG),ENG,/albert-adomah/profil/spieler/83430,/Players/35328/Show/Albert-Adomah,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,"Attacking Midfielder (Left, Right)",185.0,73.0,Midfielder,Left,2,4500000,15.319587954740546,2.72913226804608,Ghana,775,Small,15.816326530612244,31-34,220.0,31.0,14.666666666666664,Albert+Adomah+Aston+Villa,344000.0,-0.14366308560382002,114.28571428571428,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,0.0,0.0,1.0,1.0,1.0,0.0,Aston Villa,Aston Villa,67.0,0.0,0.0,0.0,0.0,1.0,83.3,0.0,0.0,6.11,2018/2019,0.0,0.0,0.0,0.0,0.0,0.5857142857142856,1.9428571428571428,0.8428571428571429,0.0,0.4428571428571428,0.8142857142857143,0.014285714285714287,0.0,1.1428571428571428,1.2142857142857142,0.8428571428571429,0.2571428571428572,1.257142857142857,1.6142857142857143,1.3571428571428572,74.31428571428572,0.5285714285714286,6.8514285714285705,16210.0,41.0,30.0,13.0,1.0,19.0,0.002529302899444787,0.0018507094386181371,0.0008019740900678593,6.169031462060457e-05,0.0011721159777914867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Henri Lansbury,Lansbury,Aston Villa,Above 200,Championship (ENG),ENG,/henri-lansbury/profil/spieler/44794,/Players/32858/Show/Henri-Lansbury,/Teams/24/Show/England-Aston-Villa,/aston-villa/startseite/verein/405,Midfielder (Centre),183.0,78.0,Midfielder,Centre,1,2700000,14.403297222866392,2.667457154181619,England,780,No agent,195.0,27-30,97.0,21.0,8.083333333333334,Henri+Lansbury+Aston+Villa,103000.0,-0.21297086818353567,0.0,0.3,0.3,1.3,0.0,0.3,0.0,0.0,0.0,Aston Villa,1.0,0.0,1.0,0.0,0.3,0.0,Aston Villa,Aston Villa,98.0,0.0,0.0,1.0,0.0,0.0,85.0,0.0,0.0,6.26,2018/2019,0.0,0.0,0.010204081632653059,0.0,0.0,0.925,1.4625,1.175,0.0125,1.4874999999999998,0.8625,0.25,0.25,1.3375,0.275,0.925,0.175,0.475,0.7625000000000001,1.4999999999999998,78.85,0.8999999999999999,6.82625,11530.0,29.0,18.0,43.0,2.0,9.0,0.002515177797051171,0.0015611448395490026,0.00372940156114484,0.00017346053772766696,0.0007805724197745013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
